codice,aeroporto_partenza,numero_voli,ritardo_minimo,ritardo_massimo,ritardo_medio,tasso_cancellazione,mese
G4,ICT,8,86.0,230.0,50.5,0.0,7
DL,RSW,66,2.0,197.0,11.45,0.0,1
HA,SFO,10,2.0,63.0,11.0,0.0,5
DL,BOI,28,5.0,637.0,33.71,0.0,6
F9,BUF,9,31.0,142.0,23.89,0.0,2
NK,IND,33,2.0,198.0,23.7,0.0,3
WN,SYR,12,163.0,163.0,13.58,0.0,4
UA,BNA,56,2.0,193.0,18.11,0.0,5
F9,SFO,16,6.0,242.0,36.38,0.0,1
B6,PHL,11,11.0,63.0,10.0,9.09,8
9E,PIT,19,0.0,0.0,0.0,0.0,4
OO,CAE,2,0.0,-12.0,0.0,0.0,4
WN,SJU,20,1.0,42.0,5.95,10.0,10
9E,DSM,29,3.0,86.0,15.03,3.45,6
OO,LAS,15,2.0,111.0,18.0,0.0,9
YX,BDL,7,0.0,-8.0,0.0,0.0,2
WN,HRL,19,2.0,269.0,18.53,0.0,10
9E,TLH,3,13.0,29.0,14.0,0.0,3
B6,TPA,42,1.0,299.0,23.38,2.38,6
UA,PHL,31,4.0,216.0,26.48,0.0,11
YX,OKC,13,13.0,65.0,6.0,0.0,12
9E,MOB,12,6.0,24.0,4.0,0.0,12
NK,IND,14,2.0,162.0,13.57,7.14,7
UA,RDM,12,10.0,200.0,19.25,0.0,8
OO,DSM,8,23.0,23.0,2.88,12.5,11
G4,CKB,2,3.0,68.0,35.5,0.0,10
B6,MVY,17,2.0,93.0,13.29,5.88,7
NK,RSW,13,3.0,28.0,3.0,0.0,11
9E,ILM,11,3.0,62.0,9.55,0.0,10
B6,PWM,6,11.0,28.0,10.67,16.67,8
DL,ORF,24,1.0,75.0,8.04,4.17,4
DL,BUF,19,4.0,243.0,18.26,0.0,3
DL,SRQ,16,13.0,1057.0,66.88,0.0,6
OH,IAD,15,6.0,968.0,94.87,6.67,5
NK,SJU,39,2.0,188.0,19.33,0.0,4
OO,ACT,14,2.0,294.0,23.43,0.0,11
WN,SYR,17,1.0,111.0,10.35,0.0,6
MQ,HHH,14,1.0,134.0,30.5,0.0,5
OO,DEC,6,9.0,9.0,3.0,0.0,3
YX,AVL,10,1.0,16.0,3.0,0.0,11
G4,XNA,6,2.0,187.0,31.5,0.0,6
DL,ALB,4,20.0,20.0,5.0,0.0,6
OH,OAJ,11,6.0,18.0,2.91,0.0,4
AS,FLL,5,0.0,-3.0,0.0,0.0,7
YX,ATL,16,3.0,3.0,0.19,0.0,4
MQ,RIC,5,5.0,5.0,1.0,0.0,4
MQ,SHV,8,10.0,24.0,4.25,0.0,8
AS,OME,2,60.0,60.0,30.0,0.0,1
DL,KOA,8,0.0,-6.0,0.0,0.0,3
DL,GNV,13,0.0,0.0,0.0,0.0,6
AS,CVG,3,1.0,1.0,0.33,66.67,1
G4,BGR,3,29.0,212.0,80.33,0.0,2
YX,HSV,1,0.0,-15.0,0.0,0.0,3
B6,ORH,2,9.0,9.0,4.5,0.0,9
OO,FAY,1,191.0,191.0,191.0,0.0,5
UA,GUM,2,0.0,-12.0,0.0,0.0,7
G4,LRD,1,0.0,-6.0,0.0,0.0,12
OO,DFW,290,1.0,643.0,13.57,0.0,10
OO,DEN,601,1.0,294.0,7.04,0.17,10
UA,BUR,2,4.0,4.0,2.0,0.0,1
UA,PHL,30,1.0,357.0,23.53,6.67,7
YX,PHL,81,2.0,56.0,3.53,1.23,10
B6,JFK,303,1.0,345.0,25.8,1.32,12
WN,MSP,62,1.0,52.0,4.65,1.61,3
AA,GRR,28,1.0,267.0,32.96,0.0,7
NK,RSW,44,4.0,140.0,15.25,0.0,1
OO,FAT,61,1.0,438.0,14.57,0.0,3
B6,SJU,80,1.0,473.0,36.55,2.5,8
AS,MIA,4,202.0,202.0,50.5,0.0,9
OO,FSD,10,3.0,78.0,8.5,0.0,5
WN,LIH,28,5.0,83.0,5.68,0.0,6
9E,RDU,61,1.0,170.0,13.0,1.64,3
F9,SEA,17,3.0,276.0,43.65,5.88,7
OO,AVL,7,19.0,40.0,11.86,0.0,7
OO,MDW,21,10.0,133.0,22.95,0.0,1
MQ,MCI,17,1.0,61.0,7.35,0.0,4
DL,SAV,32,1.0,82.0,3.66,0.0,10
HA,KOA,62,1.0,40.0,3.11,1.61,10
MQ,MGM,9,11.0,29.0,4.44,0.0,6
F9,CLE,74,2.0,773.0,25.73,1.35,7
AS,PHL,7,6.0,26.0,10.0,14.29,5
F9,PHL,84,1.0,591.0,29.83,4.76,1
OO,IDA,31,2.0,230.0,19.32,0.0,12
AA,LGA,109,1.0,652.0,13.61,0.92,10
DL,DSM,8,188.0,188.0,23.5,0.0,4
UA,HNL,34,1.0,81.0,8.21,0.0,8
B6,ORD,14,4.0,13.0,1.21,0.0,9
WN,TUL,28,2.0,159.0,8.0,0.0,4
AS,KTN,21,1.0,65.0,7.57,0.0,4
AA,MFE,18,35.0,66.0,11.67,0.0,11
DL,BUF,13,246.0,246.0,18.92,0.0,2
AA,MSN,13,2.0,100.0,26.08,0.0,1
MQ,RAP,9,3.0,78.0,19.89,0.0,6
MQ,JAX,6,5.0,17.0,5.5,0.0,1
MQ,PWM,5,19.0,19.0,3.8,0.0,9
DL,EWR,48,2.0,103.0,6.67,0.0,1
OO,CAK,8,1.0,1.0,0.13,0.0,2
MQ,FSD,10,21.0,217.0,34.3,0.0,11
OO,XWA,15,11.0,59.0,5.53,0.0,11
UA,FSD,4,1.0,22.0,7.75,0.0,3
DL,ECP,23,1.0,78.0,10.22,0.0,5
UA,ICT,8,6.0,100.0,14.38,0.0,11
MQ,BMI,4,8.0,45.0,13.25,25.0,1
UA,TYS,6,1.0,1.0,0.17,0.0,9
OH,GNV,6,183.0,183.0,30.5,16.67,10
G4,BZN,9,11.0,57.0,9.44,22.22,7
NK,CLE,7,11.0,288.0,54.14,0.0,1
AA,GRR,18,4.0,101.0,12.72,0.0,12
DL,TUS,8,5.0,604.0,78.25,0.0,9
F9,IND,5,1.0,38.0,7.8,0.0,9
DL,HNL,33,1.0,79.0,12.45,0.0,5
OO,VCT,4,78.0,78.0,19.5,0.0,8
F9,PIT,11,20.0,73.0,19.0,18.18,5
UA,TVC,9,1.0,25.0,5.56,0.0,8
MQ,RST,7,1.0,724.0,112.43,0.0,9
9E,SHV,12,33.0,62.0,7.92,0.0,7
WN,SAV,30,2.0,50.0,10.53,0.0,5
9E,ABE,8,8.0,42.0,6.25,0.0,9
DL,FAI,1,25.0,25.0,25.0,0.0,11
DL,CID,2,207.0,207.0,103.5,0.0,10
MQ,OMA,5,206.0,206.0,41.2,0.0,1
G4,PHX,1,15.0,15.0,15.0,0.0,6
OO,SCE,1,22.0,22.0,22.0,0.0,3
MQ,COS,2,17.0,17.0,17.0,0.0,1
9E,PWM,2,0.0,-22.0,0.0,0.0,12
F9,MDT,2,0.0,-25.0,0.0,0.0,2
OO,SIT,4,0.0,-21.0,0.0,25.0,7
OO,ROC,2,6.0,6.0,3.0,0.0,12
UA,OKC,1,10.0,10.0,10.0,0.0,6
OO,INL,5,52.0,52.0,10.4,0.0,11
OO,LBF,2,1.0,1.0,0.5,0.0,9
WN,PDX,74,1.0,61.0,4.85,1.35,3
WN,JAX,50,4.0,101.0,6.28,0.0,12
WN,SAN,236,1.0,187.0,10.67,1.27,2
G4,SNA,7,1.0,63.0,11.0,0.0,10
DL,ORD,97,1.0,138.0,9.51,0.0,6
G4,SFB,88,1.0,123.0,7.45,6.82,10
OH,CVG,18,1.0,83.0,10.89,0.0,12
WN,HOU,502,1.0,259.0,23.96,5.18,7
DL,MKE,27,1.0,269.0,14.89,0.0,12
AA,MKE,22,1.0,226.0,21.73,0.0,4
OO,SGF,9,8.0,381.0,45.89,0.0,1
OO,EGE,12,7.0,19.0,2.17,0.0,9
G4,BOI,2,0.0,-10.0,0.0,50.0,3
B6,ALB,8,37.0,89.0,15.75,0.0,2
B6,SRQ,7,36.0,87.0,17.57,0.0,3
9E,BTR,10,14.0,22.0,3.6,0.0,12
AS,PDX,164,1.0,123.0,9.73,0.61,8
WN,BHM,30,4.0,220.0,24.03,0.0,5
AA,IAH,59,1.0,309.0,38.08,8.47,6
YX,DTW,52,1.0,212.0,12.17,5.77,7
AA,ATL,84,1.0,192.0,26.4,3.57,8
AS,SFO,101,1.0,254.0,11.94,0.0,12
B6,LAX,73,1.0,123.0,16.99,0.0,7
OO,SLN,7,87.0,163.0,50.14,0.0,5
9E,GTR,6,142.0,142.0,23.67,16.67,1
UA,PHX,77,3.0,339.0,23.86,2.6,7
G4,HTS,12,2.0,1026.0,106.17,0.0,6
9E,MKE,11,4.0,304.0,28.0,0.0,2
OO,LWS,16,6.0,34.0,5.44,0.0,11
MQ,MRY,6,10.0,10.0,1.67,0.0,9
F9,RDU,53,5.0,94.0,18.42,1.89,8
UA,SYR,7,6.0,68.0,11.43,0.0,3
AA,SMF,29,3.0,383.0,25.41,0.0,8
HA,ONT,3,0.0,-15.0,0.0,0.0,11
AA,MSN,17,2.0,457.0,63.65,0.0,5
DL,MSY,64,3.0,429.0,17.92,0.0,3
OO,LAN,9,51.0,194.0,38.33,0.0,5
OO,APN,8,0.0,-2.0,0.0,0.0,3
DL,ONT,18,10.0,40.0,2.78,11.11,7
YX,SAV,6,3.0,118.0,33.5,16.67,7
OO,CVG,15,2.0,15.0,2.33,0.0,10
G4,PIA,12,7.0,63.0,11.08,0.0,8
MQ,CRP,23,1.0,122.0,16.22,0.0,1
MQ,CVG,18,2.0,64.0,6.94,0.0,9
UA,COS,9,37.0,37.0,4.11,0.0,12
9E,BGR,11,67.0,67.0,6.09,0.0,8
OO,HDN,5,9.0,44.0,12.6,0.0,9
AA,FLL,44,2.0,872.0,45.5,4.55,6
MQ,HOU,10,40.0,40.0,4.0,0.0,9
AS,CDV,6,0.0,-8.0,0.0,16.67,11
F9,ORD,24,1.0,299.0,61.21,0.0,8
OH,MSN,13,9.0,76.0,7.54,0.0,9
OH,CAK,10,7.0,151.0,15.8,0.0,12
HA,OAK,11,4.0,15.0,1.73,0.0,10
DL,HOU,11,33.0,936.0,97.91,0.0,5
OO,LFT,5,5.0,34.0,7.8,0.0,12
UA,MCI,37,1.0,186.0,14.19,0.0,5
OO,SAT,6,0.0,-7.0,0.0,0.0,9
MQ,VPS,9,2.0,48.0,8.44,0.0,4
HA,OAK,4,30.0,30.0,7.5,0.0,4
MQ,HHH,7,6.0,41.0,13.0,0.0,11
AA,FSD,6,1.0,223.0,39.33,16.67,5
MQ,SYR,11,5.0,114.0,20.91,0.0,7
B6,DEN,11,5.0,68.0,12.73,0.0,1
AA,IAD,5,66.0,66.0,13.2,0.0,8
AA,ILM,12,5.0,129.0,18.92,0.0,4
MQ,CLL,11,10.0,148.0,29.91,0.0,6
HA,LAS,8,3.0,90.0,31.75,0.0,8
AS,CDV,9,45.0,45.0,5.0,0.0,5
UA,BTV,7,10.0,12.0,3.14,0.0,1
AS,PSP,4,14.0,14.0,3.5,0.0,6
NK,SLC,3,0.0,-13.0,0.0,0.0,12
9E,BNA,6,0.0,-5.0,0.0,0.0,12
DL,RNO,3,16.0,19.0,11.67,0.0,11
G4,IDA,4,3.0,3.0,0.75,0.0,8
OO,BTV,8,4.0,16.0,2.5,0.0,9
OO,GSP,8,1.0,176.0,33.0,0.0,1
OH,CID,2,0.0,-12.0,0.0,0.0,3
HA,SEA,3,17.0,30.0,15.67,0.0,3
DL,BUF,12,2.0,71.0,11.17,0.0,12
UA,GSP,4,0.0,-19.0,0.0,0.0,11
AS,DCA,6,0.0,-11.0,0.0,0.0,12
OO,MCW,4,41.0,41.0,10.25,0.0,10
AS,BRW,2,6.0,6.0,3.0,0.0,10
9E,LIT,3,15.0,15.0,5.0,0.0,6
9E,GPT,1,0.0,-2.0,0.0,0.0,4
HA,SJC,5,23.0,25.0,9.6,0.0,1
MQ,BZN,4,0.0,-7.0,0.0,0.0,10
OH,DTW,1,0.0,-16.0,0.0,0.0,6
OH,VPS,2,0.0,-4.0,0.0,0.0,11
G4,ELP,1,19.0,19.0,19.0,0.0,10
G4,IAG,1,0.0,-11.0,0.0,0.0,5
WN,SMF,250,1.0,206.0,11.27,0.0,5
UA,EWR,528,1.0,795.0,29.61,2.27,6
WN,SEA,68,1.0,218.0,13.85,0.0,5
YX,JFK,125,1.0,203.0,13.0,0.8,5
NK,FLL,245,1.0,305.0,22.72,1.22,3
UA,SLC,40,2.0,309.0,18.75,7.5,7
AA,DSM,18,1.0,375.0,28.56,0.0,12
AA,EWR,62,1.0,679.0,50.84,4.84,7
UA,STL,22,2.0,103.0,9.59,0.0,12
WN,BUF,47,4.0,131.0,9.96,0.0,3
B6,SFO,29,1.0,152.0,9.97,0.0,6
OO,SMF,83,1.0,127.0,6.86,3.61,10
DL,ORD,76,1.0,354.0,8.64,0.0,11
OO,GEG,40,1.0,104.0,8.95,0.0,5
OH,SHV,15,3.0,52.0,9.27,0.0,2
OO,FSM,2,10.0,266.0,138.0,0.0,1
UA,EGE,8,30.0,65.0,11.88,12.5,4
F9,TPA,57,2.0,69.0,5.95,0.0,2
MQ,PNS,14,2.0,14.0,2.93,0.0,11
NK,RIC,12,5.0,60.0,10.92,0.0,5
OO,AZO,7,3.0,130.0,21.71,14.29,8
AA,JAX,69,1.0,348.0,23.35,4.35,5
WN,BOS,62,1.0,114.0,12.13,3.23,12
WN,CVG,19,6.0,75.0,12.89,10.53,1
AA,DTW,32,3.0,827.0,36.94,0.0,2
MQ,DCA,42,1.0,211.0,19.57,2.38,9
OO,ASE,16,33.0,187.0,33.81,6.25,5
WN,PVD,31,3.0,46.0,3.1,0.0,2
G4,FLL,38,3.0,168.0,17.08,0.0,7
UA,PNS,6,5.0,5.0,0.83,16.67,4
F9,CVG,36,1.0,228.0,12.06,0.0,2
MQ,ELP,9,1.0,75.0,14.33,0.0,3
DL,CHS,31,1.0,103.0,9.68,0.0,6
AA,BNA,80,1.0,825.0,47.81,5.0,7
AA,MSY,54,1.0,530.0,25.44,0.0,1
DL,MEM,49,4.0,55.0,5.24,0.0,9
MQ,AMA,25,7.0,118.0,10.84,4.0,12
DL,MYR,12,6.0,596.0,53.75,0.0,3
DL,SYR,9,7.0,37.0,8.56,0.0,12
OH,CHA,19,5.0,48.0,12.11,0.0,4
MQ,CRP,20,3.0,13.0,2.45,0.0,8
OO,ASE,77,4.0,1110.0,58.75,9.09,12
AA,JAX,64,1.0,337.0,36.03,4.69,7
9E,CRW,6,6.0,6.0,1.0,0.0,3
DL,BDL,33,3.0,111.0,9.3,0.0,4
HA,SFO,4,76.0,76.0,19.0,0.0,7
MQ,TYS,9,5.0,5.0,1.11,0.0,11
AS,SAN,44,4.0,182.0,12.82,0.0,2
OO,EGE,19,4.0,333.0,24.37,0.0,2
G4,BLV,7,5.0,445.0,73.14,0.0,12
NK,MSP,8,2.0,118.0,35.13,0.0,6
OH,GNV,10,4.0,134.0,27.5,0.0,4
OO,RIC,4,105.0,105.0,26.25,0.0,4
OO,XNA,20,1.0,70.0,6.3,0.0,8
OH,CHS,10,8.0,38.0,9.1,0.0,3
MQ,MOB,17,1.0,38.0,6.41,5.88,3
WN,MYR,17,1.0,62.0,7.59,0.0,1
MQ,MCI,11,22.0,35.0,10.27,0.0,7
DL,HSV,19,27.0,110.0,7.21,0.0,5
9E,DSM,25,5.0,91.0,10.36,4.0,7
OH,LFT,10,18.0,316.0,70.4,0.0,7
HA,LAS,9,1.0,1105.0,154.56,0.0,12
OO,BFF,5,1.0,70.0,15.0,0.0,11
OO,INL,6,1.0,15.0,2.67,0.0,1
AA,GEG,10,1.0,20.0,4.5,0.0,2
UA,MSN,15,7.0,76.0,12.4,0.0,12
NK,AUS,14,2.0,217.0,35.21,0.0,10
OH,MSP,3,33.0,33.0,11.0,0.0,9
OH,SRQ,7,296.0,296.0,42.29,0.0,11
G4,SNA,8,6.0,18.0,4.13,0.0,9
OO,BQK,5,11.0,161.0,34.4,0.0,11
F9,SNA,11,4.0,62.0,24.55,0.0,3
F9,OKC,4,0.0,-1.0,0.0,0.0,7
NK,LBE,11,12.0,12.0,1.09,0.0,5
OO,YUM,5,1.0,1.0,0.2,0.0,7
OH,VPS,13,2.0,43.0,5.85,7.69,1
G4,TOL,3,57.0,57.0,19.0,0.0,6
OH,RDU,9,0.0,-5.0,0.0,0.0,9
B6,ROC,5,0.0,-7.0,0.0,0.0,4
9E,MOB,8,6.0,193.0,24.88,0.0,3
OO,HYS,4,11.0,128.0,34.75,0.0,3
G4,GRR,12,6.0,94.0,9.67,0.0,7
DL,OGG,4,0.0,-17.0,0.0,0.0,2
OO,SBA,15,10.0,136.0,14.93,0.0,6
9E,GPT,1,0.0,-21.0,0.0,0.0,1
B6,ROC,6,52.0,211.0,43.83,0.0,6
MQ,LFT,4,50.0,50.0,12.5,0.0,10
G4,BZN,4,59.0,59.0,14.75,0.0,9
OO,CVG,1,0.0,-19.0,0.0,0.0,4
G4,LIT,1,8.0,8.0,8.0,0.0,5
DL,LGB,1,0.0,-17.0,0.0,0.0,4
DL,JFK,251,1.0,401.0,29.63,6.37,7
DL,SAT,53,1.0,358.0,19.19,0.0,5
AA,GRR,20,1.0,155.0,10.6,0.0,2
OO,SLC,269,1.0,291.0,8.17,0.0,3
DL,TPA,120,1.0,897.0,24.32,0.0,4
DL,CVG,59,2.0,23.0,1.98,0.0,10
OO,MSP,200,1.0,783.0,18.06,2.5,3
OO,SFO,219,1.0,180.0,12.41,0.0,5
9E,CLT,28,1.0,165.0,14.79,0.0,2
WN,LGA,106,1.0,210.0,19.17,0.0,12
OO,LAX,289,1.0,740.0,11.87,0.0,5
HA,KOA,67,1.0,100.0,4.58,0.0,4
HA,OGG,109,1.0,90.0,6.92,0.0,11
F9,FLL,18,1.0,214.0,19.83,0.0,1
WN,ONT,114,1.0,165.0,7.84,0.0,8
OO,ALB,14,9.0,116.0,27.5,0.0,12
AS,ANC,104,1.0,189.0,10.95,1.92,3
YX,STL,28,3.0,156.0,9.79,0.0,12
OO,SBN,35,3.0,330.0,17.91,0.0,9
NK,RNO,10,87.0,87.0,8.7,0.0,3
AA,PDX,30,2.0,848.0,54.93,3.33,1
NK,SJU,49,1.0,188.0,23.14,4.08,7
YX,TUL,6,10.0,41.0,10.83,16.67,7
DL,GEG,22,1.0,375.0,20.82,0.0,3
WN,SRQ,40,3.0,166.0,13.78,0.0,2
9E,SHV,12,32.0,71.0,17.42,0.0,6
HA,ONT,2,0.0,-21.0,0.0,0.0,9
OH,MEM,9,2.0,228.0,51.0,0.0,5
F9,PHX,80,1.0,686.0,32.14,3.75,6
DL,TLH,12,4.0,52.0,7.83,0.0,5
NK,SMF,13,4.0,214.0,18.38,0.0,4
OO,MSN,30,8.0,269.0,29.97,0.0,5
B6,RDU,22,12.0,600.0,76.59,18.18,8
MQ,HPN,8,2.0,7.0,3.25,0.0,9
WN,ORF,30,5.0,134.0,23.6,0.0,6
OO,SUX,8,0.0,-11.0,0.0,0.0,2
OO,ICT,29,7.0,396.0,44.72,6.9,5
DL,CHA,10,38.0,401.0,43.9,0.0,9
MQ,GRK,11,3.0,165.0,31.91,0.0,11
OO,SBN,23,7.0,58.0,6.35,0.0,2
YX,MSY,6,3.0,3.0,0.5,0.0,4
WN,MYR,21,1.0,357.0,37.05,0.0,7
OH,DSM,5,11.0,11.0,2.2,0.0,3
AS,MCI,13,9.0,58.0,7.31,0.0,7
NK,SEA,7,9.0,9.0,1.29,0.0,6
OH,XNA,3,2.0,9.0,3.67,0.0,10
AA,BFL,11,13.0,400.0,37.55,0.0,11
MQ,BOS,14,12.0,127.0,16.07,0.0,3
WN,PHL,28,1.0,370.0,44.93,10.71,1
MQ,BFL,9,2.0,2.0,0.22,0.0,12
WN,CLE,38,3.0,38.0,3.42,0.0,8
MQ,TRI,4,0.0,-2.0,0.0,0.0,8
UA,CID,6,5.0,172.0,29.5,0.0,5
DL,CHA,9,17.0,139.0,17.33,0.0,6
AS,BWI,3,2.0,105.0,35.67,0.0,5
WN,MYR,20,1.0,32.0,5.15,0.0,3
WN,BLI,5,28.0,277.0,61.0,0.0,4
MQ,MEM,9,1.0,20.0,4.22,0.0,4
9E,BTV,14,5.0,148.0,20.86,0.0,3
DL,TUL,11,96.0,96.0,8.73,0.0,12
MQ,MSP,4,13.0,14.0,6.75,0.0,11
9E,OMA,4,13.0,13.0,3.25,0.0,9
G4,MOT,3,0.0,-3.0,0.0,0.0,7
HA,LGB,4,6.0,97.0,25.75,0.0,10
G4,SPI,2,0.0,0.0,0.0,0.0,7
YX,MIA,2,3.0,6.0,4.5,0.0,12
OO,SWO,5,91.0,265.0,71.2,20.0,1
OO,FOD,4,0.0,-16.0,0.0,0.0,7
G4,MFR,1,0.0,-16.0,0.0,0.0,3
MQ,MYR,2,0.0,-23.0,0.0,0.0,11
G4,CKB,2,3.0,4.0,3.5,0.0,5
OO,RIW,5,42.0,71.0,34.8,0.0,8
OO,HRL,2,0.0,-15.0,0.0,0.0,5
OH,PIT,4,96.0,225.0,80.25,0.0,2
G4,PSP,1,0.0,-16.0,0.0,0.0,12
AS,RSW,1,10.0,10.0,10.0,0.0,9
G4,MDW,2,106.0,106.0,53.0,0.0,12
F9,FSD,1,1.0,1.0,1.0,0.0,11
G4,STC,1,0.0,-8.0,0.0,0.0,6
F9,BMI,1,0.0,-1.0,0.0,0.0,5
AS,PHX,23,1.0,82.0,9.7,8.7,7
WN,MCO,357,1.0,478.0,17.41,2.52,1
OO,GEG,43,1.0,95.0,9.53,0.0,6
WN,AUS,267,1.0,203.0,7.48,0.0,9
OO,PHX,236,1.0,169.0,5.88,0.85,1
WN,PHX,630,1.0,166.0,8.01,0.32,10
DL,LAS,123,1.0,947.0,36.58,11.38,7
NK,ATL,70,1.0,288.0,15.91,8.57,9
DL,MSY,57,1.0,469.0,36.7,14.04,7
MQ,SGF,23,2.0,78.0,9.43,0.0,9
OH,CVG,30,1.0,316.0,22.97,0.0,4
UA,MCO,106,1.0,415.0,21.17,2.83,5
WN,EUG,14,3.0,12.0,3.0,0.0,4
OH,ILM,19,1.0,129.0,15.21,0.0,4
F9,CLT,31,1.0,163.0,14.9,0.0,11
MQ,BWI,2,17.0,19.0,18.0,0.0,10
AA,BWI,34,5.0,63.0,10.21,2.94,5
UA,BUR,18,5.0,60.0,9.72,5.56,10
F9,IAH,39,2.0,191.0,23.36,0.0,10
UA,MIA,59,1.0,550.0,27.86,1.69,3
OH,LEX,11,3.0,24.0,2.82,9.09,1
F9,BOS,9,3.0,142.0,30.22,0.0,7
OO,ICT,19,23.0,40.0,3.32,0.0,9
F9,JFK,21,8.0,193.0,40.24,0.0,12
DL,IAH,74,2.0,269.0,26.47,1.35,1
UA,OGG,21,22.0,273.0,28.86,4.76,7
F9,STL,7,22.0,228.0,62.71,0.0,1
AA,OMA,19,18.0,53.0,9.0,0.0,11
MQ,HOU,12,11.0,135.0,17.5,8.33,11
OH,DTW,4,11.0,11.0,2.75,25.0,7
AS,SAN,83,1.0,130.0,11.59,0.0,11
DL,SRQ,28,2.0,135.0,8.75,0.0,11
G4,FAR,4,32.0,32.0,8.0,0.0,11
9E,MLU,11,21.0,254.0,51.82,0.0,7
F9,OKC,1,0.0,-20.0,0.0,0.0,5
AS,OAK,4,0.0,-15.0,0.0,0.0,10
YX,OMA,15,1.0,1.0,0.07,0.0,2
WN,LIH,31,1.0,42.0,3.0,0.0,12
YX,HYA,4,15.0,15.0,3.75,0.0,7
AA,GRR,15,3.0,93.0,22.73,0.0,1
YX,CHO,5,24.0,24.0,4.8,0.0,11
9E,ALB,5,2.0,147.0,31.8,0.0,10
YX,RIC,13,3.0,67.0,8.85,0.0,2
AA,CVG,16,5.0,68.0,6.88,0.0,12
NK,BWI,45,6.0,148.0,13.82,0.0,4
G4,HTS,2,45.0,59.0,52.0,0.0,1
AA,VPS,5,21.0,1351.0,279.8,0.0,12
G4,HGR,3,121.0,121.0,40.33,0.0,6
DL,MLB,14,1.0,5.0,0.93,0.0,6
OO,TXK,9,7.0,268.0,53.22,11.11,1
G4,ROA,3,55.0,55.0,18.33,0.0,10
OO,INL,8,2.0,11.0,1.63,0.0,3
OO,BTV,4,23.0,288.0,77.75,0.0,12
DL,ANC,14,18.0,34.0,3.71,0.0,12
F9,AUS,5,31.0,168.0,71.2,0.0,6
OO,PWM,8,3.0,40.0,7.25,0.0,9
YX,GRB,2,3.0,4.0,3.5,0.0,1
UA,MKE,5,5.0,14.0,3.8,0.0,10
9E,CID,3,2.0,2.0,0.67,0.0,11
AS,MCI,4,13.0,13.0,3.25,0.0,2
OO,LAN,10,1.0,75.0,10.9,0.0,8
G4,IAD,3,0.0,-7.0,0.0,0.0,4
UA,SYR,9,14.0,15.0,3.22,0.0,11
NK,PBI,4,5.0,105.0,50.25,0.0,12
YX,BHM,2,0.0,-4.0,0.0,0.0,9
UA,FSD,2,11.0,11.0,5.5,0.0,8
OH,PIT,3,92.0,92.0,30.67,33.33,5
AS,RDU,3,7.0,7.0,2.33,33.33,1
AS,STL,2,1.0,1.0,0.5,0.0,11
G4,CKB,2,9.0,9.0,4.5,0.0,3
B6,ABQ,2,0.0,-13.0,0.0,0.0,5
OO,ALW,2,50.0,50.0,25.0,0.0,1
AA,STX,3,56.0,56.0,18.67,0.0,12
G4,CHS,2,0.0,-11.0,0.0,0.0,4
NK,RDU,1,44.0,44.0,44.0,0.0,1
AS,OTZ,3,0.0,-6.0,0.0,0.0,2
B6,EYW,1,0.0,-16.0,0.0,0.0,4
UA,ALB,7,9.0,14.0,3.29,0.0,11
YX,CMH,103,1.0,122.0,4.58,0.0,11
G4,SWF,5,6.0,70.0,21.0,20.0,7
OO,PSC,26,2.0,309.0,15.23,0.0,9
AA,LGA,125,1.0,327.0,19.5,0.0,12
NK,EWR,108,1.0,272.0,20.96,3.7,5
HA,OGG,92,1.0,118.0,14.58,1.09,1
B6,DCA,56,4.0,171.0,10.68,1.79,10
MQ,MIA,90,2.0,295.0,22.24,0.0,7
MQ,BPT,7,3.0,375.0,60.0,0.0,1
OH,ILM,15,3.0,123.0,9.13,0.0,3
YX,MSP,15,5.0,94.0,21.87,0.0,5
WN,CMH,80,1.0,68.0,4.74,0.0,11
B6,SFO,28,3.0,61.0,13.96,0.0,7
YX,OMA,11,1.0,136.0,14.91,0.0,11
OH,PNS,24,3.0,202.0,31.21,0.0,6
DL,DFW,91,5.0,991.0,36.58,5.49,7
AA,ABQ,19,2.0,247.0,25.53,0.0,2
NK,LAX,81,2.0,174.0,11.52,1.23,3
9E,ATL,182,1.0,198.0,7.48,0.55,4
OO,FAT,51,2.0,78.0,5.25,0.0,10
DL,CHA,13,6.0,35.0,7.38,0.0,7
DL,BHM,35,2.0,44.0,4.66,0.0,6
WN,SRQ,31,9.0,122.0,12.39,0.0,6
WN,RDU,82,1.0,138.0,11.17,0.0,3
OO,BIS,9,15.0,310.0,54.67,0.0,2
AS,SAT,4,36.0,36.0,9.0,0.0,10
9E,BGR,20,263.0,263.0,13.15,30.0,7
G4,AZA,56,1.0,154.0,10.04,1.79,1
YX,RIC,26,7.0,32.0,3.46,0.0,11
MQ,PNS,11,3.0,24.0,6.27,0.0,2
UA,TPA,67,1.0,264.0,21.91,2.99,5
DL,OKC,10,1.0,120.0,12.6,30.0,7
AA,PNS,22,9.0,227.0,33.82,0.0,6
DL,PHX,76,1.0,66.0,4.42,0.0,2
OO,HOB,8,39.0,679.0,182.5,0.0,6
MQ,MSO,5,18.0,19.0,7.4,0.0,9
UA,PHX,71,1.0,366.0,12.39,5.63,8
G4,DAY,2,21.0,21.0,10.5,0.0,5
DL,IAH,68,2.0,232.0,37.03,0.0,5
MQ,SLC,5,0.0,-8.0,0.0,0.0,12
