codice,aeroporto_partenza,numero_voli,ritardo_minimo,ritardo_massimo,ritardo_medio,tasso_cancellazione,mese
9E,ABE,19,2.0,27.0,2.89,0.00,4
9E,ABE,21,24.0,348.0,22.48,0.00,8
9E,ABE,30,2.0,51.0,11.03,0.00,12
9E,ABY,4,0.0,-6.0,0.0,0.00,12
9E,AEX,11,4.0,105.0,14.64,0.00,4
9E,AEX,20,1.0,214.0,20.5,0.00,8
9E,AEX,12,0.0,-2.0,0.0,0.00,12
9E,AGS,19,11.0,180.0,24.21,0.00,1
9E,AGS,39,1.0,163.0,10.95,0.00,5
9E,AGS,34,1.0,292.0,16.21,0.00,9
9E,ALB,24,6.0,301.0,17.33,0.00,3
9E,ALB,15,4.0,374.0,28.13,0.00,7
9E,ALB,25,8.0,94.0,4.08,0.00,11
9E,ATL,626,1.0,671.0,20.68,0.00,1
9E,ATL,461,1.0,238.0,10.11,0.00,5
9E,ATL,551,1.0,867.0,10.49,0.00,9
9E,ATW,2,0.0,-7.0,0.0,0.00,4
9E,ATW,3,0.0,-8.0,0.0,0.00,8
9E,AUS,18,13.0,60.0,8.11,0.00,3
9E,AUS,4,2.0,39.0,10.25,0.00,7
9E,AVL,11,6.0,22.0,2.55,0.00,3
9E,AVL,11,0.0,-9.0,0.0,0.00,7
9E,AVL,6,2.0,2.0,0.33,0.00,11
9E,BDL,7,12.0,24.0,5.14,0.00,2
9E,BDL,7,12.0,72.0,12.0,0.00,6
9E,BDL,1,0.0,-16.0,0.0,0.00,10
9E,BGM,11,3.0,26.0,5.27,0.00,4
9E,BGM,11,1.0,32.0,4.27,0.00,8
9E,BGM,4,145.0,145.0,36.25,0.00,12
9E,BGR,19,4.0,261.0,31.89,0.00,1
9E,BGR,21,4.0,79.0,10.95,0.00,5
9E,BGR,22,17.0,17.0,0.77,0.00,9
9E,BHM,20,13.0,26.0,3.6,0.00,3
9E,BHM,19,4.0,117.0,12.37,0.00,7
9E,BHM,11,1.0,1.0,0.09,0.00,11
9E,BIS,1,0.0,-7.0,0.0,0.00,8
9E,BMI,12,5.0,24.0,4.33,0.00,2
9E,BMI,9,0.0,-7.0,0.0,0.00,6
9E,BMI,14,0.0,-2.0,0.0,0.00,10
9E,BNA,24,4.0,227.0,23.92,0.00,1
9E,BNA,36,2.0,277.0,23.44,0.00,5
9E,BNA,21,53.0,214.0,20.05,0.00,9
9E,BQK,3,3.0,16.0,6.33,0.00,4
9E,BQK,8,27.0,508.0,66.88,0.00,12
9E,BTR,6,6.0,6.0,1.0,0.00,8
9E,BTR,22,14.0,213.0,14.23,0.00,12
9E,BTV,32,5.0,312.0,13.72,0.00,4
9E,BTV,39,1.0,262.0,27.21,0.00,8
9E,BTV,33,4.0,176.0,20.09,0.00,12
9E,BUF,29,3.0,62.0,6.03,0.00,3
9E,BUF,29,2.0,203.0,23.24,0.00,7
9E,BUF,47,2.0,165.0,5.09,0.00,11
9E,BWI,15,24.0,24.0,1.6,0.00,4
9E,BWI,15,13.0,139.0,24.8,0.00,8
9E,CAE,19,10.0,64.0,4.58,0.00,3
9E,CAE,23,4.0,316.0,50.57,0.00,7
9E,CAE,33,3.0,65.0,9.42,0.00,11
9E,CHA,24,3.0,172.0,19.46,0.00,4
9E,CHA,26,3.0,95.0,13.23,0.00,8
9E,CHA,66,2.0,200.0,12.88,0.00,12
9E,CHO,33,6.0,320.0,20.73,0.00,2
9E,CHO,20,5.0,1063.0,58.75,0.00,6
9E,CHO,29,9.0,74.0,8.59,0.00,10
9E,CHS,38,1.0,149.0,10.74,0.00,2
9E,CHS,55,3.0,348.0,18.15,0.00,6
9E,CHS,27,8.0,127.0,6.48,0.00,10
9E,CID,4,11.0,11.0,2.75,0.00,10
9E,CLE,37,5.0,62.0,4.7,0.00,4
9E,CLE,41,3.0,898.0,39.15,0.00,8
9E,CLE,53,1.0,90.0,5.51,0.00,12
9E,CLT,56,4.0,671.0,25.46,0.00,3
9E,CLT,76,4.0,288.0,35.92,0.00,7
9E,CLT,53,4.0,162.0,11.68,0.00,11
9E,CMH,1,0.0,-12.0,0.0,0.00,6
9E,CRW,11,2.0,40.0,7.0,0.00,4
9E,CRW,4,18.0,22.0,10.0,0.00,12
9E,CSG,1,0.0,-24.0,0.0,0.00,3
9E,CSG,23,2.0,205.0,22.57,0.00,7
9E,CSG,24,4.0,57.0,4.29,0.00,11
9E,CVG,149,1.0,451.0,12.35,0.00,4
9E,CVG,98,1.0,198.0,15.19,0.00,8
9E,CVG,126,1.0,273.0,21.1,0.00,12
9E,CWA,17,159.0,220.0,22.29,0.00,1
9E,CWA,17,6.0,37.0,3.59,0.00,5
9E,CWA,9,6.0,6.0,0.67,0.00,9
9E,DAY,15,3.0,98.0,6.73,0.00,4
9E,DAY,9,31.0,194.0,25.0,0.00,8
9E,DAY,18,3.0,277.0,18.56,0.00,12
9E,DCA,48,1.0,114.0,4.42,0.00,2
9E,DCA,41,2.0,217.0,22.27,0.00,6
9E,DCA,48,2.0,72.0,4.38,0.00,10
9E,DHN,14,16.0,16.0,1.14,0.00,2
9E,DHN,2,6.0,6.0,3.0,0.00,6
9E,DHN,20,9.0,197.0,13.1,0.00,10
9E,DLH,10,0.0,-13.0,0.0,0.00,4
9E,DLH,7,12.0,42.0,23.14,0.00,8
9E,DSM,46,1.0,378.0,22.76,0.00,2
9E,DSM,72,3.0,247.0,18.96,0.00,6
9E,DSM,59,2.0,83.0,2.73,0.00,10
9E,DTW,311,1.0,192.0,6.39,0.00,3
9E,DTW,255,1.0,663.0,17.0,0.00,7
9E,DTW,237,1.0,200.0,4.16,0.00,11
9E,EVV,16,2.0,282.0,27.0,0.00,1
9E,EVV,19,2.0,117.0,15.74,0.00,9
9E,EWR,27,3.0,138.0,24.81,0.00,4
9E,EWR,39,2.0,1103.0,52.28,0.00,8
9E,EWR,33,3.0,143.0,24.3,0.00,12
9E,EYW,8,2.0,561.0,76.38,0.00,3
9E,FAR,2,21.0,21.0,10.5,0.00,3
9E,FAR,1,6.0,6.0,6.0,0.00,7
9E,FAR,3,0.0,-6.0,0.0,0.00,11
9E,FAY,8,3.0,3.0,0.38,0.00,2
9E,FAY,13,12.0,19.0,3.77,0.00,10
9E,FSD,5,0.0,-21.0,0.0,0.00,3
9E,FSD,8,3.0,79.0,23.63,0.00,7
9E,FSD,3,1.0,1.0,0.33,0.00,11
9E,GFK,7,2.0,478.0,92.86,0.00,12
9E,GNV,10,107.0,107.0,10.7,0.00,3
9E,GNV,2,35.0,166.0,100.5,0.00,7
9E,GNV,1,0.0,-11.0,0.0,0.00,11
9E,GRR,20,10.0,32.0,2.75,0.00,3
9E,GRR,18,24.0,247.0,34.11,0.00,7
9E,GRR,8,0.0,-7.0,0.0,0.00,11
9E,GSO,34,5.0,150.0,12.85,0.00,3
9E,GSO,39,1.0,268.0,12.54,0.00,7
9E,GSO,22,22.0,25.0,2.14,0.00,11
9E,GSP,15,25.0,53.0,5.2,0.00,4
9E,GSP,27,2.0,152.0,14.89,0.00,8
9E,GSP,35,3.0,80.0,8.4,0.00,12
9E,GTR,15,77.0,258.0,31.8,0.00,1
9E,GTR,16,62.0,171.0,14.56,0.00,5
9E,GTR,15,2.0,27.0,3.47,0.00,9
9E,HPN,20,6.0,21.0,2.2,0.00,2
9E,HPN,29,6.0,41.0,2.97,0.00,6
9E,HPN,16,43.0,43.0,2.69,0.00,10
9E,HSV,5,9.0,16.0,5.0,0.00,3
9E,HSV,5,27.0,27.0,5.4,0.00,11
9E,IAD,10,7.0,56.0,8.4,0.00,4
9E,IAD,5,2.0,56.0,11.6,0.00,12
9E,ICT,12,14.0,14.0,1.17,0.00,2
9E,ILM,18,1.0,1.0,0.11,0.00,2
9E,ILM,33,26.0,118.0,15.61,0.00,6
9E,ILM,24,2.0,68.0,7.96,0.00,10
9E,IND,74,1.0,144.0,5.45,0.00,3
9E,IND,54,1.0,188.0,15.87,0.00,7
9E,IND,32,5.0,155.0,8.09,0.00,11
9E,ITH,4,385.0,385.0,96.25,0.00,1
9E,ITH,14,0.0,-4.0,0.0,0.00,5
9E,ITH,11,0.0,-1.0,0.0,0.00,9
9E,JAN,18,7.0,7.0,0.39,0.00,11
9E,JAX,18,14.0,16.0,1.67,0.00,1
9E,JAX,17,1.0,136.0,16.12,0.00,5
9E,JAX,15,0.0,-3.0,0.0,0.00,9
9E,JFK,339,1.0,448.0,9.62,0.00,3
9E,JFK,412,1.0,963.0,37.73,0.00,7
9E,JFK,288,1.0,138.0,3.29,0.00,11
9E,LAN,11,5.0,93.0,9.45,0.00,1
9E,LAN,5,6.0,6.0,1.2,0.00,9
9E,LEX,12,6.0,126.0,14.17,0.00,3
9E,LFT,16,19.0,19.0,1.19,0.00,2
9E,LFT,11,2.0,20.0,4.45,0.00,6
9E,LFT,16,1.0,1.0,0.13,0.00,10
9E,LGA,564,1.0,450.0,12.86,0.00,2
9E,LGA,586,1.0,376.0,14.97,0.00,6
9E,LGA,548,1.0,298.0,6.09,0.00,10
9E,LIT,5,1.0,14.0,3.0,0.00,3
9E,LIT,10,8.0,88.0,14.3,0.00,7
9E,LIT,5,457.0,457.0,91.4,0.00,11
9E,MCI,32,3.0,128.0,11.34,0.00,3
9E,MCI,43,3.0,172.0,23.21,0.00,7
9E,MCI,6,34.0,34.0,5.67,0.00,11
9E,MDT,22,1.0,104.0,6.55,0.00,1
9E,MDT,1,0.0,-10.0,0.0,0.00,5
9E,MEM,15,2.0,65.0,7.8,0.00,1
9E,MEM,13,1.0,33.0,4.15,0.00,5
9E,MEM,16,4.0,14.0,1.94,0.00,9
9E,MGM,12,1.0,61.0,9.67,0.00,3
9E,MGM,22,1.0,366.0,23.68,0.00,7
9E,MGM,32,1.0,17.0,1.94,0.00,11
9E,MIA,2,82.0,82.0,41.0,0.00,1
9E,MKE,18,1.0,186.0,15.83,0.00,3
9E,MKE,11,14.0,113.0,23.64,0.00,7
9E,MKE,15,1.0,22.0,1.8,0.00,11
9E,MLI,12,0.0,0.0,0.0,0.00,2
9E,MLI,15,10.0,22.0,2.13,0.00,6
9E,MLI,17,2.0,19.0,1.59,0.00,10
9E,MLU,12,2.0,166.0,22.0,0.00,2
9E,MLU,16,8.0,57.0,6.81,0.00,6
9E,MLU,19,2.0,8.0,0.53,0.00,10
9E,MOB,21,5.0,12.0,1.33,0.00,4
9E,MOB,11,1.0,136.0,12.45,0.00,8
9E,MOB,29,6.0,61.0,7.55,0.00,12
9E,MSN,7,4.0,4.0,0.57,0.00,4
9E,MSN,27,4.0,104.0,9.67,0.00,8
9E,MSN,20,11.0,57.0,9.85,0.00,12
9E,MSP,120,3.0,173.0,6.98,0.00,2
9E,MSP,153,1.0,753.0,31.63,0.00,6
9E,MSP,130,2.0,81.0,4.52,0.00,10
9E,MYR,4,0.0,-2.0,0.0,0.00,2
9E,MYR,21,14.0,264.0,18.14,0.00,6
9E,MYR,10,0.0,-1.0,0.0,0.00,10
9E,OAJ,12,16.0,86.0,12.92,0.00,4
9E,OAJ,30,3.0,474.0,40.57,0.00,12
9E,OMA,9,0.0,-1.0,0.0,0.00,3
9E,OMA,15,1.0,18.0,2.47,0.00,7
9E,OMA,10,2.0,2.0,0.2,0.00,11
9E,ORD,3,0.0,-3.0,0.0,0.00,1
9E,ORF,56,1.0,90.0,9.27,0.00,3
9E,ORF,51,1.0,179.0,22.31,0.00,7
9E,ORF,34,3.0,919.0,39.82,0.00,11
9E,ORH,2,0.0,-25.0,0.0,0.00,1
9E,ORH,6,8.0,160.0,57.33,0.00,5
9E,ORH,8,4.0,25.0,3.63,0.00,9
9E,PHL,2,0.0,-28.0,0.0,0.00,12
9E,PIT,45,1.0,63.0,5.09,0.00,3
9E,PIT,49,2.0,262.0,35.78,0.00,7
9E,PIT,22,9.0,18.0,1.23,0.00,11
9E,PNS,16,3.0,83.0,11.5,0.00,1
9E,PNS,12,3.0,133.0,20.83,0.00,5
9E,PVD,25,46.0,315.0,22.24,0.00,2
9E,PVD,7,93.0,93.0,13.29,0.00,6
9E,PVD,7,0.0,-4.0,0.0,0.00,10
9E,PWM,28,4.0,236.0,19.07,0.00,2
9E,PWM,27,5.0,380.0,41.22,0.00,6
9E,PWM,10,3.0,3.0,0.3,0.00,10
9E,RDU,150,1.0,170.0,10.89,0.00,3
9E,RDU,124,1.0,277.0,28.99,0.00,7
9E,RDU,155,1.0,168.0,7.83,0.00,11
9E,RIC,57,3.0,217.0,7.42,0.00,4
9E,RIC,59,5.0,237.0,20.93,0.00,8
9E,RIC,30,4.0,279.0,17.53,0.00,12
9E,ROA,18,2.0,76.0,7.89,0.00,4
9E,ROA,18,8.0,122.0,7.22,0.00,8
9E,ROA,25,3.0,201.0,23.96,0.00,12
9E,ROC,44,3.0,85.0,6.05,0.00,2
9E,ROC,63,1.0,126.0,13.29,0.00,6
9E,ROC,62,1.0,157.0,4.87,0.00,10
9E,RST,1,0.0,-23.0,0.0,0.00,3
9E,RST,6,3.0,302.0,84.83,0.00,7
9E,SAV,41,7.0,91.0,10.88,0.00,4
9E,SAV,44,5.0,681.0,19.18,0.00,8
9E,SAV,24,2.0,128.0,13.21,0.00,12
9E,SDF,5,236.0,518.0,150.8,0.00,1
9E,SDF,5,116.0,116.0,23.2,0.00,5
9E,SDF,2,18.0,30.0,24.0,0.00,9
9E,SGF,14,1.0,54.0,5.29,0.00,2
9E,SGF,28,1.0,53.0,4.54,0.00,10
9E,SHV,12,7.0,305.0,40.67,0.00,1
9E,SHV,36,1.0,95.0,12.69,0.00,5
9E,SHV,23,5.0,53.0,6.74,0.00,9
9E,STL,31,16.0,49.0,3.94,0.00,3
9E,STL,21,2.0,362.0,29.0,0.00,7
9E,STL,26,27.0,166.0,10.08,0.00,11
9E,SYR,43,3.0,94.0,2.88,0.00,4
9E,SYR,44,1.0,458.0,23.48,0.00,8
9E,SYR,7,11.0,18.0,6.0,0.00,12
9E,TLH,6,3.0,26.0,8.33,0.00,4
9E,TLH,8,1.0,24.0,5.75,0.00,8
9E,TLH,8,11.0,65.0,9.5,0.00,12
9E,TRI,18,14.0,14.0,0.78,0.00,3
9E,TRI,35,2.0,74.0,8.29,0.00,7
9E,TRI,12,0.0,-6.0,0.0,0.00,11
9E,TUL,1,0.0,-12.0,0.0,0.00,3
9E,TUL,5,27.0,33.0,17.4,0.00,11
9E,TVC,1,0.0,-6.0,0.0,0.00,1
9E,TVC,4,1.0,1.0,0.25,0.00,5
9E,TVC,5,0.0,-2.0,0.0,0.00,9
9E,TYS,45,29.0,85.0,3.49,0.00,2
9E,TYS,66,2.0,123.0,7.64,0.00,6
9E,TYS,69,2.0,135.0,5.55,0.00,10
9E,VLD,12,60.0,104.0,13.67,0.00,2
9E,VLD,18,3.0,58.0,5.44,0.00,6
9E,VLD,24,1.0,358.0,25.0,0.00,10
9E,VPS,4,21.0,34.0,13.75,0.00,9
9E,XNA,26,4.0,81.0,8.19,0.00,3
9E,XNA,42,1.0,139.0,14.07,0.00,7
9E,XNA,67,2.0,295.0,12.81,0.00,11
AA,ABQ,63,2.0,408.0,36.24,0.00,4
AA,ABQ,70,1.0,167.0,12.81,0.00,8
AA,ABQ,48,1.0,438.0,15.96,0.00,12
AA,ALB,28,4.0,459.0,26.32,0.00,3
AA,ALB,31,4.0,256.0,52.77,0.00,7
AA,ALB,25,5.0,103.0,8.44,0.00,11
AA,AMA,17,4.0,305.0,26.88,0.00,1
AA,ANC,22,5.0,270.0,21.41,0.00,6
AA,ANC,10,30.0,60.0,12.8,0.00,10
AA,ATL,117,1.0,270.0,20.87,0.00,1
AA,ATL,158,1.0,1070.0,40.03,0.00,5
AA,ATL,153,1.0,261.0,9.46,0.00,9
AA,AUS,277,1.0,469.0,23.9,0.00,3
AA,AUS,292,1.0,1424.0,48.29,0.00,7
AA,AUS,237,1.0,1032.0,17.07,0.00,11
AA,AVL,21,21.0,1119.0,89.62,0.00,7
AA,AVL,4,156.0,156.0,39.0,0.00,11
AA,AVP,14,5.0,74.0,10.36,0.00,3
AA,AVP,17,4.0,347.0,29.71,0.00,7
AA,AVP,20,3.0,72.0,5.15,0.00,11
AA,BDL,53,2.0,158.0,14.09,0.00,2
AA,BDL,96,1.0,185.0,15.29,0.00,6
AA,BDL,96,1.0,239.0,9.32,0.00,10
AA,BFL,29,1.0,54.0,2.62,0.00,4
AA,BFL,19,1.0,71.0,8.37,0.00,8
AA,BFL,22,1.0,262.0,33.32,0.00,12
AA,BGR,24,1.0,77.0,8.17,0.00,9
AA,BHM,22,2.0,89.0,14.05,0.00,11
AA,BNA,157,1.0,337.0,28.75,0.00,1
AA,BNA,197,1.0,1037.0,56.85,0.00,5
AA,BNA,216,1.0,1036.0,24.3,0.00,9
AA,BOI,18,4.0,90.0,11.33,0.00,4
AA,BOI,17,1.0,26.0,3.24,0.00,8
AA,BOI,16,6.0,41.0,5.31,0.00,12
AA,BOS,238,2.0,385.0,12.39,0.00,2
AA,BOS,324,1.0,1425.0,30.31,0.00,6
AA,BOS,354,1.0,462.0,9.58,0.00,10
AA,BTV,30,1.0,351.0,29.97,0.00,8
AA,BTV,1,0.0,-4.0,0.0,0.00,12
AA,BUF,20,3.0,102.0,19.65,0.00,3
AA,BUF,77,1.0,545.0,36.81,0.00,7
AA,BUF,26,1.0,333.0,21.15,0.00,11
AA,BUR,21,6.0,283.0,29.1,0.00,3
AA,BUR,33,1.0,478.0,39.88,0.00,7
AA,BUR,14,1.0,196.0,21.14,0.00,11
AA,BWI,70,1.0,238.0,21.46,0.00,4
AA,BWI,102,1.0,944.0,28.01,0.00,8
AA,BWI,67,2.0,1069.0,27.96,0.00,12
AA,BZN,22,1.0,16.0,1.45,0.00,2
AA,BZN,30,1.0,377.0,20.1,0.00,6
AA,BZN,9,2.0,44.0,8.67,0.00,10
AA,CAE,14,6.0,120.0,12.86,0.00,3
AA,CAE,14,2.0,1046.0,95.64,0.00,7
AA,CAE,17,3.0,693.0,62.59,0.00,11
AA,CHS,89,1.0,245.0,10.76,0.00,2
AA,CHS,125,1.0,182.0,15.52,0.00,6
AA,CHS,112,1.0,1322.0,16.88,0.00,10
AA,CID,26,7.0,136.0,11.88,0.00,2
AA,CID,25,2.0,411.0,28.0,0.00,6
AA,CID,28,1.0,141.0,16.43,0.00,10
AA,CLE,82,1.0,201.0,17.4,0.00,4
AA,CLE,88,1.0,489.0,23.86,0.00,8
AA,CLE,91,1.0,115.0,9.86,0.00,12
AA,CLT,2583,1.0,1060.0,21.37,0.00,3
AA,CLT,2713,1.0,1277.0,49.86,0.00,7
AA,CLT,2427,1.0,484.0,10.45,0.00,11
AA,CMH,53,6.0,894.0,33.92,0.00,2
AA,CMH,80,1.0,1048.0,51.14,0.00,6
AA,CMH,71,2.0,57.0,6.42,0.00,10
AA,COS,34,4.0,111.0,15.35,0.00,3
AA,COS,24,3.0,247.0,35.13,0.00,7
AA,COS,21,18.0,122.0,25.67,0.00,11
AA,CVG,74,1.0,115.0,12.73,0.00,4
AA,CVG,63,1.0,387.0,20.35,0.00,8
AA,CVG,41,2.0,106.0,6.51,0.00,12
AA,DAB,11,14.0,153.0,17.82,0.00,1
AA,DAB,14,2.0,319.0,33.86,0.00,5
AA,DCA,437,1.0,795.0,19.06,0.00,2
AA,DCA,572,1.0,844.0,27.01,0.00,6
AA,DCA,532,1.0,846.0,13.08,0.00,10
AA,DEN,167,1.0,720.0,28.91,0.00,1
AA,DEN,181,1.0,597.0,30.41,0.00,5
AA,DEN,172,1.0,601.0,20.2,0.00,9
AA,DFW,3233,1.0,1390.0,27.35,0.00,1
AA,DFW,3559,1.0,1099.0,42.34,0.00,5
AA,DFW,3299,1.0,656.0,13.29,0.00,9
AA,DSM,46,1.0,338.0,24.48,0.00,2
AA,DSM,51,4.0,558.0,38.12,0.00,6
AA,DSM,56,2.0,870.0,24.84,0.00,10
AA,DTW,101,1.0,379.0,18.01,0.00,3
AA,DTW,127,1.0,845.0,36.94,0.00,7
AA,DTW,90,1.0,149.0,10.42,0.00,11
AA,ECP,9,76.0,76.0,16.89,0.00,2
AA,ECP,32,9.0,288.0,44.88,0.00,6
AA,ECP,5,1.0,242.0,85.4,0.00,10
AA,EGE,66,1.0,1248.0,50.56,0.00,3
AA,EGE,24,3.0,1122.0,93.08,0.00,7
AA,EGE,6,70.0,70.0,11.67,0.00,11
AA,ELP,50,1.0,274.0,14.84,0.00,1
AA,ELP,74,2.0,349.0,20.05,0.00,5
AA,ELP,61,1.0,146.0,10.48,0.00,9
AA,EUG,16,2.0,208.0,34.31,0.00,3
AA,EUG,13,1.0,45.0,5.69,0.00,7
AA,EUG,17,1.0,322.0,26.18,0.00,11
AA,EWR,107,2.0,167.0,17.36,0.00,4
AA,EWR,144,1.0,992.0,32.55,0.00,8
AA,EWR,107,1.0,248.0,22.64,0.00,12
AA,EYW,54,1.0,1046.0,61.83,0.00,3
AA,EYW,42,3.0,1108.0,72.43,0.00,7
AA,EYW,42,2.0,1006.0,38.93,0.00,11
AA,FAT,35,2.0,101.0,13.74,0.00,1
AA,FAT,39,1.0,183.0,21.33,0.00,5
AA,FAT,40,4.0,105.0,11.88,0.00,9
AA,FCA,25,1.0,95.0,7.6,0.00,8
AA,FLL,168,1.0,133.0,11.73,0.00,2
AA,FLL,117,1.0,1011.0,38.68,0.00,6
AA,FLL,85,1.0,1158.0,28.34,0.00,10
AA,FSD,11,7.0,40.0,6.18,0.00,3
AA,FSD,23,2.0,70.0,7.87,0.00,7
AA,FSD,15,3.0,46.0,10.4,0.00,11
AA,GEG,28,4.0,158.0,24.79,0.00,1
AA,GEG,38,1.0,230.0,27.84,0.00,5
AA,GEG,28,4.0,84.0,7.89,0.00,9
AA,GRR,58,3.0,112.0,10.66,0.00,3
AA,GRR,65,1.0,297.0,32.97,0.00,7
AA,GRR,47,2.0,595.0,23.36,0.00,11
AA,GSO,21,6.0,47.0,6.05,0.00,3
AA,GSO,32,3.0,862.0,65.59,0.00,7
AA,GSO,14,7.0,121.0,25.07,0.00,11
AA,GSP,25,1.0,226.0,24.68,0.00,4
AA,GSP,40,2.0,242.0,23.93,0.00,8
AA,GSP,11,1.0,72.0,8.09,0.00,12
AA,GUC,11,2.0,181.0,23.0,0.00,1
AA,HDN,10,5.0,11.0,2.4,0.00,2
AA,HNL,30,1.0,151.0,7.1,0.00,2
AA,HNL,35,2.0,60.0,3.74,0.00,6
AA,HNL,24,4.0,95.0,4.67,0.00,10
AA,HSV,2,22.0,22.0,11.0,0.00,11
AA,IAD,18,6.0,220.0,21.83,0.00,4
AA,IAD,11,13.0,66.0,15.0,0.00,8
AA,IAD,12,6.0,438.0,49.92,0.00,12
AA,IAH,137,1.0,470.0,21.34,0.00,4
AA,IAH,170,1.0,565.0,29.77,0.00,8
AA,IAH,128,1.0,798.0,20.72,0.00,12
AA,ICT,9,1.0,45.0,6.44,0.00,2
AA,ICT,15,9.0,82.0,20.4,0.00,6
AA,ICT,17,10.0,303.0,28.76,0.00,10
AA,ILM,18,1.0,97.0,6.44,0.00,2
AA,ILM,42,2.0,194.0,14.02,0.00,6
AA,ILM,24,1.0,77.0,7.75,0.00,10
AA,IND,113,1.0,982.0,23.25,0.00,3
AA,IND,150,1.0,404.0,26.32,0.00,7
AA,IND,106,1.0,195.0,7.15,0.00,11
AA,JAC,11,4.0,82.0,20.45,0.00,4
AA,JAC,36,1.0,244.0,21.22,0.00,8
AA,JAC,14,1.0,354.0,56.71,0.00,12
AA,JAX,146,1.0,273.0,15.49,0.00,1
AA,JAX,188,1.0,348.0,20.16,0.00,5
AA,JAX,125,1.0,404.0,11.36,0.00,9
AA,JFK,238,1.0,218.0,11.03,0.00,3
AA,JFK,244,1.0,597.0,28.68,0.00,7
AA,JFK,263,1.0,266.0,9.28,0.00,11
AA,KOA,8,2.0,21.0,4.38,0.00,1
AA,KOA,18,1.0,29.0,4.72,0.00,5
AA,KOA,16,3.0,111.0,12.88,0.00,9
AA,LAS,233,1.0,359.0,15.11,0.00,2
AA,LAS,273,1.0,1354.0,32.95,0.00,6
AA,LAS,321,1.0,496.0,17.7,0.00,10
AA,LAX,592,1.0,955.0,24.77,0.00,3
AA,LAX,642,1.0,820.0,29.73,0.00,7
AA,LAX,569,1.0,1096.0,13.5,0.00,11
AA,LBB,3,26.0,533.0,186.33,0.00,4
AA,LBB,15,1.0,89.0,12.67,0.00,12
AA,LEX,11,0.0,-5.0,0.0,0.00,3
AA,LEX,51,1.0,433.0,34.49,0.00,7
AA,LEX,16,3.0,249.0,20.13,0.00,11
AA,LGA,299,1.0,457.0,16.58,0.00,2
AA,LGA,314,1.0,1026.0,23.15,0.00,6
AA,LGA,298,1.0,652.0,13.42,0.00,10
AA,LIH,8,150.0,150.0,18.75,0.00,3
AA,LIH,11,3.0,43.0,9.73,0.00,7
AA,LIH,13,4.0,28.0,2.46,0.00,11
AA,LIT,5,9.0,22.0,6.2,0.00,3
AA,LIT,19,1.0,517.0,50.74,0.00,7
AA,LIT,10,2.0,59.0,12.7,0.00,11
AA,MCI,106,1.0,317.0,17.65,0.00,3
AA,MCI,136,1.0,615.0,33.02,0.00,7
AA,MCI,109,1.0,187.0,6.78,0.00,11
AA,MCO,379,1.0,974.0,32.03,0.00,1
AA,MCO,411,1.0,1214.0,31.41,0.00,5
AA,MCO,282,1.0,349.0,15.53,0.00,9
AA,MDT,11,6.0,134.0,17.0,0.00,1
AA,MDT,17,3.0,83.0,13.88,0.00,5
AA,MDT,40,1.0,302.0,19.48,0.00,9
AA,MEM,88,1.0,461.0,24.73,0.00,1
AA,MEM,124,1.0,1113.0,36.84,0.00,5
AA,MEM,85,3.0,249.0,12.07,0.00,9
AA,MFE,48,3.0,419.0,29.4,0.00,4
AA,MFE,40,1.0,303.0,34.78,0.00,8
AA,MFE,38,1.0,173.0,27.32,0.00,12
AA,MHT,12,7.0,204.0,17.58,0.00,5
AA,MIA,1296,1.0,1406.0,27.85,0.00,1
AA,MIA,1264,1.0,864.0,32.27,0.00,5
AA,MIA,1081,1.0,560.0,17.5,0.00,9
AA,MKE,54,1.0,281.0,45.94,0.00,3
AA,MKE,49,1.0,260.0,34.63,0.00,7
AA,MKE,41,2.0,97.0,5.83,0.00,11
AA,MRY,7,9.0,35.0,6.29,0.00,4
AA,MRY,17,1.0,57.0,9.24,0.00,8
AA,MRY,6,5.0,1085.0,211.67,0.00,12
AA,MSN,44,1.0,270.0,27.64,0.00,4
AA,MSN,49,1.0,263.0,34.82,0.00,8
AA,MSN,40,2.0,359.0,13.65,0.00,12
AA,MSO,2,0.0,-14.0,0.0,0.00,1
AA,MSO,8,13.0,94.0,17.38,0.00,9
AA,MSP,55,1.0,178.0,15.24,0.00,2
AA,MSP,100,1.0,364.0,28.86,0.00,6
AA,MSP,98,1.0,676.0,13.26,0.00,10
AA,MSY,169,1.0,1309.0,34.79,0.00,3
AA,MSY,136,1.0,272.0,36.47,0.00,7
AA,MSY,162,1.0,1109.0,11.78,0.00,11
AA,MTJ,12,16.0,89.0,22.25,0.00,3
AA,MTJ,12,1.0,71.0,12.58,0.00,7
AA,MTJ,6,24.0,52.0,12.67,0.00,11
AA,MYR,12,1.0,123.0,12.17,0.00,2
AA,MYR,44,4.0,253.0,13.95,0.00,6
AA,MYR,36,1.0,96.0,14.06,0.00,10
AA,OGG,27,5.0,19.0,2.81,0.00,3
AA,OGG,17,2.0,1289.0,88.82,0.00,7
AA,OGG,15,1.0,27.0,4.47,0.00,11
AA,OKC,55,3.0,431.0,29.31,0.00,3
AA,OKC,53,3.0,165.0,15.87,0.00,7
AA,OKC,57,1.0,63.0,6.51,0.00,11
AA,OMA,54,2.0,144.0,14.28,0.00,3
AA,OMA,72,1.0,453.0,43.4,0.00,7
AA,OMA,52,1.0,93.0,7.35,0.00,11
