ac.aeroporto_partenza,ac.compagnia,ac.numero_voli,ac.ritardo_medio_partenza,ac.ritardo_medio_arrivo,ac.tasso_cancellazione,differenza,classifica
MHT,MQ,27,1.37,-0.81,0.0,-8.27,2
MHT,NK,17,33.94,18.88,5.9,24.3,6
MHT,OH,213,13.72,10.38,0.9,4.08,5
MHT,WN,261,6.01,-2.7,0.4,-3.63,3
MHT,YX,4,-7.25,-10.75,0.0,-16.89,1
MIA,9E,2,29.0,32.0,0.0,9.06,9
MIA,AA,5810,23.98,18.78,1.7,4.04,8
MIA,AS,45,34.38,31.02,6.7,14.44,11
MIA,B6,179,33.99,29.81,1.1,14.05,10
MIA,DL,1044,17.15,12.63,0.7,-2.79,6
MIA,F9,368,16.11,14.61,1.9,-3.83,3
MIA,MQ,1393,8.47,6.42,1.1,-11.47,1
MIA,NK,528,15.23,10.71,2.1,-4.71,2
MIA,UA,559,16.33,12.34,3.6,-3.61,4
MIA,WN,570,16.71,12.93,1.2,-3.23,5
MIA,YX,48,22.24,14.2,4.2,2.3,7
MKE,9E,101,18.4,12.31,1.0,7.19,12
MKE,AA,245,19.47,13.88,1.2,8.26,13
MKE,AS,49,1.21,-2.43,4.1,-10.0,2
MKE,B6,55,4.11,0.06,1.8,-7.1,3
MKE,DL,420,11.79,5.77,1.4,0.58,8
MKE,F9,46,11.91,12.29,2.2,0.7,9
MKE,MQ,4,8.0,19.67,25.0,-3.21,6
MKE,NK,47,-3.13,-7.43,0.0,-14.34,1
MKE,OH,108,7.78,5.78,2.8,-3.43,5
MKE,OO,506,15.67,10.41,1.8,4.46,10
MKE,UA,54,17.9,9.54,3.7,6.69,11
MKE,WN,933,8.15,1.68,0.8,-3.06,7
MKE,YX,154,5.84,1.84,1.9,-5.37,4
MLB,DL,151,1.65,-4.34,0.7,-4.44,1
MLB,G4,20,27.35,22.7,0.0,21.26,3
MLB,OH,123,8.09,8.04,2.4,2.0,2
MLI,9E,74,3.18,-2.86,2.7,-7.55,2
MLI,G4,41,19.54,18.05,0.0,8.81,5
MLI,MQ,84,16.74,10.95,3.6,6.01,4
MLI,OH,72,1.42,-0.38,1.4,-9.31,1
MLI,OO,132,13.51,9.07,3.0,2.78,3
MLU,9E,92,25.02,20.11,1.1,8.1,3
MLU,MQ,98,11.69,8.69,2.0,-5.23,2
MLU,OO,21,5.71,8.52,0.0,-11.21,1
MOB,9E,76,8.68,4.71,0.0,1.7,4
MOB,DL,47,2.57,-5.39,2.1,-4.41,2
MOB,MQ,122,5.97,1.13,1.6,-1.01,3
MOB,OH,2,149.0,143.5,0.0,142.02,5
MOB,OO,15,1.0,-0.4,0.0,-5.98,1
MOT,G4,39,44.92,40.72,5.1,20.48,2
MOT,OO,175,20.03,16.7,1.7,-4.41,1
MQT,9E,9,23.29,11.14,22.2,3.76,2
MQT,MQ,32,37.29,37.1,3.1,17.76,3
MQT,OO,22,-6.68,-12.73,0.0,-26.21,1
MRY,AA,63,21.39,20.4,1.6,11.28,3
MRY,G4,8,40.38,48.25,0.0,30.27,4
MRY,MQ,47,2.47,1.15,0.0,-7.64,1
MRY,OO,344,8.41,6.99,0.9,-1.7,2
MSN,9E,70,9.87,2.73,4.3,-0.57,6
MSN,AA,201,19.81,15.45,0.5,9.37,8
MSN,DL,178,2.25,-4.85,0.0,-8.19,2
MSN,F9,25,9.56,6.08,0.0,-0.88,5
MSN,MQ,77,14.53,15.08,2.6,4.09,7
MSN,OH,91,24.22,26.17,0.0,13.78,9
MSN,OO,212,8.99,5.67,0.9,-1.45,4
MSN,UA,160,6.06,5.1,1.9,-4.38,3
MSN,YX,110,1.97,0.04,0.9,-8.47,1
MSO,AA,24,12.0,4.21,0.0,-6.08,4
MSO,AS,23,12.87,5.3,0.0,-5.21,5
MSO,DL,60,3.31,-2.44,1.7,-14.77,1
MSO,F9,12,29.75,36.67,0.0,11.67,7
MSO,G4,32,90.69,90.78,0.0,72.61,8
MSO,MQ,39,8.05,2.82,0.0,-10.03,3
MSO,OO,122,7.83,5.03,1.6,-10.25,2
MSO,UA,98,21.17,14.33,2.0,3.09,6
MSP,9E,743,7.48,5.05,1.2,-2.71,3
MSP,AA,445,12.24,8.27,2.5,2.05,9
MSP,AS,100,9.15,5.0,1.0,-1.04,5
MSP,B6,29,21.52,13.9,0.0,11.33,12
MSP,DL,6584,9.2,3.19,0.8,-0.99,6
MSP,F9,168,22.15,20.54,1.2,11.96,13
MSP,G4,26,3.88,-5.73,0.0,-6.31,1
MSP,MQ,86,10.03,9.45,0.0,-0.16,8
MSP,NK,112,13.3,10.87,1.8,3.11,11
MSP,OH,68,30.01,23.49,0.0,19.82,14
MSP,OO,2458,12.59,7.98,0.7,2.4,10
MSP,UA,513,9.05,6.08,1.4,-1.14,4
MSP,WN,738,9.38,2.12,0.5,-0.81,7
MSP,YX,133,4.26,2.38,0.8,-5.93,2
MSY,AA,702,18.9,17.2,0.9,4.58,9
MSY,AS,73,11.55,8.45,0.0,-2.77,5
MSY,B6,110,31.97,26.6,1.8,17.65,12
MSY,DL,724,13.06,6.86,1.4,-1.26,6
MSY,F9,92,32.55,29.36,8.7,18.23,13
MSY,G4,11,27.73,25.27,0.0,13.41,11
MSY,MQ,92,8.3,7.17,2.2,-6.02,2
MSY,NK,505,11.02,5.15,2.8,-3.3,4
MSY,OH,77,24.64,18.42,0.0,10.32,10
MSY,OO,21,16.43,13.62,0.0,2.11,8
MSY,UA,666,9.41,4.93,2.6,-4.91,3
MSY,WN,1843,14.01,9.34,0.9,-0.31,7
MSY,YX,56,4.04,-2.07,0.0,-10.28,1
MTJ,AA,48,9.25,4.4,0.0,-0.12,3
MTJ,DL,16,4.88,1.88,0.0,-4.49,2
MTJ,MQ,4,15.0,10.0,0.0,5.63,6
MTJ,OO,66,11.06,8.61,3.0,1.69,4
MTJ,UA,73,4.77,-2.44,0.0,-4.6,1
MTJ,WN,56,14.41,8.27,0.0,5.04,5
MVY,B6,46,24.19,24.9,8.7,7.71,3
MVY,MQ,2,2.5,6.5,0.0,-13.98,1
MVY,YX,44,9.6,11.05,2.3,-6.88,2
MYR,9E,49,4.83,1.46,6.1,-5.28,4
MYR,AA,104,17.97,14.61,4.8,7.86,9
MYR,DL,194,1.24,-5.85,0.5,-8.87,2
MYR,F9,32,47.1,43.61,3.1,36.99,12
MYR,G4,117,18.77,17.61,2.6,8.66,10
MYR,MQ,46,14.57,7.78,0.0,4.46,8
MYR,NK,474,10.02,5.61,3.4,-0.09,7
MYR,OH,206,6.51,3.61,2.4,-3.6,5
MYR,OO,3,-9.0,-22.0,0.0,-19.11,1
MYR,UA,29,20.32,13.89,3.4,10.21,11
MYR,WN,250,8.92,2.81,0.0,-1.19,6
MYR,YX,50,3.23,-1.49,6.0,-6.88,3
OAJ,9E,62,11.47,3.45,0.0,-3.21,2
OAJ,DL,37,6.65,1.78,0.0,-8.03,1
OAJ,OH,101,19.69,15.39,2.0,5.01,3
OAK,AS,63,4.56,-3.16,0.0,-3.72,5
OAK,DL,56,2.27,-4.42,1.8,-6.01,3
OAK,G4,20,-7.25,-10.85,0.0,-15.53,1
OAK,HA,98,1.15,-0.78,1.0,-7.13,2
OAK,NK,277,8.69,4.85,3.2,0.41,6
OAK,OO,138,4.34,0.88,0.0,-3.94,4
OAK,WN,3452,8.87,1.98,0.6,0.59,7
OGG,AA,117,19.29,11.06,1.7,15.01,6
OGG,AS,187,15.89,9.96,4.3,11.61,5
OGG,DL,67,3.65,-3.34,1.5,-0.63,3
OGG,HA,1375,3.52,2.52,1.1,-0.76,2
OGG,UA,147,5.41,-3.21,2.7,1.13,4
OGG,WN,634,-0.32,-5.72,0.6,-4.6,1
OKC,9E,2,82.0,80.0,0.0,74.42,12
OKC,AA,285,14.81,12.09,2.1,7.23,10
OKC,AS,42,4.29,7.17,2.4,-3.29,5
OKC,DL,152,-3.32,-11.62,2.0,-10.9,1
OKC,F9,35,-2.11,-6.54,0.0,-9.69,2
OKC,G4,12,3.33,6.58,0.0,-4.25,4
OKC,MQ,197,7.78,3.58,1.5,0.2,7
OKC,OH,28,11.79,9.75,0.0,4.21,9
OKC,OO,685,8.4,5.52,0.4,0.82,8
OKC,UA,2,29.5,29.0,0.0,21.92,11
OKC,WN,726,7.08,2.4,1.1,-0.5,6
OKC,YX,78,1.89,0.44,3.8,-5.69,3
OMA,9E,52,2.84,-0.22,1.9,-5.25,3
OMA,AA,305,9.48,7.37,2.3,1.39,10
OMA,AS,43,4.07,3.95,0.0,-4.02,4
OMA,DL,185,4.09,-4.86,0.5,-4.0,5
OMA,F9,42,36.63,36.73,2.4,28.54,12
OMA,G4,38,8.0,7.57,2.6,-0.09,8
OMA,MQ,57,2.18,1.23,0.0,-5.91,2
OMA,OH,8,5.88,6.38,0.0,-2.21,6
OMA,OO,427,7.32,3.42,0.2,-0.77,7
OMA,UA,278,10.61,8.77,1.4,2.52,11
OMA,WN,746,8.54,1.7,0.9,0.45,9
OMA,YX,115,1.46,-1.46,0.9,-6.63,1
OME,AS,37,-7.61,-1.44,2.7,0.0,1
ONT,AA,331,19.9,13.1,1.8,9.45,9
ONT,AS,129,4.43,1.5,1.6,-6.02,2
ONT,B6,25,27.17,19.29,4.0,16.72,10
ONT,DL,178,11.19,1.66,1.1,0.74,7
ONT,F9,356,15.31,12.99,2.2,4.86,8
ONT,HA,34,6.71,9.71,0.0,-3.74,4
ONT,MQ,8,-2.63,-8.38,0.0,-13.08,1
ONT,OO,287,5.94,4.22,1.0,-4.51,3
ONT,UA,138,8.47,-0.1,0.0,-1.98,6
ONT,WN,1112,7.98,0.53,0.4,-2.47,5
ORD,9E,8,24.13,22.25,0.0,8.24,11
ORD,AA,5032,21.28,17.87,1.1,5.39,10
ORD,AS,291,12.18,7.82,2.1,-3.71,4
ORD,B6,115,18.73,17.7,0.9,2.84,7
ORD,DL,1062,14.3,7.69,1.1,-1.59,5
ORD,F9,246,31.31,35.72,3.3,15.42,12
ORD,MQ,3330,11.75,8.71,1.4,-4.14,3
ORD,NK,830,18.86,11.62,1.7,2.97,8
ORD,OO,5324,19.34,15.19,1.8,3.45,9
ORD,UA,8651,14.54,8.94,1.6,-1.35,6
ORD,WN,673,10.38,4.2,2.2,-5.51,2
ORD,YX,1665,3.76,-1.85,1.0,-12.13,1
ORF,9E,209,12.81,7.15,1.9,-2.72,6
ORF,AA,261,23.1,18.13,2.7,7.57,10
ORF,DL,262,13.58,5.31,1.9,-1.95,7
ORF,F9,26,9.12,1.52,3.8,-6.41,3
ORF,G4,24,81.87,81.04,4.2,66.34,12
ORF,MQ,33,2.97,-1.47,3.0,-12.56,1
ORF,NK,94,33.49,25.87,3.2,17.96,11
ORF,OH,291,16.65,13.93,1.7,1.12,8
ORF,OO,43,10.49,4.58,0.0,-5.04,4
ORF,UA,197,19.08,13.63,2.0,3.55,9
ORF,WN,334,11.48,5.21,0.3,-4.05,5
ORF,YX,244,3.31,1.01,2.9,-12.22,2
ORH,9E,26,0.04,-4.64,3.8,-17.06,2
ORH,B6,57,33.63,20.96,1.8,16.53,3
ORH,YX,28,-2.08,-6.23,7.1,-19.18,1
OTH,OO,37,7.6,2.26,5.4,0.0,1
OTZ,AS,33,-7.84,-7.29,6.1,0.0,1
PAE,AS,89,5.33,2.02,1.1,0.0,1
PBG,G4,36,4.85,-0.44,5.6,0.0,1
PBI,AA,621,20.52,18.84,1.4,2.22,8
PBI,B6,864,19.18,14.39,1.2,0.88,7
PBI,DL,698,16.91,10.87,1.1,-1.39,6
PBI,F9,91,45.78,43.56,2.2,27.48,9
PBI,G4,41,14.33,9.74,4.9,-3.97,4
PBI,NK,44,15.82,12.55,0.0,-2.48,5
PBI,UA,335,14.03,8.78,3.0,-4.27,3
PBI,WN,241,10.33,5.11,0.8,-7.97,2
PBI,YX,1,-9.0,-21.0,0.0,-27.3,1
PDX,AA,365,14.66,7.69,1.6,6.48,7
PDX,AS,1639,5.43,4.51,2.4,-2.75,2
PDX,B6,18,112.39,109.67,0.0,104.21,12
PDX,DL,652,5.62,-1.81,0.6,-2.56,3
PDX,F9,170,15.96,14.85,1.2,7.78,8
PDX,G4,28,29.43,23.63,0.0,21.25,11
PDX,HA,83,20.5,15.77,1.2,12.32,9
PDX,MQ,10,-4.7,-11.5,0.0,-12.88,1
PDX,NK,171,21.65,15.63,3.5,13.47,10
PDX,OO,1091,5.63,5.1,0.6,-2.55,4
PDX,UA,673,7.85,1.88,2.2,-0.33,5
PDX,WN,897,7.99,1.65,1.0,-0.19,6
PGD,G4,580,14.74,12.37,1.9,0.0,1
PHL,9E,10,10.6,6.8,0.0,-5.28,5
PHL,AA,4320,18.15,12.61,2.1,2.27,10
PHL,AS,64,9.86,7.08,1.6,-6.02,4
PHL,B6,106,0.39,-4.63,0.9,-15.49,1
PHL,DL,547,15.65,6.84,0.5,-0.23,9
PHL,F9,1162,22.63,19.26,3.1,6.75,11
PHL,NK,477,15.53,8.39,2.7,-0.35,8
PHL,OH,1188,12.46,8.49,1.1,-3.42,6
PHL,OO,19,24.47,14.74,0.0,8.59,12
PHL,UA,354,9.56,5.62,1.1,-6.32,3
PHL,WN,477,14.05,5.77,1.0,-1.83,7
PHL,YX,843,6.3,1.48,2.4,-9.58,2
PHX,AA,5296,13.82,8.58,0.4,2.95,9
PHX,AS,455,5.65,4.53,2.0,-5.22,3
PHX,B6,94,16.14,10.57,3.2,5.27,11
PHX,DL,1055,7.08,-0.47,0.4,-3.79,5
PHX,F9,865,12.53,10.17,1.5,1.66,8
PHX,G4,38,18.76,16.92,2.6,7.89,12
PHX,HA,39,3.87,-2.21,0.0,-7.0,1
PHX,MQ,826,4.69,0.38,0.2,-6.18,2
PHX,NK,101,14.5,11.19,3.0,3.63,10
PHX,OO,2628,6.37,3.35,0.2,-4.5,4
PHX,UA,988,8.33,2.15,1.3,-2.54,6
PHX,WN,6653,12.06,5.23,0.5,1.19,7
PIA,G4,100,27.36,24.11,3.0,6.61,4
PIA,MQ,65,21.97,16.41,1.5,1.22,3
PIA,OH,90,11.68,9.73,2.2,-9.07,1
PIA,OO,105,21.51,15.1,1.9,0.76,2
PIB,OO,61,24.73,21.78,3.3,0.0,1
PIE,G4,817,8.3,6.52,3.2,0.0,1
PIH,OO,79,-2.77,-8.78,0.0,0.0,1
PIT,9E,156,17.21,10.77,3.8,7.33,11
PIT,AA,590,13.35,10.7,1.0,3.47,7
PIT,AS,42,7.07,1.38,0.0,-2.81,2
PIT,B6,145,13.88,10.69,0.0,4.0,8
PIT,DL,325,7.11,-0.07,1.2,-2.77,3
PIT,F9,56,29.98,39.85,5.4,20.1,14
PIT,G4,133,14.39,12.05,3.0,4.51,9
PIT,MQ,79,12.08,7.61,2.5,2.2,6
PIT,NK,344,23.13,16.71,3.5,13.25,12
PIT,OH,67,26.48,22.95,6.0,16.6,13
PIT,OO,99,15.49,9.63,0.0,5.61,10
PIT,UA,280,10.31,6.41,1.1,0.43,5
PIT,WN,1018,8.59,1.96,0.6,-1.29,4
PIT,YX,941,-0.24,-5.3,1.8,-10.12,1
PLN,OO,79,15.54,8.29,3.8,0.0,1
PNS,9E,34,19.62,12.18,0.0,6.3,9
PNS,AA,209,31.64,28.96,1.4,18.32,10
PNS,DL,256,10.17,4.4,0.8,-3.15,6
PNS,F9,42,32.51,31.34,2.4,19.19,11
PNS,MQ,147,6.5,3.66,2.7,-6.82,5
PNS,NK,87,14.98,7.48,2.3,1.66,8
PNS,OH,220,13.29,11.43,0.9,-0.03,7
PNS,OO,19,0.68,-0.42,0.0,-12.64,2
PNS,UA,66,1.65,-1.43,1.5,-11.67,3
PNS,WN,219,4.23,-2.86,0.5,-9.09,4
PNS,YX,9,-3.33,-5.44,0.0,-16.65,1
PPG,HA,14,12.86,5.0,0.0,0.0,1
PQI,B6,8,0.88,-2.75,0.0,0.0,1
PRC,OO,64,8.38,6.84,1.6,0.0,1
PSC,AS,36,5.24,6.0,5.6,-0.49,3
PSC,DL,30,2.6,-5.67,0.0,-3.13,1
PSC,G4,28,18.46,17.5,0.0,12.73,4
PSC,OO,370,5.07,1.01,0.5,-0.66,2
PSE,B6,52,9.14,5.06,5.8,-0.71,1
PSE,F9,38,10.76,3.54,0.0,0.91,2
PSG,AS,75,2.85,1.89,1.3,0.0,1
PSM,G4,27,11.67,9.63,0.0,0.0,1
PSP,AA,180,12.38,10.16,1.7,2.63,7
PSP,AS,146,5.64,3.35,3.4,-4.11,2
PSP,B6,12,115.75,103.0,0.0,106.0,10
PSP,DL,58,8.78,2.46,0.0,-0.97,4
PSP,F9,1,-2.0,-20.0,0.0,-11.75,1
PSP,G4,6,22.17,20.83,0.0,12.42,9
PSP,MQ,12,13.17,14.0,0.0,3.42,8
PSP,OO,565,8.98,6.82,1.1,-0.77,5
PSP,UA,128,11.59,4.94,0.0,1.84,6
PSP,WN,271,6.01,0.15,0.7,-3.74,3
PVD,9E,68,15.9,12.15,1.5,8.24,10
PVD,AA,232,8.87,3.86,2.6,1.21,8
PVD,B6,139,7.82,5.32,2.2,0.16,6
PVD,DL,132,3.55,-4.79,0.0,-4.11,4
PVD,G4,22,17.86,7.18,0.0,10.2,11
PVD,MQ,36,0.75,2.94,0.0,-6.91,2
PVD,OH,149,8.75,6.31,0.7,1.09,7
PVD,OO,45,12.29,12.82,0.0,4.63,9
PVD,UA,8,-5.63,4.5,0.0,-13.29,1
PVD,WN,423,7.5,-0.61,2.6,-0.16,5
PVD,YX,105,3.07,-2.1,0.0,-4.59,3
PVU,G4,172,11.64,8.91,0.6,-2.44,1
PVU,OO,37,25.35,22.47,0.0,11.27,2
PWM,9E,78,40.23,35.79,6.4,25.69,10
PWM,AA,181,23.81,19.2,0.6,9.27,9
PWM,B6,33,18.94,12.97,6.1,4.4,8
PWM,DL,67,6.06,1.21,1.5,-8.48,3
PWM,F9,36,6.49,-0.51,2.8,-8.05,4
PWM,MQ,37,1.97,-1.81,0.0,-12.57,2
PWM,OH,76,18.4,13.48,1.3,3.86,7
PWM,OO,43,40.42,35.79,0.0,25.88,11
PWM,UA,83,0.09,-0.9,1.2,-14.45,1
PWM,WN,164,14.46,6.91,1.8,-0.08,6
PWM,YX,329,6.61,0.5,1.2,-7.93,5
RAP,9E,15,24.33,20.27,0.0,12.03,7
RAP,AA,10,5.7,11.7,0.0,-6.6,1
RAP,DL,8,6.29,13.43,12.5,-6.01,2
RAP,G4,32,10.16,7.71,3.1,-2.14,4
RAP,MQ,130,14.05,12.08,0.0,1.75,6
RAP,OO,196,12.98,6.02,0.5,0.68,5
RAP,UA,91,8.19,5.31,2.2,-4.11,3
RDD,OO,137,5.39,1.37,0.0,0.0,1
RDM,AA,9,37.13,35.0,11.1,23.37,5
RDM,AS,47,4.09,9.04,0.0,-9.67,1
RDM,MQ,33,13.12,3.24,0.0,-0.64,2
RDM,OO,369,14.38,14.1,3.3,0.62,3
RDM,UA,104,14.39,9.12,1.9,0.63,4
RDU,9E,670,12.88,8.23,2.5,-0.9,6
RDU,AA,1067,18.2,13.67,1.5,4.42,11
RDU,AS,58,13.61,6.0,1.7,-0.17,8
RDU,B6,307,20.2,16.45,2.6,6.42,13
RDU,DL,1131,15.19,7.59,1.0,1.41,9
RDU,F9,422,19.43,15.73,1.9,5.65,12
RDU,MQ,128,5.25,0.84,0.8,-8.53,2
RDU,NK,48,16.5,9.73,0.0,2.72,10
RDU,OH,87,11.55,6.76,0.0,-2.23,5
RDU,OO,107,10.87,12.33,0.0,-2.91,4
RDU,UA,520,13.18,7.38,1.0,-0.6,7
RDU,WN,909,10.32,2.9,0.6,-3.46,3
RDU,YX,560,4.63,2.08,2.7,-9.15,1
RFD,G4,80,7.83,5.74,3.8,0.0,1
RHI,OO,57,17.93,11.41,1.8,0.0,1
RIC,9E,200,12.66,7.7,3.0,0.97,9
RIC,AA,361,21.92,16.56,1.1,10.23,11
RIC,B6,164,8.48,0.77,1.8,-3.21,5
RIC,DL,249,8.52,1.9,0.8,-3.17,6
RIC,G4,31,7.37,-0.87,3.2,-4.32,4
RIC,MQ,23,-1.74,-5.43,0.0,-13.43,1
RIC,NK,108,28.04,18.81,0.9,16.35,12
RIC,OH,44,8.98,9.02,2.3,-2.71,8
RIC,OO,74,15.84,7.45,0.0,4.15,10
RIC,UA,98,-1.71,-6.18,3.1,-13.4,2
RIC,WN,198,8.89,3.23,0.0,-2.8,7
RIC,YX,220,1.37,-0.07,2.3,-10.32,3
RIW,OO,44,-0.42,-0.77,2.3,0.0,1
RKS,OO,50,11.36,6.6,0.0,0.0,1
RNO,AA,246,16.04,11.6,1.6,3.27,5
RNO,AS,51,3.08,5.39,2.0,-9.69,1
RNO,B6,21,22.05,14.24,0.0,9.28,8
RNO,DL,115,22.3,13.29,2.6,9.53,9
RNO,MQ,30,16.21,14.07,3.3,3.44,6
RNO,NK,125,7.51,5.77,2.4,-5.26,2
RNO,OO,410,11.07,10.0,1.2,-1.7,4
RNO,UA,229,21.68,18.19,0.4,8.91,7
RNO,WN,857,9.98,4.89,0.6,-2.79,3
ROA,9E,101,9.61,1.83,2.0,-6.31,2
ROA,DL,39,0.47,-10.76,2.6,-15.45,1
ROA,G4,34,19.18,15.24,2.9,3.26,5
ROA,OH,23,10.3,12.17,0.0,-5.62,3
ROA,OO,64,37.39,35.0,4.7,21.47,6
ROA,YX,27,12.79,12.42,11.1,-3.13,4
ROC,9E,251,11.67,4.48,4.4,0.13,7
ROC,AA,91,20.96,20.08,1.1,9.42,12
ROC,B6,69,16.94,11.76,1.4,5.4,9
ROC,DL,97,20.03,8.04,1.0,8.49,11
ROC,G4,5,12.0,-2.6,0.0,0.46,8
ROC,MQ,84,8.14,3.79,0.0,-3.4,4
ROC,NK,48,17.07,10.02,4.2,5.53,10
ROC,OH,73,10.38,9.01,1.4,-1.16,5
ROC,OO,58,4.69,2.5,0.0,-6.85,2
ROC,UA,97,5.28,0.79,0.0,-6.26,3
ROC,WN,170,10.57,2.6,1.2,-0.97,6
ROC,YX,108,4.28,-2.11,0.9,-7.26,1
ROW,MQ,13,45.31,33.69,0.0,15.9,2
ROW,OO,70,26.37,24.31,2.9,-3.04,1
RST,9E,22,4.81,4.1,4.5,-10.72,2
RST,MQ,32,20.41,16.34,0.0,4.88,4
RST,OO,81,17.08,10.96,3.7,1.55,3
RST,YX,2,-10.0,-0.5,0.0,-25.53,1
RSW,9E,2,-11.5,-18.5,0.0,-24.98,1
RSW,AA,558,18.61,15.71,2.3,5.13,10
RSW,AS,22,-1.09,-4.77,0.0,-14.57,2
RSW,B6,382,23.85,20.39,3.1,10.37,12
RSW,DL,670,9.05,5.09,2.1,-4.43,7
RSW,F9,229,19.73,14.97,3.5,6.25,11
RSW,MQ,8,3.38,0.5,0.0,-10.1,3
RSW,NK,242,11.22,6.98,2.9,-2.26,8
RSW,OH,3,8.0,0.0,0.0,-5.48,6
RSW,UA,508,7.34,2.67,3.5,-6.14,5
RSW,WN,701,11.97,7.61,1.9,-1.51,9
RSW,YX,7,6.29,-4.71,0.0,-7.19,4
SAF,MQ,8,11.75,11.63,0.0,-4.21,1
SAF,OO,260,16.09,13.28,2.3,0.13,2
SAN,AA,894,17.6,13.57,1.2,4.39,9
SAN,AS,990,9.09,8.86,2.3,-4.12,3
SAN,B6,183,24.23,21.12,0.5,11.02,10
SAN,DL,944,11.78,6.06,0.6,-1.43,6
SAN,F9,349,26.68,26.2,2.6,13.47,11
SAN,G4,20,8.4,10.4,0.0,-4.81,2
SAN,HA,61,10.68,8.03,1.6,-2.53,4
SAN,NK,300,12.3,10.02,2.7,-0.91,7
SAN,OO,1199,11.37,12.81,1.2,-1.84,5
SAN,UA,1005,8.01,4.33,1.8,-5.2,1
SAN,WN,3504,13.98,9.24,0.8,0.77,8
SAT,AA,830,14.42,12.65,1.9,4.12,6
SAT,AS,69,7.9,4.75,1.4,-2.4,4
SAT,B6,46,20.29,17.6,2.2,9.99,8
SAT,DL,634,7.7,1.53,1.1,-2.6,3
SAT,F9,70,41.16,33.99,4.3,30.86,11
SAT,G4,1,224.0,224.0,0.0,213.7,12
SAT,MQ,28,24.61,19.04,0.0,14.31,9
SAT,NK,213,15.21,8.71,2.3,4.91,7
SAT,OO,127,11.13,8.53,0.0,0.83,5
SAT,UA,559,7.28,2.27,1.6,-3.02,1
SAT,WN,1564,7.59,1.65,0.8,-2.71,2
SAT,YX,3,33.67,21.67,0.0,23.37,10
SAV,9E,192,17.87,9.39,3.1,6.45,10
SAV,AA,211,17.15,10.96,1.4,5.73,9
SAV,B6,82,14.13,10.43,0.0,2.71,8
SAV,DL,324,7.83,1.66,0.0,-3.59,5
SAV,F9,15,18.87,22.8,0.0,7.45,11
SAV,G4,85,25.36,22.57,0.0,13.94,12
SAV,MQ,100,4.48,-0.06,0.0,-6.94,1
SAV,OH,364,10.5,5.36,0.3,-0.92,6
SAV,OO,41,5.35,3.8,2.4,-6.07,3
SAV,UA,134,5.07,-0.08,0.7,-6.35,2
SAV,WN,308,11.07,6.74,0.3,-0.35,7
SAV,YX,115,6.73,0.49,2.6,-4.69,4
SBA,AA,91,24.15,20.45,2.2,13.35,6
SBA,AS,32,-5.06,-7.41,0.0,-15.86,1
SBA,DL,40,51.48,45.21,0.0,40.68,7
SBA,MQ,32,9.0,3.44,0.0,-1.8,5
SBA,OO,200,8.7,5.44,3.0,-2.1,4
SBA,UA,158,4.18,-0.57,2.5,-6.62,2
SBA,WN,185,6.32,-0.09,1.1,-4.48,3
SBN,9E,1,-1.0,-13.0,0.0,-16.2,2
SBN,AA,1,-10.0,7.0,0.0,-25.2,1
SBN,G4,57,0.18,-0.25,1.8,-15.02,3
SBN,OH,107,17.14,14.2,0.0,1.94,6
SBN,OO,464,16.71,11.47,1.9,1.51,5
SBN,UA,3,17.67,3.0,0.0,2.47,7
SBN,YX,2,4.5,2.5,0.0,-10.7,4
SBP,AA,66,42.67,36.85,0.0,29.63,5
SBP,AS,3,32.0,21.67,0.0,18.96,4
SBP,MQ,22,5.09,-1.09,0.0,-7.95,2
SBP,OO,398,9.01,8.81,2.3,-4.03,3
SBP,UA,34,4.94,-1.33,2.9,-8.1,1
SCC,AS,63,-4.61,-4.68,1.6,0.0,1
SCE,OO,58,16.48,14.78,0.0,0.41,2
SCE,YX,1,-8.0,-16.0,0.0,-24.07,1
SCK,G4,36,12.25,9.67,0.0,0.0,1
SDF,9E,18,9.78,13.44,0.0,0.88,6
SDF,AA,265,20.24,17.32,3.0,11.34,10
SDF,DL,222,-0.44,-7.27,0.5,-9.34,1
SDF,G4,68,9.6,5.92,4.4,0.7,5
SDF,MQ,160,13.07,10.19,0.6,4.17,9
SDF,NK,86,12.48,5.36,1.2,3.58,8
SDF,OH,167,21.26,18.73,1.8,12.36,11
SDF,OO,189,12.2,8.35,0.5,3.3,7
SDF,UA,80,4.51,-0.34,1.3,-4.39,3
SDF,WN,518,7.95,1.88,1.4,-0.95,4
SDF,YX,630,2.97,-0.48,1.1,-5.93,2
SEA,AA,520,14.96,7.56,1.0,5.04,7
SEA,AS,7767,9.75,7.17,1.5,-0.17,3
SEA,B6,72,20.03,13.49,0.0,10.11,8
SEA,DL,3130,8.43,2.61,0.6,-1.49,2
SEA,F9,143,22.09,16.79,1.4,12.17,9
SEA,HA,63,28.4,28.78,4.8,18.48,10
SEA,MQ,51,44.02,33.51,0.0,34.1,11
SEA,NK,100,13.47,6.43,3.0,3.55,5
SEA,OO,2550,6.96,4.95,0.5,-2.96,1
SEA,UA,872,11.91,7.25,1.8,1.99,4
SEA,WN,782,14.45,7.65,0.1,4.53,6
SFB,G4,952,12.54,10.17,1.4,0.0,1
SFO,AA,1020,26.22,19.85,0.9,11.13,9
SFO,AS,1075,9.33,6.24,2.6,-5.76,2
SFO,B6,362,20.98,16.38,0.0,5.89,7
