ac.aeroporto_partenza,ac.compagnia,ac.numero_voli,ac.ritardo_medio_partenza,ac.ritardo_medio_arrivo,ac.tasso_cancellazione,differenza,classifica
ATL,UA,3599,13.1,8.23,2.0,2.09,7
ATL,WN,16668,12.46,6.43,0.7,1.45,5
ATL,YX,595,7.79,5.86,1.7,-3.22,2
ATW,9E,81,12.59,12.58,0.0,-5.79,2
ATW,DL,176,14.59,7.39,0.6,-3.79,3
ATW,G4,569,8.71,3.93,2.6,-9.67,1
ATW,MQ,361,18.31,12.43,1.7,-0.07,4
ATW,OO,1848,21.99,18.79,2.4,3.61,5
AUS,9E,189,15.02,14.71,0.5,0.45,7
AUS,AA,6757,19.48,16.5,1.7,4.91,10
AUS,AS,1402,10.62,8.09,2.7,-3.95,2
AUS,B6,359,33.82,26.67,0.8,19.25,15
AUS,DL,5450,14.85,8.15,0.8,0.28,6
AUS,F9,345,19.05,15.88,2.3,4.48,9
AUS,G4,542,22.45,19.15,2.0,7.88,12
AUS,HA,82,23.35,27.22,1.2,8.78,14
AUS,MQ,1127,14.54,12.8,1.5,-0.03,5
AUS,NK,545,22.94,16.14,2.4,8.37,13
AUS,OH,12,18.75,12.17,0.0,4.18,8
AUS,OO,1824,21.34,17.14,0.4,6.77,11
AUS,UA,4666,12.07,6.71,1.3,-2.5,3
AUS,WN,18698,12.07,5.98,0.6,-2.5,3
AUS,YX,57,0.98,-1.25,0.0,-13.59,1
AVL,9E,308,14.88,7.12,2.6,-2.53,5
AVL,AA,233,49.74,44.28,8.6,32.33,10
AVL,B6,33,24.53,24.25,3.0,7.12,9
AVL,DL,1077,13.98,5.55,2.8,-3.43,4
AVL,G4,1577,20.92,17.55,3.4,3.51,7
AVL,MQ,576,24.1,22.69,1.9,6.69,8
AVL,OH,1003,10.22,10.76,2.4,-7.19,3
AVL,OO,335,20.61,20.03,4.5,3.2,6
AVL,UA,109,8.85,3.05,3.7,-8.56,2
AVL,YX,560,8.11,3.46,4.6,-9.3,1
AVP,AA,407,22.21,18.22,1.5,2.79,4
AVP,MQ,214,17.41,13.24,0.5,-2.01,3
AVP,OH,109,15.55,3.12,1.8,-3.87,2
AVP,OO,15,1.07,-1.53,0.0,-18.35,1
AZA,G4,2772,5.48,0.78,0.7,0.0,1
AZO,9E,8,-1.88,-10.38,0.0,-12.33,1
AZO,OO,460,10.67,5.77,1.7,0.22,2
BDL,9E,177,6.02,0.65,2.3,-6.93,3
BDL,AA,1920,13.1,8.77,1.6,0.15,8
BDL,B6,1522,18.14,12.95,1.6,5.19,9
BDL,DL,1929,6.96,-0.11,0.7,-5.99,4
BDL,F9,441,44.41,40.1,3.4,31.46,12
BDL,MQ,261,3.99,0.09,1.9,-8.96,2
BDL,NK,287,11.16,8.35,1.4,-1.79,6
BDL,OH,701,20.29,16.21,2.6,7.34,10
BDL,OO,35,35.35,41.12,2.9,22.4,11
BDL,UA,1029,7.05,3.39,1.3,-5.9,5
BDL,WN,2022,11.61,4.18,0.6,-1.34,7
BDL,YX,230,-0.41,-6.14,0.9,-13.36,1
BET,AS,366,8.8,12.46,1.4,0.0,1
BFF,OO,301,12.93,12.21,3.0,0.0,1
BFL,AA,485,12.79,8.81,1.0,4.94,3
BFL,MQ,165,2.17,-4.12,0.6,-5.68,1
BFL,OO,673,5.71,-0.35,0.3,-2.14,2
BGM,9E,187,13.37,9.15,4.3,0.0,1
BGR,9E,547,4.83,-1.84,3.8,-7.66,1
BGR,AA,310,23.55,22.41,1.9,11.06,7
BGR,G4,182,18.36,10.69,4.9,5.87,6
BGR,MQ,111,12.45,16.54,0.9,-0.04,3
BGR,OH,336,11.13,5.99,3.9,-1.36,2
BGR,OO,76,12.72,13.17,1.3,0.23,5
BGR,YX,471,12.65,7.29,5.9,0.16,4
BHM,9E,544,4.95,-1.27,3.9,-6.35,2
BHM,AA,196,27.41,26.18,2.6,16.11,10
BHM,DL,1463,5.38,0.19,1.0,-5.92,4
BHM,MQ,1209,9.23,6.07,0.9,-2.07,6
BHM,NK,33,7.15,9.45,0.0,-4.15,5
BHM,OH,1900,15.13,12.39,1.4,3.83,8
BHM,OO,772,15.93,11.67,0.5,4.63,9
BHM,UA,1,5.0,-10.0,0.0,-6.3,3
BHM,WN,2153,12.73,7.6,0.8,1.43,7
BHM,YX,185,-1.54,-2.57,1.1,-12.84,1
BIH,OO,128,24.86,17.44,5.5,0.0,1
BIL,DL,394,9.13,6.54,1.8,1.58,3
BIL,G4,169,22.78,21.26,1.2,15.23,5
BIL,MQ,461,11.64,10.74,0.2,4.09,4
BIL,OO,657,2.56,0.6,0.6,-4.99,2
BIL,UA,337,2.22,0.01,0.6,-5.33,1
BIS,9E,5,10.8,21.8,0.0,-3.85,2
BIS,DL,309,6.92,0.62,0.3,-7.73,1
BIS,G4,219,17.39,11.91,1.4,2.74,4
BIS,MQ,301,10.83,8.08,0.3,-3.82,3
BIS,OO,992,17.67,13.25,1.3,3.02,5
BJI,OO,350,16.79,11.33,0.9,0.0,1
BLI,G4,451,1.38,-3.13,0.7,-6.04,1
BLI,OO,467,11.75,13.57,1.3,4.33,3
BLI,WN,294,9.85,1.92,0.3,2.43,2
BLV,G4,505,26.22,21.89,2.8,0.0,1
BMI,9E,362,8.03,0.13,1.1,-3.53,1
BMI,F9,30,16.87,25.83,0.0,5.31,3
BMI,G4,121,17.91,13.43,0.8,6.35,4
BMI,MQ,340,12.6,8.43,1.8,1.04,2
BNA,9E,597,23.16,19.77,3.4,11.06,14
BNA,AA,4177,21.78,20.08,2.2,9.68,13
BNA,AS,533,6.21,-1.73,1.3,-5.89,3
BNA,B6,651,17.39,12.29,0.9,5.29,9
BNA,DL,4163,5.22,-0.16,0.8,-6.88,2
BNA,F9,370,18.21,18.57,1.1,6.11,11
BNA,G4,1415,11.9,7.47,2.1,-0.2,7
BNA,MQ,1266,11.71,9.76,2.5,-0.39,6
BNA,NK,1820,21.47,13.11,3.4,9.37,12
BNA,OH,1149,11.5,9.66,2.4,-0.6,5
BNA,OO,2044,17.94,14.93,1.3,5.84,10
BNA,UA,3083,12.68,8.12,1.6,0.58,8
BNA,WN,25372,11.06,4.08,0.7,-1.04,4
BNA,YX,2801,3.98,2.12,1.4,-8.12,1
BOI,AA,422,15.5,12.07,1.4,8.02,8
BOI,AS,302,6.31,6.11,0.0,-1.17,2
BOI,DL,1335,9.79,4.03,1.2,2.31,6
BOI,G4,172,32.44,31.67,1.7,24.96,9
BOI,MQ,148,7.12,2.86,0.7,-0.36,5
BOI,NK,266,10.16,6.14,2.6,2.68,7
BOI,OO,5605,5.78,4.66,0.3,-1.7,1
BOI,UA,684,6.93,2.27,1.8,-0.55,3
BOI,WN,2350,7.03,0.63,0.3,-0.45,4
BOS,9E,4,-1.75,-12.75,0.0,-15.15,1
BOS,AA,7633,17.2,9.89,1.7,3.8,11
BOS,AS,1206,14.98,10.36,1.5,1.58,9
BOS,B6,19270,16.2,10.67,1.4,2.8,10
BOS,DL,11623,13.58,6.23,1.0,0.18,5
BOS,F9,729,18.83,16.53,2.7,5.43,12
BOS,G4,228,5.92,1.35,3.5,-7.48,3
BOS,HA,102,13.83,11.41,1.0,0.43,6
BOS,MQ,915,14.41,8.76,1.6,1.01,8
BOS,NK,3308,23.72,16.64,3.4,10.32,13
BOS,UA,5742,11.21,5.41,1.7,-2.19,4
BOS,WN,3194,13.94,4.9,1.0,0.54,7
BOS,YX,12586,4.44,0.41,1.8,-8.96,2
BPT,MQ,106,10.76,7.14,1.9,2.66,2
BPT,OO,255,6.98,2.86,2.7,-1.12,1
BQK,9E,64,15.58,16.42,0.0,1.62,2
BQK,OO,320,13.64,14.78,0.6,-0.32,1
BQN,B6,760,15.8,13.07,0.9,-4.82,1
BQN,F9,218,32.23,22.38,0.9,11.61,3
BQN,UA,178,27.06,18.73,2.2,6.44,2
BRD,OO,281,14.65,10.47,0.7,0.0,1
BRO,MQ,590,5.6,3.72,1.7,-4.59,1
BRO,OO,355,17.92,14.56,3.1,7.73,2
BRW,AS,185,6.37,7.98,5.4,0.0,1
BTM,OO,248,-0.21,-6.1,0.0,0.0,1
BTR,9E,250,12.09,8.0,2.4,-1.85,2
BTR,DL,436,6.13,-0.52,1.1,-7.81,1
BTR,MQ,503,13.97,11.75,2.4,0.03,3
BTR,OH,955,17.63,14.61,1.5,3.69,5
BTR,OO,292,15.03,11.94,3.1,1.09,4
BTR,UA,3,24.0,18.67,0.0,10.06,6
BTV,9E,832,9.29,2.43,2.2,-0.8,7
BTV,AA,361,17.31,11.36,0.8,7.22,11
BTV,B6,3,-2.67,-4.0,0.0,-12.76,2
BTV,DL,222,6.19,1.18,2.7,-3.9,4
BTV,F9,6,14.17,14.5,0.0,4.08,9
BTV,G4,1,NULL,NULL,100.0,NULL,1
BTV,MQ,163,9.21,10.39,1.8,-0.88,6
BTV,OH,785,14.43,11.43,2.3,4.34,10
BTV,OO,136,11.38,6.84,0.0,1.29,8
BTV,UA,544,7.74,7.04,1.1,-2.35,5
BTV,YX,722,5.54,0.4,2.9,-4.55,3
BUF,9E,898,9.79,2.36,3.1,-1.52,5
BUF,AA,1067,15.81,13.56,1.5,4.5,8
BUF,B6,1668,11.15,7.61,2.1,-0.16,6
BUF,DL,1078,9.0,1.75,1.4,-2.31,4
BUF,F9,525,25.39,22.22,5.3,14.08,11
BUF,MQ,240,6.34,2.06,1.3,-4.97,1
BUF,OH,427,17.9,17.45,3.0,6.59,10
BUF,OO,385,16.94,12.06,2.6,5.63,9
BUF,UA,497,11.6,10.87,2.4,0.29,7
BUF,WN,2558,8.98,1.92,1.9,-2.33,3
BUF,YX,1370,7.05,2.94,3.6,-4.26,2
BUR,AA,580,9.91,5.7,1.2,0.72,4
BUR,AS,1115,3.44,2.74,2.2,-5.75,1
BUR,B6,140,40.75,36.73,1.4,31.56,10
BUR,DL,218,28.62,22.26,0.9,19.43,9
BUR,F9,41,15.63,20.8,0.0,6.44,8
BUR,MQ,28,9.71,0.36,0.0,0.52,3
BUR,NK,956,15.27,12.19,1.5,6.08,7
BUR,OO,2003,11.73,10.24,0.8,2.54,5
BUR,UA,808,11.85,9.05,1.6,2.66,6
BUR,WN,9218,7.45,0.4,1.1,-1.74,2
BWI,9E,240,25.81,21.08,6.3,10.07,12
BWI,AA,1828,17.47,11.79,2.2,1.73,11
BWI,AS,289,16.5,12.38,2.4,0.76,10
BWI,B6,119,2.26,-0.38,0.8,-13.48,2
BWI,DL,2546,9.73,2.84,0.5,-6.01,7
BWI,F9,1382,31.2,28.82,3.5,15.46,14
BWI,G4,83,29.06,23.53,2.4,13.32,13
BWI,MQ,274,3.49,-1.41,1.5,-12.25,3
BWI,NK,3205,16.02,9.58,2.0,0.28,8
BWI,OH,14,6.14,7.64,0.0,-9.6,4
BWI,OO,4,-3.75,-11.0,0.0,-19.49,1
BWI,UA,1675,7.28,3.04,1.9,-8.46,5
BWI,WN,36238,16.02,9.15,0.9,0.28,8
BWI,YX,458,7.32,3.58,1.3,-8.42,6
BZN,AA,454,26.06,23.02,0.7,15.09,8
BZN,AS,324,4.51,6.49,1.2,-6.46,2
BZN,B6,70,54.04,53.12,2.9,43.07,9
BZN,DL,840,8.12,4.2,0.6,-2.85,5
BZN,G4,182,14.56,10.53,3.3,3.59,7
BZN,MQ,44,7.34,2.77,0.0,-3.63,3
BZN,OO,951,4.3,1.66,0.7,-6.67,1
BZN,UA,1064,14.54,10.82,1.5,3.57,6
BZN,WN,965,7.64,1.75,0.8,-3.33,4
CAE,9E,645,6.79,1.59,2.0,-3.41,4
CAE,AA,343,33.23,29.05,1.7,23.03,7
CAE,DL,740,3.56,-3.84,0.7,-6.64,2
CAE,MQ,33,3.33,1.88,0.0,-6.87,1
CAE,OH,1116,10.15,9.89,1.3,-0.05,5
CAE,OO,357,4.31,4.45,0.8,-5.89,3
CAE,YX,178,19.84,16.84,4.5,9.64,6
CAK,G4,345,18.8,13.6,3.5,2.1,2
CAK,OH,775,11.44,9.53,0.8,-5.26,1
CAK,OO,509,23.42,22.6,2.0,6.72,3
CDC,OO,321,7.13,1.28,0.6,0.0,1
CDV,AS,360,2.39,1.38,2.8,0.0,1
CHA,9E,792,7.83,1.66,0.4,-4.65,2
CHA,DL,594,9.74,1.43,0.7,-2.74,3
CHA,G4,133,34.29,32.06,5.3,21.81,7
CHA,MQ,603,15.16,11.1,2.5,2.68,5
CHA,OH,671,12.59,9.81,1.0,0.11,4
CHA,OO,458,15.28,14.74,2.6,2.8,6
CHA,YX,69,7.19,7.96,0.0,-5.29,1
CHO,9E,842,11.22,4.8,3.3,-0.25,4
CHO,DL,114,8.94,-1.59,0.0,-2.53,2
CHO,OH,26,-5.88,0.85,0.0,-17.35,1
CHO,OO,315,16.38,16.74,2.5,4.91,5
CHO,YX,247,9.13,12.21,3.2,-2.34,3
CHS,9E,990,10.59,4.14,5.3,-1.02,5
CHS,AA,2447,15.74,12.78,2.0,4.13,10
CHS,AS,144,4.38,2.18,2.1,-7.23,2
CHS,B6,911,18.61,14.24,2.3,7.0,12
CHS,DL,1965,11.74,6.73,0.7,0.13,8
CHS,F9,84,16.12,12.91,2.4,4.51,11
CHS,G4,106,20.73,19.86,4.7,9.12,14
CHS,MQ,447,11.09,7.74,2.5,-0.52,6
CHS,NK,620,19.51,13.39,3.9,7.9,13
CHS,OH,837,7.72,5.92,1.6,-3.89,3
CHS,OO,173,15.62,14.96,1.2,4.01,9
CHS,UA,1119,11.27,7.53,1.3,-0.34,7
CHS,WN,1772,7.75,2.68,0.6,-3.86,4
CHS,YX,1129,2.2,-1.65,1.2,-9.41,1
CID,9E,80,1.79,-2.29,0.0,-12.7,1
CID,AA,601,30.97,26.89,3.5,16.48,10
CID,DL,185,19.58,15.99,1.6,5.09,9
CID,F9,123,17.17,14.98,2.4,2.68,8
CID,G4,441,12.28,7.66,2.7,-2.21,6
CID,MQ,579,10.12,8.85,2.1,-4.37,4
CID,OH,291,11.18,6.19,2.4,-3.31,5
CID,OO,976,13.84,11.67,2.2,-0.65,7
CID,UA,545,6.45,3.27,1.8,-8.04,2
CID,YX,66,6.61,-0.02,7.6,-7.88,3
CIU,OO,363,20.26,15.48,1.1,0.0,1
CKB,G4,105,45.88,44.32,3.8,0.0,1
CLE,9E,1185,13.55,5.82,3.2,2.41,10
CLE,AA,2298,14.36,11.09,1.7,3.22,11
CLE,AS,211,6.73,4.77,1.9,-4.41,3
CLE,B6,404,8.41,4.81,2.0,-2.73,5
CLE,DL,1554,10.5,0.61,0.8,-0.64,8
CLE,F9,3168,22.37,17.6,2.6,11.23,13
CLE,MQ,294,8.47,2.92,0.3,-2.67,6
CLE,NK,460,14.52,7.86,2.8,3.38,12
CLE,OH,733,10.35,8.59,1.5,-0.79,7
CLE,OO,822,11.83,5.74,0.9,0.69,9
CLE,UA,4089,5.32,-0.15,1.4,-5.82,1
CLE,WN,2461,7.88,0.83,0.6,-3.26,4
CLE,YX,2172,5.92,0.82,2.1,-5.22,2
CLL,MQ,430,11.39,6.79,2.8,-0.91,1
CLL,OO,148,14.99,12.88,4.1,2.69,2
CLT,9E,1529,15.49,10.87,3.7,-3.16,6
CLT,AA,62554,21.9,17.64,1.4,3.25,9
CLT,B6,258,19.79,12.87,1.9,1.14,8
CLT,DL,3049,11.18,2.83,0.7,-7.47,2
CLT,F9,1579,32.5,35.22,3.7,13.85,12
CLT,MQ,3084,15.31,11.93,1.6,-3.34,5
CLT,NK,2389,23.19,18.14,3.1,4.54,10
CLT,OH,28095,12.49,8.6,1.3,-6.16,3
CLT,OO,27,28.19,17.78,0.0,9.54,11
CLT,UA,1974,13.17,10.45,1.2,-5.48,4
CLT,WN,1641,17.71,11.49,0.4,-0.94,7
CLT,YX,1214,8.93,4.81,1.6,-9.72,1
CMH,9E,110,8.2,1.03,0.0,-0.74,3
CMH,AA,1689,19.82,15.65,1.5,10.88,12
CMH,AS,207,8.35,2.59,1.9,-0.59,4
CMH,DL,1615,4.55,-2.5,0.9,-4.39,2
CMH,F9,122,16.14,14.33,1.6,7.2,10
CMH,MQ,1531,9.73,6.31,0.4,0.79,5
CMH,NK,1220,17.5,8.82,2.2,8.56,11
CMH,OH,685,15.54,10.73,1.3,6.6,9
CMH,OO,642,12.79,6.23,0.2,3.85,7
CMH,UA,1333,14.6,10.98,1.1,5.66,8
CMH,WN,5887,9.94,3.11,1.0,1.0,6
CMH,YX,5683,1.21,-3.93,1.1,-7.73,1
CMI,MQ,684,16.26,10.09,1.8,0.0,1
CMX,OO,354,18.79,18.42,4.0,0.0,1
CNY,OO,16,11.93,9.73,6.3,0.0,1
COD,OO,306,19.86,13.34,0.7,0.0,1
COS,AA,509,13.03,12.7,2.4,2.98,4
COS,DL,287,15.32,8.65,0.7,5.27,5
COS,MQ,174,22.71,20.65,0.0,12.66,6
COS,OO,2382,8.68,2.91,1.4,-1.37,1
COS,UA,394,11.44,8.12,3.3,1.39,3
COS,WN,2482,9.03,3.39,0.7,-1.02,2
COU,MQ,810,12.53,10.27,2.3,-1.05,1
COU,OO,44,32.88,27.56,2.3,19.3,2
CPR,OO,790,7.95,0.84,0.4,0.0,1
CRP,MQ,1219,9.39,8.15,1.6,-0.62,2
CRP,OO,124,9.16,9.54,0.8,-0.85,1
CRP,WN,560,11.54,8.16,1.6,1.53,3
CRW,9E,90,4.22,-2.94,0.0,-16.92,1
CRW,OH,623,16.81,15.54,1.3,-4.33,2
CRW,OO,904,25.81,20.36,0.9,4.67,3
CSG,9E,291,9.17,3.56,1.7,-3.31,1
CSG,OO,201,17.27,13.15,2.0,4.79,2
CVG,9E,3265,8.7,3.3,1.8,-2.73,4
CVG,AA,1624,23.92,19.56,2.0,12.49,12
CVG,AS,166,11.09,6.81,2.4,-0.34,8
CVG,DL,3454,8.56,1.46,1.1,-2.87,2
CVG,F9,2234,17.21,13.97,2.3,5.78,11
CVG,G4,1558,14.91,11.9,1.0,3.48,10
CVG,MQ,1342,11.05,7.81,1.0,-0.38,7
CVG,OH,1162,13.36,11.69,0.9,1.93,9
CVG,OO,411,9.26,8.46,0.2,-2.17,6
CVG,UA,976,8.68,5.88,1.2,-2.75,3
CVG,WN,1085,9.05,3.21,0.7,-2.38,5
CVG,YX,2632,5.67,2.22,1.7,-5.76,1
CWA,9E,327,2.35,-3.38,1.2,0.0,1
CYS,OO,326,10.71,3.12,1.8,0.0,1
DAB,AA,144,9.85,4.71,0.7,2.04,2
DAB,DL,691,5.53,0.49,1.4,-2.28,1
DAB,MQ,6,22.83,16.33,0.0,15.02,4
DAB,OH,552,9.98,2.78,2.7,2.17,3
DAL,AS,170,2.48,-0.72,2.4,-11.46,1
DAL,DL,1019,12.37,7.17,0.7,-1.57,2
DAL,WN,34864,14.04,8.27,1.1,0.1,3
DAY,9E,217,9.31,0.01,3.2,-1.21,3
DAY,DL,532,4.69,-5.77,1.5,-5.83,2
DAY,G4,128,23.3,19.42,3.1,12.78,7
DAY,MQ,77,17.37,12.29,1.3,6.85,6
DAY,OH,1719,10.86,7.99,1.0,0.34,4
DAY,OO,721,14.57,11.97,0.8,4.05,5
DAY,YX,158,-3.92,-7.4,0.6,-14.44,1
DCA,9E,995,18.58,12.97,2.2,5.43,12
DCA,AA,12924,18.52,13.0,1.7,5.37,11
DCA,AS,812,7.81,2.64,1.0,-5.34,2
DCA,B6,3939,15.9,8.97,1.5,2.75,10
DCA,DL,4308,11.94,4.29,1.3,-1.21,3
DCA,F9,464,14.23,8.76,1.3,1.08,7
DCA,MQ,2102,14.36,9.72,1.5,1.21,8
DCA,OH,17722,14.98,11.2,2.1,1.83,9
DCA,OO,86,12.72,4.22,1.2,-0.43,4
DCA,UA,2807,13.18,9.38,1.9,0.03,6
DCA,WN,7731,12.88,4.35,1.2,-0.27,5
DCA,YX,12798,4.63,0.09,1.6,-8.52,1
DDC,OO,316,28.65,26.38,3.2,0.0,1
DEC,OO,371,25.27,21.82,1.9,0.0,1
DEN,AA,4028,18.3,13.94,1.9,4.99,7
DEN,AS,1129,8.65,6.59,1.3,-4.66,1
DEN,B6,586,28.22,24.66,0.3,14.91,10
DEN,DL,5964,10.85,3.5,0.9,-2.46,2
DEN,F9,12302,15.88,11.21,1.5,2.57,6
DEN,G4,235,20.31,19.73,2.1,7.0,9
DEN,MQ,91,18.79,13.03,0.0,5.48,8
DEN,NK,14,78.21,74.79,0.0,64.9,11
DEN,OO,29352,10.86,6.03,1.4,-2.45,3
DEN,UA,50331,12.51,7.78,1.2,-0.8,4
DEN,WN,48053,14.74,8.89,0.8,1.43,5
DFW,9E,2,99.5,130.0,0.0,80.24,12
DFW,AA,81737,25.34,20.08,2.0,6.08,9
DFW,AS,1178,15.15,13.56,2.3,-4.11,3
DFW,B6,168,31.61,28.85,1.8,12.35,10
DFW,DL,5866,15.19,8.46,1.0,-4.07,4
DFW,F9,5013,22.36,21.66,2.9,3.1,8
DFW,MQ,34875,9.02,5.1,1.6,-10.24,1
DFW,NK,5015,17.96,12.45,1.4,-1.3,6
DFW,OH,4441,20.34,16.05,2.5,1.08,7
DFW,OO,11912,9.82,6.27,2.1,-9.44,2
DFW,UA,4015,16.11,12.51,1.5,-3.15,5
DFW,YX,22,54.23,43.14,0.0,34.97,11
DHN,9E,264,5.17,-0.58,1.1,-3.11,1
DHN,OO,116,15.4,13.54,1.7,7.12,2
DIK,OO,280,20.59,15.09,3.9,0.0,1
DLG,AS,50,-0.36,2.58,0.0,0.0,1
DLH,9E,90,9.21,10.88,0.0,-2.42,2
DLH,DL,60,16.78,9.3,0.0,5.15,4
DLH,OO,668,15.01,8.89,1.5,3.38,3
DLH,YX,231,1.56,-5.57,0.4,-10.07,1
DRO,AA,1,-7.0,-9.0,0.0,-20.63,1
DRO,MQ,8,-2.25,-14.38,0.0,-15.88,2
DRO,OO,1494,14.57,12.23,1.1,0.94,4
DRO,UA,336,9.86,-0.7,1.8,-3.77,3
DSM,9E,1270,7.97,2.41,1.7,-4.88,3
DSM,AA,1229,23.21,20.31,2.2,10.36,11
DSM,DL,542,11.38,2.45,0.7,-1.47,6
DSM,F9,128,8.52,8.02,1.6,-4.33,4
DSM,G4,828,18.89,15.04,2.1,6.04,10
DSM,MQ,420,12.46,9.87,1.7,-0.39,7
DSM,OH,234,16.57,15.81,1.7,3.72,8
DSM,OO,431,17.6,13.21,2.1,4.75,9
DSM,UA,973,6.23,4.93,1.0,-6.62,2
DSM,WN,856,9.7,3.4,0.6,-3.15,5
DSM,YX,421,4.26,2.6,1.9,-8.59,1
DTW,9E,6366,5.45,0.93,1.0,-6.34,2
DTW,AA,2743,14.8,11.19,2.1,3.01,11
DTW,AS,258,12.69,9.42,1.2,0.9,9
DTW,B6,506,14.19,11.03,1.4,2.4,10
DTW,DL,28622,11.91,6.56,1.0,0.12,8
DTW,F9,1090,23.49,19.78,3.9,11.7,13
DTW,MQ,416,7.1,4.67,2.9,-4.69,3
DTW,NK,4992,10.63,2.99,1.6,-1.16,6
DTW,OH,504,11.86,9.89,2.6,0.07,7
DTW,OO,13092,15.69,11.96,0.5,3.9,12
DTW,UA,1059,8.99,5.21,1.1,-2.8,5
DTW,WN,1982,8.71,1.95,0.6,-3.08,4
DTW,YX,2336,3.35,-0.3,1.8,-8.44,1
DVL,OO,311,9.63,6.2,5.5,0.0,1
EAR,OO,52,15.78,12.74,3.8,0.0,1
EAU,OO,18,27.81,23.13,11.1,0.0,1
ECP,9E,14,34.29,32.64,0.0,21.96,8
ECP,AA,358,31.78,29.61,2.0,19.45,7
ECP,DL,1175,7.61,2.38,0.9,-4.72,1
ECP,MQ,385,15.79,10.93,2.3,3.46,5
ECP,OH,544,15.38,14.45,0.7,3.05,4
ECP,OO,138,12.33,8.59,0.0,0.0,3
