codice,aeroporto_partenza,numero_voli,ritardo_minimo,ritardo_massimo,ritardo_medio,tasso_cancellazione,mese
G4,AUS,83,1.0,548.0,12.69,0.00,10
G4,AVL,336,1.0,304.0,19.07,0.00,1
G4,AVL,345,1.0,965.0,24.12,0.00,4
G4,AVL,578,1.0,1190.0,33.81,0.00,7
G4,AVL,438,1.0,615.0,16.3,0.00,10
G4,AZA,610,1.0,1030.0,7.84,0.00,2
G4,AZA,685,1.0,183.0,4.2,0.00,5
G4,AZA,573,1.0,228.0,10.4,0.00,8
G4,AZA,685,1.0,375.0,8.95,0.00,11
G4,BGR,79,2.0,1162.0,43.94,0.00,3
G4,BGR,50,4.0,466.0,38.5,0.00,6
G4,BGR,26,12.0,151.0,17.27,0.00,9
G4,BGR,47,6.0,903.0,45.85,0.00,12
G4,BIL,39,25.0,354.0,44.82,0.00,1
G4,BIL,32,3.0,47.0,3.84,0.00,4
G4,BIL,56,1.0,108.0,22.55,0.00,7
G4,BIL,43,3.0,132.0,26.16,0.00,10
G4,BIS,76,1.0,155.0,10.37,0.00,3
G4,BIS,65,4.0,232.0,12.02,0.00,6
G4,BIS,31,2.0,82.0,6.84,0.00,9
G4,BIS,60,2.0,120.0,16.82,0.00,12
G4,BLI,85,1.0,558.0,32.49,0.00,1
G4,BLI,109,1.0,28.0,2.04,0.00,4
G4,BLI,133,1.0,65.0,2.71,0.00,7
G4,BLI,132,3.0,288.0,14.9,0.00,10
G4,BLV,127,1.0,1068.0,40.14,0.00,3
G4,BLV,217,1.0,410.0,23.48,0.00,6
G4,BLV,91,3.0,598.0,25.31,0.00,9
G4,BLV,106,2.0,1018.0,53.04,0.00,12
G4,BMI,24,7.0,129.0,23.42,0.00,3
G4,BMI,32,6.0,1008.0,46.5,0.00,6
G4,BMI,28,14.0,471.0,17.82,0.00,9
G4,BMI,38,1.0,96.0,10.84,0.00,12
G4,BNA,353,2.0,925.0,22.95,0.00,1
G4,BNA,385,1.0,1178.0,23.92,0.00,4
G4,BNA,434,1.0,265.0,12.05,0.00,7
G4,BNA,299,1.0,430.0,15.27,0.00,10
G4,BOI,43,3.0,1158.0,58.21,0.00,1
G4,BOI,50,2.0,851.0,42.3,0.00,4
G4,BOI,51,1.0,1263.0,41.61,0.00,7
G4,BOI,37,3.0,1345.0,44.46,0.00,10
G4,BOS,30,13.0,57.0,10.23,0.00,3
G4,BOS,102,1.0,310.0,8.3,0.00,6
G4,BOS,58,4.0,153.0,3.1,0.00,9
G4,BOS,54,1.0,277.0,23.65,0.00,12
G4,BWI,17,34.0,34.0,4.0,0.00,2
G4,BWI,16,2.0,101.0,21.31,0.00,5
G4,BWI,15,1.0,29.0,5.93,0.00,8
G4,BWI,13,11.0,164.0,16.0,0.00,11
G4,BZN,53,1.0,134.0,11.7,0.00,3
G4,BZN,64,2.0,85.0,14.52,0.00,6
G4,BZN,35,7.0,113.0,12.86,0.00,9
G4,BZN,33,6.0,66.0,13.58,0.00,12
G4,CAK,84,7.0,167.0,9.68,0.00,3
G4,CAK,136,2.0,385.0,34.85,0.00,6
G4,CAK,76,13.0,1165.0,50.55,0.00,9
G4,CAK,84,2.0,1032.0,50.05,0.00,12
G4,CHA,29,7.0,45.0,15.17,0.00,3
G4,CHA,39,2.0,100.0,20.21,0.00,6
G4,CHA,27,13.0,886.0,173.52,0.00,9
G4,CHA,36,3.0,206.0,23.83,0.00,12
G4,CHS,26,1.0,844.0,72.77,0.00,3
G4,CHS,61,1.0,216.0,23.84,0.00,6
G4,CHS,12,9.0,99.0,9.75,0.00,9
G4,CHS,12,8.0,206.0,35.67,0.00,12
G4,CID,125,3.0,163.0,12.14,0.00,2
G4,CID,96,1.0,226.0,12.45,0.00,5
G4,CID,100,1.0,402.0,24.21,0.00,8
G4,CID,88,1.0,99.0,6.78,0.00,11
G4,CKB,20,7.0,200.0,26.65,0.00,2
G4,CKB,31,3.0,138.0,32.35,0.00,5
G4,CKB,31,1.0,1190.0,76.19,0.00,8
G4,CKB,14,2.0,79.0,14.93,0.00,11
G4,CVG,276,1.0,1082.0,26.44,0.00,1
G4,CVG,385,1.0,842.0,22.92,0.00,4
G4,CVG,580,1.0,1076.0,19.36,0.00,7
G4,CVG,350,1.0,577.0,15.52,0.00,10
G4,DAY,39,3.0,157.0,32.13,0.00,3
G4,DAY,42,1.0,179.0,21.83,0.00,6
G4,DAY,14,0.0,-4.0,0.0,0.00,9
G4,DAY,38,2.0,85.0,9.16,0.00,12
G4,DEN,31,1.0,131.0,18.52,0.00,1
G4,DEN,47,3.0,159.0,18.15,0.00,4
G4,DEN,97,2.0,174.0,31.48,0.00,7
G4,DEN,67,1.0,462.0,26.09,0.00,10
G4,DSM,235,1.0,563.0,29.24,0.00,3
G4,DSM,269,1.0,429.0,15.41,0.00,6
G4,DSM,153,1.0,225.0,14.79,0.00,9
G4,DSM,237,1.0,542.0,33.21,0.00,12
G4,ELM,38,5.0,368.0,39.13,0.00,3
G4,ELM,32,5.0,245.0,11.84,0.00,6
G4,ELM,27,2.0,47.0,8.52,0.00,9
G4,ELM,44,1.0,85.0,10.68,0.00,12
G4,ELP,11,2.0,116.0,12.27,0.00,3
G4,ELP,13,6.0,112.0,29.0,0.00,6
G4,ELP,16,4.0,107.0,15.69,0.00,9
G4,ELP,11,12.0,103.0,18.91,0.00,12
G4,EUG,40,1.0,64.0,6.35,0.00,3
G4,EUG,57,1.0,463.0,29.12,0.00,6
G4,EUG,25,10.0,243.0,26.64,0.00,9
G4,EUG,51,1.0,974.0,31.16,0.00,12
G4,EVV,14,2.0,49.0,22.57,0.00,2
G4,EVV,16,3.0,120.0,37.94,0.00,5
G4,EVV,30,18.0,305.0,45.23,0.00,8
G4,EVV,20,5.0,1031.0,71.45,0.00,11
G4,EWR,31,20.0,20.0,0.65,0.00,2
G4,EWR,63,8.0,165.0,14.6,0.00,5
G4,EWR,70,5.0,199.0,14.06,0.00,8
G4,EWR,90,1.0,137.0,9.54,0.00,11
G4,EYW,75,1.0,1017.0,40.49,0.00,1
G4,EYW,73,1.0,1032.0,29.66,0.00,4
G4,EYW,78,5.0,199.0,28.12,0.00,7
G4,EYW,80,1.0,435.0,17.68,0.00,10
G4,FAR,72,2.0,360.0,11.61,0.00,2
G4,FAR,81,9.0,270.0,16.94,0.00,5
G4,FAR,51,2.0,111.0,10.22,0.00,8
G4,FAR,69,1.0,297.0,11.93,0.00,11
G4,FAT,74,5.0,225.0,24.38,0.00,3
G4,FAT,93,3.0,278.0,21.41,0.00,6
G4,FAT,94,5.0,322.0,21.73,0.00,9
G4,FAT,77,1.0,598.0,42.47,0.00,12
G4,FCA,25,6.0,289.0,50.88,0.00,2
G4,FCA,12,3.0,68.0,13.42,0.00,5
G4,FCA,42,1.0,199.0,10.05,0.00,8
G4,FCA,27,8.0,302.0,36.63,0.00,11
G4,FLL,571,1.0,468.0,32.98,0.00,3
G4,FLL,475,1.0,306.0,21.02,0.00,6
G4,FLL,227,1.0,242.0,10.52,0.00,9
G4,FLL,519,1.0,990.0,23.53,0.00,12
G4,FNT,168,1.0,135.0,12.4,0.00,2
G4,FNT,156,1.0,303.0,13.83,0.00,5
G4,FNT,116,3.0,681.0,26.26,0.00,8
G4,FNT,145,1.0,248.0,14.61,0.00,11
G4,FSD,108,1.0,185.0,13.6,0.00,1
G4,FSD,104,3.0,315.0,12.99,0.00,4
G4,FSD,129,1.0,1318.0,37.46,0.00,7
G4,FSD,104,2.0,132.0,6.25,0.00,10
G4,FWA,129,4.0,205.0,17.15,0.00,3
G4,FWA,128,1.0,572.0,33.54,0.00,6
G4,FWA,52,1.0,202.0,21.69,0.00,9
G4,FWA,119,3.0,347.0,30.8,0.00,12
G4,GEG,26,1.0,251.0,41.31,0.00,2
G4,GEG,22,3.0,50.0,6.68,0.00,5
G4,GEG,42,2.0,49.0,7.33,0.00,8
G4,GEG,23,8.0,111.0,18.87,0.00,11
G4,GFK,34,3.0,98.0,15.18,0.00,3
G4,GFK,10,15.0,82.0,16.9,0.00,6
G4,GFK,7,38.0,38.0,5.43,0.00,9
G4,GFK,15,4.0,155.0,39.13,0.00,12
G4,GJT,11,7.0,57.0,23.36,0.00,2
G4,GJT,16,5.0,137.0,18.0,0.00,5
G4,GJT,16,2.0,74.0,11.0,0.00,8
G4,GJT,14,1.0,175.0,32.0,0.00,11
G4,GPT,8,7.0,220.0,43.38,0.00,5
G4,GPT,4,17.0,221.0,63.75,0.00,8
G4,GRI,23,1.0,44.0,7.0,0.00,2
G4,GRI,26,1.0,58.0,8.69,0.00,5
G4,GRI,26,1.0,515.0,47.19,0.00,8
G4,GRI,32,1.0,92.0,5.63,0.00,11
G4,GRR,215,1.0,568.0,36.59,0.00,2
G4,GRR,215,1.0,252.0,13.44,0.00,5
G4,GRR,222,1.0,426.0,14.81,0.00,8
G4,GRR,241,1.0,97.0,9.6,0.00,11
G4,GSO,5,3.0,28.0,12.4,0.00,1
G4,GSO,21,11.0,260.0,15.86,0.00,4
G4,GSO,24,7.0,842.0,77.71,0.00,7
G4,GSO,10,3.0,3.0,0.6,0.00,10
G4,GSP,40,1.0,206.0,19.55,0.00,3
G4,GSP,44,4.0,287.0,46.2,0.00,6
G4,GSP,25,4.0,140.0,13.28,0.00,9
G4,GSP,51,3.0,959.0,77.69,0.00,12
G4,GTF,24,2.0,1009.0,65.08,0.00,3
G4,GTF,11,12.0,16.0,3.64,0.00,6
G4,GTF,14,2.0,5.0,0.5,0.00,9
G4,GTF,28,2.0,982.0,62.18,0.00,12
G4,HGR,26,1.0,114.0,27.19,0.00,3
G4,HGR,52,3.0,121.0,26.71,0.00,6
G4,HGR,29,1.0,76.0,4.45,0.00,9
G4,HGR,32,2.0,974.0,86.75,0.00,12
G4,HOU,42,5.0,146.0,17.14,0.00,1
G4,HOU,49,2.0,117.0,8.39,0.00,4
G4,HOU,61,1.0,1245.0,52.23,0.00,7
G4,HOU,35,3.0,427.0,27.06,0.00,10
G4,HTS,26,1.0,63.0,15.15,0.00,1
G4,HTS,28,2.0,154.0,23.32,0.00,4
G4,HTS,140,1.0,867.0,31.36,0.00,7
G4,HTS,27,3.0,63.0,15.56,0.00,10
G4,IAD,32,1.0,221.0,19.13,0.00,1
G4,IAD,44,5.0,250.0,18.84,0.00,4
G4,IAD,61,1.0,140.0,26.34,0.00,7
G4,IAD,23,2.0,80.0,6.48,0.00,10
G4,IAG,47,2.0,286.0,32.96,0.00,1
G4,IAG,57,3.0,376.0,36.68,0.00,4
G4,IAG,53,2.0,219.0,36.57,0.00,7
G4,IAG,28,1.0,1199.0,73.89,0.00,10
G4,ICT,29,1.0,69.0,5.59,0.00,1
G4,ICT,29,10.0,78.0,12.1,0.00,4
G4,ICT,82,1.0,276.0,37.67,0.00,7
G4,ICT,29,1.0,208.0,16.72,0.00,10
G4,IDA,50,5.0,1057.0,55.42,0.00,1
G4,IDA,39,6.0,47.0,6.15,0.00,4
G4,IDA,90,2.0,361.0,33.02,0.00,7
G4,IDA,42,5.0,234.0,27.24,0.00,10
G4,IND,244,1.0,443.0,21.74,0.00,3
G4,IND,287,1.0,240.0,15.59,0.00,6
G4,IND,91,4.0,239.0,19.85,0.00,9
G4,IND,211,1.0,550.0,40.76,0.00,12
G4,JAX,59,8.0,376.0,18.02,0.00,1
G4,JAX,102,1.0,191.0,10.07,0.00,4
G4,JAX,126,2.0,550.0,27.56,0.00,7
G4,JAX,48,3.0,123.0,5.17,0.00,10
G4,LAS,814,1.0,418.0,15.07,0.00,1
G4,LAS,843,1.0,924.0,8.67,0.00,4
G4,LAS,1055,1.0,1129.0,23.22,0.00,7
G4,LAS,925,1.0,176.0,10.88,0.00,10
G4,LAX,51,4.0,109.0,5.57,0.00,2
G4,LAX,119,1.0,431.0,10.67,0.00,5
G4,LAX,186,1.0,169.0,12.97,0.00,8
G4,LAX,74,1.0,158.0,4.93,0.00,11
G4,LCK,67,3.0,110.0,11.09,0.00,1
G4,LCK,97,4.0,280.0,18.73,0.00,4
G4,LCK,188,1.0,967.0,27.23,0.00,7
G4,LCK,92,3.0,121.0,7.11,0.00,10
G4,LEX,66,1.0,127.0,19.21,0.00,1
G4,LEX,65,1.0,302.0,19.38,0.00,4
G4,LEX,171,1.0,1113.0,45.95,0.00,7
G4,LEX,109,1.0,123.0,14.43,0.00,10
G4,LIT,4,44.0,102.0,73.0,0.00,1
G4,LIT,57,4.0,114.0,27.81,0.00,7
G4,LIT,14,3.0,366.0,79.14,0.00,10
G4,LRD,14,12.0,172.0,29.71,0.00,2
G4,LRD,13,1.0,88.0,7.08,0.00,5
G4,LRD,20,2.0,107.0,10.9,0.00,8
G4,LRD,15,32.0,92.0,19.33,0.00,11
G4,MCI,18,2.0,149.0,20.17,0.00,2
G4,MCI,40,1.0,180.0,14.15,0.00,5
G4,MCI,19,4.0,96.0,13.26,0.00,8
G4,MCI,20,4.0,13.0,1.1,0.00,11
G4,MCO,29,5.0,77.0,18.69,0.00,5
G4,MCO,40,2.0,406.0,35.8,0.00,8
G4,MCO,36,4.0,136.0,13.83,0.00,11
G4,MDT,72,3.0,209.0,24.01,0.00,2
G4,MDT,99,3.0,187.0,18.04,0.00,5
G4,MDT,104,1.0,871.0,76.1,0.00,8
G4,MDT,78,4.0,133.0,12.94,0.00,11
G4,MDW,29,8.0,505.0,24.66,0.00,2
G4,MDW,74,1.0,1045.0,27.84,0.00,5
G4,MDW,56,4.0,276.0,33.98,0.00,8
G4,MDW,57,4.0,443.0,16.25,0.00,11
G4,MEM,53,1.0,279.0,18.17,0.00,2
G4,MEM,74,1.0,943.0,26.57,0.00,5
G4,MEM,47,3.0,826.0,37.26,0.00,8
G4,MEM,49,2.0,82.0,8.92,0.00,11
G4,MFE,47,3.0,226.0,24.28,0.00,3
G4,MFE,91,2.0,1051.0,22.16,0.00,6
G4,MFE,53,3.0,86.0,6.92,0.00,9
G4,MFE,59,2.0,227.0,22.44,0.00,12
G4,MFR,32,3.0,30.0,5.69,0.00,2
G4,MFR,46,3.0,82.0,11.57,0.00,5
G4,MFR,47,1.0,996.0,46.72,0.00,8
G4,MFR,35,2.0,1146.0,95.54,0.00,11
G4,MLB,40,2.0,44.0,4.08,0.00,3
G4,MLB,20,8.0,160.0,9.25,0.00,6
G4,MLB,17,0.0,-2.0,0.0,0.00,9
G4,MLB,41,3.0,389.0,29.88,0.00,12
G4,MLI,42,3.0,232.0,22.24,0.00,2
G4,MLI,56,26.0,1214.0,64.82,0.00,5
G4,MLI,23,3.0,235.0,20.52,0.00,8
G4,MLI,66,2.0,31.0,4.58,0.00,11
G4,MOT,51,1.0,135.0,7.29,0.00,3
G4,MOT,43,3.0,1150.0,83.42,0.00,6
G4,MOT,24,5.0,92.0,9.83,0.00,9
G4,MOT,48,1.0,145.0,26.21,0.00,12
G4,MRY,12,7.0,308.0,36.92,0.00,1
G4,MRY,16,23.0,175.0,40.0,0.00,4
G4,MRY,15,10.0,1118.0,154.8,0.00,7
G4,MRY,13,3.0,107.0,44.08,0.00,10
G4,MSO,35,6.0,1116.0,73.66,0.00,1
G4,MSO,25,5.0,57.0,9.28,0.00,4
G4,MSO,67,1.0,867.0,54.72,0.00,7
G4,MSO,40,1.0,92.0,14.88,0.00,10
G4,MSP,82,7.0,960.0,45.13,0.00,3
G4,MSP,25,2.0,190.0,26.64,0.00,6
G4,MSP,23,3.0,53.0,5.65,0.00,12
G4,MSY,14,2.0,44.0,4.64,0.00,3
G4,MSY,12,22.0,25.0,5.75,0.00,6
G4,MSY,12,1.0,177.0,14.92,0.00,12
G4,MYR,28,6.0,891.0,35.75,0.00,1
G4,MYR,100,1.0,530.0,19.93,0.00,4
G4,MYR,351,1.0,1230.0,28.89,0.00,7
G4,MYR,102,1.0,258.0,10.9,0.00,10
G4,OAK,55,2.0,161.0,17.62,0.00,6
G4,OAK,12,16.0,16.0,1.33,0.00,9
G4,OAK,18,4.0,10.0,1.0,0.00,12
G4,OKC,10,3.0,64.0,10.0,0.00,1
G4,OKC,20,35.0,284.0,29.7,0.00,4
G4,OKC,61,6.0,434.0,29.98,0.00,7
G4,OMA,87,1.0,304.0,30.76,0.00,1
G4,OMA,58,3.0,165.0,7.93,0.00,4
G4,OMA,92,1.0,252.0,20.47,0.00,7
G4,OMA,44,6.0,658.0,30.95,0.00,10
G4,ORF,41,1.0,141.0,24.78,0.00,3
G4,ORF,81,1.0,1189.0,50.65,0.00,6
G4,PBG,64,1.0,187.0,26.08,0.00,2
G4,PBG,37,3.0,1374.0,50.49,0.00,5
G4,PBG,48,6.0,375.0,57.85,0.00,8
G4,PBG,46,2.0,105.0,7.87,0.00,11
G4,PBI,71,1.0,111.0,15.63,0.00,3
G4,PBI,47,3.0,313.0,34.49,0.00,6
G4,PBI,26,2.0,76.0,10.27,0.00,9
G4,PBI,75,1.0,219.0,28.91,0.00,12
G4,PDX,33,6.0,39.0,4.33,0.00,1
G4,PDX,28,2.0,44.0,5.43,0.00,4
G4,PDX,69,2.0,90.0,10.81,0.00,7
G4,PDX,27,19.0,220.0,18.81,0.00,10
G4,PGD,1135,1.0,977.0,19.76,0.00,3
G4,PGD,711,1.0,587.0,17.93,0.00,6
G4,PGD,412,1.0,372.0,12.19,0.00,9
G4,PGD,1142,1.0,1281.0,25.26,0.00,12
G4,PHX,50,1.0,577.0,42.64,0.00,3
G4,PHX,56,3.0,143.0,12.7,0.00,6
G4,PHX,55,2.0,235.0,19.36,0.00,9
G4,PHX,47,4.0,103.0,16.4,0.00,12
G4,PIA,117,2.0,334.0,20.37,0.00,1
G4,PIA,95,1.0,271.0,12.97,0.00,4
G4,PIA,152,2.0,839.0,40.1,0.00,7
G4,PIA,111,1.0,211.0,6.25,0.00,10
G4,PIE,1143,1.0,282.0,14.29,0.00,3
G4,PIE,1272,1.0,971.0,20.83,0.00,6
G4,PIE,699,1.0,884.0,17.64,0.00,9
G4,PIE,1154,1.0,958.0,18.74,0.00,12
G4,PIT,152,1.0,863.0,27.99,0.00,3
G4,PIT,243,1.0,167.0,14.5,0.00,6
G4,PIT,121,1.0,93.0,6.24,0.00,9
G4,PIT,210,2.0,418.0,25.28,0.00,12
G4,PSC,35,2.0,213.0,31.46,0.00,1
G4,PSC,30,2.0,83.0,6.43,0.00,4
G4,PSC,52,2.0,142.0,11.48,0.00,7
G4,PSC,21,4.0,61.0,10.81,0.00,10
G4,PSM,31,7.0,203.0,48.87,0.00,3
G4,PSM,38,9.0,183.0,20.5,0.00,6
G4,PSM,30,17.0,156.0,18.8,0.00,9
G4,PSM,56,1.0,167.0,11.64,0.00,12
G4,PSP,29,2.0,103.0,16.07,0.00,3
G4,PSP,29,1.0,110.0,11.62,0.00,12
G4,PVD,27,18.0,936.0,102.63,0.00,3
G4,PVD,40,2.0,270.0,32.28,0.00,6
G4,PVD,18,8.0,40.0,5.94,0.00,9
G4,PVD,20,2.0,153.0,29.55,0.00,12
G4,PVU,221,2.0,472.0,16.8,0.00,1
G4,PVU,217,1.0,686.0,11.91,0.00,4
G4,PVU,238,1.0,744.0,36.42,0.00,7
G4,PVU,203,1.0,668.0,19.66,0.00,10
G4,RAP,33,6.0,183.0,16.42,0.00,1
G4,RAP,28,3.0,46.0,7.57,0.00,4
G4,RAP,64,1.0,190.0,16.28,0.00,7
G4,RAP,63,1.0,137.0,10.08,0.00,10
G4,RFD,85,1.0,110.0,9.87,0.00,2
G4,RFD,88,1.0,199.0,17.81,0.00,5
G4,RFD,86,1.0,190.0,26.0,0.00,8
G4,RFD,88,1.0,212.0,13.03,0.00,11
G4,RIC,42,1.0,1345.0,71.55,0.00,3
G4,RIC,41,5.0,214.0,45.44,0.00,6
G4,RIC,14,2.0,41.0,10.29,0.00,9
G4,RIC,31,2.0,71.0,20.9,0.00,12
G4,RNO,6,6.0,204.0,73.0,0.00,1
G4,ROA,25,1.0,38.0,8.8,0.00,2
G4,ROA,27,2.0,165.0,17.85,0.00,5
G4,ROA,24,4.0,953.0,46.88,0.00,8
G4,ROA,30,5.0,145.0,39.7,0.00,11
G4,ROC,25,1.0,287.0,48.0,0.00,3
G4,ROC,8,17.0,203.0,27.5,0.00,12
G4,SAN,16,4.0,33.0,9.63,0.00,2
G4,SAN,25,5.0,26.0,4.8,0.00,5
G4,SAN,37,1.0,62.0,15.62,0.00,8
G4,SAN,14,3.0,103.0,24.71,0.00,11
G4,SAT,2,0.0,-9.0,0.0,0.00,5
G4,SAT,5,19.0,19.0,3.8,0.00,8
G4,SAV,127,1.0,84.0,3.05,0.00,3
G4,SAV,169,1.0,438.0,13.49,0.00,6
G4,SAV,63,1.0,125.0,6.86,0.00,9
G4,SAV,121,1.0,705.0,40.87,0.00,12
G4,SBN,74,2.0,1232.0,32.59,0.00,1
G4,SBN,80,6.0,372.0,14.0,0.00,4
G4,SBN,100,2.0,186.0,21.77,0.00,7
G4,SBN,97,2.0,293.0,9.29,0.00,10
G4,SCK,78,1.0,194.0,25.96,0.00,3
G4,SCK,67,1.0,105.0,18.51,0.00,6
G4,SCK,53,4.0,533.0,50.72,0.00,9
G4,SCK,86,1.0,229.0,32.29,0.00,12
G4,SDF,65,2.0,1038.0,37.15,0.00,1
G4,SDF,69,1.0,235.0,10.12,0.00,4
G4,SDF,131,2.0,934.0,42.6,0.00,7
G4,SDF,108,1.0,312.0,17.8,0.00,10
G4,SFB,1325,1.0,796.0,18.46,0.00,3
G4,SFB,1421,1.0,1110.0,22.11,0.00,6
G4,SFB,738,1.0,424.0,13.39,0.00,9
G4,SFB,1365,1.0,941.0,25.64,0.00,12
G4,SGF,66,5.0,1362.0,79.74,0.00,1
G4,SGF,66,3.0,195.0,8.47,0.00,4
G4,SGF,163,1.0,1007.0,37.84,0.00,7
G4,SGF,106,1.0,210.0,11.75,0.00,10
G4,SHV,13,2.0,33.0,6.69,0.00,2
G4,SHV,15,1.0,65.0,9.67,0.00,5
G4,SHV,24,5.0,60.0,12.79,0.00,8
G4,SHV,15,4.0,11.0,3.47,0.00,11
G4,SMX,15,6.0,349.0,74.67,0.00,1
G4,SMX,11,4.0,11.0,3.36,0.00,4
G4,SMX,11,1.0,216.0,40.36,0.00,7
G4,SMX,12,39.0,1169.0,133.33,0.00,10
G4,SNA,130,1.0,170.0,4.74,0.00,2
G4,SNA,143,2.0,292.0,12.93,0.00,5
G4,SNA,124,1.0,1002.0,25.14,0.00,8
G4,SNA,123,1.0,1131.0,68.7,0.00,11
G4,SPI,17,8.0,119.0,37.88,0.00,1
G4,SPI,15,7.0,335.0,53.8,0.00,4
G4,SPI,17,3.0,3.0,0.35,0.00,7
G4,SPI,17,2.0,215.0,34.24,0.00,10
G4,SRQ,400,1.0,448.0,12.66,0.00,3
G4,SRQ,309,1.0,334.0,14.77,0.00,6
G4,SRQ,127,1.0,50.0,1.2,0.00,9
G4,SRQ,476,1.0,1194.0,41.76,0.00,12
G4,STC,23,10.0,174.0,21.04,0.00,3
G4,STC,13,3.0,3.0,0.23,0.00,6
G4,STC,23,13.0,194.0,29.17,0.00,12
G4,SWF,35,3.0,83.0,17.54,0.00,3
G4,SWF,55,7.0,219.0,24.42,0.00,6
G4,SWF,22,1.0,396.0,39.23,0.00,9
G4,SWF,64,3.0,179.0,15.2,0.00,12
G4,SYR,67,5.0,205.0,16.21,0.00,1
G4,SYR,86,1.0,381.0,26.9,0.00,4
G4,SYR,94,1.0,122.0,11.31,0.00,7
G4,SYR,59,2.0,240.0,24.98,0.00,10
G4,TOL,57,5.0,121.0,10.44,0.00,1
G4,TOL,52,11.0,383.0,26.73,0.00,4
G4,TOL,38,1.0,246.0,22.89,0.00,7
G4,TOL,37,1.0,198.0,11.78,0.00,10
G4,TRI,17,40.0,195.0,21.12,0.00,1
G4,TRI,23,1.0,101.0,12.83,0.00,4
G4,TRI,29,14.0,214.0,41.17,0.00,7
G4,TRI,19,6.0,240.0,26.58,0.00,10
G4,TUL,39,5.0,120.0,22.87,0.00,1
G4,TUL,46,4.0,283.0,19.85,0.00,4
G4,TUL,69,1.0,941.0,52.75,0.00,7
G4,TUL,35,2.0,264.0,13.6,0.00,10
G4,TVC,46,4.0,1029.0,38.28,0.00,3
G4,TVC,38,3.0,87.0,8.34,0.00,6
G4,TVC,9,13.0,103.0,29.56,0.00,9
G4,TVC,53,12.0,1046.0,78.21,0.00,12
G4,TYS,179,1.0,135.0,8.13,0.00,2
G4,TYS,275,1.0,256.0,23.17,0.00,5
G4,TYS,371,1.0,836.0,22.19,0.00,8
G4,TYS,331,1.0,283.0,12.84,0.00,11
G4,USA,93,3.0,124.0,11.52,0.00,1
G4,USA,90,1.0,856.0,33.88,0.00,4
G4,USA,92,1.0,848.0,73.12,0.00,7
G4,USA,68,4.0,189.0,11.74,0.00,10
G4,VPS,178,1.0,163.0,8.89,0.00,3
G4,VPS,604,1.0,374.0,19.34,0.00,6
G4,VPS,241,2.0,295.0,9.53,0.00,9
G4,VPS,155,1.0,1046.0,75.88,0.00,12
G4,XNA,102,1.0,1080.0,44.64,0.00,3
G4,XNA,132,2.0,200.0,26.58,0.00,6
G4,XNA,75,5.0,895.0,19.09,0.00,9
G4,XNA,107,4.0,925.0,38.79,0.00,12
HA,AUS,18,7.0,155.0,29.11,0.00,2
HA,AUS,24,8.0,185.0,30.96,0.00,5
HA,AUS,23,1.0,82.0,25.3,0.00,8
HA,AUS,18,1.0,48.0,9.61,0.00,11
HA,BOS,23,4.0,117.0,39.0,0.00,1
HA,BOS,29,9.0,49.0,13.1,0.00,4
HA,BOS,33,2.0,51.0,7.76,0.00,7
HA,BOS,25,2.0,46.0,11.32,0.00,10
HA,HNL,3927,1.0,464.0,6.89,0.00,3
HA,HNL,3943,1.0,270.0,7.99,0.00,6
HA,HNL,3870,1.0,455.0,4.78,0.00,9
HA,HNL,4035,1.0,513.0,8.01,0.00,12
HA,ITO,607,1.0,135.0,6.49,0.00,2
HA,ITO,636,1.0,416.0,13.94,0.00,5
HA,ITO,636,1.0,258.0,6.11,0.00,8
HA,ITO,612,1.0,92.0,4.72,0.00,11
HA,JFK,41,2.0,163.0,17.93,0.00,1
HA,JFK,40,2.0,77.0,15.25,0.00,4
HA,JFK,33,1.0,209.0,18.55,0.00,7
HA,JFK,47,2.0,106.0,11.49,0.00,10
HA,KOA,1002,1.0,201.0,12.94,0.00,1
HA,KOA,950,1.0,282.0,7.09,0.00,4
HA,KOA,990,1.0,353.0,5.86,0.00,7
HA,KOA,972,1.0,194.0,5.8,0.00,10
HA,LAS,153,1.0,1114.0,43.94,0.00,2
HA,LAS,191,1.0,180.0,12.45,0.00,5
HA,LAS,170,1.0,193.0,14.64,0.00,8
HA,LAS,154,2.0,886.0,12.07,0.00,11
HA,LAX,273,1.0,573.0,12.07,0.00,3
HA,LAX,308,1.0,308.0,13.39,0.00,6
HA,LAX,279,1.0,742.0,16.79,0.00,9
HA,LAX,276,1.0,497.0,12.98,0.00,12
HA,LGB,43,2.0,84.0,18.02,0.00,1
HA,LGB,88,1.0,24.0,2.03,0.00,4
HA,LGB,79,2.0,53.0,3.08,0.00,7
HA,LGB,88,3.0,97.0,5.81,0.00,10
HA,LIH,1013,1.0,170.0,7.48,0.00,2
HA,LIH,1110,1.0,183.0,9.26,0.00,5
HA,LIH,1149,1.0,331.0,5.48,0.00,8
HA,LIH,1086,1.0,110.0,4.01,0.00,11
HA,OAK,126,2.0,185.0,12.98,0.00,1
HA,OAK,78,1.0,37.0,3.24,0.00,4
HA,OAK,141,2.0,115.0,3.26,0.00,7
HA,OAK,138,1.0,103.0,4.34,0.00,10
HA,OGG,1503,1.0,1193.0,10.55,0.00,2
HA,OGG,1728,1.0,414.0,10.52,0.00,5
HA,OGG,1747,1.0,395.0,5.28,0.00,8
HA,OGG,1672,1.0,152.0,4.95,0.00,11
