codice,aeroporto_partenza,numero_voli,ritardo_minimo,ritardo_massimo,ritardo_medio,tasso_cancellazione,mese
9E,CWA,91,1.0,234.0,24.04,0.00,6
9E,CWA,78,1.0,186.0,4.33,0.00,9
9E,CWA,74,2.0,263.0,22.76,0.00,12
9E,DAY,86,1.0,44.0,1.21,0.00,3
9E,DAY,39,6.0,67.0,3.72,0.00,6
9E,DAY,36,0.0,0.0,0.0,0.00,9
9E,DAY,94,1.0,530.0,21.96,0.00,12
9E,DCA,228,2.0,189.0,14.66,0.00,1
9E,DCA,241,1.0,353.0,12.28,0.00,4
9E,DCA,253,2.0,797.0,32.85,0.00,7
9E,DCA,259,2.0,750.0,9.1,0.00,10
9E,DFW,4,127.0,133.0,130.0,0.00,12
9E,DHN,90,4.0,937.0,28.94,0.00,1
9E,DHN,24,7.0,18.0,2.46,0.00,4
9E,DHN,93,1.0,422.0,14.31,0.00,10
9E,DLH,41,1.0,133.0,24.49,0.00,6
9E,DLH,14,18.0,43.0,8.71,0.00,9
9E,DSM,314,2.0,217.0,8.48,0.00,3
9E,DSM,330,1.0,247.0,17.5,0.00,6
9E,DSM,328,1.0,109.0,3.4,0.00,9
9E,DSM,296,1.0,1272.0,27.15,0.00,12
9E,DTW,1792,1.0,941.0,21.76,0.00,1
9E,DTW,1704,1.0,664.0,6.33,0.00,4
9E,DTW,1588,1.0,663.0,16.34,0.00,7
9E,DTW,1374,1.0,120.0,2.25,0.00,10
9E,EVV,108,1.0,68.0,3.44,0.00,2
9E,EVV,121,1.0,66.0,3.21,0.00,8
9E,EVV,105,1.0,126.0,10.79,0.00,11
9E,EWR,191,1.0,148.0,6.22,0.00,2
9E,EWR,211,1.0,419.0,23.08,0.00,5
9E,EWR,218,2.0,1103.0,65.59,0.00,8
9E,EWR,207,1.0,242.0,28.11,0.00,11
9E,EYW,47,6.0,201.0,23.32,0.00,1
9E,EYW,47,1.0,532.0,28.51,0.00,4
9E,FAR,56,67.0,147.0,5.43,0.00,2
9E,FAR,34,19.0,169.0,15.65,0.00,5
9E,FAR,9,20.0,59.0,8.78,0.00,8
9E,FAR,16,12.0,12.0,0.75,0.00,11
9E,FAY,34,2.0,147.0,15.18,0.00,1
9E,FAY,44,1.0,91.0,6.98,0.00,4
9E,FAY,64,1.0,195.0,8.77,0.00,10
9E,FLL,13,20.0,61.0,6.23,0.00,12
9E,FSD,66,5.0,412.0,33.8,0.00,1
9E,FSD,45,3.0,16.0,1.31,0.00,4
9E,FSD,48,3.0,194.0,32.23,0.00,7
9E,FSD,42,1.0,9.0,0.79,0.00,10
9E,FWA,43,3.0,13.0,0.93,0.00,3
9E,GFK,3,0.0,-17.0,0.0,0.00,3
9E,GFK,2,12.0,12.0,12.0,0.00,9
9E,GFK,45,2.0,478.0,55.44,0.00,12
9E,GNV,6,0.0,-12.0,0.0,0.00,8
9E,GNV,6,30.0,30.0,5.0,0.00,11
9E,GPT,2,2.0,2.0,2.0,0.00,11
9E,GRR,87,2.0,390.0,13.51,0.00,2
9E,GRR,166,1.0,331.0,12.56,0.00,5
9E,GRR,133,1.0,133.0,8.92,0.00,8
9E,GRR,34,41.0,42.0,2.44,0.00,11
9E,GSO,165,3.0,187.0,12.21,0.00,1
9E,GSO,176,1.0,220.0,7.26,0.00,4
9E,GSO,241,1.0,268.0,19.5,0.00,7
9E,GSO,169,3.0,122.0,3.51,0.00,10
9E,GSP,151,2.0,55.0,2.78,0.00,3
9E,GSP,149,1.0,797.0,20.78,0.00,6
9E,GSP,199,4.0,765.0,14.98,0.00,9
9E,GSP,199,2.0,88.0,7.26,0.00,12
9E,GTR,93,2.0,381.0,5.53,0.00,3
9E,GTR,92,2.0,127.0,5.62,0.00,6
9E,GTR,95,2.0,148.0,4.66,0.00,9
9E,GTR,82,7.0,129.0,9.5,0.00,12
9E,HPN,106,2.0,899.0,40.7,0.00,1
9E,HPN,101,1.0,334.0,13.97,0.00,4
9E,HPN,103,2.0,274.0,33.17,0.00,7
9E,HPN,84,2.0,43.0,1.69,0.00,10
9E,HSV,55,1.0,96.0,3.51,0.00,2
9E,HSV,165,1.0,137.0,8.13,0.00,5
9E,HSV,8,5.0,5.0,0.63,0.00,8
9E,HSV,30,3.0,194.0,8.8,0.00,11
9E,IAD,95,5.0,169.0,17.19,0.00,1
9E,IAD,44,1.0,107.0,11.36,0.00,4
9E,IAD,77,3.0,89.0,2.12,0.00,10
9E,ICT,78,2.0,90.0,14.88,0.00,1
9E,ILM,96,1.0,381.0,10.08,0.00,2
9E,ILM,140,1.0,229.0,9.81,0.00,5
9E,ILM,226,1.0,171.0,11.3,0.00,8
9E,ILM,186,1.0,396.0,7.8,0.00,11
9E,IND,387,1.0,219.0,7.81,0.00,3
9E,IND,328,2.0,229.0,11.1,0.00,6
9E,IND,241,1.0,120.0,2.85,0.00,9
9E,IND,249,1.0,853.0,12.71,0.00,12
9E,ITH,37,28.0,225.0,11.16,0.00,2
9E,ITH,89,1.0,176.0,8.56,0.00,5
9E,ITH,91,5.0,286.0,20.67,0.00,8
9E,ITH,82,22.0,126.0,2.07,0.00,11
9E,JAN,7,0.0,0.0,0.0,0.00,2
9E,JAN,88,1.0,49.0,3.06,0.00,11
9E,JAX,117,2.0,860.0,23.53,0.00,1
9E,JAX,105,2.0,71.0,6.05,0.00,4
9E,JAX,139,2.0,1147.0,19.34,0.00,7
9E,JAX,29,1.0,1.0,0.07,0.00,10
9E,JFK,2031,1.0,821.0,9.41,0.00,3
9E,JFK,2145,1.0,726.0,18.27,0.00,6
9E,JFK,1924,1.0,417.0,7.13,0.00,9
9E,JFK,1402,1.0,1082.0,18.16,0.00,12
9E,LAN,10,0.0,-8.0,0.0,0.00,3
9E,LAN,30,3.0,48.0,2.87,0.00,9
9E,LEX,79,1.0,177.0,7.62,0.00,1
9E,LEX,55,7.0,60.0,5.45,0.00,4
9E,LFT,101,7.0,225.0,21.28,0.00,1
9E,LFT,130,1.0,135.0,7.4,0.00,4
9E,LFT,43,8.0,1171.0,68.28,0.00,7
9E,LFT,82,1.0,80.0,2.4,0.00,10
9E,LGA,3101,1.0,735.0,19.61,0.00,1
9E,LGA,3709,1.0,648.0,10.85,0.00,4
9E,LGA,4326,1.0,909.0,27.0,0.00,7
9E,LGA,3372,1.0,475.0,5.87,0.00,10
9E,LIT,46,4.0,189.0,33.5,0.00,1
9E,LIT,1,0.0,-3.0,0.0,0.00,4
9E,LIT,51,8.0,250.0,38.02,0.00,7
9E,LIT,70,6.0,93.0,7.73,0.00,10
9E,MBS,25,5.0,103.0,5.8,0.00,5
9E,MBS,10,27.0,103.0,45.0,0.00,8
9E,MCI,145,1.0,249.0,13.26,0.00,2
9E,MCI,178,1.0,1047.0,14.0,0.00,5
9E,MCI,199,1.0,656.0,18.81,0.00,8
9E,MCI,37,13.0,34.0,2.19,0.00,11
9E,MDT,108,1.0,391.0,9.87,0.00,2
9E,MDT,10,1.0,16.0,3.3,0.00,5
9E,MDT,13,4.0,4.0,0.62,0.00,11
9E,MEM,92,1.0,99.0,7.17,0.00,2
9E,MEM,88,1.0,991.0,18.7,0.00,5
9E,MEM,149,1.0,126.0,5.93,0.00,8
9E,MEM,211,1.0,169.0,4.43,0.00,11
9E,MGM,78,1.0,186.0,15.44,0.00,3
9E,MGM,70,1.0,96.0,6.79,0.00,6
9E,MGM,166,1.0,221.0,11.8,0.00,9
9E,MGM,153,2.0,563.0,20.61,0.00,12
9E,MIA,11,4.0,82.0,28.45,0.00,1
9E,MKE,70,7.0,831.0,59.27,0.00,1
9E,MKE,167,1.0,969.0,22.06,0.00,4
9E,MKE,97,2.0,198.0,21.75,0.00,7
9E,MKE,106,1.0,99.0,2.58,0.00,10
9E,MLI,83,2.0,339.0,8.46,0.00,2
9E,MLI,93,1.0,350.0,23.41,0.00,5
9E,MLI,89,2.0,230.0,9.97,0.00,8
9E,MLI,77,1.0,381.0,12.22,0.00,11
9E,MLU,89,1.0,166.0,11.35,0.00,2
9E,MLU,86,1.0,341.0,31.84,0.00,5
9E,MLU,124,3.0,491.0,24.1,0.00,8
9E,MLU,111,2.0,386.0,24.52,0.00,11
9E,MOB,100,1.0,193.0,9.97,0.00,3
9E,MOB,69,8.0,39.0,3.16,0.00,6
9E,MOB,95,1.0,1136.0,36.22,0.00,9
9E,MOB,174,1.0,339.0,23.09,0.00,12
9E,MQT,35,3.0,44.0,5.57,0.00,1
9E,MSN,70,1.0,395.0,16.73,0.00,2
9E,MSN,73,1.0,119.0,3.88,0.00,5
9E,MSN,140,2.0,278.0,15.26,0.00,8
9E,MSN,53,11.0,126.0,9.04,0.00,11
9E,MSP,856,1.0,893.0,11.35,0.00,3
9E,MSP,934,1.0,753.0,23.65,0.00,6
9E,MSP,886,1.0,720.0,6.26,0.00,9
9E,MSP,1161,1.0,766.0,16.96,0.00,12
9E,MYR,42,10.0,210.0,24.21,0.00,1
9E,MYR,67,9.0,87.0,2.3,0.00,4
9E,MYR,114,14.0,231.0,18.18,0.00,7
9E,MYR,48,2.0,3.0,0.1,0.00,10
9E,OAJ,55,1.0,1157.0,59.33,0.00,1
9E,OAJ,47,2.0,86.0,6.72,0.00,4
9E,OAJ,18,3.0,15.0,3.33,0.00,7
9E,OAJ,126,1.0,76.0,0.94,0.00,10
9E,OKC,4,171.0,171.0,85.5,0.00,10
9E,OMA,48,3.0,177.0,12.42,0.00,1
9E,OMA,27,2.0,134.0,21.89,0.00,4
9E,OMA,92,1.0,313.0,17.9,0.00,7
9E,OMA,81,4.0,64.0,4.44,0.00,10
9E,ORD,4,8.0,46.0,25.0,0.00,11
9E,ORF,292,1.0,156.0,6.24,0.00,3
9E,ORF,303,1.0,404.0,20.63,0.00,6
9E,ORF,273,1.0,290.0,10.12,0.00,9
9E,ORF,240,1.0,491.0,13.68,0.00,12
9E,ORH,22,50.0,66.0,5.27,0.00,1
9E,ORH,29,1.0,134.0,12.59,0.00,4
9E,ORH,36,1.0,1027.0,60.53,0.00,7
9E,ORH,41,6.0,91.0,7.9,0.00,10
9E,PHL,23,4.0,20.0,1.91,0.00,3
9E,PHL,23,1.0,131.0,13.87,0.00,12
9E,PIT,265,1.0,209.0,8.2,0.00,3
9E,PIT,240,1.0,942.0,26.01,0.00,6
9E,PIT,170,1.0,945.0,18.34,0.00,9
9E,PIT,145,2.0,211.0,15.0,0.00,12
9E,PNS,46,1.0,961.0,29.15,0.00,2
9E,PNS,51,3.0,197.0,23.45,0.00,5
9E,PNS,7,56.0,56.0,8.0,0.00,8
9E,PNS,29,1.0,23.0,1.21,0.00,11
9E,PVD,158,1.0,123.0,9.42,0.00,3
9E,PVD,49,4.0,132.0,12.84,0.00,6
9E,PVD,39,0.0,-11.0,0.0,0.00,9
9E,PVD,117,8.0,209.0,11.92,0.00,12
9E,PWM,225,1.0,502.0,11.98,0.00,2
9E,PWM,70,2.0,1151.0,21.66,0.00,5
9E,PWM,126,3.0,1269.0,50.02,0.00,8
9E,PWM,45,1.0,381.0,13.31,0.00,11
9E,RAP,36,2.0,312.0,45.0,0.00,7
9E,RDU,766,1.0,857.0,11.2,0.00,2
9E,RDU,855,1.0,1018.0,22.59,0.00,5
9E,RDU,823,1.0,924.0,31.4,0.00,8
9E,RDU,762,1.0,223.0,10.47,0.00,11
9E,RIC,208,2.0,151.0,9.9,0.00,3
9E,RIC,274,1.0,779.0,22.83,0.00,6
9E,RIC,243,1.0,143.0,6.57,0.00,9
9E,RIC,188,3.0,317.0,16.66,0.00,12
9E,ROA,106,2.0,188.0,5.01,0.00,2
9E,ROA,139,1.0,121.0,10.03,0.00,5
9E,ROA,99,6.0,203.0,9.98,0.00,8
9E,ROA,142,1.0,229.0,6.23,0.00,11
9E,ROC,304,1.0,303.0,12.16,0.00,3
9E,ROC,345,1.0,539.0,16.45,0.00,6
9E,ROC,270,1.0,137.0,4.11,0.00,9
9E,ROC,327,1.0,1059.0,18.42,0.00,12
9E,RST,13,0.0,-1.0,0.0,0.00,3
9E,RST,32,9.0,220.0,29.0,0.00,6
9E,RST,53,2.0,50.0,6.98,0.00,9
9E,RST,16,1.0,21.0,3.44,0.00,12
9E,RSW,18,17.0,60.0,14.56,0.00,12
9E,SAV,275,1.0,795.0,13.17,0.00,3
9E,SAV,243,2.0,312.0,13.4,0.00,6
9E,SAV,219,1.0,369.0,10.92,0.00,9
9E,SAV,157,2.0,251.0,17.07,0.00,12
9E,SBN,1,0.0,-11.0,0.0,0.00,1
9E,SBN,2,0.0,-15.0,0.0,0.00,10
9E,SDF,44,1.0,518.0,56.32,0.00,1
9E,SDF,13,0.0,-6.0,0.0,0.00,4
9E,SDF,41,3.0,107.0,15.39,0.00,7
9E,SDF,2,0.0,-12.0,0.0,0.00,10
9E,SGF,93,1.0,339.0,31.1,0.00,1
9E,SGF,57,2.0,62.0,6.53,0.00,4
9E,SGF,21,2.0,114.0,27.48,0.00,7
9E,SGF,148,1.0,69.0,4.46,0.00,10
9E,SHV,93,3.0,82.0,4.47,0.00,2
9E,SHV,182,1.0,171.0,10.85,0.00,5
9E,SHV,176,1.0,152.0,2.61,0.00,8
9E,SHV,121,1.0,300.0,6.2,0.00,11
9E,STL,211,1.0,166.0,7.73,0.00,3
9E,STL,108,2.0,220.0,15.85,0.00,6
9E,STL,157,2.0,38.0,0.8,0.00,9
9E,STL,153,2.0,202.0,10.12,0.00,12
9E,SYR,185,1.0,193.0,17.15,0.00,1
9E,SYR,244,1.0,201.0,4.9,0.00,4
9E,SYR,308,1.0,677.0,20.49,0.00,7
9E,SYR,243,1.0,30.0,1.02,0.00,10
9E,TLH,49,1.0,129.0,9.78,0.00,2
9E,TLH,42,3.0,1087.0,64.98,0.00,5
9E,TLH,88,1.0,95.0,6.15,0.00,8
9E,TLH,27,1.0,45.0,3.89,0.00,11
9E,TRI,92,2.0,157.0,13.22,0.00,1
9E,TRI,164,1.0,124.0,2.46,0.00,4
9E,TRI,176,1.0,257.0,22.31,0.00,7
9E,TRI,119,1.0,75.0,2.5,0.00,10
9E,TUL,41,2.0,156.0,22.39,0.00,1
9E,TUL,66,4.0,42.0,6.79,0.00,4
9E,TUL,43,1.0,48.0,4.0,0.00,10
9E,TVC,70,1.0,1144.0,35.83,0.00,6
9E,TVC,40,2.0,61.0,6.83,0.00,9
9E,TYS,308,3.0,157.0,4.06,0.00,2
9E,TYS,265,1.0,230.0,10.75,0.00,5
9E,TYS,444,1.0,307.0,9.35,0.00,8
9E,TYS,381,1.0,141.0,2.92,0.00,11
9E,VLD,85,1.0,294.0,12.02,0.00,1
9E,VLD,65,1.0,111.0,6.68,0.00,4
9E,VLD,88,1.0,242.0,23.0,0.00,7
9E,VLD,115,1.0,358.0,21.63,0.00,10
9E,VPS,4,36.0,102.0,69.0,0.00,3
9E,VPS,20,3.0,44.0,13.9,0.00,9
9E,XNA,131,1.0,81.0,4.25,0.00,3
9E,XNA,208,1.0,206.0,13.79,0.00,6
9E,XNA,266,1.0,855.0,9.85,0.00,9
9E,XNA,425,1.0,250.0,11.88,0.00,12
AA,ABQ,402,1.0,878.0,25.22,0.00,3
AA,ABQ,326,1.0,975.0,26.49,0.00,6
AA,ABQ,363,1.0,126.0,6.65,0.00,9
AA,ABQ,315,1.0,1092.0,19.24,0.00,12
AA,ALB,149,1.0,172.0,10.85,0.00,2
AA,ALB,191,2.0,174.0,15.55,0.00,5
AA,ALB,178,1.0,1074.0,35.65,0.00,8
AA,ALB,128,4.0,103.0,6.11,0.00,11
AA,AMA,65,1.0,52.0,4.95,0.00,2
AA,AMA,12,2.0,195.0,66.92,0.00,11
AA,ANC,67,1.0,1329.0,41.99,0.00,5
AA,ANC,136,1.0,1401.0,58.9,0.00,8
AA,ANC,36,1.0,70.0,6.78,0.00,11
AA,ATL,794,1.0,482.0,10.42,0.00,2
AA,ATL,933,1.0,1070.0,32.49,0.00,5
AA,ATL,1106,1.0,1144.0,28.74,0.00,8
AA,ATL,863,1.0,1399.0,15.13,0.00,11
AA,AUS,1710,1.0,1050.0,21.91,0.00,3
AA,AUS,1727,1.0,1181.0,30.43,0.00,6
AA,AUS,1712,1.0,1110.0,12.57,0.00,9
AA,AUS,1530,1.0,1355.0,20.74,0.00,12
AA,AVL,96,2.0,454.0,38.05,0.00,6
AA,AVL,103,1.0,706.0,40.97,0.00,9
AA,AVL,6,3.0,18.0,9.5,0.00,12
AA,AVP,74,6.0,181.0,15.07,0.00,2
AA,AVP,97,1.0,266.0,41.7,0.00,5
AA,AVP,134,2.0,374.0,29.57,0.00,8
AA,AVP,117,1.0,533.0,18.85,0.00,11
AA,BDL,287,1.0,271.0,12.3,0.00,2
AA,BDL,521,1.0,818.0,20.84,0.00,5
AA,BDL,651,1.0,559.0,20.37,0.00,8
AA,BDL,431,1.0,1246.0,9.96,0.00,11
AA,BFL,121,1.0,374.0,14.0,0.00,3
AA,BFL,173,1.0,201.0,15.05,0.00,6
AA,BFL,51,2.0,105.0,13.06,0.00,9
AA,BFL,86,1.0,262.0,22.35,0.00,12
AA,BGR,202,1.0,1304.0,38.44,0.00,8
AA,BGR,7,0.0,-5.0,0.0,0.00,11
AA,BHM,16,1.0,820.0,131.19,0.00,6
AA,BHM,45,1.0,157.0,14.42,0.00,9
AA,BHM,116,3.0,166.0,15.8,0.00,12
AA,BNA,935,1.0,868.0,23.29,0.00,3
AA,BNA,1129,1.0,1054.0,34.65,0.00,6
AA,BNA,1231,1.0,1036.0,19.82,0.00,9
AA,BNA,823,1.0,926.0,17.59,0.00,12
AA,BOI,97,1.0,727.0,35.3,0.00,3
AA,BOI,179,1.0,266.0,16.96,0.00,6
AA,BOI,115,1.0,304.0,11.08,0.00,9
AA,BOI,105,3.0,582.0,20.44,0.00,12
AA,BOS,1439,1.0,749.0,9.93,0.00,2
AA,BOS,2218,1.0,1391.0,25.62,0.00,5
AA,BOS,2188,1.0,1161.0,26.76,0.00,8
AA,BOS,1640,1.0,982.0,12.37,0.00,11
AA,BTV,35,7.0,35.0,6.49,0.00,3
AA,BTV,84,3.0,419.0,17.82,0.00,6
AA,BTV,174,1.0,411.0,12.93,0.00,9
AA,BTV,10,7.0,26.0,7.2,0.00,12
AA,BUF,165,1.0,417.0,12.67,0.00,3
AA,BUF,377,1.0,1261.0,22.22,0.00,6
AA,BUF,380,1.0,179.0,7.76,0.00,9
AA,BUF,169,2.0,1363.0,36.66,0.00,12
AA,BUR,139,2.0,481.0,18.17,0.00,3
AA,BUR,178,1.0,588.0,17.88,0.00,6
AA,BUR,110,1.0,959.0,19.84,0.00,9
AA,BUR,138,1.0,192.0,8.66,0.00,12
AA,BWI,368,1.0,863.0,26.5,0.00,1
AA,BWI,433,1.0,293.0,16.55,0.00,4
AA,BWI,521,1.0,576.0,30.5,0.00,7
AA,BWI,535,1.0,893.0,14.58,0.00,10
AA,BZN,112,1.0,1030.0,26.35,0.00,2
AA,BZN,44,10.0,1087.0,81.8,0.00,5
AA,BZN,186,5.0,501.0,28.27,0.00,8
AA,BZN,42,5.0,1083.0,52.95,0.00,11
AA,CAE,79,2.0,366.0,19.53,0.00,2
AA,CAE,94,1.0,413.0,44.69,0.00,5
AA,CAE,88,2.0,282.0,23.35,0.00,8
AA,CAE,88,2.0,693.0,28.27,0.00,11
AA,CHS,492,1.0,1157.0,18.76,0.00,2
AA,CHS,769,1.0,1194.0,34.96,0.00,5
AA,CHS,563,1.0,774.0,21.29,0.00,8
AA,CHS,499,1.0,341.0,6.15,0.00,11
AA,CID,156,2.0,551.0,49.59,0.00,1
AA,CID,138,2.0,500.0,25.22,0.00,4
AA,CID,212,1.0,1177.0,52.8,0.00,7
AA,CID,169,1.0,276.0,16.7,0.00,10
AA,CLE,477,1.0,368.0,16.5,0.00,3
AA,CLE,698,1.0,936.0,23.33,0.00,6
AA,CLE,571,1.0,253.0,10.06,0.00,9
AA,CLE,524,1.0,245.0,12.59,0.00,12
AA,CLT,15643,1.0,1307.0,21.12,0.00,3
AA,CLT,16223,1.0,1097.0,29.1,0.00,6
AA,CLT,15637,1.0,1346.0,15.35,0.00,9
AA,CLT,14607,1.0,989.0,16.57,0.00,12
AA,CMH,341,1.0,894.0,17.4,0.00,2
AA,CMH,436,1.0,370.0,24.19,0.00,5
AA,CMH,505,1.0,1258.0,35.75,0.00,8
AA,CMH,381,1.0,444.0,10.15,0.00,11
AA,COS,125,1.0,417.0,30.08,0.00,1
AA,COS,134,2.0,171.0,14.03,0.00,4
AA,COS,129,2.0,247.0,25.26,0.00,7
AA,COS,143,1.0,120.0,6.24,0.00,10
AA,CVG,371,1.0,342.0,15.03,0.00,3
AA,CVG,491,1.0,903.0,27.43,0.00,6
AA,CVG,420,1.0,434.0,16.71,0.00,9
AA,CVG,262,1.0,837.0,18.05,0.00,12
AA,DAB,78,4.0,203.0,17.51,0.00,1
AA,DAB,94,1.0,222.0,7.43,0.00,4
AA,DCA,3470,1.0,1286.0,25.12,0.00,3
AA,DCA,3518,1.0,960.0,26.22,0.00,6
AA,DCA,3219,1.0,1259.0,11.81,0.00,9
AA,DCA,2673,1.0,868.0,14.71,0.00,12
AA,DEN,1043,1.0,1000.0,24.59,0.00,3
AA,DEN,1041,1.0,1054.0,27.94,0.00,6
AA,DEN,970,1.0,760.0,16.01,0.00,9
AA,DEN,956,1.0,1383.0,16.04,0.00,12
