aeroporto_partenza,mese,numero_ritardi_basso,numero_ritardi_medio,numero_ritardi_alto,cause_maggiori
PSE,6,27,5,5,"late_aircraft_delay, carrier_delay, nas_delay"
BPT,11,25,1,1,"late_aircraft_delay, nas_delay, carrier_delay"
DLG,7,11,0,2,"late_aircraft_delay, nas_delay, security_delay"
PSM,9,7,1,2,"late_aircraft_delay, carrier_delay, weather_delay"
CKB,6,11,4,0,"late_aircraft_delay, nas_delay, carrier_delay"
DLH,2,48,4,1,"carrier_delay, weather_delay, late_aircraft_delay"
RSW,9,710,74,31,"late_aircraft_delay, carrier_delay, nas_delay"
GSO,7,355,73,72,"late_aircraft_delay, carrier_delay, nas_delay"
ROC,9,463,36,21,"carrier_delay, late_aircraft_delay, nas_delay"
COS,9,430,58,29,"carrier_delay, late_aircraft_delay, nas_delay"
SGU,4,107,4,7,"carrier_delay, weather_delay, nas_delay"
MSN,4,398,45,30,"carrier_delay, late_aircraft_delay, nas_delay"
GPT,10,130,14,3,"late_aircraft_delay, carrier_delay, nas_delay"
BTV,3,187,13,9,"nas_delay, late_aircraft_delay, weather_delay"
SGU,7,88,8,8,"weather_delay, carrier_delay, late_aircraft_delay"
ADK,7,3,1,0,"security_delay, nas_delay, carrier_delay"
GNV,11,95,10,4,"carrier_delay, late_aircraft_delay, nas_delay"
LAW,4,27,8,4,"weather_delay, late_aircraft_delay, nas_delay"
AKN,5,6,1,0,"carrier_delay, weather_delay, nas_delay"
SMX,11,0,1,3,"carrier_delay, nas_delay, late_aircraft_delay"
BIH,10,1,0,0,"carrier_delay, weather_delay, nas_delay"
ORD,1,6286,1507,1234,"late_aircraft_delay, carrier_delay, nas_delay"
ITO,6,226,26,4,"late_aircraft_delay, carrier_delay, nas_delay"
JFK,12,3471,799,474,"carrier_delay, late_aircraft_delay, nas_delay"
DSM,5,488,89,45,"carrier_delay, late_aircraft_delay, nas_delay"
SRQ,5,519,91,63,"late_aircraft_delay, nas_delay, carrier_delay"
TLH,2,198,18,17,"carrier_delay, late_aircraft_delay, nas_delay"
BTV,9,371,26,16,"late_aircraft_delay, nas_delay, carrier_delay"
LEX,7,288,52,51,"late_aircraft_delay, carrier_delay, nas_delay"
MRY,1,124,6,6,"late_aircraft_delay, carrier_delay, nas_delay"
ACY,8,107,18,13,"late_aircraft_delay, nas_delay, carrier_delay"
CHO,6,104,9,6,"nas_delay, late_aircraft_delay, carrier_delay"
CMX,4,18,3,6,"late_aircraft_delay, carrier_delay, weather_delay"
PVU,6,74,8,4,"carrier_delay, nas_delay, late_aircraft_delay"
SPI,10,4,2,1,"nas_delay, late_aircraft_delay, carrier_delay"
PBG,10,11,2,0,"carrier_delay, nas_delay, weather_delay"
AZO,4,40,1,2,"weather_delay, carrier_delay, nas_delay"
MHK,8,37,6,3,"carrier_delay, late_aircraft_delay, nas_delay"
MKE,6,948,135,91,"late_aircraft_delay, carrier_delay, nas_delay"
BNA,8,3424,597,263,"late_aircraft_delay, carrier_delay, nas_delay"
JAX,6,984,157,131,"late_aircraft_delay, carrier_delay, weather_delay"
CAK,8,116,11,20,"carrier_delay, late_aircraft_delay, nas_delay"
JAX,1,884,135,87,"late_aircraft_delay, carrier_delay, nas_delay"
ALW,7,17,5,0,"late_aircraft_delay, carrier_delay, nas_delay"
DSM,11,560,34,28,"carrier_delay, late_aircraft_delay, nas_delay"
BUF,9,864,89,34,"late_aircraft_delay, carrier_delay, nas_delay"
ACY,11,71,4,5,"carrier_delay, nas_delay, late_aircraft_delay"
BIL,10,156,13,7,"carrier_delay, late_aircraft_delay, nas_delay"
MTJ,4,74,8,2,"carrier_delay, late_aircraft_delay, nas_delay"
OAJ,5,36,5,6,"late_aircraft_delay, weather_delay, carrier_delay"
AVP,12,51,6,5,"carrier_delay, late_aircraft_delay, nas_delay"
PIA,6,124,24,17,"carrier_delay, late_aircraft_delay, weather_delay"
LCH,2,47,4,5,"carrier_delay, late_aircraft_delay, weather_delay"
ACY,12,72,11,9,"late_aircraft_delay, nas_delay, carrier_delay"
SJT,4,36,4,4,"late_aircraft_delay, carrier_delay, nas_delay"
XWA,2,38,7,9,"nas_delay, weather_delay, carrier_delay"
CSG,12,30,1,1,"late_aircraft_delay, nas_delay, carrier_delay"
OAJ,11,64,3,5,"carrier_delay, late_aircraft_delay, nas_delay"
RKS,10,27,1,3,"carrier_delay, nas_delay, weather_delay"
SFO,11,4421,774,513,"late_aircraft_delay, carrier_delay, nas_delay"
TUS,10,762,65,30,"carrier_delay, late_aircraft_delay, nas_delay"
ELP,4,608,99,30,"late_aircraft_delay, carrier_delay, nas_delay"
ORD,2,7992,802,420,"carrier_delay, late_aircraft_delay, nas_delay"
ECP,6,360,108,43,"late_aircraft_delay, carrier_delay, nas_delay"
IAD,3,1603,207,120,"carrier_delay, late_aircraft_delay, nas_delay"
JAC,12,123,23,31,"late_aircraft_delay, carrier_delay, nas_delay"
ATW,6,190,30,44,"carrier_delay, late_aircraft_delay, nas_delay"
KOA,4,566,46,23,"late_aircraft_delay, carrier_delay, nas_delay"
JNU,2,138,13,8,"late_aircraft_delay, carrier_delay, nas_delay"
EGE,1,217,59,40,"late_aircraft_delay, carrier_delay, nas_delay"
MSO,5,147,21,13,"late_aircraft_delay, nas_delay, carrier_delay"
GUC,4,26,1,0,"nas_delay, carrier_delay, weather_delay"
FAI,2,85,7,4,"weather_delay, nas_delay, late_aircraft_delay"
TTN,12,46,5,8,"carrier_delay, late_aircraft_delay, nas_delay"
TTN,7,46,11,5,"late_aircraft_delay, nas_delay, carrier_delay"
PLN,10,23,1,2,"carrier_delay, weather_delay, nas_delay"
BET,10,31,6,2,"late_aircraft_delay, security_delay, nas_delay"
SCK,3,20,6,3,"nas_delay, late_aircraft_delay, carrier_delay"
SMX,5,3,0,1,"late_aircraft_delay, nas_delay, carrier_delay"
HGR,2,7,1,0,"late_aircraft_delay, nas_delay, carrier_delay"
HNL,10,2131,224,61,"carrier_delay, late_aircraft_delay, nas_delay"
JAX,8,896,178,91,"late_aircraft_delay, carrier_delay, nas_delay"
HSV,9,312,44,27,"carrier_delay, late_aircraft_delay, nas_delay"
HYS,10,28,1,1,"carrier_delay, late_aircraft_delay, weather_delay"
IAD,9,1786,150,78,"late_aircraft_delay, carrier_delay, nas_delay"
SNA,3,1468,292,125,"nas_delay, late_aircraft_delay, carrier_delay"
RNO,11,724,56,40,"carrier_delay, nas_delay, late_aircraft_delay"
RNO,4,693,92,50,"late_aircraft_delay, carrier_delay, nas_delay"
SJT,3,46,4,3,"late_aircraft_delay, weather_delay, nas_delay"
OAJ,9,98,7,8,"late_aircraft_delay, weather_delay, carrier_delay"
HRL,4,154,14,12,"weather_delay, late_aircraft_delay, carrier_delay"
MSO,10,147,14,7,"late_aircraft_delay, carrier_delay, security_delay"
HTS,1,5,1,0,"nas_delay, carrier_delay, weather_delay"
RFD,4,17,2,3,"carrier_delay, nas_delay, late_aircraft_delay"
EVV,3,57,5,8,"carrier_delay, nas_delay, late_aircraft_delay"
GRK,5,51,19,9,"weather_delay, late_aircraft_delay, carrier_delay"
CWA,12,17,2,3,"late_aircraft_delay, nas_delay, carrier_delay"
MCW,11,20,2,5,"carrier_delay, late_aircraft_delay, nas_delay"
LAS,10,6795,1150,391,"late_aircraft_delay, carrier_delay, nas_delay"
MIA,1,3376,1047,487,"late_aircraft_delay, carrier_delay, nas_delay"
SAT,11,1412,140,66,"carrier_delay, late_aircraft_delay, nas_delay"
ANC,6,837,131,34,"carrier_delay, late_aircraft_delay, nas_delay"
MEM,11,730,60,34,"carrier_delay, late_aircraft_delay, nas_delay"
ASE,8,221,42,38,"carrier_delay, late_aircraft_delay, nas_delay"
MSN,8,455,54,39,"carrier_delay, late_aircraft_delay, nas_delay"
BOS,11,4480,559,275,"carrier_delay, late_aircraft_delay, nas_delay"
PHL,3,2608,462,293,"late_aircraft_delay, carrier_delay, nas_delay"
PWM,10,510,71,36,"carrier_delay, late_aircraft_delay, nas_delay"
MOT,8,78,17,4,"carrier_delay, nas_delay, weather_delay"
DSM,7,451,104,69,"late_aircraft_delay, carrier_delay, nas_delay"
ELM,11,26,4,4,"carrier_delay, late_aircraft_delay, nas_delay"
FCA,10,111,9,6,"late_aircraft_delay, carrier_delay, nas_delay"
FOD,6,16,5,3,"late_aircraft_delay, nas_delay, carrier_delay"
CLT,12,6491,1412,782,"late_aircraft_delay, carrier_delay, nas_delay"
MTJ,5,50,8,5,"late_aircraft_delay, weather_delay, nas_delay"
TUL,9,651,59,33,"carrier_delay, late_aircraft_delay, nas_delay"
ACV,9,53,4,9,"carrier_delay, late_aircraft_delay, weather_delay"
ONT,7,960,158,61,"late_aircraft_delay, carrier_delay, nas_delay"
MEM,5,731,167,98,"late_aircraft_delay, carrier_delay, nas_delay"
MEI,3,23,1,3,"weather_delay, nas_delay, late_aircraft_delay"
ORH,11,48,4,3,"late_aircraft_delay, carrier_delay, nas_delay"
BOI,2,628,68,39,"nas_delay, late_aircraft_delay, carrier_delay"
COS,8,447,56,50,"carrier_delay, late_aircraft_delay, nas_delay"
BLV,3,29,4,11,"carrier_delay, late_aircraft_delay, nas_delay"
BLI,11,69,6,2,"carrier_delay, nas_delay, late_aircraft_delay"
IMT,6,26,1,3,"carrier_delay, weather_delay, nas_delay"
CRW,3,96,15,6,"carrier_delay, late_aircraft_delay, nas_delay"
GGG,2,28,1,3,"carrier_delay, nas_delay, late_aircraft_delay"
MEI,2,16,2,4,"late_aircraft_delay, weather_delay, carrier_delay"
HTS,10,6,2,1,"weather_delay, late_aircraft_delay, nas_delay"
PLN,4,22,2,4,"carrier_delay, weather_delay, nas_delay"
JMS,2,18,0,1,"carrier_delay, weather_delay, nas_delay"
BMI,7,51,11,12,"late_aircraft_delay, carrier_delay, nas_delay"
TOL,4,14,3,1,"carrier_delay, late_aircraft_delay, nas_delay"
HTS,9,6,2,1,"late_aircraft_delay, carrier_delay, nas_delay"
MSP,9,4630,418,141,"carrier_delay, late_aircraft_delay, nas_delay"
PHL,4,3010,407,269,"late_aircraft_delay, carrier_delay, nas_delay"
MSY,9,1447,199,67,"late_aircraft_delay, carrier_delay, nas_delay"
BIS,7,141,22,17,"carrier_delay, late_aircraft_delay, nas_delay"
RDM,12,162,27,20,"carrier_delay, late_aircraft_delay, weather_delay"
TYS,9,590,79,33,"late_aircraft_delay, carrier_delay, nas_delay"
FSD,12,227,40,33,"carrier_delay, late_aircraft_delay, weather_delay"
FSD,1,182,41,29,"carrier_delay, nas_delay, weather_delay"
XNA,5,428,72,50,"late_aircraft_delay, nas_delay, carrier_delay"
SPI,2,1,2,0,"nas_delay, late_aircraft_delay, carrier_delay"
BGR,7,186,48,27,"late_aircraft_delay, carrier_delay, nas_delay"
ONT,11,916,110,42,"carrier_delay, late_aircraft_delay, nas_delay"
CPR,8,93,15,8,"late_aircraft_delay, carrier_delay, weather_delay"
GTR,1,21,1,5,"late_aircraft_delay, weather_delay, nas_delay"
CAE,11,259,36,16,"carrier_delay, late_aircraft_delay, nas_delay"
HTS,6,28,8,6,"carrier_delay, late_aircraft_delay, nas_delay"
SBN,10,244,31,15,"carrier_delay, late_aircraft_delay, nas_delay"
GRK,4,61,5,10,"weather_delay, carrier_delay, nas_delay"
RHI,7,30,11,8,"carrier_delay, weather_delay, nas_delay"
BET,11,19,2,3,"nas_delay, carrier_delay, late_aircraft_delay"
SWO,7,35,2,3,"carrier_delay, weather_delay, nas_delay"
OGG,7,1002,113,37,"late_aircraft_delay, carrier_delay, nas_delay"
JAX,3,1087,171,73,"late_aircraft_delay, carrier_delay, nas_delay"
CMH,3,1332,202,102,"late_aircraft_delay, nas_delay, carrier_delay"
FAT,3,390,63,33,"carrier_delay, nas_delay, late_aircraft_delay"
MCI,5,1649,281,184,"late_aircraft_delay, nas_delay, carrier_delay"
EUG,2,246,18,18,"carrier_delay, nas_delay, late_aircraft_delay"
ORF,7,608,179,130,"late_aircraft_delay, carrier_delay, nas_delay"
ATW,5,190,22,26,"carrier_delay, late_aircraft_delay, nas_delay"
FCA,5,105,10,8,"carrier_delay, nas_delay, late_aircraft_delay"
DIK,7,18,0,1,"carrier_delay, weather_delay, nas_delay"
JAN,1,210,29,16,"late_aircraft_delay, carrier_delay, weather_delay"
BQK,2,28,2,2,"weather_delay, carrier_delay, nas_delay"
BIL,12,153,16,9,"carrier_delay, late_aircraft_delay, weather_delay"
ILM,2,224,8,5,"carrier_delay, nas_delay, late_aircraft_delay"
MDT,3,153,15,9,"late_aircraft_delay, carrier_delay, nas_delay"
CIU,10,23,1,3,"carrier_delay, weather_delay, nas_delay"
SJT,1,29,7,4,"weather_delay, late_aircraft_delay, nas_delay"
RKS,12,22,3,3,"late_aircraft_delay, carrier_delay, nas_delay"
SCC,8,22,2,1,"late_aircraft_delay, nas_delay, carrier_delay"
PRC,9,28,2,1,"carrier_delay, late_aircraft_delay, weather_delay"
CKB,3,6,2,2,"late_aircraft_delay, nas_delay, carrier_delay"
BOS,5,4671,933,507,"late_aircraft_delay, carrier_delay, nas_delay"
RSW,7,648,172,142,"late_aircraft_delay, carrier_delay, nas_delay"
GSP,6,569,58,44,"late_aircraft_delay, carrier_delay, nas_delay"
ABI,1,67,6,6,"late_aircraft_delay, nas_delay, weather_delay"
BFL,4,76,10,3,"carrier_delay, nas_delay, late_aircraft_delay"
PSE,12,28,5,4,"late_aircraft_delay, nas_delay, carrier_delay"
SIT,12,44,1,3,"late_aircraft_delay, nas_delay, carrier_delay"
JAN,11,262,22,8,"late_aircraft_delay, carrier_delay, nas_delay"
HLN,11,50,6,4,"carrier_delay, nas_delay, late_aircraft_delay"
MQT,5,35,6,1,"carrier_delay, late_aircraft_delay, nas_delay"
DIK,10,25,1,0,"carrier_delay, weather_delay, nas_delay"
RHI,9,23,3,0,"nas_delay, carrier_delay, weather_delay"
WYS,5,13,2,1,"weather_delay, carrier_delay, nas_delay"
CWA,10,26,2,0,"carrier_delay, weather_delay, nas_delay"
RFD,7,27,5,6,"late_aircraft_delay, weather_delay, carrier_delay"
LBF,4,20,2,1,"carrier_delay, nas_delay, late_aircraft_delay"
ABR,10,24,4,0,"carrier_delay, weather_delay, nas_delay"
ESC,10,22,0,3,"carrier_delay, weather_delay, nas_delay"
OTH,8,11,6,4,"late_aircraft_delay, carrier_delay, nas_delay"
GUM,7,25,2,0,"carrier_delay, weather_delay, nas_delay"
HIB,3,13,1,3,"carrier_delay, nas_delay, weather_delay"
AZA,1,193,28,15,"carrier_delay, late_aircraft_delay, nas_delay"
DEN,3,9287,1977,719,"late_aircraft_delay, carrier_delay, nas_delay"
MCI,10,2038,169,56,"late_aircraft_delay, carrier_delay, nas_delay"
SEA,5,5340,1242,394,"carrier_delay, late_aircraft_delay, nas_delay"
MCO,2,5262,880,400,"late_aircraft_delay, carrier_delay, nas_delay"
JFK,11,3836,396,186,"carrier_delay, late_aircraft_delay, nas_delay"
DAL,6,2133,692,285,"late_aircraft_delay, carrier_delay, nas_delay"
AVL,8,371,114,59,"late_aircraft_delay, carrier_delay, nas_delay"
SJU,1,1021,251,150,"late_aircraft_delay, carrier_delay, nas_delay"
ABE,8,144,17,15,"late_aircraft_delay, carrier_delay, nas_delay"
SYR,12,384,76,41,"carrier_delay, nas_delay, late_aircraft_delay"
FOD,5,19,1,0,"nas_delay, carrier_delay, weather_delay"
LEX,3,289,35,24,"late_aircraft_delay, carrier_delay, nas_delay"
SWO,9,23,1,3,"carrier_delay, nas_delay, weather_delay"
ROC,12,350,86,34,"carrier_delay, late_aircraft_delay, nas_delay"
SGU,8,103,10,8,"carrier_delay, weather_delay, nas_delay"
ACY,1,117,9,6,"nas_delay, carrier_delay, late_aircraft_delay"
DHN,4,28,2,1,"carrier_delay, weather_delay, nas_delay"
CWA,7,27,0,1,"carrier_delay, nas_delay, late_aircraft_delay"
AZO,2,33,2,2,"weather_delay, carrier_delay, nas_delay"
HYS,9,13,0,2,"carrier_delay, weather_delay, nas_delay"
IAG,1,10,4,1,"nas_delay, late_aircraft_delay, carrier_delay"
BIH,2,12,8,2,"nas_delay, late_aircraft_delay, weather_delay"
HIB,5,15,2,0,"weather_delay, carrier_delay, nas_delay"
ACT,6,29,6,10,"carrier_delay, late_aircraft_delay, nas_delay"
LBE,7,22,6,3,"late_aircraft_delay, carrier_delay, nas_delay"
MKE,7,957,181,128,"carrier_delay, late_aircraft_delay, nas_delay"
AUS,4,2774,611,260,"late_aircraft_delay, carrier_delay, nas_delay"
XNA,1,368,69,43,"late_aircraft_delay, weather_delay, nas_delay"
LFT,7,108,17,25,"carrier_delay, late_aircraft_delay, nas_delay"
GNV,2,85,6,1,"carrier_delay, late_aircraft_delay, nas_delay"
GJT,1,95,9,8,"late_aircraft_delay, carrier_delay, weather_delay"
KTN,6,107,13,5,"late_aircraft_delay, carrier_delay, weather_delay"
BRW,3,12,3,0,"carrier_delay, late_aircraft_delay, nas_delay"
DVL,1,15,0,3,"weather_delay, late_aircraft_delay, carrier_delay"
LBL,2,10,3,0,"late_aircraft_delay, carrier_delay, nas_delay"
GCK,12,18,2,3,"weather_delay, carrier_delay, nas_delay"
DEC,2,29,2,3,"carrier_delay, late_aircraft_delay, weather_delay"
DEC,5,27,3,10,"late_aircraft_delay, weather_delay, carrier_delay"
DEN,2,8084,1738,785,"late_aircraft_delay, carrier_delay, nas_delay"
KOA,6,640,52,12,"late_aircraft_delay, carrier_delay, nas_delay"
PHL,6,3189,712,501,"late_aircraft_delay, carrier_delay, nas_delay"
PIE,1,218,40,24,"late_aircraft_delay, carrier_delay, weather_delay"
FAT,10,484,34,16,"late_aircraft_delay, carrier_delay, nas_delay"
SBP,12,186,23,28,"late_aircraft_delay, weather_delay, nas_delay"
GUM,8,26,2,1,"carrier_delay, weather_delay, nas_delay"
SBN,12,232,46,28,"carrier_delay, late_aircraft_delay, nas_delay"
LAR,3,19,2,2,"carrier_delay, weather_delay, nas_delay"
LAW,11,37,5,4,"weather_delay, carrier_delay, nas_delay"
LRD,4,67,5,9,"nas_delay, late_aircraft_delay, carrier_delay"
TOL,10,6,1,1,"late_aircraft_delay, carrier_delay, weather_delay"
MIA,8,2505,808,683,"late_aircraft_delay, carrier_delay, nas_delay"
CLE,1,1051,190,142,"late_aircraft_delay, carrier_delay, nas_delay"
MYR,3,411,46,25,"late_aircraft_delay, carrier_delay, nas_delay"
CID,10,333,23,20,"carrier_delay, late_aircraft_delay, nas_delay"
PDX,2,1687,180,91,"carrier_delay, late_aircraft_delay, nas_delay"
BHM,7,496,115,75,"late_aircraft_delay, carrier_delay, nas_delay"
CHO,10,140,11,7,"nas_delay, carrier_delay, late_aircraft_delay"
VPS,5,350,78,61,"late_aircraft_delay, carrier_delay, nas_delay"
KOA,11,579,46,15,"late_aircraft_delay, carrier_delay, nas_delay"
ROC,8,356,92,47,"carrier_delay, late_aircraft_delay, nas_delay"
CHA,1,175,38,23,"late_aircraft_delay, carrier_delay, nas_delay"
LEX,4,326,24,20,"carrier_delay, late_aircraft_delay, nas_delay"
PIH,3,30,0,2,"carrier_delay, weather_delay, nas_delay"
CHA,4,241,37,21,"late_aircraft_delay, carrier_delay, nas_delay"
YUM,6,56,2,5,"carrier_delay, late_aircraft_delay, nas_delay"
GRB,10,165,8,5,"late_aircraft_delay, carrier_delay, nas_delay"
ALB,9,442,42,21,"carrier_delay, late_aircraft_delay, nas_delay"
ASE,4,173,30,26,"carrier_delay, weather_delay, late_aircraft_delay"
YUM,9,75,2,3,"carrier_delay, late_aircraft_delay, nas_delay"
PIB,2,13,2,1,"late_aircraft_delay, nas_delay, carrier_delay"
CHA,8,197,35,18,"late_aircraft_delay, carrier_delay, nas_delay"
SIT,8,61,7,4,"nas_delay, carrier_delay, late_aircraft_delay"
PVU,11,84,17,18,"carrier_delay, weather_delay, late_aircraft_delay"
BRO,1,47,4,4,"late_aircraft_delay, nas_delay, carrier_delay"
VLD,9,28,1,2,"late_aircraft_delay, nas_delay, weather_delay"
DDC,4,24,0,0,"carrier_delay, weather_delay, nas_delay"
HOB,5,2,4,1,"late_aircraft_delay, nas_delay, weather_delay"
MQT,7,37,6,4,"weather_delay, late_aircraft_delay, nas_delay"
GCK,4,24,5,2,"late_aircraft_delay, carrier_delay, nas_delay"
LIT,4,450,51,37,"carrier_delay, late_aircraft_delay, nas_delay"
MKE,3,951,141,108,"late_aircraft_delay, carrier_delay, nas_delay"
DTW,8,4449,773,529,"carrier_delay, late_aircraft_delay, nas_delay"
ACV,7,65,5,3,"carrier_delay, late_aircraft_delay, weather_delay"
DSM,8,507,66,52,"late_aircraft_delay, nas_delay, carrier_delay"
ILM,1,200,24,18,"late_aircraft_delay, weather_delay, carrier_delay"
CHA,11,274,30,16,"late_aircraft_delay, carrier_delay, nas_delay"
LIH,4,518,55,21,"late_aircraft_delay, carrier_delay, nas_delay"
CHA,3,222,29,21,"late_aircraft_delay, carrier_delay, weather_delay"
TYR,8,42,3,3,"late_aircraft_delay, carrier_delay, nas_delay"
STT,1,217,35,20,"late_aircraft_delay, carrier_delay, nas_delay"
ACK,9,84,3,3,"late_aircraft_delay, nas_delay, carrier_delay"
RIC,7,539,156,98,"late_aircraft_delay, carrier_delay, nas_delay"
GTR,12,21,2,1,"late_aircraft_delay, carrier_delay, weather_delay"
GNV,4,107,6,12,"carrier_delay, late_aircraft_delay, nas_delay"
DRO,2,109,10,9,"carrier_delay, late_aircraft_delay, nas_delay"
MOT,1,63,5,14,"carrier_delay, weather_delay, late_aircraft_delay"
CMI,10,59,4,1,"late_aircraft_delay, nas_delay, carrier_delay"
FAI,4,106,13,4,"carrier_delay, late_aircraft_delay, nas_delay"
SUX,9,28,1,4,"carrier_delay, late_aircraft_delay, nas_delay"
ACV,12,77,5,3,"carrier_delay, nas_delay, weather_delay"
PIB,11,26,1,1,"carrier_delay, late_aircraft_delay, nas_delay"
CPR,3,16,1,0,"carrier_delay, weather_delay, nas_delay"
CDC,1,24,2,1,"carrier_delay, weather_delay, nas_delay"
CDV,12,29,7,2,"late_aircraft_delay, nas_delay, carrier_delay"
EWR,8,3497,712,600,"late_aircraft_delay, carrier_delay, nas_delay"
MDW,9,2805,489,80,"carrier_delay, late_aircraft_delay, nas_delay"
FCA,12,88,9,10,"late_aircraft_delay, weather_delay, carrier_delay"
IAD,4,1763,189,128,"late_aircraft_delay, carrier_delay, nas_delay"
KOA,2,465,58,34,"late_aircraft_delay, carrier_delay, nas_delay"
ALB,2,333,41,18,"carrier_delay, late_aircraft_delay, nas_delay"
ABY,6,25,1,2,"carrier_delay, nas_delay, weather_delay"
EGE,6,104,7,17,"late_aircraft_delay, carrier_delay, nas_delay"
MGM,3,74,14,6,"late_aircraft_delay, carrier_delay, nas_delay"
SGF,3,262,32,22,"late_aircraft_delay, carrier_delay, nas_delay"
DAB,3,100,11,6,"late_aircraft_delay, carrier_delay, nas_delay"
EUG,8,225,29,13,"carrier_delay, late_aircraft_delay, nas_delay"
LBL,9,18,1,2,"weather_delay, late_aircraft_delay, carrier_delay"
ITH,7,23,4,3,"nas_delay, late_aircraft_delay, weather_delay"
CIU,7,30,3,4,"carrier_delay, weather_delay, nas_delay"
HIB,9,28,0,1,"carrier_delay, nas_delay, weather_delay"
ADK,12,1,0,0,"carrier_delay, weather_delay, nas_delay"
GGG,3,25,2,1,"weather_delay, late_aircraft_delay, carrier_delay"
GNV,6,117,8,9,"late_aircraft_delay, carrier_delay, nas_delay"
PHX,5,6089,1425,675,"late_aircraft_delay, carrier_delay, nas_delay"
ONT,10,1083,107,42,"late_aircraft_delay, carrier_delay, nas_delay"
DCA,8,4251,811,638,"late_aircraft_delay, carrier_delay, nas_delay"
SFB,1,252,37,25,"late_aircraft_delay, carrier_delay, nas_delay"
SAV,12,641,120,59,"late_aircraft_delay, carrier_delay, nas_delay"
TLH,9,225,14,12,"late_aircraft_delay, carrier_delay, nas_delay"
PIE,2,234,27,21,"carrier_delay, late_aircraft_delay, nas_delay"
LIH,1,461,92,31,"late_aircraft_delay, carrier_delay, nas_delay"
SRQ,3,717,125,79,"late_aircraft_delay, carrier_delay, nas_delay"
GTF,3,92,6,6,"carrier_delay, weather_delay, late_aircraft_delay"
DAY,11,248,25,15,"late_aircraft_delay, carrier_delay, nas_delay"
STT,7,164,37,35,"late_aircraft_delay, carrier_delay, nas_delay"
YAK,2,21,4,0,"late_aircraft_delay, nas_delay, carrier_delay"
AZA,6,196,24,19,"carrier_delay, late_aircraft_delay, weather_delay"
KTN,1,58,17,5,"late_aircraft_delay, carrier_delay, nas_delay"
SCC,5,23,4,0,"late_aircraft_delay, weather_delay, nas_delay"
RST,9,56,7,3,"late_aircraft_delay, carrier_delay, nas_delay"
SCE,8,18,4,3,"late_aircraft_delay, weather_delay, nas_delay"
HYS,7,21,0,2,"late_aircraft_delay, carrier_delay, nas_delay"
PLN,9,21,0,2,"carrier_delay, weather_delay, nas_delay"
INL,2,11,0,1,"carrier_delay, weather_delay, nas_delay"
ITH,10,26,1,0,"late_aircraft_delay, carrier_delay, weather_delay"
PPG,9,5,0,0,"carrier_delay, weather_delay, nas_delay"
LFT,12,126,14,10,"late_aircraft_delay, weather_delay, nas_delay"
BNA,6,3226,776,403,"late_aircraft_delay, carrier_delay, nas_delay"
BUF,3,731,95,64,"late_aircraft_delay, nas_delay, carrier_delay"
FWA,5,116,19,33,"carrier_delay, late_aircraft_delay, nas_delay"
MKE,5,890,120,119,"late_aircraft_delay, carrier_delay, nas_delay"
CLE,10,1537,112,57,"late_aircraft_delay, carrier_delay, nas_delay"
SYR,3,400,54,36,"carrier_delay, late_aircraft_delay, nas_delay"
SNA,2,1223,217,99,"carrier_delay, late_aircraft_delay, nas_delay"
CID,2,210,23,11,"late_aircraft_delay, carrier_delay, nas_delay"
SJU,12,1237,299,141,"late_aircraft_delay, carrier_delay, nas_delay"
SFB,3,324,73,39,"late_aircraft_delay, carrier_delay, nas_delay"
PSC,3,163,8,5,"carrier_delay, nas_delay, late_aircraft_delay"
JAN,7,209,51,33,"late_aircraft_delay, carrier_delay, nas_delay"
ITO,3,257,31,2,"late_aircraft_delay, carrier_delay, nas_delay"
CPR,9,80,9,6,"carrier_delay, weather_delay, late_aircraft_delay"
ECP,11,231,14,11,"late_aircraft_delay, carrier_delay, nas_delay"
RKS,5,14,1,1,"carrier_delay, weather_delay, nas_delay"
PSE,5,27,10,2,"late_aircraft_delay, nas_delay, carrier_delay"
WRG,1,21,5,4,"late_aircraft_delay, nas_delay, carrier_delay"
PSG,8,24,6,1,"late_aircraft_delay, nas_delay, carrier_delay"
TPA,11,2753,288,133,"late_aircraft_delay, carrier_delay, nas_delay"
ICT,9,365,23,12,"carrier_delay, late_aircraft_delay, nas_delay"
LAW,7,30,4,8,"carrier_delay, nas_delay, weather_delay"
GNV,9,118,8,6,"late_aircraft_delay, carrier_delay, nas_delay"
OAJ,7,68,4,18,"late_aircraft_delay, carrier_delay, nas_delay"
LFT,11,100,8,11,"late_aircraft_delay, weather_delay, carrier_delay"
APN,3,26,1,2,"weather_delay, carrier_delay, nas_delay"
TTN,1,87,14,8,"late_aircraft_delay, nas_delay, carrier_delay"
SUN,12,70,7,7,"nas_delay, carrier_delay, weather_delay"
BRD,1,15,1,5,"carrier_delay, weather_delay, nas_delay"
CLL,2,40,2,0,"nas_delay, carrier_delay, late_aircraft_delay"
SGU,2,73,7,5,"carrier_delay, late_aircraft_delay, weather_delay"
BGM,7,12,0,0,"carrier_delay, weather_delay, nas_delay"
PPG,2,3,1,0,"late_aircraft_delay, carrier_delay, weather_delay"
DCA,5,4361,903,544,"late_aircraft_delay, nas_delay, carrier_delay"
HOU,7,1452,679,327,"late_aircraft_delay, carrier_delay, nas_delay"
LGA,2,4061,533,323,"late_aircraft_delay, carrier_delay, nas_delay"
