aeroporto_partenza,mese,numero_ritardi_basso,numero_ritardi_medio,numero_ritardi_alto,cause_maggiori
MEM,5,144,37,16,"late_aircraft_delay, nas_delay, carrier_delay"
MEI,3,7,0,2,"weather_delay, late_aircraft_delay, nas_delay"
ORH,11,10,3,1,"carrier_delay, late_aircraft_delay, weather_delay"
BOI,2,134,12,6,"nas_delay, carrier_delay, late_aircraft_delay"
COS,8,87,13,9,"late_aircraft_delay, carrier_delay, nas_delay"
BLV,3,4,2,5,"carrier_delay, late_aircraft_delay, nas_delay"
BLI,11,13,1,2,"carrier_delay, nas_delay, late_aircraft_delay"
IMT,6,4,0,0,"nas_delay, carrier_delay, weather_delay"
CRW,3,18,6,2,"carrier_delay, late_aircraft_delay, nas_delay"
GGG,2,6,1,1,"carrier_delay, late_aircraft_delay, nas_delay"
MEI,2,3,0,1,"weather_delay, carrier_delay, nas_delay"
HTS,10,1,0,0,"carrier_delay, weather_delay, nas_delay"
PLN,4,6,0,1,"carrier_delay, weather_delay, nas_delay"
JMS,2,1,0,0,"carrier_delay, weather_delay, nas_delay"
BMI,7,11,2,2,"late_aircraft_delay, nas_delay, carrier_delay"
TOL,4,3,0,0,"carrier_delay, weather_delay, nas_delay"
HTS,9,0,0,1,"late_aircraft_delay, nas_delay, carrier_delay"
MSP,9,923,96,26,"carrier_delay, nas_delay, late_aircraft_delay"
PHL,4,607,80,43,"late_aircraft_delay, carrier_delay, nas_delay"
MSY,9,289,39,16,"late_aircraft_delay, carrier_delay, nas_delay"
BIS,7,23,6,4,"weather_delay, nas_delay, carrier_delay"
RDM,12,27,2,5,"carrier_delay, weather_delay, late_aircraft_delay"
TYS,9,99,12,9,"late_aircraft_delay, carrier_delay, weather_delay"
FSD,12,45,6,6,"weather_delay, late_aircraft_delay, carrier_delay"
FSD,1,36,5,10,"carrier_delay, weather_delay, nas_delay"
XNA,5,100,15,12,"nas_delay, carrier_delay, late_aircraft_delay"
SPI,2,0,1,0,"late_aircraft_delay, carrier_delay, weather_delay"
BGR,7,42,8,6,"late_aircraft_delay, nas_delay, carrier_delay"
ONT,11,182,21,10,"carrier_delay, late_aircraft_delay, nas_delay"
CPR,8,17,4,1,"carrier_delay, weather_delay, nas_delay"
GTR,1,4,0,1,"late_aircraft_delay, carrier_delay, weather_delay"
CAE,11,50,6,4,"carrier_delay, nas_delay, late_aircraft_delay"
HTS,6,7,2,3,"carrier_delay, late_aircraft_delay, nas_delay"
SBN,10,53,6,4,"carrier_delay, late_aircraft_delay, nas_delay"
GRK,4,11,1,3,"weather_delay, carrier_delay, late_aircraft_delay"
RHI,7,3,2,1,"carrier_delay, weather_delay, nas_delay"
BET,11,3,0,1,"weather_delay, carrier_delay, nas_delay"
SWO,7,8,0,0,"carrier_delay, weather_delay, nas_delay"
OGG,7,206,29,7,"late_aircraft_delay, carrier_delay, nas_delay"
JAX,3,223,31,17,"late_aircraft_delay, carrier_delay, nas_delay"
CMH,3,266,34,19,"nas_delay, late_aircraft_delay, carrier_delay"
FAT,3,83,10,5,"carrier_delay, nas_delay, late_aircraft_delay"
MCI,5,324,58,46,"late_aircraft_delay, carrier_delay, nas_delay"
EUG,2,50,5,5,"carrier_delay, late_aircraft_delay, nas_delay"
ORF,7,137,39,25,"late_aircraft_delay, carrier_delay, nas_delay"
ATW,5,35,4,5,"carrier_delay, nas_delay, late_aircraft_delay"
FCA,5,25,2,0,"nas_delay, late_aircraft_delay, carrier_delay"
DIK,7,4,0,1,"carrier_delay, weather_delay, nas_delay"
JAN,1,41,8,1,"late_aircraft_delay, nas_delay, weather_delay"
BQK,2,6,2,0,"carrier_delay, weather_delay, nas_delay"
BIL,12,37,5,5,"carrier_delay, late_aircraft_delay, weather_delay"
ILM,2,49,1,1,"late_aircraft_delay, nas_delay, carrier_delay"
MDT,3,33,5,1,"carrier_delay, nas_delay, late_aircraft_delay"
CIU,10,6,0,2,"carrier_delay, weather_delay, nas_delay"
SJT,1,3,0,1,"weather_delay, carrier_delay, nas_delay"
RKS,12,2,1,1,"late_aircraft_delay, nas_delay, carrier_delay"
SCC,8,4,0,0,"carrier_delay, weather_delay, nas_delay"
PRC,9,5,1,0,"late_aircraft_delay, nas_delay, carrier_delay"
CKB,3,1,1,0,"carrier_delay, weather_delay, nas_delay"
BOS,5,932,190,107,"late_aircraft_delay, carrier_delay, nas_delay"
RSW,7,130,28,28,"late_aircraft_delay, carrier_delay, nas_delay"
GSP,6,126,14,12,"late_aircraft_delay, nas_delay, carrier_delay"
ABI,1,13,0,2,"late_aircraft_delay, carrier_delay, nas_delay"
BFL,4,15,2,1,"late_aircraft_delay, nas_delay, weather_delay"
PSE,12,6,1,0,"late_aircraft_delay, nas_delay, carrier_delay"
SIT,12,8,0,1,"late_aircraft_delay, carrier_delay, weather_delay"
JAN,11,57,6,1,"late_aircraft_delay, carrier_delay, nas_delay"
HLN,11,8,2,2,"carrier_delay, late_aircraft_delay, nas_delay"
MQT,5,5,1,0,"nas_delay, carrier_delay, weather_delay"
DIK,10,7,0,0,"carrier_delay, weather_delay, nas_delay"
RHI,9,2,2,0,"carrier_delay, weather_delay, nas_delay"
WYS,5,1,1,0,"weather_delay, carrier_delay, nas_delay"
CWA,10,7,0,0,"carrier_delay, weather_delay, nas_delay"
RFD,7,4,1,1,"late_aircraft_delay, weather_delay, nas_delay"
LBF,4,6,1,1,"carrier_delay, nas_delay, late_aircraft_delay"
ABR,10,3,0,0,"carrier_delay, weather_delay, nas_delay"
ESC,10,4,0,1,"carrier_delay, weather_delay, nas_delay"
OTH,8,3,0,0,"carrier_delay, weather_delay, nas_delay"
GUM,7,2,0,0,"carrier_delay, weather_delay, nas_delay"
AZA,1,48,4,3,"carrier_delay, weather_delay, nas_delay"
DEN,3,1840,409,137,"late_aircraft_delay, carrier_delay, nas_delay"
MCI,10,388,38,14,"carrier_delay, late_aircraft_delay, nas_delay"
SEA,5,1044,254,80,"carrier_delay, late_aircraft_delay, nas_delay"
MCO,2,1015,168,75,"late_aircraft_delay, carrier_delay, nas_delay"
JFK,11,752,80,37,"carrier_delay, late_aircraft_delay, nas_delay"
DAL,6,407,112,69,"late_aircraft_delay, carrier_delay, nas_delay"
AVL,8,66,38,12,"late_aircraft_delay, carrier_delay, nas_delay"
SJU,1,189,42,28,"late_aircraft_delay, carrier_delay, nas_delay"
ABE,8,23,2,4,"late_aircraft_delay, carrier_delay, nas_delay"
SYR,12,69,14,4,"late_aircraft_delay, nas_delay, carrier_delay"
FOD,5,1,1,0,"nas_delay, carrier_delay, weather_delay"
LEX,3,73,6,5,"late_aircraft_delay, weather_delay, carrier_delay"
SWO,9,5,0,2,"carrier_delay, nas_delay, weather_delay"
ROC,12,66,9,4,"late_aircraft_delay, carrier_delay, nas_delay"
SGU,8,27,0,1,"carrier_delay, nas_delay, weather_delay"
ACY,1,22,2,1,"late_aircraft_delay, nas_delay, carrier_delay"
DHN,4,6,0,0,"carrier_delay, weather_delay, nas_delay"
CWA,7,5,0,0,"carrier_delay, weather_delay, nas_delay"
AZO,2,4,0,0,"carrier_delay, weather_delay, nas_delay"
HYS,9,4,0,0,"carrier_delay, weather_delay, nas_delay"
IAG,1,4,0,0,"nas_delay, weather_delay, carrier_delay"
BIH,2,1,3,0,"weather_delay, carrier_delay, nas_delay"
HIB,5,2,1,0,"carrier_delay, weather_delay, nas_delay"
ACT,6,7,0,3,"late_aircraft_delay, carrier_delay, weather_delay"
LBE,7,5,1,1,"carrier_delay, weather_delay, nas_delay"
MKE,7,210,41,25,"carrier_delay, late_aircraft_delay, nas_delay"
AUS,4,540,118,46,"late_aircraft_delay, nas_delay, carrier_delay"
XNA,1,69,13,3,"nas_delay, late_aircraft_delay, weather_delay"
LFT,7,23,3,7,"carrier_delay, late_aircraft_delay, weather_delay"
GNV,2,17,1,0,"carrier_delay, weather_delay, nas_delay"
GJT,1,17,2,3,"carrier_delay, weather_delay, nas_delay"
KTN,6,18,4,0,"carrier_delay, nas_delay, weather_delay"
BRW,3,2,1,0,"carrier_delay, weather_delay, nas_delay"
DVL,1,3,0,1,"late_aircraft_delay, carrier_delay, weather_delay"
LBL,2,3,0,0,"carrier_delay, weather_delay, nas_delay"
GCK,12,5,0,1,"weather_delay, nas_delay, carrier_delay"
DEC,2,6,0,0,"carrier_delay, weather_delay, nas_delay"
DEC,5,5,0,1,"weather_delay, carrier_delay, nas_delay"
DEN,2,1605,357,150,"late_aircraft_delay, carrier_delay, nas_delay"
KOA,6,119,10,2,"late_aircraft_delay, carrier_delay, security_delay"
PHL,6,620,144,95,"late_aircraft_delay, carrier_delay, nas_delay"
PIE,1,35,8,3,"carrier_delay, late_aircraft_delay, nas_delay"
FAT,10,95,9,4,"late_aircraft_delay, carrier_delay, nas_delay"
SBP,12,35,6,4,"nas_delay, late_aircraft_delay, carrier_delay"
GUM,8,11,0,0,"carrier_delay, weather_delay, nas_delay"
SBN,12,47,10,7,"carrier_delay, late_aircraft_delay, weather_delay"
LAR,3,7,0,0,"carrier_delay, weather_delay, nas_delay"
LAW,11,5,1,2,"weather_delay, carrier_delay, nas_delay"
LRD,4,20,2,2,"carrier_delay, late_aircraft_delay, nas_delay"
TOL,10,1,0,0,"carrier_delay, weather_delay, nas_delay"
MIA,8,522,156,115,"late_aircraft_delay, nas_delay, carrier_delay"
CLE,1,208,45,30,"late_aircraft_delay, carrier_delay, nas_delay"
MYR,3,75,9,6,"carrier_delay, late_aircraft_delay, nas_delay"
CID,10,64,5,8,"carrier_delay, late_aircraft_delay, nas_delay"
PDX,2,318,40,18,"carrier_delay, nas_delay, late_aircraft_delay"
BHM,7,91,27,17,"late_aircraft_delay, carrier_delay, nas_delay"
CHO,10,27,2,0,"carrier_delay, nas_delay, weather_delay"
VPS,5,77,14,11,"late_aircraft_delay, weather_delay, nas_delay"
KOA,11,98,4,6,"late_aircraft_delay, carrier_delay, nas_delay"
ROC,8,65,23,14,"carrier_delay, late_aircraft_delay, nas_delay"
CHA,1,27,6,5,"late_aircraft_delay, weather_delay, nas_delay"
LEX,4,69,4,5,"late_aircraft_delay, carrier_delay, nas_delay"
PIH,3,8,0,1,"weather_delay, nas_delay, carrier_delay"
CHA,4,57,8,8,"late_aircraft_delay, carrier_delay, nas_delay"
YUM,6,13,1,2,"late_aircraft_delay, carrier_delay, nas_delay"
GRB,10,33,2,2,"late_aircraft_delay, carrier_delay, nas_delay"
ALB,9,73,9,4,"carrier_delay, late_aircraft_delay, nas_delay"
ASE,4,37,6,2,"carrier_delay, late_aircraft_delay, weather_delay"
YUM,9,10,0,0,"carrier_delay, weather_delay, nas_delay"
PIB,2,2,0,0,"carrier_delay, weather_delay, nas_delay"
CHA,8,49,10,4,"late_aircraft_delay, carrier_delay, nas_delay"
SIT,8,13,0,2,"carrier_delay, late_aircraft_delay, weather_delay"
PVU,11,20,4,4,"carrier_delay, late_aircraft_delay, nas_delay"
BRO,1,11,2,1,"late_aircraft_delay, security_delay, weather_delay"
VLD,9,5,0,0,"carrier_delay, weather_delay, nas_delay"
DDC,4,5,0,0,"carrier_delay, weather_delay, nas_delay"
HOB,5,0,2,0,"weather_delay, carrier_delay, nas_delay"
MQT,7,12,0,1,"late_aircraft_delay, nas_delay, carrier_delay"
GCK,4,5,0,0,"carrier_delay, weather_delay, nas_delay"
LIT,4,87,13,7,"weather_delay, carrier_delay, late_aircraft_delay"
MKE,3,167,28,27,"late_aircraft_delay, nas_delay, carrier_delay"
DTW,8,883,138,109,"carrier_delay, late_aircraft_delay, nas_delay"
ACV,7,17,1,0,"late_aircraft_delay, nas_delay, carrier_delay"
DSM,8,113,16,6,"nas_delay, carrier_delay, late_aircraft_delay"
ILM,1,37,5,6,"late_aircraft_delay, nas_delay, weather_delay"
CHA,11,67,6,3,"late_aircraft_delay, carrier_delay, nas_delay"
LIH,4,94,13,3,"late_aircraft_delay, carrier_delay, nas_delay"
CHA,3,44,4,3,"carrier_delay, weather_delay, late_aircraft_delay"
TYR,8,9,1,0,"carrier_delay, nas_delay, weather_delay"
STT,1,43,10,3,"late_aircraft_delay, nas_delay, carrier_delay"
ACK,9,22,0,1,"late_aircraft_delay, nas_delay, carrier_delay"
RIC,7,117,37,23,"late_aircraft_delay, carrier_delay, nas_delay"
GTR,12,3,1,1,"late_aircraft_delay, carrier_delay, weather_delay"
GNV,4,17,2,3,"carrier_delay, late_aircraft_delay, nas_delay"
DRO,2,17,3,2,"carrier_delay, weather_delay, nas_delay"
MOT,1,13,1,3,"carrier_delay, weather_delay, late_aircraft_delay"
CMI,10,11,1,0,"late_aircraft_delay, carrier_delay, weather_delay"
FAI,4,25,3,2,"carrier_delay, late_aircraft_delay, nas_delay"
SUX,9,7,0,1,"carrier_delay, nas_delay, weather_delay"
ACV,12,15,1,0,"nas_delay, carrier_delay, weather_delay"
PIB,11,5,0,1,"carrier_delay, weather_delay, nas_delay"
CPR,3,6,0,0,"carrier_delay, weather_delay, nas_delay"
CDC,1,5,0,0,"carrier_delay, weather_delay, nas_delay"
CDV,12,5,3,1,"late_aircraft_delay, carrier_delay, security_delay"
EWR,8,680,130,111,"carrier_delay, late_aircraft_delay, nas_delay"
MDW,9,576,112,20,"carrier_delay, late_aircraft_delay, nas_delay"
FCA,12,17,1,2,"late_aircraft_delay, nas_delay, weather_delay"
IAD,4,365,37,25,"late_aircraft_delay, carrier_delay, nas_delay"
KOA,2,91,11,3,"nas_delay, late_aircraft_delay, carrier_delay"
ALB,2,84,7,2,"carrier_delay, nas_delay, late_aircraft_delay"
ABY,6,9,0,1,"carrier_delay, nas_delay, weather_delay"
EGE,6,17,1,4,"late_aircraft_delay, carrier_delay, nas_delay"
MGM,3,17,3,0,"nas_delay, carrier_delay, late_aircraft_delay"
SGF,3,41,6,3,"late_aircraft_delay, weather_delay, carrier_delay"
DAB,3,21,5,2,"late_aircraft_delay, nas_delay, carrier_delay"
EUG,8,53,8,0,"carrier_delay, late_aircraft_delay, nas_delay"
LBL,9,1,1,2,"weather_delay, late_aircraft_delay, carrier_delay"
ITH,7,1,1,1,"weather_delay, nas_delay, late_aircraft_delay"
CIU,7,3,1,0,"weather_delay, nas_delay, carrier_delay"
HIB,9,3,0,0,"carrier_delay, weather_delay, nas_delay"
ADK,12,1,0,0,"carrier_delay, weather_delay, nas_delay"
GGG,3,3,0,0,"carrier_delay, weather_delay, nas_delay"
GNV,6,21,1,2,"carrier_delay, nas_delay, late_aircraft_delay"
PHX,5,1233,262,136,"late_aircraft_delay, carrier_delay, nas_delay"
ONT,10,213,29,11,"late_aircraft_delay, carrier_delay, nas_delay"
DCA,8,850,138,127,"late_aircraft_delay, carrier_delay, nas_delay"
SFB,1,65,9,8,"late_aircraft_delay, carrier_delay, nas_delay"
SAV,12,137,25,12,"late_aircraft_delay, carrier_delay, nas_delay"
TLH,9,34,0,2,"late_aircraft_delay, carrier_delay, nas_delay"
PIE,2,56,4,4,"nas_delay, carrier_delay, weather_delay"
LIH,1,96,20,3,"late_aircraft_delay, nas_delay, weather_delay"
SRQ,3,131,30,13,"late_aircraft_delay, carrier_delay, nas_delay"
GTF,3,25,2,2,"carrier_delay, late_aircraft_delay, weather_delay"
DAY,11,46,6,2,"nas_delay, late_aircraft_delay, carrier_delay"
STT,7,33,9,6,"carrier_delay, late_aircraft_delay, nas_delay"
YAK,2,6,0,0,"carrier_delay, weather_delay, nas_delay"
AZA,6,30,2,6,"carrier_delay, late_aircraft_delay, weather_delay"
KTN,1,16,3,1,"late_aircraft_delay, carrier_delay, weather_delay"
SCC,5,5,0,0,"carrier_delay, weather_delay, nas_delay"
RST,9,11,1,1,"late_aircraft_delay, nas_delay, carrier_delay"
SCE,8,3,2,2,"late_aircraft_delay, weather_delay, nas_delay"
HYS,7,2,0,0,"carrier_delay, weather_delay, nas_delay"
PLN,9,2,0,1,"carrier_delay, weather_delay, nas_delay"
INL,2,1,0,1,"carrier_delay, weather_delay, nas_delay"
ITH,10,1,0,0,"carrier_delay, weather_delay, nas_delay"
LFT,12,24,1,3,"late_aircraft_delay, nas_delay, carrier_delay"
BNA,6,644,173,72,"late_aircraft_delay, nas_delay, carrier_delay"
BUF,3,145,19,11,"late_aircraft_delay, carrier_delay, nas_delay"
FWA,5,25,1,5,"carrier_delay, nas_delay, weather_delay"
MKE,5,179,25,18,"late_aircraft_delay, carrier_delay, nas_delay"
CLE,10,300,23,7,"carrier_delay, late_aircraft_delay, nas_delay"
SYR,3,89,8,5,"late_aircraft_delay, nas_delay, carrier_delay"
SNA,2,243,43,21,"carrier_delay, late_aircraft_delay, nas_delay"
CID,2,45,7,1,"late_aircraft_delay, carrier_delay, weather_delay"
SJU,12,247,66,26,"late_aircraft_delay, carrier_delay, nas_delay"
SFB,3,65,12,7,"carrier_delay, late_aircraft_delay, nas_delay"
PSC,3,31,0,1,"carrier_delay, nas_delay, weather_delay"
JAN,7,46,9,8,"late_aircraft_delay, carrier_delay, nas_delay"
ITO,3,62,4,0,"late_aircraft_delay, carrier_delay, weather_delay"
CPR,9,9,2,1,"weather_delay, carrier_delay, nas_delay"
ECP,11,44,1,5,"carrier_delay, late_aircraft_delay, weather_delay"
RKS,5,7,0,0,"carrier_delay, weather_delay, nas_delay"
PSE,5,7,3,0,"late_aircraft_delay, carrier_delay, nas_delay"
WRG,1,3,1,0,"nas_delay, late_aircraft_delay, carrier_delay"
PSG,8,3,1,0,"late_aircraft_delay, carrier_delay, weather_delay"
TPA,11,546,59,27,"carrier_delay, late_aircraft_delay, nas_delay"
ICT,9,74,6,2,"carrier_delay, nas_delay, late_aircraft_delay"
LAW,7,11,0,3,"carrier_delay, nas_delay, weather_delay"
GNV,9,20,1,0,"late_aircraft_delay, nas_delay, carrier_delay"
OAJ,7,10,3,2,"carrier_delay, late_aircraft_delay, weather_delay"
LFT,11,29,2,4,"late_aircraft_delay, weather_delay, carrier_delay"
APN,3,8,0,0,"carrier_delay, weather_delay, nas_delay"
TTN,1,18,1,1,"late_aircraft_delay, nas_delay, carrier_delay"
SUN,12,13,1,0,"nas_delay, weather_delay, carrier_delay"
BRD,1,2,0,1,"weather_delay, carrier_delay, nas_delay"
CLL,2,9,1,0,"nas_delay, carrier_delay, weather_delay"
SGU,2,11,1,2,"carrier_delay, weather_delay, nas_delay"
BGM,7,1,0,0,"carrier_delay, weather_delay, nas_delay"
PPG,2,0,1,0,"late_aircraft_delay, carrier_delay, weather_delay"
DCA,5,902,181,119,"late_aircraft_delay, carrier_delay, nas_delay"
HOU,7,290,142,80,"late_aircraft_delay, carrier_delay, nas_delay"
LGA,2,791,85,65,"late_aircraft_delay, carrier_delay, nas_delay"
BTR,5,22,5,4,"late_aircraft_delay, carrier_delay, nas_delay"
LIH,10,97,11,1,"late_aircraft_delay, carrier_delay, nas_delay"
OAK,1,268,59,8,"late_aircraft_delay, carrier_delay, nas_delay"
USA,6,9,4,1,"late_aircraft_delay, carrier_delay, nas_delay"
ATW,9,40,6,7,"carrier_delay, late_aircraft_delay, nas_delay"
GRB,11,20,1,3,"carrier_delay, weather_delay, nas_delay"
ABE,7,29,6,4,"late_aircraft_delay, carrier_delay, nas_delay"
DAY,6,43,6,3,"carrier_delay, late_aircraft_delay, nas_delay"
HDN,8,8,0,0,"nas_delay, carrier_delay, weather_delay"
CRP,11,27,2,2,"weather_delay, late_aircraft_delay, carrier_delay"
BGR,6,35,4,2,"late_aircraft_delay, nas_delay, weather_delay"
FSM,4,7,0,0,"carrier_delay, weather_delay, nas_delay"
LBL,1,2,1,0,"carrier_delay, nas_delay, weather_delay"
LSE,9,7,0,0,"nas_delay, carrier_delay, weather_delay"
BJI,4,2,0,0,"carrier_delay, weather_delay, nas_delay"
SWF,12,4,0,1,"late_aircraft_delay, weather_delay, carrier_delay"
PPG,6,1,1,0,"carrier_delay, weather_delay, nas_delay"
SPN,2,1,0,0,"carrier_delay, weather_delay, nas_delay"
CMH,11,292,29,9,"carrier_delay, nas_delay, late_aircraft_delay"
BOS,8,882,191,160,"late_aircraft_delay, carrier_delay, nas_delay"
SFO,7,869,178,97,"late_aircraft_delay, carrier_delay, nas_delay"
SDF,8,150,30,11,"late_aircraft_delay, nas_delay, carrier_delay"
AUS,11,524,83,29,"late_aircraft_delay, carrier_delay, nas_delay"
MKE,4,179,18,16,"late_aircraft_delay, nas_delay, carrier_delay"
PHL,10,763,87,40,"carrier_delay, late_aircraft_delay, nas_delay"
MSP,6,807,213,100,"carrier_delay, late_aircraft_delay, nas_delay"
ROC,7,65,18,9,"carrier_delay, late_aircraft_delay, nas_delay"
XNA,12,105,23,7,"carrier_delay, nas_delay, late_aircraft_delay"
IAD,7,340,73,43,"carrier_delay, late_aircraft_delay, nas_delay"
MDW,5,445,153,70,"late_aircraft_delay, carrier_delay, nas_delay"
SDF,10,195,12,5,"carrier_delay, nas_delay, late_aircraft_delay"
DAL,3,454,134,37,"late_aircraft_delay, carrier_delay, nas_delay"
SJC,7,358,59,28,"late_aircraft_delay, carrier_delay, nas_delay"
SHV,3,33,4,4,"weather_delay, late_aircraft_delay, nas_delay"
CRW,1,13,4,5,"weather_delay, carrier_delay, nas_delay"
COS,1,79,9,5,"late_aircraft_delay, nas_delay, carrier_delay"
FSD,10,64,12,1,"late_aircraft_delay, nas_delay, carrier_delay"
ACV,8,10,3,0,"nas_delay, late_aircraft_delay, weather_delay"
MLI,6,25,2,2,"late_aircraft_delay, nas_delay, weather_delay"
CLL,5,5,2,0,"late_aircraft_delay, carrier_delay, weather_delay"
EKO,5,4,0,0,"carrier_delay, weather_delay, nas_delay"
TOL,7,1,0,0,"carrier_delay, weather_delay, nas_delay"
BWI,7,501,257,133,"late_aircraft_delay, carrier_delay, nas_delay"
MSP,2,689,72,32,"carrier_delay, nas_delay, late_aircraft_delay"
BDL,1,104,24,13,"late_aircraft_delay, carrier_delay, nas_delay"
PGD,12,46,18,8,"late_aircraft_delay, carrier_delay, weather_delay"
LEX,12,50,6,5,"nas_delay, late_aircraft_delay, carrier_delay"
OMA,4,160,15,10,"carrier_delay, late_aircraft_delay, nas_delay"
VCT,1,5,1,0,"late_aircraft_delay, carrier_delay, weather_delay"
LGB,11,126,15,4,"late_aircraft_delay, carrier_delay, nas_delay"
ABQ,9,190,16,4,"carrier_delay, late_aircraft_delay, nas_delay"
BTR,3,33,5,3,"late_aircraft_delay, weather_delay, nas_delay"
AVL,4,86,12,10,"late_aircraft_delay, carrier_delay, weather_delay"
FSM,2,7,0,0,"carrier_delay, weather_delay, nas_delay"
BPT,8,5,1,0,"carrier_delay, weather_delay, nas_delay"
MOT,12,10,3,6,"weather_delay, carrier_delay, nas_delay"
MFR,11,30,6,5,"carrier_delay, nas_delay, late_aircraft_delay"
MLU,12,12,1,3,"carrier_delay, late_aircraft_delay, nas_delay"
BQK,4,4,0,1,"carrier_delay, late_aircraft_delay, nas_delay"
CDC,2,10,0,0,"carrier_delay, weather_delay, nas_delay"
JST,8,4,1,0,"nas_delay, carrier_delay, weather_delay"
SUX,3,7,0,0,"nas_delay, carrier_delay, weather_delay"
ELM,6,9,0,4,"carrier_delay, weather_delay, nas_delay"
CMX,7,3,0,0,"carrier_delay, weather_delay, nas_delay"
SPN,11,4,0,0,"carrier_delay, weather_delay, nas_delay"
ACK,10,2,1,0,"carrier_delay, weather_delay, nas_delay"
ITO,10,54,4,1,"late_aircraft_delay, carrier_delay, nas_delay"
JFK,4,657,131,61,"carrier_delay, nas_delay, late_aircraft_delay"
MEM,8,183,16,13,"carrier_delay, late_aircraft_delay, nas_delay"
TVC,2,17,1,1,"late_aircraft_delay, carrier_delay, weather_delay"
LAS,12,1198,236,96,"carrier_delay, late_aircraft_delay, nas_delay"
CHS,9,175,26,14,"weather_delay, late_aircraft_delay, carrier_delay"
PDX,1,289,44,31,"carrier_delay, late_aircraft_delay, nas_delay"
HSV,7,52,15,6,"carrier_delay, late_aircraft_delay, nas_delay"
SMF,2,309,43,8,"late_aircraft_delay, carrier_delay, nas_delay"
FAT,1,63,16,6,"late_aircraft_delay, carrier_delay, nas_delay"
BMI,11,13,2,0,"late_aircraft_delay, carrier_delay, weather_delay"
GRI,2,9,0,0,"carrier_delay, weather_delay, nas_delay"
MVY,9,3,0,2,"late_aircraft_delay, nas_delay, carrier_delay"
FWA,8,20,4,5,"carrier_delay, late_aircraft_delay, nas_delay"
LAN,6,7,1,4,"carrier_delay, nas_delay, weather_delay"
FAI,12,19,3,1,"carrier_delay, late_aircraft_delay, nas_delay"
FAR,12,35,10,7,"late_aircraft_delay, carrier_delay, weather_delay"
FAI,8,21,8,0,"late_aircraft_delay, carrier_delay, weather_delay"
PAE,6,5,1,0,"late_aircraft_delay, nas_delay, carrier_delay"
SUX,6,5,0,0,"carrier_delay, weather_delay, nas_delay"
CMH,10,313,33,4,"late_aircraft_delay, carrier_delay, nas_delay"
RSW,12,244,47,30,"late_aircraft_delay, carrier_delay, nas_delay"
ONT,9,205,29,12,"late_aircraft_delay, carrier_delay, nas_delay"
MKE,9,215,20,12,"carrier_delay, nas_delay, late_aircraft_delay"
JNU,8,48,10,3,"carrier_delay, weather_delay, late_aircraft_delay"
FAR,11,48,8,3,"carrier_delay, nas_delay, late_aircraft_delay"
BZN,8,62,12,6,"late_aircraft_delay, nas_delay, carrier_delay"
SDF,6,178,25,16,"late_aircraft_delay, nas_delay, carrier_delay"
LBB,10,56,7,3,"late_aircraft_delay, carrier_delay, nas_delay"
AGS,2,16,1,2,"carrier_delay, weather_delay, nas_delay"
PGD,2,55,10,5,"weather_delay, late_aircraft_delay, carrier_delay"
ABE,2,16,2,2,"nas_delay, late_aircraft_delay, carrier_delay"
TLH,6,43,3,4,"carrier_delay, late_aircraft_delay, weather_delay"
CAK,12,15,3,4,"late_aircraft_delay, carrier_delay, nas_delay"
GST,8,3,0,0,"carrier_delay, weather_delay, nas_delay"
BRO,8,9,2,0,"carrier_delay, weather_delay, nas_delay"
MLI,2,18,2,1,"carrier_delay, nas_delay, late_aircraft_delay"
TTN,8,5,0,1,"late_aircraft_delay, carrier_delay, weather_delay"
CSG,7,6,1,2,"late_aircraft_delay, carrier_delay, nas_delay"
SMX,2,2,0,1,"late_aircraft_delay, nas_delay, carrier_delay"
EKO,9,3,0,0,"carrier_delay, weather_delay, nas_delay"
CYS,4,2,1,1,"weather_delay, carrier_delay, nas_delay"
SCC,10,4,0,0,"carrier_delay, weather_delay, nas_delay"
HYS,1,4,1,1,"late_aircraft_delay, nas_delay, carrier_delay"
YAK,11,3,0,0,"carrier_delay, weather_delay, nas_delay"
HYA,5,1,0,0,"carrier_delay, weather_delay, nas_delay"
GSO,3,84,5,6,"late_aircraft_delay, nas_delay, weather_delay"
DCA,9,922,94,55,"late_aircraft_delay, carrier_delay, nas_delay"
GJT,6,31,1,2,"late_aircraft_delay, weather_delay, carrier_delay"
FSD,11,50,8,7,"nas_delay, carrier_delay, late_aircraft_delay"
RSW,11,246,29,2,"carrier_delay, late_aircraft_delay, nas_delay"
TYS,5,89,25,19,"late_aircraft_delay, carrier_delay, nas_delay"
JAN,8,43,11,5,"late_aircraft_delay, carrier_delay, nas_delay"
STT,12,28,9,1,"late_aircraft_delay, nas_delay, carrier_delay"
PGD,10,31,4,4,"weather_delay, nas_delay, late_aircraft_delay"
AMA,2,43,4,0,"carrier_delay, nas_delay, weather_delay"
EYW,9,35,4,0,"late_aircraft_delay, nas_delay, carrier_delay"
SAF,5,9,2,7,"weather_delay, carrier_delay, late_aircraft_delay"
BFL,2,17,1,0,"carrier_delay, weather_delay, nas_delay"
AVP,5,13,3,4,"late_aircraft_delay, carrier_delay, nas_delay"
PIB,5,5,1,1,"late_aircraft_delay, nas_delay, security_delay"
GRI,4,8,0,3,"carrier_delay, nas_delay, weather_delay"
SUN,4,8,0,0,"carrier_delay, weather_delay, nas_delay"
