ac.aeroporto_partenza,ac.compagnia,ac.numero_voli,ac.ritardo_medio_partenza,ac.ritardo_medio_arrivo,ac.tasso_cancellazione,differenza,classifica
DTW,F9,1645,22.4,18.78,3.83,10.69,13
DVL,OO,479,7.47,3.51,5.01,0.0,1
EAR,OO,77,15.19,10.61,2.60,0.0,1
EAU,OO,22,21.95,17.45,9.09,0.0,1
ECP,DL,1714,7.69,2.43,0.82,-4.21,1
ECP,WN,2355,9.06,4.54,0.76,-2.84,2
ECP,OO,209,9.11,5.05,0.00,-2.79,3
ECP,OH,795,12.88,11.6,0.75,0.98,4
ECP,MQ,572,14.83,10.56,1.92,2.93,5
ECP,YX,20,24.7,19.7,0.00,12.8,6
ECP,AA,518,33.8,31.84,1.74,21.9,7
ECP,9E,17,46.0,46.41,0.00,34.1,8
EGE,F9,8,11.25,20.75,0.00,-13.54,1
EGE,OO,1240,12.43,6.46,1.29,-12.36,2
EGE,DL,122,16.4,7.03,0.82,-8.39,3
EGE,UA,392,18.35,13.71,1.79,-6.44,4
EGE,AA,980,44.19,42.92,1.43,19.4,5
EKO,OO,262,-2.52,-8.51,0.00,0.0,1
ELM,G4,177,17.99,12.96,2.82,-5.79,1
ELM,OO,522,25.69,20.39,0.19,1.91,2
ELP,YX,21,-3.11,-6.58,9.52,-12.9,1
ELP,UA,271,5.45,-2.46,0.74,-4.34,2
ELP,OO,1719,5.98,2.87,0.64,-3.81,3
ELP,WN,6681,8.17,2.61,0.57,-1.62,4
ELP,DL,535,9.22,2.87,0.56,-0.57,5
ELP,MQ,1219,10.83,8.09,0.82,1.04,6
ELP,F9,491,15.62,12.48,1.83,5.83,7
ELP,AA,2066,16.75,14.36,1.60,6.96,8
ELP,G4,65,21.52,19.61,1.54,11.73,9
ESC,OO,430,12.11,9.32,0.93,0.0,1
EUG,OO,1856,6.78,2.63,1.51,-3.84,1
EUG,WN,1299,8.44,0.72,1.92,-2.18,2
EUG,AS,227,11.5,13.55,1.32,0.88,3
EUG,UA,1068,11.85,6.65,2.06,1.23,4
EUG,AA,584,16.93,12.18,1.54,6.31,5
EUG,G4,258,25.47,22.86,3.49,14.85,6
EUG,MQ,17,68.29,54.29,0.00,57.67,7
EVV,9E,515,3.28,-3.0,1.36,-9.42,1
EVV,MQ,527,7.12,4.94,0.76,-5.58,2
EVV,OO,303,19.58,16.87,0.66,6.88,3
EVV,OH,14,21.21,17.36,0.00,8.51,4
EVV,DL,21,46.35,37.9,4.76,33.65,5
EVV,G4,149,46.81,40.09,4.70,34.11,6
EWN,OH,34,60.29,49.94,8.82,0.0,1
EWR,OO,1,-4.0,9.0,0.00,-19.87,1
EWR,YX,15974,5.45,-0.43,3.46,-10.42,2
EWR,G4,440,13.07,6.34,0.91,-2.8,3
EWR,AS,2193,15.89,11.87,3.60,0.02,4
EWR,UA,48244,16.57,11.38,2.57,0.7,5
EWR,B6,3696,18.37,14.4,2.25,2.5,6
EWR,NK,7299,19.87,11.81,3.40,4.0,7
EWR,DL,4738,21.62,16.67,1.20,5.75,8
EWR,MQ,552,21.8,15.73,3.99,5.93,9
EWR,9E,1199,23.79,21.0,3.92,7.92,10
EWR,AA,4641,26.18,18.73,2.82,10.31,11
EWR,F9,262,39.58,35.02,1.91,23.71,12
EYW,YX,782,11.85,8.91,2.17,-8.44,1
EYW,MQ,1543,12.45,10.19,2.92,-7.84,2
EYW,UA,564,12.84,13.48,2.30,-7.45,3
EYW,DL,990,13.67,10.2,2.12,-6.62,4
EYW,9E,117,19.49,19.9,1.71,-0.8,5
EYW,G4,452,25.86,24.91,3.54,5.57,6
EYW,B6,136,32.44,27.84,3.68,12.15,7
EYW,AA,1305,39.8,37.57,2.76,19.51,8
FAI,AS,1884,3.01,0.7,1.17,-4.64,1
FAI,UA,166,13.58,0.36,1.81,5.93,2
FAI,DL,426,25.88,19.88,1.41,18.23,3
FAR,DL,513,3.63,-3.26,0.78,-10.13,1
FAR,9E,160,5.45,-2.44,0.00,-8.31,2
FAR,F9,230,9.64,8.92,1.74,-4.12,3
FAR,MQ,1195,13.02,7.88,1.17,-0.74,4
FAR,OO,2006,16.65,13.74,1.35,2.89,5
FAR,G4,439,17.61,12.17,0.68,3.85,6
FAR,UA,100,23.02,18.68,2.00,9.26,7
FAT,MQ,15,-1.33,-4.33,0.00,-12.16,1
FAT,AS,293,3.77,3.01,2.39,-7.06,2
FAT,OO,4932,8.19,4.43,0.55,-2.64,3
FAT,WN,1133,10.49,4.82,0.09,-0.34,4
FAT,G4,450,13.34,14.51,0.44,2.51,5
FAT,AA,1529,17.89,13.33,1.44,7.06,6
FAT,DL,163,18.12,9.96,1.23,7.29,7
FAT,UA,263,20.93,13.62,1.90,10.1,8
FAY,DL,247,4.07,-4.07,0.81,-8.85,1
FAY,OH,458,10.11,10.57,1.53,-2.81,2
FAY,9E,259,13.03,6.41,0.00,0.11,3
FAY,OO,148,36.08,32.12,0.68,23.16,4
FCA,OO,1026,7.14,2.42,0.88,-4.64,1
FCA,DL,591,10.38,6.44,0.85,-1.4,2
FCA,UA,674,12.39,8.02,0.74,0.61,3
FCA,AA,272,21.05,19.05,0.74,9.27,4
FCA,G4,181,24.02,22.6,1.66,12.24,5
FCA,MQ,24,30.0,24.67,0.00,18.22,6
FLG,OO,1396,10.25,7.73,0.36,0.0,1
FLL,9E,13,11.31,9.0,0.00,-6.18,1
FLL,UA,5971,13.14,7.95,2.63,-4.35,2
FLL,WN,10603,15.57,10.85,1.41,-1.92,3
FLL,DL,8985,16.38,11.14,1.09,-1.11,4
FLL,G4,2452,17.45,14.95,1.84,-0.04,5
FLL,B6,13813,17.49,13.11,1.38,0.0,6
FLL,AS,708,18.38,14.93,8.05,0.89,7
FLL,NK,19038,19.05,14.66,1.63,1.56,8
FLL,AA,4852,20.81,17.31,1.94,3.32,9
FLL,F9,1181,25.95,24.51,4.06,8.46,10
FNT,G4,922,11.27,8.03,1.41,-4.87,1
FNT,OO,572,23.97,23.36,1.05,7.83,2
FOD,OO,425,15.98,13.75,2.35,0.0,1
FSD,UA,528,3.03,2.3,1.14,-8.93,1
FSD,YX,43,7.26,5.6,0.00,-4.7,2
FSD,9E,277,7.61,5.86,0.36,-4.35,3
FSD,OO,1801,8.31,4.33,1.00,-3.65,4
FSD,MQ,538,11.52,6.28,3.35,-0.44,5
FSD,F9,181,14.03,15.27,1.10,2.07,6
FSD,AA,469,19.06,12.51,1.49,7.1,7
FSD,G4,647,19.43,15.07,1.24,7.47,8
FSD,DL,491,21.07,16.01,1.83,9.11,9
FSM,MQ,736,11.39,6.78,2.45,-0.76,1
FSM,OO,136,16.31,10.45,2.94,4.16,2
FWA,MQ,617,11.82,7.0,0.49,-6.94,1
FWA,OH,118,11.97,6.62,0.00,-6.79,2
FWA,9E,142,17.74,7.52,2.82,-1.02,3
FWA,OO,1894,20.32,15.68,1.00,1.56,4
FWA,G4,595,22.67,19.14,2.35,3.91,5
GCC,OO,510,12.81,8.07,1.18,0.0,1
GCK,OO,161,14.18,10.97,3.73,-2.68,1
GCK,MQ,380,17.97,16.51,1.84,1.11,2
GEG,AS,1722,3.42,1.25,1.39,-3.37,1
GEG,OO,4286,3.86,2.04,0.42,-2.93,2
GEG,UA,611,4.78,-1.7,2.62,-2.01,3
GEG,WN,2763,6.7,0.37,0.07,-0.09,4
GEG,DL,2137,8.36,3.06,1.08,1.57,5
GEG,G4,170,15.42,12.49,1.18,8.63,6
GEG,AA,1030,21.4,16.14,0.87,14.61,7
GFK,OO,720,7.8,3.7,0.56,-1.93,1
GFK,G4,112,16.38,13.96,0.89,6.65,2
GFK,9E,54,21.69,15.33,0.00,11.96,3
GGG,OO,360,11.09,7.8,1.94,-2.91,1
GGG,MQ,165,20.3,16.67,1.21,6.3,2
GJT,UA,491,9.15,-0.88,1.02,-1.51,1
GJT,MQ,361,10.24,9.84,0.28,-0.42,2
GJT,OO,1902,10.84,8.47,0.95,0.18,3
GJT,G4,91,16.62,17.68,1.10,5.96,4
GNV,DL,1161,5.96,-0.96,1.12,-1.95,1
GNV,MQ,443,7.4,4.1,1.58,-0.51,2
GNV,9E,92,8.38,1.95,0.00,0.47,3
GNV,OH,536,12.62,9.31,4.48,4.71,4
GPT,DL,879,7.36,1.78,1.48,-2.88,1
GPT,OH,925,8.97,8.13,0.76,-1.27,2
GPT,9E,38,9.21,4.42,0.00,-1.03,3
GPT,OO,255,11.13,9.06,0.78,0.89,4
GPT,MQ,388,18.66,15.21,3.35,8.42,5
GPT,G4,18,27.11,28.78,0.00,16.87,6
GRB,9E,47,-6.4,-16.53,0.00,-19.54,1
GRB,YX,130,6.14,4.15,1.54,-7.0,2
GRB,MQ,285,10.6,7.44,2.11,-2.54,3
GRB,OO,2247,13.56,9.57,1.56,0.42,4
GRB,DL,258,16.62,10.4,0.39,3.48,5
GRB,F9,67,24.06,23.66,2.99,10.92,6
GRI,OO,541,21.08,19.09,1.85,-0.27,1
GRI,G4,161,22.28,17.76,1.86,0.93,2
GRK,MQ,976,11.8,8.77,1.23,-0.68,1
GRK,OO,381,14.28,12.33,3.67,1.8,2
GRR,YX,1421,3.44,-0.16,2.46,-7.85,1
GRR,9E,677,4.9,-1.33,4.58,-6.39,2
GRR,DL,2035,5.81,-1.45,0.88,-5.48,3
GRR,UA,990,7.54,6.18,1.01,-3.75,4
GRR,WN,1463,9.13,5.32,0.41,-2.16,5
GRR,G4,1444,10.71,7.0,1.59,-0.58,6
GRR,MQ,520,13.71,13.34,1.92,2.42,7
GRR,OH,510,14.88,15.02,3.14,3.59,8
GRR,OO,1530,15.25,12.23,1.70,3.96,9
GRR,AA,1796,18.2,14.81,1.50,6.91,10
GRR,F9,467,39.5,37.23,4.93,28.21,11
GSO,DL,1752,5.26,-2.86,0.63,-4.07,1
GSO,9E,1115,5.83,-1.3,3.05,-3.5,2
GSO,YX,1172,6.13,2.65,3.50,-3.2,3
GSO,OO,715,7.17,6.7,0.56,-2.16,4
GSO,OH,1845,9.0,9.32,1.25,-0.33,5
GSO,MQ,973,9.39,6.83,0.51,0.06,6
GSO,G4,101,20.12,20.99,3.96,10.79,7
GSO,AA,982,25.67,23.45,3.16,16.34,8
GSP,DL,1923,3.54,-4.51,0.99,-6.05,1
GSP,YX,1516,4.96,1.14,2.77,-4.63,2
GSP,WN,1100,7.31,0.33,0.64,-2.28,3
GSP,UA,328,7.63,4.05,1.52,-1.96,4
GSP,OO,717,7.64,3.83,1.53,-1.95,5
GSP,9E,1008,8.49,1.75,2.38,-1.1,6
GSP,OH,2844,9.45,8.07,0.91,-0.14,7
GSP,MQ,1217,10.52,8.79,0.82,0.93,8
GSP,AA,951,29.42,23.34,3.05,19.83,9
GSP,G4,240,30.83,27.61,2.92,21.24,10
GST,AS,61,-0.54,-2.98,8.20,0.0,1
GTF,OO,1445,3.42,-0.86,0.55,-1.98,1
GTF,UA,195,9.83,-0.05,3.08,4.43,2
GTF,G4,114,23.19,23.0,0.88,17.79,3
GTR,9E,528,1.37,-4.86,1.14,0.0,1
GUC,OO,463,10.3,5.71,1.08,-5.73,1
GUC,AA,97,43.65,45.72,2.06,27.62,2
GUM,UA,493,1.8,-6.46,0.61,0.0,1
HDN,WN,443,10.02,4.84,1.13,-6.82,1
HDN,MQ,15,12.53,13.53,0.00,-4.31,2
HDN,OO,592,16.29,12.28,1.35,-0.55,3
HDN,UA,387,17.67,14.43,1.55,0.83,4
HDN,DL,89,18.6,11.19,0.00,1.76,5
HDN,AA,140,26.87,27.98,0.71,10.03,6
HDN,B6,38,57.7,61.3,2.63,40.86,7
HGR,G4,205,46.61,44.86,2.93,0.0,1
HHH,MQ,804,10.41,8.84,1.87,-3.42,1
HHH,YX,554,18.8,14.64,2.17,4.97,2
HIB,OO,410,9.89,5.54,1.22,0.0,1
HLN,OO,1099,13.7,10.53,0.64,0.0,1
HNL,WN,10660,2.59,-2.73,0.38,-3.59,1
HNL,AA,1417,5.06,-2.82,0.07,-1.12,2
HNL,HA,23427,5.5,4.88,1.07,-0.68,3
HNL,DL,2395,11.08,2.98,0.75,4.9,4
HNL,UA,3425,12.9,3.4,1.26,6.72,5
HNL,AS,3009,13.38,7.48,2.96,7.2,6
HOB,OO,325,29.41,22.86,1.23,0.0,1
HOU,MQ,1344,13.06,9.72,4.46,-0.42,1
HOU,WN,38881,13.21,5.34,1.11,-0.27,2
HOU,DL,1167,14.01,9.06,0.86,0.53,3
HOU,OO,286,15.28,15.1,1.40,1.8,4
HOU,G4,254,27.75,26.28,1.57,14.27,5
HOU,F9,248,28.04,23.53,5.24,14.56,6
HOU,OH,111,43.39,38.64,8.11,29.91,7
HPN,MQ,844,9.35,5.26,2.25,-5.25,1
HPN,B6,3530,11.23,7.42,1.36,-3.37,2
HPN,9E,678,11.59,3.07,1.62,-3.01,3
HPN,YX,41,12.76,6.12,0.00,-1.84,4
HPN,DL,653,16.58,6.82,1.07,1.98,5
HPN,OH,2046,17.55,15.35,2.44,2.95,6
HPN,OO,722,30.25,23.74,2.49,15.65,7
HRL,OO,193,2.41,0.37,1.55,-5.97,1
HRL,DL,144,5.82,-3.6,0.69,-2.56,2
HRL,MQ,1200,7.27,5.36,1.25,-1.11,3
HRL,WN,1668,10.08,6.75,0.54,1.7,4
HSV,YX,163,1.08,-0.31,1.84,-11.49,1
HSV,DL,1429,3.54,-4.16,1.33,-9.03,2
HSV,9E,426,5.25,0.76,1.17,-7.32,3
HSV,MQ,1382,14.72,10.86,1.45,2.15,4
HSV,OO,1256,15.74,12.3,1.11,3.17,5
HSV,OH,1885,18.32,16.48,2.12,5.75,6
HSV,AA,9,32.11,20.56,0.00,19.54,7
HTS,G4,329,39.59,38.89,3.34,0.0,1
HYA,YX,133,12.51,19.08,0.75,-13.45,1
HYA,B6,78,50.61,54.17,7.69,24.65,2
HYS,OO,486,13.16,7.27,1.85,0.0,1
IAD,MQ,20,4.21,10.47,5.00,-6.78,1
IAD,YX,6009,4.34,-0.67,1.15,-6.65,2
IAD,9E,259,5.32,-1.71,0.00,-5.67,3
IAD,UA,22789,10.72,5.58,1.53,-0.27,4
IAD,AS,1504,11.51,7.44,1.80,0.52,5
IAD,WN,827,12.1,4.55,0.24,1.11,6
IAD,DL,2261,14.2,4.61,0.75,3.21,7
IAD,OH,1154,14.7,8.36,0.87,3.71,8
IAD,AA,513,19.73,12.68,1.95,8.74,9
IAD,F9,73,20.52,20.03,0.00,9.53,10
IAD,OO,1953,22.13,17.23,1.38,11.14,11
IAD,G4,233,43.72,36.56,2.15,32.73,12
IAG,G4,267,26.33,22.47,2.25,0.0,1
IAH,OH,26,5.04,5.81,0.00,-13.03,1
IAH,AS,623,9.27,6.35,2.41,-8.8,2
IAH,WN,2124,13.17,7.91,1.65,-4.9,3
IAH,DL,5822,14.84,7.8,1.17,-3.23,4
IAH,MQ,1024,15.92,10.18,3.42,-2.15,5
IAH,NK,7220,17.09,11.13,2.15,-0.98,6
IAH,UA,50547,17.5,12.5,1.89,-0.57,7
IAH,OO,9586,18.97,14.61,2.59,0.9,8
IAH,AA,5104,23.66,19.64,2.92,5.59,9
IAH,B6,504,27.16,22.91,1.98,9.09,10
IAH,F9,2484,30.27,29.7,3.14,12.2,11
IAH,YX,43,54.16,50.4,0.00,36.09,12
ICT,UA,438,1.63,5.65,0.46,-9.23,1
ICT,WN,1314,2.35,-4.35,0.23,-8.51,2
ICT,9E,124,6.46,3.37,0.00,-4.4,3
ICT,DL,655,8.39,1.16,1.07,-2.47,4
ICT,MQ,1758,10.43,7.34,1.76,-0.43,5
ICT,OH,226,10.79,11.39,0.88,-0.07,6
ICT,G4,250,13.63,7.41,0.80,2.77,7
ICT,OO,2356,15.04,10.88,1.06,4.18,8
ICT,AA,440,28.82,26.86,2.73,17.96,9
IDA,OO,2022,9.05,3.5,0.54,-3.35,1
IDA,DL,73,10.64,12.03,0.00,-1.76,2
IDA,G4,346,32.32,30.93,0.29,19.92,3
ILM,YX,1023,6.54,5.52,2.05,-3.76,1
ILM,9E,960,7.46,1.88,2.29,-2.84,2
ILM,MQ,794,7.79,4.85,0.88,-2.51,3
ILM,OO,28,9.46,4.86,0.00,-0.84,4
ILM,DL,581,10.38,3.53,1.38,0.08,5
ILM,OH,1426,11.02,9.94,1.82,0.72,6
ILM,AA,1061,17.39,12.69,2.17,7.09,7
IMT,OO,524,11.41,8.82,1.72,0.0,1
IND,YX,9409,2.22,-1.94,1.17,-7.25,1
IND,AS,381,8.01,5.22,2.36,-1.46,2
IND,9E,1738,8.08,1.05,2.36,-1.39,3
IND,UA,1742,8.29,4.09,1.78,-1.18,4
IND,MQ,804,8.98,4.4,2.11,-0.49,5
IND,DL,3333,9.07,2.81,0.72,-0.4,6
IND,OH,203,9.68,6.64,0.99,0.21,7
IND,WN,8393,11.77,5.12,0.94,2.3,8
IND,OO,850,12.7,7.71,1.53,3.23,9
IND,NK,1662,15.08,8.69,2.47,5.61,10
IND,AA,4845,15.29,11.86,1.20,5.82,11
IND,G4,1077,15.57,14.14,2.14,6.1,12
IND,F9,574,24.8,21.49,2.09,15.33,13
INL,OO,433,17.55,13.01,1.15,0.0,1
ISP,B6,105,10.36,6.52,0.00,-6.9,1
ISP,WN,2044,13.49,4.8,1.22,-3.77,2
ISP,F9,1120,25.02,17.42,4.11,7.76,3
ITH,YX,42,10.86,0.48,0.00,-1.35,1
ITH,9E,463,12.33,4.78,3.89,0.12,2
ITO,WN,1387,-2.78,-5.59,0.50,-4.76,1
ITO,HA,3754,3.75,3.82,1.12,1.77,2
JAC,OO,774,8.92,5.35,1.81,-11.38,1
JAC,AS,51,10.3,16.78,7.84,-10.0,2
JAC,DL,868,17.57,9.71,0.69,-2.73,3
JAC,UA,1446,17.6,13.3,1.94,-2.7,4
JAC,AA,751,40.86,38.57,1.07,20.56,5
JAN,9E,193,1.5,-0.84,0.52,-9.07,1
JAN,DL,1546,4.72,-1.69,0.45,-5.85,2
JAN,WN,1293,10.37,5.08,0.70,-0.2,3
JAN,OO,326,10.84,8.36,0.31,0.27,4
JAN,MQ,808,15.69,12.53,2.48,5.12,5
JAN,OH,970,17.86,15.66,2.68,7.29,6
JAX,OO,131,6.28,3.13,2.29,-6.39,1
JAX,YX,1209,7.89,3.26,1.41,-4.78,2
JAX,9E,657,8.79,1.83,2.89,-3.88,3
JAX,WN,3532,8.96,3.32,1.13,-3.71,4
JAX,UA,2788,9.92,6.02,1.40,-2.75,5
JAX,MQ,862,11.32,9.4,1.51,-1.35,6
JAX,DL,4335,11.39,6.14,1.29,-1.28,7
JAX,OH,793,12.2,9.08,1.26,-0.47,8
JAX,F9,665,16.21,14.28,2.86,3.54,9
JAX,G4,539,16.31,13.54,1.48,3.64,10
JAX,AA,5502,16.93,14.7,1.96,4.26,11
JAX,B6,1327,19.82,15.53,2.19,7.15,12
JFK,YX,11964,5.45,0.78,2.37,-9.24,1
JFK,9E,11883,9.52,4.28,3.74,-5.17,2
JFK,AS,2437,10.73,7.11,3.20,-3.96,3
JFK,HA,267,12.84,12.24,1.50,-1.85,4
JFK,AA,9111,13.82,7.72,1.17,-0.87,5
JFK,DL,19893,15.16,7.82,1.09,0.47,6
JFK,F9,587,19.77,16.19,1.36,5.08,7
JFK,B6,24822,21.08,15.22,2.07,6.39,8
JFK,OO,2077,23.21,17.38,3.13,8.52,9
JLN,OO,420,16.71,11.73,1.67,0.0,1
JMS,OO,454,14.62,11.3,5.07,0.0,1
JNU,AS,3339,1.57,1.06,1.98,-0.4,1
JNU,DL,105,14.5,7.62,0.00,12.53,2
JST,OO,473,20.78,15.52,1.90,0.0,1
KOA,WN,2491,-0.65,-5.23,0.52,-5.71,1
KOA,HA,5857,3.31,3.06,0.77,-1.75,2
KOA,DL,475,8.69,1.83,2.74,3.63,3
KOA,AS,1454,10.61,5.65,3.30,5.55,4
KOA,UA,1017,14.07,6.07,1.67,9.01,5
KOA,AA,475,17.3,11.92,0.00,12.24,6
KTN,AS,1670,2.13,-0.17,2.04,-0.86,1
KTN,OO,68,24.29,29.5,2.94,21.3,2
LAN,9E,104,9.37,3.76,2.88,-9.14,1
LAN,OO,624,19.48,16.87,0.96,0.97,2
LAN,OH,223,20.04,20.06,2.69,1.53,3
LAR,OO,454,11.72,9.12,4.19,0.0,1
LAS,G4,5392,9.09,4.98,0.72,-4.15,1
LAS,DL,11599,9.36,2.61,0.82,-3.88,2
LAS,UA,10300,9.82,4.54,1.81,-3.42,3
LAS,AS,4047,10.58,9.27,2.17,-2.66,4
LAS,NK,19288,10.62,5.25,1.17,-2.62,5
LAS,WN,63735,14.01,6.25,0.54,0.77,6
LAS,OO,1638,14.48,17.06,1.22,1.24,7
LAS,F9,9597,15.69,12.64,1.43,2.45,8
LAS,HA,1018,17.03,15.83,0.29,3.79,9
LAS,AA,10036,19.62,13.66,1.12,6.38,10
LAS,B6,1994,23.49,17.08,0.85,10.25,11
LAS,MQ,20,35.7,30.7,0.00,22.46,12
LAW,MQ,102,8.34,1.45,1.96,-6.14,1
LAW,OO,689,15.41,13.23,3.48,0.93,2
LAX,MQ,36,1.11,-0.64,0.00,-9.84,1
LAX,AS,6682,5.89,2.74,1.86,-5.06,2
LAX,OO,28505,6.27,4.36,0.41,-4.68,3
LAX,UA,19524,9.37,2.69,1.79,-1.58,4
LAX,DL,26052,10.26,4.82,0.72,-0.69,5
LAX,NK,8118,10.84,4.22,1.26,-0.11,6
LAX,B6,6119,11.82,6.52,0.39,0.87,7
LAX,WN,19123,11.84,4.97,0.47,0.89,8
LAX,G4,768,11.93,8.77,0.91,0.98,9
LAX,HA,1690,14.94,12.55,1.36,3.99,10
LAX,AA,21564,18.27,12.35,0.68,7.32,11
LAX,F9,1703,28.67,28.77,1.94,17.72,12
LBB,WN,1991,7.15,0.12,0.80,-3.57,1
LBB,OO,862,10.7,8.86,2.09,-0.02,2
LBB,MQ,1476,12.15,10.1,2.10,1.43,3
LBB,AA,311,27.1,26.3,1.93,16.38,4
LBE,NK,406,6.46,-1.43,2.46,0.0,1
LBF,OO,452,3.53,4.55,2.43,0.0,1
LBL,OO,404,8.51,5.05,3.71,0.0,1
LCH,OO,750,23.05,19.94,2.53,-0.21,1
LCH,MQ,58,26.02,27.3,6.90,2.76,2
LCK,G4,657,18.2,16.15,2.44,0.0,1
LEX,YX,547,2.45,0.59,0.55,-10.3,1
LEX,9E,157,5.45,-1.27,0.00,-7.3,2
LEX,DL,1274,7.94,-2.8,1.33,-4.81,3
LEX,OO,1338,10.27,5.63,1.20,-2.48,4
LEX,MQ,726,10.3,5.64,1.10,-2.45,5
LEX,OH,1067,13.65,10.07,1.31,0.9,6
LEX,AA,759,24.49,23.55,2.37,11.74,7
LEX,G4,594,26.88,26.19,2.69,14.13,8
LFT,9E,550,7.65,2.73,1.09,-8.0,1
LFT,MQ,307,13.87,9.27,1.63,-1.78,2
LFT,OO,694,15.09,9.52,1.44,-0.56,3
LFT,OH,819,22.29,20.45,3.91,6.64,4
LFT,NK,1,73.0,59.0,0.00,57.35,5
LGA,YX,28684,4.22,-1.17,2.56,-8.42,1
LGA,9E,21072,9.48,1.76,4.08,-3.16,2
LGA,UA,5587,12.28,7.6,2.34,-0.36,3
LGA,NK,5304,16.36,8.86,2.75,3.72,4
LGA,DL,18476,16.43,8.86,1.45,3.79,5
LGA,WN,8072,16.78,6.12,1.81,4.14,6
LGA,AA,11352,18.26,12.82,2.63,5.62,7
LGA,B6,6559,21.36,15.11,2.49,8.72,8
LGA,OO,2810,23.51,19.26,2.78,10.87,9
LGA,F9,1783,31.49,25.68,3.53,18.85,10
LGB,HA,465,2.8,-0.47,0.65,-4.76,1
LGB,OO,476,4.53,-1.24,0.00,-3.03,2
LGB,WN,11924,7.72,0.95,0.60,0.16,3
LGB,DL,310,13.0,5.53,0.97,5.44,4
LIH,WN,2464,-0.2,-6.34,0.16,-4.3,1
LIH,DL,468,3.03,-4.8,1.50,-1.07,2
LIH,HA,6489,3.32,2.4,1.31,-0.78,3
LIH,UA,761,5.32,-2.05,0.53,1.22,4
LIH,AS,769,15.56,10.05,1.04,11.46,5
LIH,AA,469,17.85,11.92,0.00,13.75,6
LIT,DL,1515,4.5,-2.65,0.66,-7.69,1
LIT,YX,341,6.53,4.27,1.76,-5.66,2
LIT,F9,81,7.74,6.36,1.23,-4.45,3
LIT,WN,1937,7.83,0.8,0.26,-4.36,4
LIT,9E,223,12.03,8.21,1.35,-0.16,5
LIT,OO,1418,13.82,11.18,1.76,1.63,6
LIT,MQ,2679,14.64,13.14,0.97,2.45,7
LIT,OH,544,21.98,17.8,2.21,9.79,8
LIT,AA,562,22.64,22.15,1.42,10.45,9
LIT,G4,89,40.8,37.72,1.12,28.61,10
LNK,YX,25,2.21,-2.71,4.00,-10.87,1
LNK,OO,1317,13.28,9.08,0.68,0.2,2
LRD,OO,47,10.55,10.48,0.00,-3.75,1
LRD,MQ,1225,13.64,12.15,1.71,-0.66,2
LRD,G4,98,24.43,21.65,2.04,10.13,3
LSE,MQ,241,11.26,8.19,0.83,0.0,1
LWS,OO,799,7.92,4.02,0.50,0.0,1
MAF,UA,37,-0.92,0.31,2.70,-10.22,1
MAF,WN,2818,8.18,3.02,0.96,-1.12,2
MAF,OO,2377,8.63,4.81,1.05,-0.67,3
MAF,MQ,1913,12.0,9.77,2.09,2.7,4
MBS,9E,76,-2.86,-6.28,0.00,-15.57,1
MBS,OO,1579,13.48,9.7,1.52,0.77,2
MCI,AS,578,0.56,-1.05,1.21,-9.23,1
MCI,YX,1239,5.12,2.8,1.94,-4.67,2
MCI,DL,5100,5.13,-0.73,0.78,-4.66,3
MCI,UA,2756,5.2,2.5,1.09,-4.59,4
MCI,MQ,900,6.81,3.11,1.56,-2.98,5
MCI,WN,17924,9.77,3.74,0.94,-0.02,6
MCI,F9,280,11.29,12.85,1.07,1.5,7
MCI,OO,792,11.62,10.57,1.89,1.83,8
MCI,9E,879,14.23,9.03,4.10,4.44,9
MCI,AA,4212,16.26,14.5,1.23,6.47,10
MCI,NK,1270,16.78,9.91,2.52,6.99,11
MCI,G4,160,17.44,14.03,1.88,7.65,12
MCI,OH,342,26.3,24.29,1.75,16.51,13
MCI,B6,121,28.17,28.64,0.00,18.38,14
MCO,F9,12890,14.38,10.73,2.34,-1.94,1
MCO,UA,9985,14.79,9.68,2.82,-1.53,2
MCO,NK,16909,14.94,9.95,1.84,-1.38,3
MCO,WN,33552,15.16,9.66,1.41,-1.16,4
MCO,AS,1887,16.07,14.51,3.87,-0.25,5
MCO,DL,15837,16.21,11.3,1.53,-0.11,6
MCO,AA,13311,19.35,15.67,1.97,3.03,7
MCO,B6,12701,21.17,15.81,1.80,4.85,8
MCO,G4,160,36.79,35.67,1.88,20.47,9
MCW,OO,457,23.35,20.18,2.19,0.0,1
MDT,YX,179,-0.55,-8.63,1.68,-15.48,1
MDT,UA,296,6.21,3.91,0.68,-8.72,2
MDT,DL,592,8.78,-1.1,1.01,-6.15,3
MDT,9E,203,9.87,0.94,0.99,-5.06,4
MDT,OH,475,13.37,9.48,0.63,-1.56,5
MDT,OO,691,15.01,9.37,1.01,0.08,6
MDT,AA,796,21.41,18.21,1.26,6.48,7
MDT,G4,571,23.31,19.74,1.93,8.38,8
MDT,F9,54,30.04,23.17,3.70,15.11,9
MDW,DL,1107,11.16,3.6,0.81,-2.06,1
MDW,WN,53310,12.71,6.25,1.14,-0.51,2
MDW,OO,1438,15.03,11.57,0.63,1.81,3
MDW,G4,317,20.8,19.69,1.58,7.58,4
MDW,F9,2682,22.49,18.48,2.80,9.27,5
MEI,OO,413,17.34,17.05,3.63,0.0,1
MEM,DL,3278,6.19,-0.87,1.13,-4.84,1
MEM,9E,777,6.3,0.24,2.96,-4.73,2
MEM,YX,2161,6.95,1.38,1.57,-4.08,3
