aeroporto_partenza,mese,numero_ritardi_basso,numero_ritardi_medio,numero_ritardi_alto,cause_maggiori
DFW,10,22354,3499,1439,"carrier_delay, late_aircraft_delay, nas_delay"
BUR,4,1812,261,139,"nas_delay, late_aircraft_delay, carrier_delay"
HNL,8,4406,465,141,"carrier_delay, late_aircraft_delay, nas_delay"
CHS,1,1321,180,151,"late_aircraft_delay, carrier_delay, nas_delay"
MDT,11,363,42,28,"carrier_delay, late_aircraft_delay, weather_delay"
ELP,2,998,111,39,"late_aircraft_delay, carrier_delay, nas_delay"
IAD,2,3098,227,112,"carrier_delay, nas_delay, late_aircraft_delay"
MHT,8,439,63,45,"late_aircraft_delay, carrier_delay, nas_delay"
HPN,9,812,59,58,"carrier_delay, late_aircraft_delay, nas_delay"
EUG,12,488,97,48,"carrier_delay, late_aircraft_delay, nas_delay"
ACY,7,162,37,17,"carrier_delay, late_aircraft_delay, nas_delay"
MFE,9,378,33,23,"late_aircraft_delay, carrier_delay, nas_delay"
ITO,8,503,35,13,"late_aircraft_delay, carrier_delay, nas_delay"
MOB,12,181,24,20,"late_aircraft_delay, carrier_delay, nas_delay"
PLN,6,91,10,10,"carrier_delay, weather_delay, nas_delay"
SPS,3,49,5,3,"carrier_delay, weather_delay, nas_delay"
MCO,9,8803,1232,459,"carrier_delay, late_aircraft_delay, nas_delay"
RDU,10,4473,474,192,"late_aircraft_delay, carrier_delay, nas_delay"
PHX,9,12650,1638,602,"late_aircraft_delay, carrier_delay, nas_delay"
CLE,9,3033,250,100,"late_aircraft_delay, carrier_delay, nas_delay"
SAV,5,1315,274,169,"late_aircraft_delay, carrier_delay, nas_delay"
ABE,1,230,31,30,"carrier_delay, late_aircraft_delay, weather_delay"
AVL,9,768,146,70,"late_aircraft_delay, carrier_delay, nas_delay"
BUR,5,1831,310,158,"late_aircraft_delay, nas_delay, carrier_delay"
BZN,9,764,82,29,"late_aircraft_delay, carrier_delay, nas_delay"
IAD,6,3556,493,313,"carrier_delay, late_aircraft_delay, nas_delay"
GTR,10,62,0,0,"nas_delay, carrier_delay, weather_delay"
RAP,7,396,101,52,"late_aircraft_delay, carrier_delay, nas_delay"
SYR,5,901,125,81,"late_aircraft_delay, carrier_delay, nas_delay"
LEX,6,621,100,66,"carrier_delay, late_aircraft_delay, nas_delay"
CMX,3,48,5,4,"carrier_delay, weather_delay, nas_delay"
BGR,1,128,23,12,"late_aircraft_delay, nas_delay, carrier_delay"
TWF,12,48,3,1,"carrier_delay, weather_delay, nas_delay"
ASE,12,361,117,149,"carrier_delay, weather_delay, nas_delay"
PVU,2,127,8,3,"carrier_delay, nas_delay, late_aircraft_delay"
FLG,7,140,6,4,"carrier_delay, weather_delay, nas_delay"
HLN,1,114,16,21,"carrier_delay, late_aircraft_delay, nas_delay"
BFL,1,147,11,10,"late_aircraft_delay, carrier_delay, nas_delay"
VCT,9,47,2,6,"carrier_delay, late_aircraft_delay, nas_delay"
BRW,10,22,7,1,"late_aircraft_delay, nas_delay, weather_delay"
PPG,12,12,0,0,"carrier_delay, weather_delay, nas_delay"
PSM,3,13,2,4,"late_aircraft_delay, nas_delay, carrier_delay"
COS,2,691,76,48,"late_aircraft_delay, carrier_delay, nas_delay"
BUR,12,2144,382,176,"late_aircraft_delay, nas_delay, carrier_delay"
STL,10,4875,576,176,"late_aircraft_delay, carrier_delay, nas_delay"
PSP,5,901,148,75,"late_aircraft_delay, nas_delay, carrier_delay"
CLT,10,15379,2677,964,"late_aircraft_delay, carrier_delay, nas_delay"
BJI,6,44,3,11,"carrier_delay, weather_delay, nas_delay"
HRL,8,310,26,12,"late_aircraft_delay, nas_delay, carrier_delay"
ITH,6,42,6,4,"late_aircraft_delay, nas_delay, carrier_delay"
CRW,6,228,21,35,"carrier_delay, weather_delay, late_aircraft_delay"
GRB,7,221,26,30,"carrier_delay, weather_delay, nas_delay"
BLI,12,140,18,10,"carrier_delay, weather_delay, late_aircraft_delay"
MLI,8,281,35,29,"carrier_delay, late_aircraft_delay, nas_delay"
ABE,12,242,34,33,"carrier_delay, late_aircraft_delay, weather_delay"
ELM,9,64,9,3,"weather_delay, carrier_delay, late_aircraft_delay"
EVV,9,154,13,12,"late_aircraft_delay, carrier_delay, nas_delay"
USA,3,37,11,13,"late_aircraft_delay, carrier_delay, nas_delay"
LCK,8,56,14,14,"late_aircraft_delay, nas_delay, carrier_delay"
HIB,2,39,4,3,"carrier_delay, weather_delay, nas_delay"
CMX,8,38,13,11,"carrier_delay, late_aircraft_delay, nas_delay"
BGM,10,31,0,0,"carrier_delay, weather_delay, nas_delay"
SPN,1,26,1,0,"carrier_delay, weather_delay, nas_delay"
SJU,2,1930,360,215,"late_aircraft_delay, carrier_delay, nas_delay"
CVG,6,2804,442,285,"late_aircraft_delay, carrier_delay, nas_delay"
DFW,7,17535,6250,4413,"late_aircraft_delay, carrier_delay, nas_delay"
SAN,8,6788,1187,456,"late_aircraft_delay, nas_delay, carrier_delay"
SGU,5,204,11,10,"carrier_delay, weather_delay, nas_delay"
XNA,4,884,99,68,"late_aircraft_delay, carrier_delay, weather_delay"
SGF,8,703,124,78,"late_aircraft_delay, carrier_delay, nas_delay"
BTR,10,369,28,18,"carrier_delay, late_aircraft_delay, nas_delay"
PSP,8,519,73,33,"carrier_delay, nas_delay, late_aircraft_delay"
BOI,4,1539,173,62,"carrier_delay, late_aircraft_delay, nas_delay"
CHO,8,185,25,25,"late_aircraft_delay, carrier_delay, nas_delay"
IDA,12,254,24,29,"carrier_delay, weather_delay, late_aircraft_delay"
LFT,6,207,28,30,"carrier_delay, late_aircraft_delay, weather_delay"
CLL,12,66,9,13,"carrier_delay, nas_delay, weather_delay"
MOT,6,139,31,21,"carrier_delay, weather_delay, nas_delay"
SUN,8,156,16,17,"carrier_delay, weather_delay, nas_delay"
STC,2,9,2,3,"late_aircraft_delay, security_delay, nas_delay"
GTF,7,171,10,5,"late_aircraft_delay, carrier_delay, nas_delay"
FWA,12,327,60,60,"carrier_delay, late_aircraft_delay, nas_delay"
BLV,8,65,13,16,"late_aircraft_delay, carrier_delay, nas_delay"
MEI,12,43,7,1,"late_aircraft_delay, carrier_delay, nas_delay"
CWA,4,56,2,0,"carrier_delay, nas_delay, weather_delay"
ROA,1,176,29,31,"late_aircraft_delay, carrier_delay, nas_delay"
CLT,5,12047,4002,2814,"late_aircraft_delay, carrier_delay, nas_delay"
SDF,2,1406,128,51,"nas_delay, late_aircraft_delay, carrier_delay"
ASE,7,524,89,64,"weather_delay, late_aircraft_delay, carrier_delay"
BQN,1,171,30,15,"late_aircraft_delay, carrier_delay, nas_delay"
ECP,8,685,111,49,"late_aircraft_delay, carrier_delay, nas_delay"
MQT,3,47,2,2,"late_aircraft_delay, nas_delay, carrier_delay"
EVV,8,141,13,10,"late_aircraft_delay, weather_delay, nas_delay"
PWM,12,597,82,50,"carrier_delay, late_aircraft_delay, nas_delay"
LRD,9,125,10,5,"carrier_delay, late_aircraft_delay, nas_delay"
CYS,10,52,1,4,"late_aircraft_delay, carrier_delay, weather_delay"
LBL,4,46,3,2,"carrier_delay, weather_delay, late_aircraft_delay"
LBF,11,42,3,4,"carrier_delay, weather_delay, late_aircraft_delay"
HOB,12,47,9,6,"carrier_delay, nas_delay, security_delay"
PBG,7,29,9,4,"late_aircraft_delay, carrier_delay, nas_delay"
RKS,2,29,1,2,"weather_delay, late_aircraft_delay, nas_delay"
ROW,5,62,7,11,"carrier_delay, weather_delay, nas_delay"
OME,11,26,0,2,"late_aircraft_delay, nas_delay, carrier_delay"
GEG,6,1176,178,83,"late_aircraft_delay, carrier_delay, nas_delay"
ATL,3,22744,3960,1411,"carrier_delay, late_aircraft_delay, nas_delay"
SEA,4,10142,1826,602,"carrier_delay, nas_delay, late_aircraft_delay"
HOU,3,3770,814,265,"late_aircraft_delay, carrier_delay, nas_delay"
COS,10,974,87,56,"carrier_delay, late_aircraft_delay, weather_delay"
CID,1,317,78,96,"late_aircraft_delay, weather_delay, carrier_delay"
SHR,9,55,2,3,"carrier_delay, nas_delay, weather_delay"
DHN,12,65,5,4,"carrier_delay, late_aircraft_delay, nas_delay"
PIB,12,44,2,3,"late_aircraft_delay, carrier_delay, nas_delay"
BRO,12,99,13,16,"carrier_delay, late_aircraft_delay, nas_delay"
BTV,1,357,44,51,"late_aircraft_delay, carrier_delay, weather_delay"
STX,11,53,15,4,"late_aircraft_delay, carrier_delay, nas_delay"
BIH,8,28,0,0,"carrier_delay, weather_delay, nas_delay"
BGR,3,148,26,22,"nas_delay, late_aircraft_delay, carrier_delay"
VLD,3,52,6,4,"carrier_delay, late_aircraft_delay, weather_delay"
MLB,10,195,7,7,"late_aircraft_delay, nas_delay, carrier_delay"
CMI,1,70,17,12,"weather_delay, late_aircraft_delay, nas_delay"
LBE,12,19,2,3,"nas_delay, weather_delay, carrier_delay"
SMX,9,3,2,4,"late_aircraft_delay, weather_delay, carrier_delay"
LBE,5,45,8,4,"nas_delay, late_aircraft_delay, carrier_delay"
MCI,7,3344,698,405,"late_aircraft_delay, carrier_delay, nas_delay"
OKC,1,1364,166,111,"carrier_delay, late_aircraft_delay, nas_delay"
ICT,10,772,69,35,"carrier_delay, late_aircraft_delay, nas_delay"
RNO,12,1414,205,103,"late_aircraft_delay, carrier_delay, nas_delay"
IDA,2,136,9,16,"carrier_delay, weather_delay, nas_delay"
SCE,6,59,9,12,"late_aircraft_delay, carrier_delay, weather_delay"
SLN,11,48,6,4,"carrier_delay, late_aircraft_delay, nas_delay"
RFD,2,45,9,4,"nas_delay, late_aircraft_delay, carrier_delay"
CDV,5,52,5,2,"late_aircraft_delay, carrier_delay, nas_delay"
BTM,9,51,1,1,"weather_delay, carrier_delay, nas_delay"
STC,11,9,2,0,"nas_delay, carrier_delay, weather_delay"
BJI,9,47,3,5,"carrier_delay, nas_delay, weather_delay"
CMH,5,2805,428,284,"late_aircraft_delay, nas_delay, carrier_delay"
LAX,4,12312,1789,957,"late_aircraft_delay, carrier_delay, nas_delay"
GSO,10,936,68,30,"carrier_delay, late_aircraft_delay, nas_delay"
CRP,7,278,46,32,"late_aircraft_delay, nas_delay, carrier_delay"
MOB,5,165,24,16,"late_aircraft_delay, carrier_delay, nas_delay"
RDM,11,415,28,14,"carrier_delay, nas_delay, late_aircraft_delay"
CHS,2,1435,141,77,"late_aircraft_delay, carrier_delay, nas_delay"
RHI,1,41,5,4,"carrier_delay, weather_delay, nas_delay"
CSG,1,59,7,14,"carrier_delay, weather_delay, nas_delay"
PBG,8,18,8,7,"late_aircraft_delay, nas_delay, carrier_delay"
COD,11,41,4,8,"carrier_delay, weather_delay, late_aircraft_delay"
ESC,5,50,0,3,"carrier_delay, weather_delay, nas_delay"
JST,1,22,6,10,"late_aircraft_delay, carrier_delay, nas_delay"
PHL,8,6394,1752,1311,"late_aircraft_delay, carrier_delay, nas_delay"
DIK,9,46,1,2,"carrier_delay, weather_delay, nas_delay"
ECP,2,395,21,17,"late_aircraft_delay, carrier_delay, nas_delay"
OMA,10,1809,159,62,"carrier_delay, late_aircraft_delay, nas_delay"
ANC,11,943,101,26,"carrier_delay, late_aircraft_delay, nas_delay"
GGG,5,44,4,11,"carrier_delay, weather_delay, late_aircraft_delay"
MYR,6,1438,241,187,"late_aircraft_delay, carrier_delay, nas_delay"
JAN,2,440,39,11,"late_aircraft_delay, carrier_delay, nas_delay"
IDA,5,267,25,22,"carrier_delay, nas_delay, late_aircraft_delay"
SBN,2,341,49,25,"carrier_delay, late_aircraft_delay, nas_delay"
INL,7,47,9,6,"carrier_delay, weather_delay, nas_delay"
MVY,7,258,39,38,"late_aircraft_delay, carrier_delay, weather_delay"
CRP,10,296,21,7,"late_aircraft_delay, carrier_delay, nas_delay"
LBF,12,39,3,3,"carrier_delay, late_aircraft_delay, weather_delay"
PRC,5,44,10,7,"late_aircraft_delay, weather_delay, carrier_delay"
GCC,4,53,0,4,"carrier_delay, late_aircraft_delay, nas_delay"
PBG,4,25,9,3,"nas_delay, carrier_delay, late_aircraft_delay"
MCW,9,42,2,5,"late_aircraft_delay, carrier_delay, weather_delay"
PSE,10,31,2,1,"late_aircraft_delay, nas_delay, carrier_delay"
TXK,2,51,6,1,"late_aircraft_delay, carrier_delay, nas_delay"
MSN,9,841,76,49,"carrier_delay, late_aircraft_delay, nas_delay"
TWF,1,54,2,2,"weather_delay, nas_delay, carrier_delay"
GRK,8,122,21,7,"carrier_delay, late_aircraft_delay, nas_delay"
GNV,10,249,10,7,"late_aircraft_delay, carrier_delay, nas_delay"
DAY,3,546,27,33,"late_aircraft_delay, carrier_delay, nas_delay"
RDD,4,105,6,2,"nas_delay, late_aircraft_delay, carrier_delay"
CDV,1,38,10,6,"late_aircraft_delay, nas_delay, weather_delay"
VLD,7,46,3,8,"late_aircraft_delay, nas_delay, carrier_delay"
DFW,11,19078,3428,1712,"late_aircraft_delay, carrier_delay, nas_delay"
PHL,9,7129,933,501,"late_aircraft_delay, carrier_delay, nas_delay"
ORF,5,1298,250,169,"late_aircraft_delay, carrier_delay, nas_delay"
EYW,11,565,76,35,"late_aircraft_delay, carrier_delay, nas_delay"
IAD,5,3671,474,344,"late_aircraft_delay, nas_delay, carrier_delay"
TYS,6,1156,164,94,"late_aircraft_delay, carrier_delay, nas_delay"
PIA,9,257,26,26,"late_aircraft_delay, carrier_delay, nas_delay"
FSD,5,453,45,41,"late_aircraft_delay, carrier_delay, nas_delay"
SHV,7,266,71,52,"carrier_delay, late_aircraft_delay, nas_delay"
LAN,12,74,11,6,"carrier_delay, weather_delay, late_aircraft_delay"
VPS,11,551,55,19,"late_aircraft_delay, carrier_delay, nas_delay"
ROA,11,243,25,19,"late_aircraft_delay, carrier_delay, weather_delay"
XWA,9,144,14,6,"carrier_delay, nas_delay, weather_delay"
HSV,1,469,74,70,"late_aircraft_delay, carrier_delay, nas_delay"
BQN,2,151,18,16,"late_aircraft_delay, carrier_delay, nas_delay"
IDA,3,164,17,16,"carrier_delay, late_aircraft_delay, nas_delay"
LWS,11,84,6,0,"carrier_delay, weather_delay, nas_delay"
STS,7,264,30,24,"late_aircraft_delay, carrier_delay, nas_delay"
DRO,3,227,25,7,"carrier_delay, nas_delay, weather_delay"
BRW,4,25,5,1,"security_delay, late_aircraft_delay, nas_delay"
HLN,10,128,3,5,"late_aircraft_delay, carrier_delay, nas_delay"
JAC,4,185,19,11,"nas_delay, carrier_delay, late_aircraft_delay"
LWS,12,83,1,8,"carrier_delay, weather_delay, nas_delay"
MBS,1,79,22,38,"carrier_delay, weather_delay, late_aircraft_delay"
ABI,9,124,14,8,"carrier_delay, late_aircraft_delay, nas_delay"
SJT,6,68,13,6,"carrier_delay, weather_delay, late_aircraft_delay"
LBE,9,51,1,5,"late_aircraft_delay, nas_delay, carrier_delay"
PIH,8,60,0,2,"carrier_delay, weather_delay, nas_delay"
PPG,3,8,0,0,"carrier_delay, weather_delay, nas_delay"
LBE,3,21,8,1,"nas_delay, late_aircraft_delay, carrier_delay"
EWR,6,7173,1472,1252,"late_aircraft_delay, carrier_delay, nas_delay"
BUF,10,1705,173,62,"late_aircraft_delay, carrier_delay, nas_delay"
AMA,1,299,40,30,"late_aircraft_delay, carrier_delay, nas_delay"
PNS,3,861,163,87,"late_aircraft_delay, carrier_delay, nas_delay"
SAT,5,2569,511,330,"late_aircraft_delay, carrier_delay, nas_delay"
BZN,12,593,82,45,"carrier_delay, late_aircraft_delay, nas_delay"
KOA,7,1251,129,43,"carrier_delay, late_aircraft_delay, nas_delay"
MAF,10,737,54,27,"carrier_delay, late_aircraft_delay, weather_delay"
BUF,7,1443,313,200,"late_aircraft_delay, carrier_delay, nas_delay"
PSM,4,17,5,3,"nas_delay, carrier_delay, late_aircraft_delay"
GRI,7,66,7,3,"carrier_delay, nas_delay, weather_delay"
STS,6,219,45,23,"carrier_delay, late_aircraft_delay, nas_delay"
MLU,5,116,10,24,"late_aircraft_delay, nas_delay, carrier_delay"
SBP,4,338,46,17,"carrier_delay, late_aircraft_delay, nas_delay"
BRO,7,150,27,16,"carrier_delay, late_aircraft_delay, nas_delay"
GPT,8,246,21,17,"carrier_delay, late_aircraft_delay, nas_delay"
GJT,2,235,23,17,"carrier_delay, late_aircraft_delay, nas_delay"
MOT,7,187,23,17,"carrier_delay, weather_delay, late_aircraft_delay"
IAG,11,17,3,1,"nas_delay, carrier_delay, late_aircraft_delay"
LAR,7,43,1,4,"weather_delay, nas_delay, late_aircraft_delay"
GUM,5,49,5,1,"late_aircraft_delay, carrier_delay, weather_delay"
BGR,5,172,7,13,"late_aircraft_delay, nas_delay, carrier_delay"
VCT,12,48,2,5,"carrier_delay, late_aircraft_delay, weather_delay"
ABI,2,132,8,1,"nas_delay, carrier_delay, late_aircraft_delay"
SPN,10,29,1,1,"carrier_delay, nas_delay, weather_delay"
DEC,7,40,5,8,"carrier_delay, late_aircraft_delay, nas_delay"
COU,4,104,11,6,"weather_delay, late_aircraft_delay, nas_delay"
IAH,7,5474,2066,1959,"late_aircraft_delay, carrier_delay, nas_delay"
TLH,8,435,53,42,"late_aircraft_delay, carrier_delay, nas_delay"
IAH,3,7085,1398,815,"late_aircraft_delay, carrier_delay, nas_delay"
CVG,7,2605,507,435,"carrier_delay, late_aircraft_delay, nas_delay"
ANC,8,1728,333,87,"carrier_delay, late_aircraft_delay, nas_delay"
MQT,9,80,6,3,"carrier_delay, nas_delay, late_aircraft_delay"
FLG,11,153,26,22,"carrier_delay, late_aircraft_delay, nas_delay"
ACY,6,176,28,29,"carrier_delay, nas_delay, late_aircraft_delay"
AZA,5,414,29,7,"carrier_delay, late_aircraft_delay, nas_delay"
SAF,8,247,26,29,"carrier_delay, late_aircraft_delay, weather_delay"
BJI,7,50,6,6,"carrier_delay, weather_delay, nas_delay"
MHT,5,364,66,37,"late_aircraft_delay, nas_delay, carrier_delay"
GNV,8,230,27,20,"late_aircraft_delay, carrier_delay, nas_delay"
BQN,11,114,32,13,"late_aircraft_delay, carrier_delay, nas_delay"
AEX,6,144,11,13,"carrier_delay, nas_delay, late_aircraft_delay"
ESC,3,33,3,7,"carrier_delay, weather_delay, nas_delay"
PBG,6,19,5,5,"carrier_delay, late_aircraft_delay, nas_delay"
HGR,1,12,4,1,"carrier_delay, nas_delay, late_aircraft_delay"
BNA,11,6861,795,263,"carrier_delay, late_aircraft_delay, nas_delay"
RDU,8,3883,772,585,"late_aircraft_delay, carrier_delay, nas_delay"
FLL,3,5847,1872,1264,"late_aircraft_delay, carrier_delay, nas_delay"
SFO,8,9042,1707,818,"late_aircraft_delay, carrier_delay, nas_delay"
FWA,1,170,47,43,"carrier_delay, late_aircraft_delay, nas_delay"
RNO,2,1116,151,112,"late_aircraft_delay, nas_delay, carrier_delay"
SFO,12,8877,1736,966,"late_aircraft_delay, carrier_delay, nas_delay"
IAH,12,6959,1433,862,"carrier_delay, late_aircraft_delay, nas_delay"
OKC,6,1598,274,126,"carrier_delay, late_aircraft_delay, nas_delay"
PIT,5,2954,475,294,"late_aircraft_delay, nas_delay, carrier_delay"
ROC,11,768,88,32,"late_aircraft_delay, carrier_delay, nas_delay"
RAP,3,236,22,19,"late_aircraft_delay, carrier_delay, weather_delay"
ORF,6,1330,298,158,"late_aircraft_delay, carrier_delay, nas_delay"
ABY,4,49,7,4,"carrier_delay, nas_delay, weather_delay"
MTJ,6,175,32,22,"carrier_delay, nas_delay, late_aircraft_delay"
IDA,4,229,14,13,"carrier_delay, security_delay, weather_delay"
PLN,11,40,3,7,"carrier_delay, weather_delay, nas_delay"
XWA,5,154,6,11,"carrier_delay, nas_delay, late_aircraft_delay"
OTZ,10,26,3,0,"late_aircraft_delay, security_delay, carrier_delay"
COU,1,76,12,17,"weather_delay, carrier_delay, nas_delay"
STL,8,4463,792,351,"late_aircraft_delay, carrier_delay, nas_delay"
ECP,4,608,77,43,"late_aircraft_delay, carrier_delay, nas_delay"
PHX,11,13580,1933,691,"carrier_delay, late_aircraft_delay, nas_delay"
BDL,7,1314,312,210,"late_aircraft_delay, carrier_delay, nas_delay"
PBI,12,2009,523,359,"late_aircraft_delay, carrier_delay, nas_delay"
PVD,12,1037,154,73,"carrier_delay, late_aircraft_delay, nas_delay"
SNA,12,2817,423,284,"late_aircraft_delay, carrier_delay, nas_delay"
TYR,10,72,12,5,"carrier_delay, late_aircraft_delay, weather_delay"
AVP,2,89,8,9,"carrier_delay, late_aircraft_delay, nas_delay"
DAY,8,495,50,54,"late_aircraft_delay, carrier_delay, nas_delay"
CDC,5,47,4,2,"weather_delay, carrier_delay, nas_delay"
STX,4,82,15,9,"late_aircraft_delay, nas_delay, carrier_delay"
OAJ,4,132,9,3,"late_aircraft_delay, nas_delay, carrier_delay"
STT,9,167,20,14,"late_aircraft_delay, carrier_delay, nas_delay"
SHR,2,35,2,2,"weather_delay, nas_delay, carrier_delay"
BRO,10,180,11,5,"carrier_delay, late_aircraft_delay, nas_delay"
LCH,4,69,3,10,"carrier_delay, weather_delay, nas_delay"
FOD,2,39,1,3,"late_aircraft_delay, weather_delay, carrier_delay"
DHN,2,52,3,2,"late_aircraft_delay, nas_delay, carrier_delay"
MEI,1,16,3,4,"late_aircraft_delay, carrier_delay, weather_delay"
AEX,4,119,10,18,"weather_delay, carrier_delay, nas_delay"
INL,9,40,5,4,"carrier_delay, nas_delay, weather_delay"
DEC,1,37,6,9,"late_aircraft_delay, carrier_delay, nas_delay"
GUC,5,33,1,5,"nas_delay, carrier_delay, weather_delay"
FAT,11,859,109,55,"carrier_delay, late_aircraft_delay, nas_delay"
XNA,2,794,76,27,"carrier_delay, late_aircraft_delay, nas_delay"
AZA,12,464,89,39,"late_aircraft_delay, weather_delay, carrier_delay"
MLB,7,168,24,27,"late_aircraft_delay, nas_delay, carrier_delay"
SCC,4,38,5,3,"late_aircraft_delay, nas_delay, carrier_delay"
LEX,1,428,67,64,"carrier_delay, late_aircraft_delay, nas_delay"
RNO,7,1444,258,170,"carrier_delay, late_aircraft_delay, nas_delay"
FAY,11,112,7,6,"carrier_delay, late_aircraft_delay, nas_delay"
CYS,11,46,3,1,"late_aircraft_delay, carrier_delay, weather_delay"
SCE,2,23,3,1,"carrier_delay, weather_delay, nas_delay"
GSP,1,901,119,93,"late_aircraft_delay, carrier_delay, nas_delay"
PIT,7,2965,568,398,"late_aircraft_delay, carrier_delay, nas_delay"
PSP,1,1102,144,98,"late_aircraft_delay, carrier_delay, nas_delay"
DEN,1,15589,4410,1884,"late_aircraft_delay, carrier_delay, nas_delay"
PLN,5,52,7,8,"carrier_delay, weather_delay, nas_delay"
MHK,5,43,7,9,"nas_delay, late_aircraft_delay, carrier_delay"
PIB,10,45,4,4,"late_aircraft_delay, carrier_delay, nas_delay"
LIH,12,1163,112,34,"late_aircraft_delay, carrier_delay, nas_delay"
STT,6,336,96,49,"late_aircraft_delay, carrier_delay, nas_delay"
SUN,5,102,2,3,"carrier_delay, nas_delay, weather_delay"
ELP,1,1044,150,64,"late_aircraft_delay, carrier_delay, nas_delay"
GJT,8,281,34,17,"carrier_delay, nas_delay, late_aircraft_delay"
ABI,8,132,12,2,"late_aircraft_delay, carrier_delay, nas_delay"
HTS,7,57,18,9,"carrier_delay, late_aircraft_delay, nas_delay"
HYS,4,54,1,4,"late_aircraft_delay, carrier_delay, nas_delay"
FCA,7,429,73,50,"late_aircraft_delay, carrier_delay, nas_delay"
HHH,11,73,12,1,"late_aircraft_delay, nas_delay, carrier_delay"
DIK,12,43,2,7,"late_aircraft_delay, carrier_delay, weather_delay"
SPI,1,5,5,2,"carrier_delay, nas_delay, late_aircraft_delay"
FWA,7,289,63,58,"carrier_delay, late_aircraft_delay, nas_delay"
DHN,10,53,5,4,"carrier_delay, late_aircraft_delay, nas_delay"
BRW,7,23,6,0,"security_delay, late_aircraft_delay, nas_delay"
SLC,1,7149,1248,665,"carrier_delay, late_aircraft_delay, weather_delay"
GRR,2,1046,111,70,"carrier_delay, late_aircraft_delay, weather_delay"
HIB,6,41,3,8,"carrier_delay, weather_delay, nas_delay"
SNA,6,2682,495,240,"late_aircraft_delay, carrier_delay, nas_delay"
FLL,2,5857,1400,666,"late_aircraft_delay, carrier_delay, nas_delay"
LBB,12,440,63,50,"carrier_delay, late_aircraft_delay, nas_delay"
VLD,6,56,3,1,"late_aircraft_delay, nas_delay, weather_delay"
FAR,9,462,43,21,"late_aircraft_delay, carrier_delay, nas_delay"
LAN,9,83,11,5,"carrier_delay, weather_delay, late_aircraft_delay"
BLV,7,84,33,20,"late_aircraft_delay, carrier_delay, nas_delay"
LNK,8,152,33,18,"carrier_delay, late_aircraft_delay, nas_delay"
SUN,11,85,0,1,"carrier_delay, weather_delay, nas_delay"
SAF,7,229,38,28,"carrier_delay, late_aircraft_delay, weather_delay"
GCC,6,52,4,4,"nas_delay, late_aircraft_delay, carrier_delay"
CLL,3,82,3,3,"late_aircraft_delay, weather_delay, nas_delay"
MDW,10,5577,830,182,"carrier_delay, late_aircraft_delay, nas_delay"
SLC,3,7830,1066,517,"carrier_delay, late_aircraft_delay, nas_delay"
FLL,7,4612,1490,964,"late_aircraft_delay, carrier_delay, nas_delay"
ABQ,8,1697,234,125,"late_aircraft_delay, carrier_delay, nas_delay"
PNS,4,920,121,70,"late_aircraft_delay, carrier_delay, nas_delay"
BJI,3,53,2,5,"carrier_delay, weather_delay, nas_delay"
PSP,11,1100,114,46,"carrier_delay, nas_delay, late_aircraft_delay"
PRC,3,50,3,6,"carrier_delay, late_aircraft_delay, nas_delay"
STT,11,260,28,23,"late_aircraft_delay, carrier_delay, nas_delay"
LCK,12,36,12,17,"late_aircraft_delay, weather_delay, carrier_delay"
ABY,2,45,7,6,"carrier_delay, weather_delay, nas_delay"
CDC,9,50,1,2,"carrier_delay, weather_delay, nas_delay"
CIU,5,53,3,5,"carrier_delay, weather_delay, nas_delay"
PRC,1,48,5,5,"late_aircraft_delay, carrier_delay, weather_delay"
BIL,3,242,12,17,"carrier_delay, nas_delay, weather_delay"
CSG,9,69,4,4,"carrier_delay, late_aircraft_delay, weather_delay"
APN,8,41,2,9,"carrier_delay, nas_delay, weather_delay"
MKE,11,1831,192,89,"carrier_delay, late_aircraft_delay, nas_delay"
EWR,9,8314,1016,489,"late_aircraft_delay, nas_delay, carrier_delay"
ILM,11,573,46,21,"late_aircraft_delay, nas_delay, carrier_delay"
GSO,2,739,47,30,"late_aircraft_delay, carrier_delay, nas_delay"
FCA,1,169,28,28,"carrier_delay, weather_delay, late_aircraft_delay"
BTR,6,342,42,35,"late_aircraft_delay, carrier_delay, weather_delay"
SBN,1,256,73,77,"carrier_delay, late_aircraft_delay, weather_delay"
GEG,12,1136,181,78,"carrier_delay, late_aircraft_delay, nas_delay"
OMA,7,1527,315,191,"late_aircraft_delay, carrier_delay, nas_delay"
MRY,10,396,33,26,"carrier_delay, late_aircraft_delay, nas_delay"
BGR,10,413,44,31,"late_aircraft_delay, carrier_delay, nas_delay"
SJT,5,64,8,14,"carrier_delay, late_aircraft_delay, weather_delay"
XNA,9,1056,90,54,"carrier_delay, late_aircraft_delay, nas_delay"
OTH,11,12,5,0,"nas_delay, weather_delay, late_aircraft_delay"
BLI,3,218,20,13,"late_aircraft_delay, carrier_delay, nas_delay"
CAK,2,195,16,13,"carrier_delay, nas_delay, late_aircraft_delay"
COU,12,90,26,21,"carrier_delay, late_aircraft_delay, weather_delay"
JST,6,47,7,3,"carrier_delay, late_aircraft_delay, nas_delay"
SHR,12,54,2,1,"carrier_delay, nas_delay, late_aircraft_delay"
DHN,3,56,5,1,"nas_delay, late_aircraft_delay, carrier_delay"
CIU,2,42,5,9,"carrier_delay, weather_delay, nas_delay"
FSM,6,68,22,19,"late_aircraft_delay, carrier_delay, weather_delay"
