aeroporto_partenza,mese,numero_ritardi_basso,numero_ritardi_medio,numero_ritardi_alto,cause_maggiori
ADK,7,9,3,0,"['Security (44 min)', 'Late Aircraft (43 min)', 'NAS (8 min)']"
ADK,8,11,2,1,"['Late Aircraft (135 min)', 'Security (67 min)', 'Carrier (0 min)']"
ADK,9,8,3,2,"['Late Aircraft (100 min)', 'Security (61 min)', 'NAS (6 min)']"
ADK,10,9,2,0,"['Carrier (32 min)', 'Weather (0 min)', 'NAS (0 min)']"
ADK,11,8,0,1,"['Late Aircraft (61 min)', 'NAS (12 min)', 'Carrier (0 min)']"
ADK,12,5,0,0,"['NAS (16 min)', 'Carrier (0 min)', 'Weather (0 min)']"
ADQ,1,55,13,11,"['Late Aircraft (618 min)', 'Carrier (335 min)', 'Weather (208 min)']"
ADQ,2,69,8,4,"['Late Aircraft (503 min)', 'Weather (207 min)', 'NAS (103 min)']"
ADQ,3,67,13,7,"['Late Aircraft (1181 min)', 'NAS (55 min)', 'Weather (54 min)']"
ADQ,4,69,12,4,"['Carrier (731 min)', 'Late Aircraft (332 min)', 'NAS (7 min)']"
ADQ,5,93,6,2,"['Late Aircraft (211 min)', 'Carrier (131 min)', 'NAS (28 min)']"
ADQ,6,97,7,3,"['Carrier (206 min)', 'Late Aircraft (200 min)', 'Security (50 min)']"
ADQ,7,98,8,10,"['Late Aircraft (1343 min)', 'Carrier (812 min)', 'NAS (142 min)']"
ADQ,8,112,12,4,"['Late Aircraft (500 min)', 'Carrier (92 min)', 'Security (82 min)']"
ADQ,9,129,3,2,"['Weather (212 min)', 'NAS (109 min)', 'Late Aircraft (91 min)']"
ADQ,10,73,11,5,"['Late Aircraft (638 min)', 'Carrier (290 min)', 'Security (38 min)']"
ADQ,11,62,20,5,"['Carrier (1610 min)', 'Late Aircraft (549 min)', 'Weather (157 min)']"
ADQ,12,76,6,4,"['Late Aircraft (837 min)', 'NAS (150 min)', 'Weather (86 min)']"
AEX,1,171,29,26,"['NAS (3865 min)', 'Late Aircraft (1851 min)', 'Carrier (1656 min)']"
AEX,2,179,13,9,"['NAS (310 min)', 'Late Aircraft (217 min)', 'Carrier (1937 min)']"
AEX,3,202,10,13,"['Weather (1253 min)', 'Carrier (1110 min)', 'NAS (288 min)']"
AEX,4,167,14,26,"['Weather (4121 min)', 'Carrier (2190 min)', 'NAS (759 min)']"
AEX,5,172,15,33,"['Weather (3404 min)', 'Carrier (1815 min)', 'NAS (550 min)']"
AEX,6,210,15,21,"['Carrier (3056 min)', 'Late Aircraft (460 min)', 'NAS (418 min)']"
AEX,7,199,31,30,"['Carrier (3609 min)', 'Weather (1495 min)', 'Late Aircraft (1402 min)']"
AEX,8,226,11,24,"['Carrier (2747 min)', 'Late Aircraft (935 min)', 'Weather (275 min)']"
AEX,9,211,22,22,"['Carrier (2559 min)', 'Late Aircraft (899 min)', 'NAS (539 min)']"
AEX,10,211,20,32,"['Carrier (3665 min)', 'Late Aircraft (1323 min)', 'Weather (332 min)']"
AEX,11,215,18,23,"['Carrier (2526 min)', 'Late Aircraft (711 min)', 'Weather (533 min)']"
AEX,12,191,26,7,"['Carrier (1809 min)', 'NAS (584 min)', 'Weather (471 min)']"
AGS,1,227,48,71,"['Carrier (6881 min)', 'Late Aircraft (3149 min)', 'NAS (1963 min)']"
AGS,2,277,35,33,"['Carrier (3000 min)', 'Weather (1313 min)', 'Late Aircraft (975 min)']"
AGS,3,324,27,29,"['Carrier (3032 min)', 'Late Aircraft (2319 min)', 'NAS (506 min)']"
AGS,4,537,108,48,"['Late Aircraft (3604 min)', 'Carrier (2901 min)', 'NAS (1371 min)']"
AGS,5,378,41,54,"['Carrier (4526 min)', 'Late Aircraft (4189 min)', 'NAS (1476 min)']"
AGS,6,469,39,28,"['Carrier (2142 min)', 'Late Aircraft (1348 min)', 'NAS (1094 min)']"
AGS,7,393,62,88,"['Late Aircraft (7705 min)', 'Carrier (6096 min)', 'NAS (3363 min)']"
AGS,8,438,51,39,"['Carrier (3581 min)', 'Late Aircraft (3058 min)', 'NAS (982 min)']"
AGS,9,451,45,52,"['Late Aircraft (4228 min)', 'Carrier (3370 min)', 'Weather (1827 min)']"
AGS,10,395,50,64,"['Weather (4580 min)', 'Carrier (3647 min)', 'Late Aircraft (3587 min)']"
AGS,11,440,43,20,"['Carrier (1584 min)', 'NAS (1356 min)', 'Weather (1084 min)']"
AGS,12,316,57,58,"['Carrier (6154 min)', 'Late Aircraft (2709 min)', 'NAS (1691 min)']"
AKN,4,4,0,0,"['Carrier (0 min)', 'Weather (0 min)', 'NAS (0 min)']"
AKN,5,22,3,0,"['NAS (20 min)', 'Late Aircraft (15 min)', 'Carrier (0 min)']"
AKN,6,50,3,0,"['NAS (138 min)', 'Late Aircraft (60 min)', 'Security (6 min)']"
AKN,7,54,8,2,"['Late Aircraft (313 min)', 'Security (124 min)', 'NAS (111 min)']"
AKN,8,43,8,0,"['Late Aircraft (121 min)', 'NAS (50 min)', 'Carrier (36 min)']"
AKN,9,33,8,0,"['Late Aircraft (171 min)', 'Security (22 min)', 'Carrier (20 min)']"
ALB,1,915,157,94,"['Late Aircraft (8075 min)', 'NAS (5833 min)', 'Carrier (4046 min)']"
ALB,2,986,121,53,"['Carrier (4062 min)', 'Late Aircraft (3824 min)', 'NAS (2258 min)']"
ALB,3,1096,195,102,"['Late Aircraft (10148 min)', 'NAS (5886 min)', 'Weather (5079 min)']"
ALB,4,1169,167,80,"['Carrier (11708 min)', 'Late Aircraft (6487 min)', 'NAS (5568 min)']"
ALB,5,1141,200,104,"['Late Aircraft (8472 min)', 'Carrier (4963 min)', 'NAS (4514 min)']"
ALB,6,1162,199,126,"['Carrier (11119 min)', 'Late Aircraft (9645 min)', 'NAS (5567 min)']"
ALB,7,1067,245,208,"['Late Aircraft (20822 min)', 'Carrier (12589 min)', 'NAS (8559 min)']"
ALB,8,1197,231,159,"['Carrier (13290 min)', 'Late Aircraft (11694 min)', 'NAS (7627 min)']"
ALB,9,1341,137,53,"['Carrier (7025 min)', 'Late Aircraft (4114 min)', 'NAS (2340 min)']"
ALB,10,1318,176,42,"['Carrier (5732 min)', 'Late Aircraft (3257 min)', 'NAS (1058 min)']"
ALB,11,1126,99,45,"['Carrier (4348 min)', 'Late Aircraft (3850 min)', 'NAS (1476 min)']"
ALB,12,1040,205,151,"['Carrier (15466 min)', 'Late Aircraft (14299 min)', 'NAS (5403 min)']"
ALW,1,58,3,6,"['Late Aircraft (642 min)', 'Weather (630 min)', 'Carrier (418 min)']"
ALW,2,78,1,3,"['Late Aircraft (305 min)', 'NAS (287 min)', 'Carrier (0 min)']"
ALW,3,96,1,1,"['Weather (63 min)', 'Late Aircraft (44 min)', 'Carrier (17 min)']"
ALW,4,93,0,2,"['Late Aircraft (148 min)', 'Carrier (34 min)', 'Weather (0 min)']"
ALW,5,82,5,0,"['Late Aircraft (58 min)', 'Carrier (15 min)', 'NAS (10 min)']"
ALW,6,85,4,4,"['Late Aircraft (299 min)', 'Carrier (198 min)', 'NAS (68 min)']"
ALW,7,67,15,0,"['Late Aircraft (276 min)', 'Carrier (116 min)', 'NAS (61 min)']"
ALW,8,76,9,3,"['Late Aircraft (573 min)', 'NAS (132 min)', 'Carrier (18 min)']"
ALW,9,84,10,3,"['Late Aircraft (382 min)', 'Carrier (275 min)', 'NAS (189 min)']"
AMA,1,455,57,44,"['Late Aircraft (5211 min)', 'Carrier (2143 min)', 'NAS (1857 min)']"
AMA,2,511,43,13,"['NAS (1228 min)', 'Carrier (846 min)', 'Late Aircraft (729 min)']"
AMA,3,531,51,34,"['Late Aircraft (2686 min)', 'Carrier (2324 min)', 'NAS (1387 min)']"
AMA,4,450,46,42,"['Late Aircraft (3629 min)', 'NAS (2294 min)', 'Carrier (1949 min)']"
AMA,5,439,92,80,"['Late Aircraft (5302 min)', 'Weather (3639 min)', 'NAS (3495 min)']"
AMA,6,514,98,58,"['Late Aircraft (5936 min)', 'Carrier (2681 min)', 'Weather (2540 min)']"
AMA,7,546,107,42,"['Late Aircraft (4667 min)', 'Carrier (3930 min)', 'NAS (1359 min)']"
AMA,8,572,73,43,"['Carrier (4787 min)', 'Late Aircraft (2317 min)', 'NAS (1355 min)']"
AMA,9,562,45,34,"['Carrier (2908 min)', 'Late Aircraft (2250 min)', 'NAS (1488 min)']"
AMA,10,605,63,21,"['Late Aircraft (2910 min)', 'Carrier (1257 min)', 'NAS (783 min)']"
AMA,11,511,54,28,"['Carrier (2078 min)', 'NAS (1867 min)', 'Late Aircraft (1861 min)']"
AMA,12,513,51,45,"['Late Aircraft (3979 min)', 'Carrier (2076 min)', 'NAS (1947 min)']"
ANC,1,1074,247,159,"['Late Aircraft (11025 min)', 'Carrier (10222 min)', 'NAS (5419 min)']"
ANC,2,1307,146,67,"['Carrier (10520 min)', 'Late Aircraft (4414 min)', 'NAS (2892 min)']"
ANC,3,1459,228,111,"['Carrier (8595 min)', 'Late Aircraft (8280 min)', 'NAS (2232 min)']"
ANC,4,1582,220,98,"['Carrier (7145 min)', 'Late Aircraft (6795 min)', 'NAS (1932 min)']"
ANC,5,2032,274,76,"['Carrier (9530 min)', 'Late Aircraft (5691 min)', 'NAS (1857 min)']"
ANC,6,2566,370,105,"['Carrier (11114 min)', 'Late Aircraft (10284 min)', 'NAS (4768 min)']"
ANC,7,2565,564,169,"['Carrier (25844 min)', 'Late Aircraft (13992 min)', 'NAS (6636 min)']"
ANC,8,2570,496,133,"['Carrier (19248 min)', 'Late Aircraft (14339 min)', 'NAS (3356 min)']"
ANC,9,2122,245,69,"['Carrier (8287 min)', 'Late Aircraft (4798 min)', 'NAS (2069 min)']"
ANC,10,1623,158,84,"['Carrier (8162 min)', 'Weather (4453 min)', 'NAS (3706 min)']"
ANC,11,1409,162,38,"['Carrier (3855 min)', 'Late Aircraft (2673 min)', 'NAS (1727 min)']"
ANC,12,1377,190,62,"['Late Aircraft (7863 min)', 'Carrier (5033 min)', 'NAS (2416 min)']"
APN,1,38,5,10,"['Carrier (845 min)', 'NAS (609 min)', 'Weather (512 min)']"
APN,2,48,2,11,"['Carrier (722 min)', 'Weather (529 min)', 'NAS (110 min)']"
APN,3,71,2,5,"['Weather (1477 min)', 'Carrier (294 min)', 'Security (12 min)']"
APN,4,54,2,7,"['Carrier (902 min)', 'Weather (535 min)', 'NAS (16 min)']"
APN,5,68,8,8,"['Weather (1042 min)', 'Carrier (304 min)', 'NAS (84 min)']"
APN,6,58,3,15,"['Carrier (2400 min)', 'Weather (1618 min)', 'NAS (22 min)']"
APN,7,58,8,7,"['Carrier (1252 min)', 'Weather (81 min)', 'Security (46 min)']"
APN,8,65,3,16,"['Carrier (2001 min)', 'NAS (156 min)', 'Weather (150 min)']"
APN,9,69,5,5,"['Carrier (520 min)', 'Weather (324 min)', 'NAS (2 min)']"
APN,10,67,1,6,"['Carrier (856 min)', 'NAS (75 min)', 'Weather (0 min)']"
APN,11,69,5,4,"['Carrier (721 min)', 'NAS (75 min)', 'Weather (0 min)']"
APN,12,48,17,11,"['Carrier (2386 min)', 'NAS (142 min)', 'Weather (28 min)']"
ASE,1,745,286,197,"['Carrier (12807 min)', 'Late Aircraft (10700 min)', 'Weather (9934 min)']"
ASE,2,609,266,250,"['Weather (12425 min)', 'NAS (11013 min)', 'Carrier (10296 min)']"
ASE,3,689,312,271,"['Weather (18237 min)', 'Late Aircraft (14332 min)', 'Carrier (12017 min)']"
ASE,4,506,93,67,"['Carrier (9419 min)', 'Weather (3273 min)', 'Late Aircraft (2178 min)']"
ASE,5,183,41,60,"['Carrier (4228 min)', 'Late Aircraft (3212 min)', 'Weather (2180 min)']"
ASE,6,712,126,114,"['Carrier (8440 min)', 'Late Aircraft (6394 min)', 'Weather (5022 min)']"
ASE,7,781,132,95,"['Weather (7842 min)', 'Carrier (5551 min)', 'Late Aircraft (5388 min)']"
ASE,8,668,144,119,"['Carrier (8436 min)', 'Late Aircraft (6591 min)', 'NAS (4031 min)']"
ASE,9,571,92,114,"['Carrier (7252 min)', 'Late Aircraft (5240 min)', 'Weather (4989 min)']"
ASE,10,585,58,48,"['Carrier (6049 min)', 'Late Aircraft (1359 min)', 'Weather (1257 min)']"
ASE,11,372,60,67,"['Late Aircraft (3750 min)', 'Carrier (3589 min)', 'Weather (3119 min)']"
ASE,12,540,179,229,"['Carrier (15375 min)', 'Weather (12318 min)', 'NAS (12150 min)']"
ATL,1,30168,5645,2517,"['Carrier (214184 min)', 'Late Aircraft (156139 min)', 'NAS (90735 min)']"
ATL,2,32172,3457,994,"['Carrier (119694 min)', 'NAS (52095 min)', 'Late Aircraft (51307 min)']"
ATL,3,34086,5934,2095,"['Carrier (203153 min)', 'Late Aircraft (122170 min)', 'NAS (97972 min)']"
ATL,4,34823,5426,2065,"['Carrier (194655 min)', 'Late Aircraft (125141 min)', 'NAS (109334 min)']"
ATL,5,33214,7311,3940,"['Late Aircraft (295054 min)', 'Carrier (278894 min)', 'NAS (193115 min)']"
ATL,6,34525,6638,2623,"['Carrier (250767 min)', 'Late Aircraft (150174 min)', 'NAS (122515 min)']"
ATL,7,27086,8346,6931,"['Carrier (719275 min)', 'Late Aircraft (384316 min)', 'NAS (195208 min)']"
ATL,8,34608,6001,2937,"['Carrier (264107 min)', 'Late Aircraft (158710 min)', 'NAS (143807 min)']"
ATL,9,35159,4701,1836,"['Carrier (181020 min)', 'Late Aircraft (124375 min)', 'NAS (59330 min)']"
ATL,10,38779,4129,1098,"['Carrier (137855 min)', 'Late Aircraft (60880 min)', 'NAS (34459 min)']"
ATL,11,36095,4301,1281,"['Carrier (133394 min)', 'Late Aircraft (73389 min)', 'NAS (66736 min)']"
ATL,12,33344,7132,2744,"['Carrier (256518 min)', 'Late Aircraft (180180 min)', 'NAS (92657 min)']"
ATW,1,436,66,88,"['Carrier (11604 min)', 'Weather (4950 min)', 'NAS (2779 min)']"
ATW,2,473,40,58,"['Carrier (7906 min)', 'Weather (5790 min)', 'Late Aircraft (1911 min)']"
ATW,3,613,76,47,"['Carrier (6939 min)', 'NAS (2491 min)', 'Late Aircraft (1611 min)']"
ATW,4,626,57,59,"['Carrier (12609 min)', 'Late Aircraft (5552 min)', 'Weather (3350 min)']"
ATW,5,601,69,76,"['Carrier (5360 min)', 'Late Aircraft (4489 min)', 'Weather (2826 min)']"
ATW,6,573,83,108,"['Carrier (12259 min)', 'Late Aircraft (5628 min)', 'NAS (3030 min)']"
ATW,7,615,87,64,"['Carrier (7861 min)', 'Late Aircraft (2525 min)', 'NAS (2348 min)']"
ATW,8,577,57,72,"['Carrier (8957 min)', 'Late Aircraft (2414 min)', 'NAS (2117 min)']"
ATW,9,605,76,57,"['Carrier (5862 min)', 'Late Aircraft (2574 min)', 'NAS (815 min)']"
ATW,10,700,43,52,"['Carrier (5477 min)', 'Late Aircraft (2532 min)', 'NAS (424 min)']"
ATW,11,656,65,72,"['Carrier (6812 min)', 'Weather (4208 min)', 'Late Aircraft (2497 min)']"
ATW,12,601,93,106,"['Carrier (11760 min)', 'Weather (5846 min)', 'NAS (3215 min)']"
AUS,1,7054,1685,779,"['Late Aircraft (87793 min)', 'Carrier (47234 min)', 'NAS (27057 min)']"
AUS,2,7349,885,327,"['Late Aircraft (28467 min)', 'Carrier (22660 min)', 'NAS (18430 min)']"
AUS,3,8024,1720,782,"['Late Aircraft (71831 min)', 'Carrier (43112 min)', 'NAS (31755 min)']"
AUS,4,8232,1802,760,"['Late Aircraft (80228 min)', 'Carrier (44753 min)', 'NAS (27680 min)']"
AUS,5,7428,2459,1577,"['Late Aircraft (140518 min)', 'Carrier (103018 min)', 'NAS (56807 min)']"
AUS,6,7928,2208,1030,"['Late Aircraft (95620 min)', 'Carrier (75655 min)', 'NAS (30253 min)']"
AUS,7,7454,2434,1406,"['Late Aircraft (137536 min)', 'Carrier (87003 min)', 'NAS (35957 min)']"
AUS,8,8441,1375,717,"['Late Aircraft (70792 min)', 'Carrier (51292 min)', 'NAS (21811 min)']"
AUS,9,8646,1034,334,"['Late Aircraft (34346 min)', 'Carrier (33099 min)', 'NAS (15561 min)']"
AUS,10,9295,1141,401,"['Late Aircraft (38222 min)', 'Carrier (35102 min)', 'NAS (14445 min)']"
AUS,11,8473,1108,449,"['Late Aircraft (37541 min)', 'Carrier (26119 min)', 'NAS (21911 min)']"
