aeroporto_partenza,mese,numero_ritardi_basso,numero_ritardi_medio,numero_ritardi_alto,cause_maggiori
BQN,9,75,13,13,"carrier_delay, late_aircraft_delay, nas_delay"
LWS,3,64,3,3,"late_aircraft_delay, carrier_delay, nas_delay"
CLL,11,51,8,5,"late_aircraft_delay, carrier_delay, nas_delay"
BRD,10,25,1,1,"carrier_delay, weather_delay, nas_delay"
ACT,5,48,5,8,"carrier_delay, weather_delay, nas_delay"
MSP,11,6498,555,241,"carrier_delay, nas_delay, late_aircraft_delay"
HNL,6,3290,457,115,"carrier_delay, late_aircraft_delay, nas_delay"
OMA,1,975,180,144,"carrier_delay, late_aircraft_delay, nas_delay"
TPA,9,3230,363,210,"late_aircraft_delay, carrier_delay, nas_delay"
PVD,7,688,140,125,"late_aircraft_delay, carrier_delay, nas_delay"
AVL,11,514,56,34,"late_aircraft_delay, carrier_delay, nas_delay"
ROA,5,146,23,12,"carrier_delay, late_aircraft_delay, nas_delay"
ABE,11,170,17,12,"late_aircraft_delay, carrier_delay, nas_delay"
AZA,8,228,39,13,"carrier_delay, late_aircraft_delay, nas_delay"
PAE,12,49,11,4,"late_aircraft_delay, weather_delay, nas_delay"
MSN,5,583,78,90,"late_aircraft_delay, carrier_delay, nas_delay"
MFE,11,257,32,25,"carrier_delay, late_aircraft_delay, weather_delay"
ITH,1,19,2,4,"weather_delay, carrier_delay, late_aircraft_delay"
DLH,10,154,9,2,"carrier_delay, nas_delay, weather_delay"
RFD,5,33,8,4,"late_aircraft_delay, nas_delay, carrier_delay"
GUM,12,44,1,1,"nas_delay, carrier_delay, weather_delay"
LBL,11,24,3,2,"late_aircraft_delay, nas_delay, carrier_delay"
BQK,5,29,7,13,"carrier_delay, weather_delay, nas_delay"
BRW,5,18,3,0,"security_delay, nas_delay, late_aircraft_delay"
WYS,9,40,0,4,"carrier_delay, weather_delay, late_aircraft_delay"
MIA,10,4957,639,290,"late_aircraft_delay, carrier_delay, nas_delay"
LGA,4,7410,971,618,"carrier_delay, late_aircraft_delay, nas_delay"
SFO,10,7589,1042,454,"late_aircraft_delay, carrier_delay, nas_delay"
MCI,9,2748,234,87,"late_aircraft_delay, carrier_delay, nas_delay"
TVC,6,276,47,37,"carrier_delay, late_aircraft_delay, nas_delay"
CAK,4,186,12,17,"weather_delay, late_aircraft_delay, carrier_delay"
PVD,9,854,74,42,"carrier_delay, late_aircraft_delay, nas_delay"
SMF,4,2685,407,147,"late_aircraft_delay, carrier_delay, nas_delay"
GRI,12,36,16,10,"carrier_delay, weather_delay, nas_delay"
SAV,6,995,159,79,"late_aircraft_delay, carrier_delay, nas_delay"
SAV,10,1090,142,35,"late_aircraft_delay, carrier_delay, nas_delay"
GPT,4,177,11,11,"carrier_delay, late_aircraft_delay, nas_delay"
FNT,12,114,28,10,"nas_delay, carrier_delay, late_aircraft_delay"
BQK,12,43,6,5,"carrier_delay, nas_delay, weather_delay"
DRO,8,216,26,20,"carrier_delay, late_aircraft_delay, nas_delay"
DAB,1,117,11,13,"carrier_delay, late_aircraft_delay, weather_delay"
USA,8,18,10,5,"late_aircraft_delay, weather_delay, carrier_delay"
YAK,3,32,6,4,"late_aircraft_delay, weather_delay, nas_delay"
LSE,8,19,2,1,"carrier_delay, nas_delay, weather_delay"
HHH,3,55,10,3,"late_aircraft_delay, nas_delay, carrier_delay"
FNT,2,99,16,6,"carrier_delay, nas_delay, late_aircraft_delay"
OTH,10,19,1,4,"carrier_delay, late_aircraft_delay, nas_delay"
PSM,12,24,4,3,"late_aircraft_delay, nas_delay, carrier_delay"
BRW,2,17,2,1,"late_aircraft_delay, weather_delay, nas_delay"
SCK,9,10,10,5,"carrier_delay, late_aircraft_delay, nas_delay"
LGA,7,6753,1413,1324,"late_aircraft_delay, carrier_delay, nas_delay"
SFO,5,5398,1558,728,"late_aircraft_delay, carrier_delay, nas_delay"
COS,6,717,108,52,"late_aircraft_delay, carrier_delay, nas_delay"
LGA,3,6869,1062,622,"late_aircraft_delay, carrier_delay, nas_delay"
IAH,1,4411,933,665,"late_aircraft_delay, carrier_delay, nas_delay"
SFO,2,4800,1227,729,"late_aircraft_delay, carrier_delay, nas_delay"
ISP,8,180,44,38,"late_aircraft_delay, nas_delay, carrier_delay"
MSN,11,625,50,26,"late_aircraft_delay, carrier_delay, nas_delay"
RNO,3,965,159,96,"late_aircraft_delay, nas_delay, carrier_delay"
PSE,9,34,1,0,"late_aircraft_delay, nas_delay, carrier_delay"
PIA,4,159,24,11,"late_aircraft_delay, nas_delay, carrier_delay"
GGG,12,35,3,6,"carrier_delay, nas_delay, late_aircraft_delay"
ECP,10,415,52,10,"carrier_delay, late_aircraft_delay, nas_delay"
EYW,5,301,78,78,"late_aircraft_delay, carrier_delay, nas_delay"
AEX,11,107,9,10,"carrier_delay, late_aircraft_delay, weather_delay"
WRG,2,38,3,1,"carrier_delay, late_aircraft_delay, nas_delay"
SYR,8,626,108,62,"carrier_delay, late_aircraft_delay, nas_delay"
SWF,6,16,7,4,"late_aircraft_delay, carrier_delay, weather_delay"
TWF,11,29,1,0,"carrier_delay, weather_delay, nas_delay"
TWF,8,49,2,0,"carrier_delay, nas_delay, weather_delay"
TYR,11,48,9,3,"carrier_delay, weather_delay, late_aircraft_delay"
USA,11,31,10,0,"late_aircraft_delay, nas_delay, carrier_delay"
HIB,10,28,0,4,"carrier_delay, nas_delay, weather_delay"
ROW,9,61,8,6,"carrier_delay, weather_delay, late_aircraft_delay"
MQT,2,21,2,4,"late_aircraft_delay, weather_delay, carrier_delay"
SPS,10,36,2,5,"carrier_delay, late_aircraft_delay, weather_delay"
TOL,9,4,0,2,"weather_delay, carrier_delay, nas_delay"
ANC,9,1045,123,33,"carrier_delay, late_aircraft_delay, nas_delay"
MLI,11,227,24,13,"carrier_delay, late_aircraft_delay, weather_delay"
PAE,2,69,7,1,"nas_delay, carrier_delay, late_aircraft_delay"
SGF,5,356,78,76,"late_aircraft_delay, carrier_delay, weather_delay"
PSC,5,277,24,13,"carrier_delay, nas_delay, late_aircraft_delay"
RDD,9,92,10,4,"late_aircraft_delay, weather_delay, nas_delay"
JAC,11,86,15,14,"late_aircraft_delay, carrier_delay, nas_delay"
PIE,10,361,36,14,"carrier_delay, nas_delay, late_aircraft_delay"
GNV,3,143,17,9,"carrier_delay, late_aircraft_delay, nas_delay"
FSM,11,50,5,4,"late_aircraft_delay, nas_delay, carrier_delay"
TRI,10,160,17,5,"carrier_delay, late_aircraft_delay, nas_delay"
FNT,10,104,15,10,"carrier_delay, late_aircraft_delay, nas_delay"
SUX,10,42,4,2,"carrier_delay, late_aircraft_delay, nas_delay"
CPR,1,35,2,1,"weather_delay, carrier_delay, late_aircraft_delay"
AZA,4,288,17,2,"nas_delay, carrier_delay, late_aircraft_delay"
MHK,12,50,7,2,"nas_delay, carrier_delay, late_aircraft_delay"
MDW,3,3676,914,301,"late_aircraft_delay, carrier_delay, nas_delay"
EUG,10,422,41,25,"carrier_delay, late_aircraft_delay, nas_delay"
SNA,7,2103,343,217,"late_aircraft_delay, carrier_delay, nas_delay"
BHM,2,786,60,31,"late_aircraft_delay, carrier_delay, nas_delay"
GRK,1,68,7,11,"carrier_delay, late_aircraft_delay, weather_delay"
SDF,12,1108,146,73,"late_aircraft_delay, carrier_delay, nas_delay"
ABQ,3,1128,185,82,"late_aircraft_delay, carrier_delay, nas_delay"
PSC,10,342,19,14,"carrier_delay, late_aircraft_delay, weather_delay"
LWS,2,57,2,5,"carrier_delay, late_aircraft_delay, nas_delay"
FNT,11,105,9,15,"carrier_delay, late_aircraft_delay, nas_delay"
HHH,10,112,13,4,"late_aircraft_delay, nas_delay, carrier_delay"
JNU,1,167,34,27,"late_aircraft_delay, carrier_delay, nas_delay"
EYW,8,261,44,47,"late_aircraft_delay, carrier_delay, nas_delay"
VLD,2,35,3,3,"late_aircraft_delay, weather_delay, nas_delay"
GRB,1,141,22,38,"carrier_delay, late_aircraft_delay, weather_delay"
SLN,9,38,3,5,"carrier_delay, late_aircraft_delay, weather_delay"
FLG,4,89,1,8,"carrier_delay, nas_delay, late_aircraft_delay"
SIT,5,83,8,2,"carrier_delay, late_aircraft_delay, nas_delay"
AEX,12,89,13,4,"carrier_delay, late_aircraft_delay, nas_delay"
SMX,1,4,0,2,"carrier_delay, late_aircraft_delay, weather_delay"
CDC,7,28,1,5,"carrier_delay, weather_delay, nas_delay"
BNA,9,5092,711,253,"late_aircraft_delay, carrier_delay, nas_delay"
TYS,2,658,53,20,"late_aircraft_delay, carrier_delay, nas_delay"
OAK,4,2174,332,90,"late_aircraft_delay, carrier_delay, nas_delay"
MIA,9,4417,695,321,"carrier_delay, nas_delay, late_aircraft_delay"
STS,10,202,36,18,"late_aircraft_delay, carrier_delay, nas_delay"
TUS,6,812,138,72,"carrier_delay, late_aircraft_delay, nas_delay"
COS,7,684,151,70,"late_aircraft_delay, carrier_delay, nas_delay"
GSP,5,814,138,107,"late_aircraft_delay, carrier_delay, nas_delay"
HDN,3,211,43,26,"carrier_delay, late_aircraft_delay, nas_delay"
RIC,1,728,124,67,"carrier_delay, late_aircraft_delay, nas_delay"
YUM,8,122,4,7,"late_aircraft_delay, carrier_delay, nas_delay"
LAR,2,30,2,3,"weather_delay, nas_delay, carrier_delay"
DVL,2,22,2,3,"late_aircraft_delay, nas_delay, weather_delay"
BJI,5,39,3,3,"carrier_delay, weather_delay, nas_delay"
LNK,4,58,7,6,"carrier_delay, late_aircraft_delay, nas_delay"
LAN,2,64,5,2,"late_aircraft_delay, nas_delay, weather_delay"
BTM,10,31,0,0,"carrier_delay, weather_delay, nas_delay"
BGM,8,21,2,0,"nas_delay, carrier_delay, weather_delay"
OAK,12,1815,389,138,"late_aircraft_delay, carrier_delay, nas_delay"
TLH,7,259,56,33,"carrier_delay, late_aircraft_delay, nas_delay"
CRW,9,172,17,29,"carrier_delay, late_aircraft_delay, weather_delay"
CHA,7,259,62,50,"late_aircraft_delay, carrier_delay, nas_delay"
CPR,6,110,28,15,"carrier_delay, late_aircraft_delay, nas_delay"
GSP,8,884,97,71,"late_aircraft_delay, carrier_delay, nas_delay"
ELM,5,48,4,4,"late_aircraft_delay, carrier_delay, weather_delay"
FAT,4,556,77,41,"late_aircraft_delay, carrier_delay, weather_delay"
WRG,10,35,5,3,"late_aircraft_delay, nas_delay, carrier_delay"
MHK,7,63,7,4,"late_aircraft_delay, nas_delay, carrier_delay"
VCT,3,35,1,2,"weather_delay, late_aircraft_delay, carrier_delay"
AVP,6,80,16,9,"late_aircraft_delay, weather_delay, nas_delay"
GTR,8,46,1,0,"late_aircraft_delay, carrier_delay, weather_delay"
MEI,11,32,3,0,"carrier_delay, nas_delay, weather_delay"
MCW,3,32,3,3,"late_aircraft_delay, nas_delay, carrier_delay"
PBG,2,19,9,4,"late_aircraft_delay, nas_delay, weather_delay"
ANC,7,1282,278,86,"carrier_delay, late_aircraft_delay, nas_delay"
MDW,12,3231,828,255,"late_aircraft_delay, carrier_delay, nas_delay"
BWI,5,4173,1667,606,"late_aircraft_delay, carrier_delay, nas_delay"
ILM,12,406,65,46,"late_aircraft_delay, carrier_delay, nas_delay"
BDL,5,1068,206,119,"late_aircraft_delay, carrier_delay, nas_delay"
RAP,10,335,22,13,"late_aircraft_delay, carrier_delay, weather_delay"
MSO,1,116,25,23,"weather_delay, late_aircraft_delay, carrier_delay"
TLH,4,328,34,16,"late_aircraft_delay, nas_delay, carrier_delay"
CMI,6,61,11,12,"carrier_delay, late_aircraft_delay, weather_delay"
CAE,1,278,29,29,"late_aircraft_delay, carrier_delay, nas_delay"
SUN,3,124,21,10,"nas_delay, late_aircraft_delay, weather_delay"
ABQ,7,1200,242,136,"late_aircraft_delay, carrier_delay, nas_delay"
GUM,3,41,1,0,"carrier_delay, weather_delay, nas_delay"
STC,12,4,3,2,"weather_delay, late_aircraft_delay, carrier_delay"
JAC,1,256,69,45,"late_aircraft_delay, carrier_delay, nas_delay"
TVC,5,154,29,12,"late_aircraft_delay, carrier_delay, weather_delay"
MLU,3,100,16,4,"late_aircraft_delay, weather_delay, nas_delay"
LBL,6,31,3,2,"carrier_delay, nas_delay, weather_delay"
ABR,6,28,11,4,"carrier_delay, weather_delay, nas_delay"
PQI,12,20,1,1,"nas_delay, late_aircraft_delay, carrier_delay"
PAE,8,40,6,2,"late_aircraft_delay, nas_delay, weather_delay"
MVY,10,20,2,1,"late_aircraft_delay, nas_delay, carrier_delay"
LAS,3,8483,2083,1184,"late_aircraft_delay, carrier_delay, nas_delay"
CLT,1,8579,2007,1224,"late_aircraft_delay, carrier_delay, nas_delay"
LAR,12,34,1,2,"late_aircraft_delay, carrier_delay, nas_delay"
SHV,4,190,19,18,"late_aircraft_delay, weather_delay, carrier_delay"
OKC,11,1176,126,66,"late_aircraft_delay, carrier_delay, weather_delay"
SGF,6,501,121,67,"late_aircraft_delay, carrier_delay, nas_delay"
SBA,11,405,36,34,"late_aircraft_delay, weather_delay, carrier_delay"
MRY,9,237,25,17,"weather_delay, carrier_delay, late_aircraft_delay"
ASE,11,187,31,33,"weather_delay, carrier_delay, late_aircraft_delay"
MFR,6,222,34,20,"carrier_delay, nas_delay, late_aircraft_delay"
ORH,9,58,3,2,"carrier_delay, nas_delay, late_aircraft_delay"
CRW,12,132,24,25,"carrier_delay, late_aircraft_delay, nas_delay"
EKO,4,23,3,0,"carrier_delay, weather_delay, nas_delay"
SIT,10,57,5,0,"late_aircraft_delay, weather_delay, nas_delay"
TXK,3,39,2,3,"weather_delay, late_aircraft_delay, nas_delay"
LAW,3,55,4,7,"carrier_delay, weather_delay, late_aircraft_delay"
BTM,6,31,7,2,"carrier_delay, weather_delay, nas_delay"
BNA,3,4863,827,374,"late_aircraft_delay, carrier_delay, nas_delay"
BWI,10,4888,1077,157,"carrier_delay, late_aircraft_delay, nas_delay"
BZN,11,360,38,24,"carrier_delay, nas_delay, late_aircraft_delay"
AZO,3,61,3,2,"weather_delay, carrier_delay, nas_delay"
TRI,4,107,5,5,"carrier_delay, late_aircraft_delay, nas_delay"
SCE,4,32,4,5,"carrier_delay, late_aircraft_delay, weather_delay"
DVL,12,31,2,4,"weather_delay, late_aircraft_delay, carrier_delay"
DEC,6,28,2,8,"late_aircraft_delay, weather_delay, carrier_delay"
RDU,5,3030,552,414,"late_aircraft_delay, nas_delay, carrier_delay"
PDX,5,3043,469,239,"late_aircraft_delay, carrier_delay, nas_delay"
PVD,3,656,78,41,"late_aircraft_delay, carrier_delay, nas_delay"
OAK,2,1932,341,107,"late_aircraft_delay, carrier_delay, nas_delay"
CHS,3,1247,184,99,"late_aircraft_delay, carrier_delay, nas_delay"
SHR,7,47,3,4,"carrier_delay, late_aircraft_delay, nas_delay"
MFR,1,220,18,24,"carrier_delay, weather_delay, late_aircraft_delay"
ANC,3,710,115,54,"carrier_delay, late_aircraft_delay, nas_delay"
LNK,11,134,12,8,"carrier_delay, weather_delay, late_aircraft_delay"
ITO,2,376,23,6,"late_aircraft_delay, carrier_delay, nas_delay"
YUM,10,116,11,5,"carrier_delay, late_aircraft_delay, nas_delay"
RIW,5,23,1,2,"late_aircraft_delay, nas_delay, carrier_delay"
HRL,11,262,16,8,"carrier_delay, late_aircraft_delay, nas_delay"
OTH,7,19,4,5,"carrier_delay, late_aircraft_delay, weather_delay"
BET,7,35,13,1,"late_aircraft_delay, nas_delay, carrier_delay"
ACV,3,75,17,11,"carrier_delay, nas_delay, late_aircraft_delay"
PSG,11,42,1,1,"carrier_delay, late_aircraft_delay, nas_delay"
TRI,12,98,19,11,"late_aircraft_delay, carrier_delay, nas_delay"
EKO,2,22,0,1,"weather_delay, carrier_delay, nas_delay"
YAK,12,29,3,1,"late_aircraft_delay, weather_delay, nas_delay"
JLN,9,25,2,6,"late_aircraft_delay, carrier_delay, weather_delay"
SLC,8,5804,912,490,"carrier_delay, late_aircraft_delay, nas_delay"
GSP,10,926,72,46,"carrier_delay, late_aircraft_delay, nas_delay"
PBI,4,1538,253,187,"late_aircraft_delay, carrier_delay, nas_delay"
VPS,9,487,60,26,"late_aircraft_delay, carrier_delay, nas_delay"
WYS,6,32,1,4,"weather_delay, carrier_delay, late_aircraft_delay"
FWA,6,201,39,38,"carrier_delay, late_aircraft_delay, weather_delay"
LCK,5,42,4,7,"late_aircraft_delay, weather_delay, nas_delay"
JAC,7,374,53,55,"late_aircraft_delay, carrier_delay, nas_delay"
HDN,7,68,18,10,"late_aircraft_delay, weather_delay, carrier_delay"
ACY,5,173,25,8,"nas_delay, late_aircraft_delay, carrier_delay"
EVV,10,132,8,7,"carrier_delay, late_aircraft_delay, nas_delay"
YUM,12,97,12,7,"carrier_delay, late_aircraft_delay, nas_delay"
BJI,10,34,3,5,"carrier_delay, weather_delay, nas_delay"
JMS,6,16,1,3,"late_aircraft_delay, carrier_delay, nas_delay"
FLG,2,74,7,6,"weather_delay, carrier_delay, nas_delay"
JST,3,33,2,1,"carrier_delay, nas_delay, weather_delay"
PLN,2,13,1,3,"carrier_delay, weather_delay, nas_delay"
OTZ,7,18,3,1,"late_aircraft_delay, nas_delay, carrier_delay"
STC,6,8,0,0,"carrier_delay, weather_delay, nas_delay"
SRQ,1,824,161,124,"late_aircraft_delay, carrier_delay, nas_delay"
ATL,2,16065,1757,485,"carrier_delay, nas_delay, late_aircraft_delay"
TPA,2,4114,489,179,"late_aircraft_delay, carrier_delay, nas_delay"
IAD,12,2530,409,242,"carrier_delay, late_aircraft_delay, nas_delay"
BOS,12,6101,1278,781,"late_aircraft_delay, carrier_delay, nas_delay"
PWM,7,737,135,84,"late_aircraft_delay, carrier_delay, nas_delay"
SFB,7,530,122,83,"carrier_delay, late_aircraft_delay, weather_delay"
MYR,4,864,94,56,"late_aircraft_delay, carrier_delay, nas_delay"
ABI,4,83,10,8,"late_aircraft_delay, weather_delay, nas_delay"
LSE,1,1,2,1,"carrier_delay, weather_delay, nas_delay"
MHT,11,259,18,9,"late_aircraft_delay, carrier_delay, nas_delay"
STX,5,53,10,8,"late_aircraft_delay, nas_delay, weather_delay"
ABY,8,36,3,8,"weather_delay, carrier_delay, nas_delay"
MSO,12,187,22,15,"late_aircraft_delay, carrier_delay, weather_delay"
BPT,10,26,3,3,"weather_delay, carrier_delay, nas_delay"
EKO,10,19,0,0,"carrier_delay, weather_delay, nas_delay"
AZO,1,43,5,5,"carrier_delay, weather_delay, nas_delay"
HTS,5,6,7,6,"nas_delay, late_aircraft_delay, carrier_delay"
TXK,10,42,2,3,"weather_delay, late_aircraft_delay, carrier_delay"
BPT,2,44,1,1,"carrier_delay, nas_delay, late_aircraft_delay"
HOU,9,2741,404,54,"carrier_delay, late_aircraft_delay, nas_delay"
AMA,10,297,33,10,"late_aircraft_delay, carrier_delay, nas_delay"
MDW,7,3784,1438,627,"late_aircraft_delay, carrier_delay, nas_delay"
BUF,4,1109,128,60,"late_aircraft_delay, nas_delay, carrier_delay"
ASE,6,354,64,54,"carrier_delay, late_aircraft_delay, weather_delay"
ANC,12,692,94,32,"late_aircraft_delay, carrier_delay, nas_delay"
PSG,6,38,5,2,"late_aircraft_delay, carrier_delay, nas_delay"
CID,4,374,41,26,"carrier_delay, late_aircraft_delay, nas_delay"
FAR,4,320,26,13,"carrier_delay, nas_delay, weather_delay"
OAJ,12,86,11,10,"late_aircraft_delay, carrier_delay, nas_delay"
LSE,6,9,1,0,"late_aircraft_delay, nas_delay, carrier_delay"
MSO,9,242,24,14,"carrier_delay, late_aircraft_delay, nas_delay"
FWA,11,267,34,19,"carrier_delay, weather_delay, nas_delay"
MYR,11,642,71,29,"nas_delay, late_aircraft_delay, carrier_delay"
SIT,11,60,5,1,"late_aircraft_delay, nas_delay, carrier_delay"
BRO,5,97,20,15,"carrier_delay, weather_delay, late_aircraft_delay"
PIA,3,171,27,22,"carrier_delay, late_aircraft_delay, nas_delay"
MHT,6,326,38,18,"late_aircraft_delay, nas_delay, carrier_delay"
SGU,12,194,11,12,"carrier_delay, late_aircraft_delay, nas_delay"
LRD,7,91,16,16,"carrier_delay, late_aircraft_delay, nas_delay"
PLN,7,71,7,10,"carrier_delay, weather_delay, nas_delay"
CNY,1,15,0,2,"late_aircraft_delay, carrier_delay, weather_delay"
TWF,5,49,0,4,"carrier_delay, nas_delay, weather_delay"
SWF,4,17,5,1,"nas_delay, late_aircraft_delay, carrier_delay"
LSE,10,28,1,1,"late_aircraft_delay, nas_delay, carrier_delay"
CDV,8,31,13,3,"late_aircraft_delay, carrier_delay, nas_delay"
LAX,12,9554,1467,756,"carrier_delay, late_aircraft_delay, nas_delay"
PIA,2,175,10,13,"carrier_delay, late_aircraft_delay, nas_delay"
ABE,3,206,23,19,"carrier_delay, late_aircraft_delay, nas_delay"
CAE,9,377,34,34,"late_aircraft_delay, carrier_delay, nas_delay"
LIT,7,608,161,102,"late_aircraft_delay, carrier_delay, nas_delay"
CPR,7,148,15,11,"carrier_delay, late_aircraft_delay, nas_delay"
SJU,9,1196,149,90,"carrier_delay, late_aircraft_delay, nas_delay"
GGG,8,35,5,3,"late_aircraft_delay, carrier_delay, nas_delay"
SYR,4,658,60,39,"carrier_delay, nas_delay, late_aircraft_delay"
BTR,7,233,39,36,"carrier_delay, late_aircraft_delay, nas_delay"
BIS,12,194,35,32,"carrier_delay, weather_delay, nas_delay"
BMI,4,76,5,7,"late_aircraft_delay, nas_delay, weather_delay"
SFB,11,407,85,24,"carrier_delay, late_aircraft_delay, nas_delay"
STX,9,23,9,0,"late_aircraft_delay, nas_delay, carrier_delay"
DAY,10,401,17,17,"carrier_delay, late_aircraft_delay, nas_delay"
JMS,8,41,4,1,"carrier_delay, late_aircraft_delay, nas_delay"
FAR,3,319,27,21,"carrier_delay, nas_delay, late_aircraft_delay"
LCH,10,57,8,7,"carrier_delay, weather_delay, late_aircraft_delay"
MTJ,2,183,41,19,"late_aircraft_delay, nas_delay, carrier_delay"
LFT,8,181,21,13,"carrier_delay, late_aircraft_delay, nas_delay"
ALW,2,40,0,2,"late_aircraft_delay, nas_delay, carrier_delay"
HTS,12,8,7,5,"late_aircraft_delay, nas_delay, carrier_delay"
DEC,8,22,6,6,"carrier_delay, late_aircraft_delay, nas_delay"
GSO,6,608,71,52,"late_aircraft_delay, carrier_delay, weather_delay"
OGG,8,1467,144,45,"late_aircraft_delay, carrier_delay, nas_delay"
BUF,6,1088,187,131,"late_aircraft_delay, carrier_delay, nas_delay"
HOU,6,2518,886,358,"late_aircraft_delay, carrier_delay, nas_delay"
SBA,7,478,46,41,"carrier_delay, late_aircraft_delay, nas_delay"
FAI,10,174,24,5,"late_aircraft_delay, nas_delay, carrier_delay"
GRB,6,206,35,26,"carrier_delay, nas_delay, late_aircraft_delay"
PAE,5,60,3,2,"late_aircraft_delay, carrier_delay, nas_delay"
TWF,9,35,1,0,"carrier_delay, nas_delay, weather_delay"
ACV,5,69,8,11,"nas_delay, carrier_delay, late_aircraft_delay"
FLG,1,69,7,7,"carrier_delay, weather_delay, nas_delay"
BZN,10,475,46,14,"carrier_delay, late_aircraft_delay, nas_delay"
ROA,6,132,18,22,"carrier_delay, weather_delay, late_aircraft_delay"
MHT,12,245,37,17,"carrier_delay, late_aircraft_delay, nas_delay"
BQN,12,108,27,19,"late_aircraft_delay, carrier_delay, nas_delay"
BLV,4,40,3,3,"carrier_delay, nas_delay, late_aircraft_delay"
YUM,4,86,3,6,"carrier_delay, nas_delay, late_aircraft_delay"
DLH,3,97,4,5,"late_aircraft_delay, weather_delay, carrier_delay"
SBA,9,416,42,24,"late_aircraft_delay, carrier_delay, nas_delay"
TLH,11,311,25,5,"late_aircraft_delay, carrier_delay, nas_delay"
BLV,11,35,7,1,"late_aircraft_delay, nas_delay, carrier_delay"
LCH,5,43,6,10,"weather_delay, carrier_delay, nas_delay"
TOL,12,21,4,6,"late_aircraft_delay, nas_delay, carrier_delay"
PHL,12,4069,804,471,"late_aircraft_delay, carrier_delay, nas_delay"
BOS,6,6670,1280,907,"late_aircraft_delay, carrier_delay, nas_delay"
STL,2,2835,359,134,"late_aircraft_delay, carrier_delay, nas_delay"
AGS,9,219,21,20,"late_aircraft_delay, carrier_delay, weather_delay"
BHM,1,748,105,92,"late_aircraft_delay, carrier_delay, nas_delay"
PVD,8,743,134,84,"late_aircraft_delay, nas_delay, carrier_delay"
IND,7,2260,452,310,"late_aircraft_delay, carrier_delay, nas_delay"
LBB,1,265,40,39,"late_aircraft_delay, carrier_delay, weather_delay"
OKC,8,1209,164,111,"carrier_delay, late_aircraft_delay, weather_delay"
ACY,9,124,13,5,"carrier_delay, nas_delay, late_aircraft_delay"
ESC,9,37,4,2,"carrier_delay, weather_delay, nas_delay"
BLV,12,22,17,10,"late_aircraft_delay, carrier_delay, weather_delay"
MGM,8,149,18,8,"weather_delay, late_aircraft_delay, carrier_delay"
BPT,3,36,3,8,"weather_delay, late_aircraft_delay, nas_delay"
RST,5,85,14,16,"carrier_delay, weather_delay, nas_delay"
YUM,5,87,7,9,"carrier_delay, late_aircraft_delay, nas_delay"
HHH,2,44,4,3,"late_aircraft_delay, nas_delay, security_delay"
