aeroporto_partenza,mese,numero_ritardi_basso,numero_ritardi_medio,numero_ritardi_alto,cause_maggiori
HIB,2,31,2,1,"weather_delay, carrier_delay, nas_delay"
CMX,8,27,10,10,"carrier_delay, late_aircraft_delay, nas_delay"
BGM,10,28,0,0,"carrier_delay, weather_delay, nas_delay"
SPN,1,21,1,0,"carrier_delay, weather_delay, nas_delay"
SJU,2,1466,276,161,"late_aircraft_delay, carrier_delay, nas_delay"
CVG,6,2090,339,212,"late_aircraft_delay, carrier_delay, nas_delay"
DFW,7,13097,4636,3348,"late_aircraft_delay, carrier_delay, nas_delay"
SAN,8,5164,895,352,"late_aircraft_delay, nas_delay, carrier_delay"
SGU,5,143,9,7,"carrier_delay, weather_delay, nas_delay"
XNA,4,674,79,53,"late_aircraft_delay, carrier_delay, weather_delay"
SGF,8,533,92,60,"late_aircraft_delay, carrier_delay, nas_delay"
BTR,10,269,21,15,"carrier_delay, late_aircraft_delay, nas_delay"
PSP,8,385,56,27,"carrier_delay, nas_delay, late_aircraft_delay"
BOI,4,1130,124,49,"carrier_delay, late_aircraft_delay, nas_delay"
CHO,8,140,17,18,"late_aircraft_delay, carrier_delay, nas_delay"
IDA,12,192,15,23,"carrier_delay, late_aircraft_delay, weather_delay"
LFT,6,157,22,22,"carrier_delay, late_aircraft_delay, weather_delay"
CLL,12,49,6,7,"nas_delay, carrier_delay, weather_delay"
MOT,6,102,24,14,"weather_delay, nas_delay, carrier_delay"
SUN,8,111,12,14,"carrier_delay, nas_delay, late_aircraft_delay"
STC,2,7,2,3,"late_aircraft_delay, security_delay, nas_delay"
GTF,7,123,9,3,"late_aircraft_delay, carrier_delay, nas_delay"
FWA,12,249,47,50,"carrier_delay, late_aircraft_delay, nas_delay"
BLV,8,49,8,12,"late_aircraft_delay, carrier_delay, nas_delay"
MEI,12,32,5,1,"late_aircraft_delay, carrier_delay, nas_delay"
CWA,4,45,1,0,"carrier_delay, weather_delay, nas_delay"
ROA,1,122,19,25,"carrier_delay, late_aircraft_delay, nas_delay"
CLT,5,8981,3001,2093,"late_aircraft_delay, carrier_delay, nas_delay"
SDF,2,1043,105,42,"nas_delay, carrier_delay, late_aircraft_delay"
ASE,7,383,68,49,"weather_delay, late_aircraft_delay, carrier_delay"
BQN,1,132,22,13,"late_aircraft_delay, carrier_delay, nas_delay"
ECP,8,509,73,37,"late_aircraft_delay, carrier_delay, nas_delay"
MQT,3,35,2,2,"late_aircraft_delay, weather_delay, carrier_delay"
EVV,8,113,7,9,"late_aircraft_delay, weather_delay, nas_delay"
PWM,12,465,67,36,"carrier_delay, late_aircraft_delay, nas_delay"
LRD,9,101,6,5,"carrier_delay, late_aircraft_delay, nas_delay"
CYS,10,42,1,4,"late_aircraft_delay, carrier_delay, weather_delay"
LBL,4,37,2,1,"weather_delay, late_aircraft_delay, carrier_delay"
LBF,11,35,3,3,"carrier_delay, weather_delay, late_aircraft_delay"
HOB,12,32,6,5,"carrier_delay, nas_delay, security_delay"
PBG,7,25,7,2,"carrier_delay, late_aircraft_delay, nas_delay"
RKS,2,25,1,1,"weather_delay, nas_delay, carrier_delay"
ROW,5,47,5,8,"carrier_delay, weather_delay, nas_delay"
OME,11,20,0,1,"late_aircraft_delay, carrier_delay, weather_delay"
GEG,6,897,121,60,"late_aircraft_delay, carrier_delay, nas_delay"
ATL,3,16937,2986,1043,"carrier_delay, late_aircraft_delay, nas_delay"
SEA,4,7646,1388,456,"carrier_delay, nas_delay, late_aircraft_delay"
HOU,3,2915,610,199,"late_aircraft_delay, carrier_delay, nas_delay"
COS,10,729,70,48,"carrier_delay, late_aircraft_delay, weather_delay"
CID,1,226,61,75,"late_aircraft_delay, weather_delay, carrier_delay"
SHR,9,36,2,2,"carrier_delay, nas_delay, weather_delay"
DHN,12,48,3,2,"nas_delay, late_aircraft_delay, carrier_delay"
PIB,12,27,2,2,"late_aircraft_delay, carrier_delay, weather_delay"
BRO,12,77,9,10,"carrier_delay, late_aircraft_delay, weather_delay"
BTV,1,267,35,36,"late_aircraft_delay, weather_delay, carrier_delay"
STX,11,39,6,1,"nas_delay, late_aircraft_delay, carrier_delay"
BIH,8,22,0,0,"carrier_delay, weather_delay, nas_delay"
BGR,3,108,18,16,"nas_delay, late_aircraft_delay, carrier_delay"
VLD,3,38,2,1,"carrier_delay, late_aircraft_delay, nas_delay"
MLB,10,150,4,2,"late_aircraft_delay, nas_delay, carrier_delay"
CMI,1,54,12,10,"weather_delay, late_aircraft_delay, nas_delay"
LBE,12,18,1,2,"nas_delay, carrier_delay, weather_delay"
SMX,9,3,1,3,"weather_delay, late_aircraft_delay, nas_delay"
LBE,5,40,5,2,"nas_delay, carrier_delay, late_aircraft_delay"
MCI,7,2490,515,311,"late_aircraft_delay, carrier_delay, nas_delay"
OKC,1,1018,116,86,"carrier_delay, late_aircraft_delay, nas_delay"
ICT,10,571,53,26,"late_aircraft_delay, carrier_delay, nas_delay"
RNO,12,1068,158,80,"late_aircraft_delay, carrier_delay, nas_delay"
IDA,2,105,7,13,"carrier_delay, weather_delay, late_aircraft_delay"
SCE,6,48,7,10,"carrier_delay, late_aircraft_delay, weather_delay"
SLN,11,37,5,2,"carrier_delay, nas_delay, weather_delay"
RFD,2,36,7,3,"late_aircraft_delay, nas_delay, carrier_delay"
CDV,5,37,3,2,"late_aircraft_delay, nas_delay, carrier_delay"
BTM,9,40,1,1,"weather_delay, carrier_delay, nas_delay"
STC,11,5,2,0,"nas_delay, carrier_delay, weather_delay"
BJI,9,32,3,5,"carrier_delay, nas_delay, weather_delay"
CMH,5,2103,321,214,"late_aircraft_delay, nas_delay, carrier_delay"
LAX,4,9132,1338,692,"late_aircraft_delay, carrier_delay, nas_delay"
GSO,10,696,56,23,"carrier_delay, late_aircraft_delay, nas_delay"
CRP,7,205,34,27,"late_aircraft_delay, carrier_delay, nas_delay"
MOB,5,130,19,11,"carrier_delay, late_aircraft_delay, nas_delay"
RDM,11,313,21,9,"nas_delay, carrier_delay, late_aircraft_delay"
CHS,2,1082,106,55,"late_aircraft_delay, carrier_delay, nas_delay"
RHI,1,30,1,4,"carrier_delay, weather_delay, nas_delay"
CSG,1,43,6,8,"carrier_delay, nas_delay, weather_delay"
PBG,8,13,8,5,"late_aircraft_delay, carrier_delay, nas_delay"
COD,11,35,3,3,"late_aircraft_delay, carrier_delay, nas_delay"
ESC,5,37,0,0,"carrier_delay, nas_delay, weather_delay"
JST,1,17,5,8,"late_aircraft_delay, carrier_delay, nas_delay"
PHL,8,4803,1311,981,"late_aircraft_delay, carrier_delay, nas_delay"
DIK,9,33,0,2,"carrier_delay, weather_delay, nas_delay"
ECP,2,311,17,11,"late_aircraft_delay, carrier_delay, nas_delay"
OMA,10,1370,108,46,"carrier_delay, late_aircraft_delay, nas_delay"
ANC,11,712,85,18,"carrier_delay, late_aircraft_delay, nas_delay"
GGG,5,30,4,10,"carrier_delay, weather_delay, late_aircraft_delay"
MYR,6,1064,191,135,"late_aircraft_delay, carrier_delay, nas_delay"
JAN,2,339,33,8,"carrier_delay, late_aircraft_delay, nas_delay"
IDA,5,198,19,15,"carrier_delay, nas_delay, weather_delay"
SBN,2,251,36,15,"carrier_delay, late_aircraft_delay, nas_delay"
INL,7,32,8,3,"carrier_delay, weather_delay, nas_delay"
MVY,7,186,28,29,"late_aircraft_delay, carrier_delay, nas_delay"
CRP,10,235,20,4,"late_aircraft_delay, nas_delay, carrier_delay"
LBF,12,33,2,1,"late_aircraft_delay, carrier_delay, weather_delay"
PRC,5,35,8,6,"late_aircraft_delay, weather_delay, nas_delay"
GCC,4,43,0,4,"carrier_delay, late_aircraft_delay, nas_delay"
PBG,4,22,7,2,"nas_delay, carrier_delay, late_aircraft_delay"
MCW,9,28,2,4,"late_aircraft_delay, carrier_delay, weather_delay"
PSE,10,19,2,1,"late_aircraft_delay, nas_delay, carrier_delay"
TXK,2,32,4,1,"late_aircraft_delay, carrier_delay, weather_delay"
MSN,9,624,57,38,"carrier_delay, late_aircraft_delay, nas_delay"
TWF,1,33,0,2,"weather_delay, nas_delay, carrier_delay"
GRK,8,91,17,5,"late_aircraft_delay, carrier_delay, nas_delay"
GNV,10,190,6,4,"late_aircraft_delay, carrier_delay, nas_delay"
DAY,3,399,20,23,"late_aircraft_delay, carrier_delay, weather_delay"
RDD,4,68,6,1,"late_aircraft_delay, nas_delay, carrier_delay"
CDV,1,30,9,4,"late_aircraft_delay, nas_delay, carrier_delay"
VLD,7,33,3,6,"nas_delay, late_aircraft_delay, carrier_delay"
DFW,11,14177,2566,1263,"late_aircraft_delay, carrier_delay, nas_delay"
PHL,9,5328,680,373,"late_aircraft_delay, carrier_delay, nas_delay"
ORF,5,989,186,130,"late_aircraft_delay, carrier_delay, nas_delay"
EYW,11,430,57,30,"late_aircraft_delay, carrier_delay, nas_delay"
IAD,5,2785,343,262,"late_aircraft_delay, nas_delay, carrier_delay"
TYS,6,854,119,71,"late_aircraft_delay, carrier_delay, nas_delay"
PIA,9,188,17,22,"late_aircraft_delay, carrier_delay, nas_delay"
FSD,5,350,30,30,"late_aircraft_delay, carrier_delay, nas_delay"
SHV,7,197,59,41,"carrier_delay, late_aircraft_delay, nas_delay"
LAN,12,61,10,5,"carrier_delay, weather_delay, late_aircraft_delay"
VPS,11,415,43,15,"late_aircraft_delay, carrier_delay, weather_delay"
ROA,11,185,18,15,"late_aircraft_delay, carrier_delay, weather_delay"
XWA,9,105,12,5,"carrier_delay, nas_delay, weather_delay"
HSV,1,345,50,51,"late_aircraft_delay, carrier_delay, nas_delay"
BQN,2,109,15,13,"late_aircraft_delay, nas_delay, carrier_delay"
IDA,3,123,10,7,"carrier_delay, late_aircraft_delay, nas_delay"
LWS,11,69,4,0,"carrier_delay, weather_delay, nas_delay"
STS,7,190,24,18,"late_aircraft_delay, carrier_delay, nas_delay"
DRO,3,165,20,7,"carrier_delay, nas_delay, weather_delay"
BRW,4,22,4,1,"security_delay, late_aircraft_delay, nas_delay"
HLN,10,95,3,3,"late_aircraft_delay, carrier_delay, nas_delay"
JAC,4,127,14,8,"nas_delay, carrier_delay, late_aircraft_delay"
LWS,12,66,1,6,"carrier_delay, weather_delay, nas_delay"
MBS,1,60,12,24,"carrier_delay, weather_delay, nas_delay"
ABI,9,91,10,6,"late_aircraft_delay, carrier_delay, nas_delay"
SJT,6,54,11,5,"carrier_delay, late_aircraft_delay, weather_delay"
LBE,9,40,1,5,"late_aircraft_delay, nas_delay, carrier_delay"
PIH,8,47,0,2,"carrier_delay, weather_delay, nas_delay"
PPG,3,7,0,0,"carrier_delay, weather_delay, nas_delay"
LBE,3,19,7,1,"nas_delay, late_aircraft_delay, carrier_delay"
EWR,6,5327,1102,938,"late_aircraft_delay, carrier_delay, nas_delay"
BUF,10,1295,133,44,"late_aircraft_delay, carrier_delay, nas_delay"
AMA,1,231,28,21,"late_aircraft_delay, nas_delay, carrier_delay"
PNS,3,660,122,65,"late_aircraft_delay, carrier_delay, nas_delay"
SAT,5,1936,392,255,"late_aircraft_delay, carrier_delay, nas_delay"
BZN,12,442,60,33,"carrier_delay, late_aircraft_delay, nas_delay"
KOA,7,949,104,32,"carrier_delay, late_aircraft_delay, nas_delay"
MAF,10,558,40,21,"carrier_delay, late_aircraft_delay, nas_delay"
BUF,7,1066,236,152,"late_aircraft_delay, carrier_delay, nas_delay"
PSM,4,10,3,1,"nas_delay, carrier_delay, weather_delay"
GRI,7,49,5,3,"carrier_delay, late_aircraft_delay, nas_delay"
STS,6,163,33,18,"carrier_delay, late_aircraft_delay, nas_delay"
MLU,5,79,9,18,"carrier_delay, late_aircraft_delay, weather_delay"
SBP,4,238,40,12,"carrier_delay, late_aircraft_delay, nas_delay"
BRO,7,110,21,11,"carrier_delay, late_aircraft_delay, nas_delay"
GPT,8,187,17,14,"carrier_delay, late_aircraft_delay, nas_delay"
GJT,2,182,17,15,"carrier_delay, late_aircraft_delay, weather_delay"
MOT,7,133,16,10,"carrier_delay, late_aircraft_delay, nas_delay"
IAG,11,13,3,1,"nas_delay, carrier_delay, late_aircraft_delay"
LAR,7,33,1,4,"weather_delay, nas_delay, late_aircraft_delay"
GUM,5,29,4,1,"late_aircraft_delay, carrier_delay, weather_delay"
BGR,5,118,7,9,"late_aircraft_delay, nas_delay, carrier_delay"
VCT,12,36,2,4,"carrier_delay, late_aircraft_delay, weather_delay"
ABI,2,95,6,1,"nas_delay, carrier_delay, late_aircraft_delay"
SPN,10,19,1,0,"nas_delay, carrier_delay, weather_delay"
DEC,7,31,3,6,"carrier_delay, late_aircraft_delay, nas_delay"
COU,4,74,7,4,"late_aircraft_delay, weather_delay, nas_delay"
IAH,7,4086,1548,1431,"late_aircraft_delay, carrier_delay, nas_delay"
TLH,8,327,39,29,"late_aircraft_delay, carrier_delay, nas_delay"
IAH,3,5271,1055,623,"late_aircraft_delay, carrier_delay, nas_delay"
CVG,7,1916,376,327,"carrier_delay, late_aircraft_delay, nas_delay"
ANC,8,1271,243,61,"carrier_delay, late_aircraft_delay, nas_delay"
MQT,9,57,6,2,"carrier_delay, nas_delay, late_aircraft_delay"
FLG,11,124,18,18,"carrier_delay, late_aircraft_delay, nas_delay"
ACY,6,133,24,26,"carrier_delay, nas_delay, late_aircraft_delay"
AZA,5,307,26,5,"carrier_delay, late_aircraft_delay, nas_delay"
SAF,8,189,20,25,"carrier_delay, late_aircraft_delay, weather_delay"
BJI,7,42,4,5,"carrier_delay, weather_delay, nas_delay"
MHT,5,272,49,27,"late_aircraft_delay, nas_delay, carrier_delay"
GNV,8,171,21,16,"late_aircraft_delay, carrier_delay, nas_delay"
BQN,11,80,20,10,"late_aircraft_delay, carrier_delay, nas_delay"
AEX,6,107,7,11,"carrier_delay, nas_delay, late_aircraft_delay"
ESC,3,25,0,4,"carrier_delay, weather_delay, nas_delay"
PBG,6,13,3,5,"carrier_delay, late_aircraft_delay, nas_delay"
HGR,1,8,2,1,"carrier_delay, late_aircraft_delay, weather_delay"
BNA,11,5174,619,208,"carrier_delay, late_aircraft_delay, nas_delay"
RDU,8,2903,576,462,"late_aircraft_delay, carrier_delay, nas_delay"
FLL,3,4350,1384,943,"late_aircraft_delay, carrier_delay, nas_delay"
SFO,8,6799,1292,600,"late_aircraft_delay, carrier_delay, nas_delay"
FWA,1,127,35,38,"carrier_delay, late_aircraft_delay, nas_delay"
RNO,2,838,116,78,"late_aircraft_delay, nas_delay, carrier_delay"
SFO,12,6646,1309,733,"late_aircraft_delay, carrier_delay, nas_delay"
IAH,12,5173,1024,648,"carrier_delay, late_aircraft_delay, nas_delay"
OKC,6,1206,208,89,"carrier_delay, late_aircraft_delay, nas_delay"
PIT,5,2214,333,222,"late_aircraft_delay, nas_delay, carrier_delay"
ROC,11,560,70,22,"late_aircraft_delay, carrier_delay, nas_delay"
RAP,3,172,20,16,"late_aircraft_delay, carrier_delay, nas_delay"
ORF,6,987,231,116,"late_aircraft_delay, carrier_delay, nas_delay"
ABY,4,34,4,4,"carrier_delay, nas_delay, weather_delay"
MTJ,6,138,21,18,"carrier_delay, nas_delay, late_aircraft_delay"
IDA,4,177,12,10,"carrier_delay, security_delay, weather_delay"
PLN,11,30,3,5,"carrier_delay, weather_delay, nas_delay"
XWA,5,124,2,7,"carrier_delay, nas_delay, weather_delay"
OTZ,10,20,2,0,"late_aircraft_delay, carrier_delay, weather_delay"
COU,1,61,7,8,"nas_delay, weather_delay, late_aircraft_delay"
STL,8,3317,583,262,"late_aircraft_delay, carrier_delay, nas_delay"
ECP,4,459,57,30,"late_aircraft_delay, nas_delay, carrier_delay"
PHX,11,10252,1441,520,"late_aircraft_delay, carrier_delay, nas_delay"
BDL,7,989,228,144,"late_aircraft_delay, carrier_delay, nas_delay"
PBI,12,1555,392,272,"late_aircraft_delay, carrier_delay, nas_delay"
PVD,12,765,112,49,"carrier_delay, late_aircraft_delay, nas_delay"
SNA,12,2081,324,213,"late_aircraft_delay, carrier_delay, nas_delay"
TYR,10,58,6,4,"carrier_delay, late_aircraft_delay, weather_delay"
AVP,2,68,7,4,"late_aircraft_delay, carrier_delay, nas_delay"
DAY,8,363,36,43,"late_aircraft_delay, carrier_delay, nas_delay"
CDC,5,37,4,2,"weather_delay, carrier_delay, nas_delay"
STX,4,57,12,7,"late_aircraft_delay, nas_delay, carrier_delay"
OAJ,4,92,7,3,"late_aircraft_delay, nas_delay, carrier_delay"
STT,9,115,13,12,"late_aircraft_delay, carrier_delay, nas_delay"
SHR,2,24,1,1,"weather_delay, nas_delay, carrier_delay"
BRO,10,132,10,4,"carrier_delay, late_aircraft_delay, nas_delay"
LCH,4,53,2,7,"carrier_delay, weather_delay, nas_delay"
FOD,2,29,1,2,"late_aircraft_delay, carrier_delay, weather_delay"
DHN,2,44,3,2,"late_aircraft_delay, nas_delay, carrier_delay"
MEI,1,15,2,3,"late_aircraft_delay, carrier_delay, weather_delay"
AEX,4,87,5,11,"carrier_delay, weather_delay, nas_delay"
INL,9,28,4,2,"carrier_delay, nas_delay, weather_delay"
DEC,1,25,3,6,"late_aircraft_delay, carrier_delay, nas_delay"
GUC,5,27,0,5,"nas_delay, carrier_delay, weather_delay"
FAT,11,646,85,43,"carrier_delay, late_aircraft_delay, nas_delay"
XNA,2,599,58,19,"late_aircraft_delay, carrier_delay, nas_delay"
AZA,12,361,64,29,"late_aircraft_delay, carrier_delay, weather_delay"
MLB,7,133,16,18,"late_aircraft_delay, nas_delay, carrier_delay"
SCC,4,32,4,1,"late_aircraft_delay, nas_delay, carrier_delay"
LEX,1,320,45,47,"carrier_delay, late_aircraft_delay, nas_delay"
RNO,7,1073,184,132,"carrier_delay, late_aircraft_delay, nas_delay"
FAY,11,83,6,6,"carrier_delay, late_aircraft_delay, nas_delay"
CYS,11,37,3,0,"weather_delay, carrier_delay, late_aircraft_delay"
SCE,2,18,3,0,"carrier_delay, weather_delay, nas_delay"
GSP,1,670,88,72,"late_aircraft_delay, carrier_delay, weather_delay"
PIT,7,2208,419,303,"late_aircraft_delay, carrier_delay, nas_delay"
PSP,1,839,109,73,"late_aircraft_delay, carrier_delay, nas_delay"
DEN,1,11551,3262,1400,"late_aircraft_delay, carrier_delay, nas_delay"
PLN,5,37,6,8,"carrier_delay, weather_delay, nas_delay"
MHK,5,26,6,9,"nas_delay, late_aircraft_delay, carrier_delay"
PIB,10,34,3,1,"late_aircraft_delay, nas_delay, carrier_delay"
LIH,12,862,91,27,"late_aircraft_delay, carrier_delay, nas_delay"
STT,6,253,72,36,"late_aircraft_delay, carrier_delay, nas_delay"
SUN,5,80,2,3,"carrier_delay, nas_delay, weather_delay"
ELP,1,771,119,50,"late_aircraft_delay, carrier_delay, nas_delay"
GJT,8,217,27,13,"carrier_delay, late_aircraft_delay, nas_delay"
ABI,8,99,9,2,"late_aircraft_delay, nas_delay, carrier_delay"
HTS,7,49,16,5,"carrier_delay, late_aircraft_delay, nas_delay"
HYS,4,44,1,2,"carrier_delay, late_aircraft_delay, nas_delay"
FCA,7,319,60,31,"carrier_delay, late_aircraft_delay, nas_delay"
HHH,11,55,9,1,"late_aircraft_delay, nas_delay, carrier_delay"
DIK,12,32,2,5,"late_aircraft_delay, carrier_delay, nas_delay"
SPI,1,2,4,2,"carrier_delay, late_aircraft_delay, weather_delay"
FWA,7,219,52,42,"carrier_delay, late_aircraft_delay, nas_delay"
DHN,10,45,4,2,"carrier_delay, late_aircraft_delay, nas_delay"
BRW,7,18,2,0,"security_delay, late_aircraft_delay, nas_delay"
SLC,1,5334,924,519,"carrier_delay, late_aircraft_delay, weather_delay"
GRR,2,780,72,46,"carrier_delay, late_aircraft_delay, nas_delay"
HIB,6,32,2,6,"carrier_delay, weather_delay, nas_delay"
SNA,6,2025,367,168,"late_aircraft_delay, carrier_delay, nas_delay"
FLL,2,4409,1045,510,"late_aircraft_delay, carrier_delay, nas_delay"
LBB,12,325,49,38,"carrier_delay, late_aircraft_delay, nas_delay"
VLD,6,46,2,1,"late_aircraft_delay, nas_delay, weather_delay"
FAR,9,345,29,14,"late_aircraft_delay, nas_delay, carrier_delay"
LAN,9,60,8,4,"carrier_delay, late_aircraft_delay, weather_delay"
BLV,7,55,22,16,"late_aircraft_delay, carrier_delay, nas_delay"
LNK,8,114,21,14,"carrier_delay, late_aircraft_delay, nas_delay"
SUN,11,59,0,0,"carrier_delay, weather_delay, nas_delay"
SAF,7,166,28,25,"carrier_delay, late_aircraft_delay, weather_delay"
GCC,6,41,3,3,"nas_delay, late_aircraft_delay, carrier_delay"
CLL,3,63,3,1,"late_aircraft_delay, nas_delay, carrier_delay"
MDW,10,4211,629,135,"carrier_delay, late_aircraft_delay, nas_delay"
SLC,3,5886,816,377,"carrier_delay, late_aircraft_delay, nas_delay"
FLL,7,3485,1107,734,"late_aircraft_delay, carrier_delay, nas_delay"
ABQ,8,1239,175,83,"late_aircraft_delay, carrier_delay, nas_delay"
PNS,4,692,94,50,"late_aircraft_delay, carrier_delay, nas_delay"
BJI,3,47,2,3,"carrier_delay, weather_delay, nas_delay"
PSP,11,816,94,35,"carrier_delay, nas_delay, late_aircraft_delay"
PRC,3,34,2,4,"carrier_delay, late_aircraft_delay, nas_delay"
STT,11,189,20,18,"late_aircraft_delay, carrier_delay, nas_delay"
LCK,12,29,8,11,"late_aircraft_delay, weather_delay, carrier_delay"
ABY,2,35,6,5,"carrier_delay, weather_delay, nas_delay"
CDC,9,34,1,1,"carrier_delay, weather_delay, nas_delay"
CIU,5,41,1,3,"carrier_delay, weather_delay, nas_delay"
PRC,1,32,4,5,"late_aircraft_delay, carrier_delay, weather_delay"
BIL,3,177,8,15,"carrier_delay, nas_delay, weather_delay"
CSG,9,56,2,2,"carrier_delay, late_aircraft_delay, nas_delay"
APN,8,32,1,9,"carrier_delay, nas_delay, weather_delay"
MKE,11,1346,151,68,"carrier_delay, late_aircraft_delay, nas_delay"
EWR,9,6218,748,363,"late_aircraft_delay, nas_delay, carrier_delay"
ILM,11,424,32,14,"nas_delay, late_aircraft_delay, carrier_delay"
GSO,2,567,33,20,"late_aircraft_delay, carrier_delay, nas_delay"
FCA,1,128,20,25,"carrier_delay, weather_delay, late_aircraft_delay"
BTR,6,258,30,23,"late_aircraft_delay, weather_delay, carrier_delay"
SBN,1,187,54,56,"carrier_delay, late_aircraft_delay, weather_delay"
GEG,12,876,140,61,"carrier_delay, late_aircraft_delay, nas_delay"
OMA,7,1155,252,142,"late_aircraft_delay, carrier_delay, nas_delay"
MRY,10,282,21,20,"carrier_delay, late_aircraft_delay, nas_delay"
BGR,10,305,32,21,"carrier_delay, late_aircraft_delay, nas_delay"
SJT,5,50,6,11,"carrier_delay, late_aircraft_delay, weather_delay"
XNA,9,797,69,39,"carrier_delay, late_aircraft_delay, nas_delay"
OTH,11,8,4,0,"nas_delay, weather_delay, carrier_delay"
BLI,3,156,19,11,"late_aircraft_delay, nas_delay, carrier_delay"
CAK,2,147,11,9,"carrier_delay, nas_delay, late_aircraft_delay"
COU,12,71,23,19,"carrier_delay, late_aircraft_delay, weather_delay"
JST,6,37,6,3,"carrier_delay, late_aircraft_delay, nas_delay"
SHR,12,41,1,1,"carrier_delay, nas_delay, weather_delay"
DHN,3,45,3,0,"nas_delay, late_aircraft_delay, carrier_delay"
CIU,2,33,4,9,"carrier_delay, weather_delay, nas_delay"
FSM,6,54,17,17,"late_aircraft_delay, carrier_delay, nas_delay"
JMS,12,34,3,6,"late_aircraft_delay, carrier_delay, weather_delay"
CSG,2,52,3,5,"carrier_delay, weather_delay, nas_delay"
PPG,8,6,0,2,"late_aircraft_delay, carrier_delay, weather_delay"
PBI,1,1454,329,207,"late_aircraft_delay, carrier_delay, nas_delay"
LAX,6,9408,1848,952,"late_aircraft_delay, carrier_delay, nas_delay"
HNL,3,3288,380,67,"carrier_delay, late_aircraft_delay, nas_delay"
IAH,2,5340,617,291,"carrier_delay, late_aircraft_delay, nas_delay"
EVV,5,98,11,16,"carrier_delay, nas_delay, weather_delay"
CIU,4,40,2,6,"carrier_delay, weather_delay, nas_delay"
CHO,7,142,22,26,"carrier_delay, nas_delay, late_aircraft_delay"
MYR,10,909,70,42,"late_aircraft_delay, carrier_delay, nas_delay"
GGG,4,33,0,7,"weather_delay, nas_delay, carrier_delay"
LIT,6,636,129,80,"late_aircraft_delay, carrier_delay, nas_delay"
RDM,1,237,45,44,"weather_delay, nas_delay, carrier_delay"
GPT,3,203,12,7,"late_aircraft_delay, weather_delay, nas_delay"
STS,12,215,44,18,"late_aircraft_delay, nas_delay, weather_delay"
DEC,10,40,1,0,"nas_delay, late_aircraft_delay, carrier_delay"
TLH,10,381,22,22,"carrier_delay, late_aircraft_delay, nas_delay"
AVP,11,88,10,6,"late_aircraft_delay, weather_delay, nas_delay"
MHT,1,193,32,23,"late_aircraft_delay, carrier_delay, nas_delay"
DVL,9,38,3,3,"carrier_delay, late_aircraft_delay, weather_delay"
GRK,2,85,4,2,"carrier_delay, late_aircraft_delay, nas_delay"
BQN,7,93,25,18,"late_aircraft_delay, carrier_delay, nas_delay"
HOB,9,45,1,2,"carrier_delay, weather_delay, nas_delay"
SIT,3,65,7,1,"late_aircraft_delay, nas_delay, weather_delay"
CMX,2,28,2,2,"carrier_delay, nas_delay, weather_delay"
BRD,11,34,3,2,"carrier_delay, nas_delay, weather_delay"
VCT,7,27,1,6,"weather_delay, carrier_delay, late_aircraft_delay"
JLN,10,29,4,1,"carrier_delay, late_aircraft_delay, nas_delay"
PDX,6,2926,608,248,"late_aircraft_delay, carrier_delay, nas_delay"
BOI,3,1136,108,48,"carrier_delay, nas_delay, late_aircraft_delay"
SAT,9,2198,241,104,"carrier_delay, late_aircraft_delay, nas_delay"
EUG,6,357,57,26,"carrier_delay, late_aircraft_delay, nas_delay"
EVV,2,87,8,1,"late_aircraft_delay, nas_delay, carrier_delay"
BIS,6,181,31,24,"carrier_delay, nas_delay, late_aircraft_delay"
BHM,10,1061,77,47,"late_aircraft_delay, carrier_delay, nas_delay"
LBB,3,344,38,21,"late_aircraft_delay, weather_delay, nas_delay"
CID,8,458,65,44,"carrier_delay, late_aircraft_delay, nas_delay"
GPT,11,193,15,6,"carrier_delay, late_aircraft_delay, nas_delay"
STX,6,46,19,14,"late_aircraft_delay, carrier_delay, nas_delay"
IMT,11,38,2,3,"weather_delay, carrier_delay, nas_delay"
TYR,6,52,6,7,"carrier_delay, weather_delay, late_aircraft_delay"
BTM,5,25,2,0,"carrier_delay, weather_delay, nas_delay"
MEI,6,36,0,3,"late_aircraft_delay, carrier_delay, nas_delay"
YAK,4,34,4,3,"late_aircraft_delay, nas_delay, carrier_delay"
CMX,5,27,8,7,"carrier_delay, late_aircraft_delay, nas_delay"
TOL,8,8,2,0,"late_aircraft_delay, weather_delay, nas_delay"
CLT,6,9376,2600,1714,"late_aircraft_delay, carrier_delay, nas_delay"
BDL,9,1144,129,41,"carrier_delay, late_aircraft_delay, nas_delay"
SRQ,9,508,48,27,"late_aircraft_delay, carrier_delay, nas_delay"
LAS,2,7814,1528,654,"late_aircraft_delay, carrier_delay, nas_delay"
LAS,7,7520,2800,1447,"carrier_delay, late_aircraft_delay, nas_delay"
LSE,5,27,4,7,"late_aircraft_delay, nas_delay, carrier_delay"
EYW,12,401,83,64,"late_aircraft_delay, carrier_delay, nas_delay"
MQT,8,51,14,4,"carrier_delay, late_aircraft_delay, nas_delay"
BIL,2,149,10,4,"nas_delay, carrier_delay, late_aircraft_delay"
ALB,7,547,124,108,"late_aircraft_delay, carrier_delay, nas_delay"
CAE,4,372,33,19,"late_aircraft_delay, carrier_delay, nas_delay"
SJT,11,58,4,5,"weather_delay, carrier_delay, security_delay"
SHV,1,164,17,19,"late_aircraft_delay, carrier_delay, nas_delay"
ABE,6,221,28,27,"late_aircraft_delay, carrier_delay, nas_delay"
