aeroporto_partenza,compagnia,numero_voli,ritardo_medio_partenza,ritardo_medio_arrivo,tasso_cancellazione,differenza,classifica
ECP,AA,1064,33.91,32.13,1.97,21.6,7
ECP,DL,3498,7.97,2.73,0.86,-4.34,1
ECP,MQ,1143,15.21,10.67,2.01,2.9,5
ECP,OH,1592,15.1,13.87,0.75,2.79,4
ECP,OO,415,10.3,6.7,0.48,-2.01,3
ECP,WN,4743,9.0,4.4,0.72,-3.31,2
ECP,YX,39,23.64,19.15,0.0,11.33,6
EGE,AA,1972,39.54,37.95,1.37,16.73,5
EGE,DL,252,14.22,7.03,0.4,-8.59,2
EGE,F9,18,23.44,30.72,0.0,0.63,4
EGE,OO,2493,11.45,5.49,1.24,-11.36,1
EGE,UA,754,19.54,15.55,1.46,-3.27,3
EKO,OO,514,-0.12,-6.28,0.39,0.0,1
ELM,G4,366,18.77,13.79,2.19,-4.2,1
ELM,OO,1045,24.41,19.02,0.19,1.44,2
ELP,AA,4141,15.0,12.69,1.62,5.48,7
ELP,DL,1067,7.06,0.58,0.66,-2.46,4
ELP,F9,998,16.42,13.07,2.1,6.9,8
ELP,G4,132,17.93,15.14,2.27,8.41,9
ELP,MQ,2454,9.6,6.88,0.77,0.08,6
ELP,OO,3456,6.74,3.84,0.69,-2.78,3
ELP,UA,512,5.25,-2.97,0.59,-4.27,2
ELP,WN,13335,8.34,2.77,0.55,-1.18,5
ELP,YX,45,1.41,-4.12,8.89,-8.11,1
ESC,OO,877,11.49,8.32,0.91,0.0,1
EUG,AA,1161,17.45,12.97,1.72,6.5,5
EUG,AS,449,12.37,14.28,2.0,1.42,4
EUG,G4,507,28.42,25.67,4.14,17.47,6
EUG,MQ,35,37.06,23.57,0.0,26.11,7
EUG,OO,3763,7.41,3.2,1.44,-3.54,1
EUG,UA,2176,12.29,7.19,1.79,1.34,3
EUG,WN,2573,8.08,0.48,1.87,-2.87,2
EVV,9E,1007,3.58,-2.73,1.19,-8.65,1
EVV,DL,37,26.86,18.03,5.41,14.63,5
EVV,G4,290,44.05,36.96,4.83,31.82,6
EVV,MQ,1014,6.78,4.06,0.89,-5.45,2
EVV,OH,32,15.88,11.81,0.0,3.65,3
EVV,OO,617,19.84,17.24,0.65,7.61,4
EWN,OH,71,74.31,63.82,5.63,0.0,1
EWR,9E,2374,23.83,21.15,3.83,8.08,10
EWR,AA,9371,25.38,17.95,2.75,9.63,11
EWR,AS,4364,16.03,11.92,3.44,0.28,4
EWR,B6,7485,18.94,14.92,2.31,3.19,6
EWR,DL,9492,21.93,16.94,1.14,6.18,8
EWR,F9,532,36.54,32.1,1.32,20.79,12
EWR,G4,862,12.34,5.89,1.04,-3.41,3
EWR,MQ,1125,22.25,16.82,3.91,6.5,9
EWR,NK,14546,19.6,11.59,3.51,3.85,7
EWR,OO,2,-4.0,9.0,0.0,-19.75,1
EWR,UA,96554,16.46,11.25,2.53,0.71,5
EWR,YX,32171,5.34,-0.47,3.39,-10.41,2
EYW,9E,231,22.67,22.72,1.73,2.57,5
EYW,AA,2576,40.01,37.77,2.91,19.91,8
EYW,B6,257,29.28,21.9,3.11,9.18,7
EYW,DL,1965,14.04,10.55,2.04,-6.06,4
EYW,G4,918,26.44,25.45,3.92,6.34,6
EYW,MQ,3077,11.88,9.77,2.86,-8.22,2
EYW,UA,1085,12.7,12.95,2.3,-7.4,3
EYW,YX,1572,10.89,8.29,2.29,-9.21,1
FAI,AS,3770,3.08,0.57,1.19,-4.41,1
FAI,DL,836,23.88,17.89,1.32,16.39,3
FAI,UA,329,16.45,3.43,2.13,8.96,2
FAR,9E,340,4.72,-2.79,0.29,-9.3,2
FAR,DL,1022,3.32,-3.62,0.78,-10.7,1
FAR,F9,460,8.79,8.56,1.3,-5.23,3
FAR,G4,892,14.32,8.52,0.56,0.3,5
FAR,MQ,2410,12.86,7.64,0.95,-1.16,4
FAR,OO,4077,18.27,15.51,1.32,4.25,6
FAR,UA,193,23.49,19.01,1.55,9.47,7
FAT,AA,3075,18.57,14.12,1.46,7.3,7
FAT,AS,579,3.66,2.66,2.42,-7.61,2
FAT,DL,311,17.87,9.57,1.29,6.6,6
FAT,G4,932,13.14,14.37,0.32,1.87,5
FAT,MQ,30,-2.57,-6.1,0.0,-13.84,1
FAT,OO,9837,8.54,4.75,0.53,-2.73,3
FAT,UA,546,20.61,13.49,2.38,9.34,8
FAT,WN,2256,11.53,5.89,0.09,0.26,4
FAY,9E,519,15.67,8.95,0.0,3.25,3
FAY,DL,486,3.82,-4.38,1.03,-8.6,1
FAY,OH,913,9.28,9.83,1.53,-3.14,2
FAY,OO,288,30.93,26.74,1.04,18.51,4
FCA,AA,561,22.18,19.55,0.71,10.07,4
FCA,DL,1168,9.15,5.28,0.94,-2.96,2
FCA,G4,356,26.97,24.89,1.69,14.86,5
FCA,MQ,53,35.47,30.34,0.0,23.36,6
FCA,OO,2080,6.5,1.93,0.91,-5.61,1
FCA,UA,1348,14.3,9.94,0.89,2.19,3
FLG,OO,2794,10.5,8.19,0.39,0.0,1
FLL,9E,33,13.52,12.21,0.0,-4.08,2
FLL,AA,9650,21.23,17.96,1.97,3.63,9
FLL,AS,1434,18.48,15.51,7.88,0.88,7
FLL,B6,27476,17.55,13.21,1.31,-0.05,5
FLL,DL,17926,16.37,11.16,1.11,-1.23,4
FLL,F9,2394,25.6,24.07,4.18,8.0,10
FLL,G4,4907,18.17,15.94,1.83,0.57,6
FLL,NK,38204,19.07,14.64,1.62,1.47,8
FLL,UA,11905,13.34,8.24,2.53,-4.26,1
FLL,WN,21328,15.74,10.99,1.34,-1.86,3
FNT,G4,1859,10.85,7.05,1.45,-5.92,1
FNT,OO,1186,26.05,25.22,1.43,9.28,2
FOD,OO,877,19.87,17.45,2.28,0.0,1
FSD,9E,530,7.41,6.04,0.57,-4.56,3
FSD,AA,933,22.46,15.43,1.5,10.49,9
FSD,DL,974,18.28,13.02,1.54,6.31,7
FSD,F9,354,10.91,11.72,1.41,-1.06,5
FSD,G4,1323,18.71,14.28,1.28,6.74,8
FSD,MQ,1089,12.56,7.29,3.67,0.59,6
FSD,OO,3613,8.52,4.33,1.05,-3.45,4
FSD,UA,1034,2.75,2.36,0.97,-9.22,1
FSD,YX,84,5.04,2.24,0.0,-6.93,2
FSM,MQ,1479,12.19,7.72,2.5,-0.77,1
FSM,OO,261,17.33,11.51,3.45,4.37,2
FWA,9E,291,16.09,6.28,3.78,-2.63,3
FWA,G4,1187,22.55,19.18,2.7,3.83,5
FWA,MQ,1227,11.54,6.89,0.49,-7.18,2
FWA,OH,229,10.93,5.41,0.0,-7.79,1
FWA,OO,3802,20.55,16.1,1.08,1.83,4
GCC,OO,1013,12.29,7.81,1.38,0.0,1
GCK,MQ,768,16.15,14.95,1.82,0.68,2
GCK,OO,322,13.79,11.39,4.66,-1.68,1
GEG,AA,2049,20.18,14.84,0.98,13.55,7
GEG,AS,3401,3.53,1.43,1.62,-3.1,2
GEG,DL,4345,8.65,3.25,1.04,2.02,5
GEG,G4,342,14.95,12.18,1.17,8.32,6
GEG,OO,8655,3.71,1.96,0.42,-2.92,3
GEG,UA,1218,3.45,-3.37,2.63,-3.18,1
GEG,WN,5511,6.67,0.36,0.09,0.04,4
GFK,9E,106,26.66,21.22,0.0,16.98,3
GFK,G4,221,16.15,13.3,0.9,6.47,2
GFK,OO,1471,7.48,3.49,0.68,-2.2,1
GGG,MQ,341,18.13,15.06,1.76,3.73,2
GGG,OO,733,12.66,9.21,2.18,-1.74,1
GJT,G4,180,24.6,26.51,1.67,13.43,4
GJT,MQ,740,10.66,10.3,0.54,-0.51,2
GJT,OO,3776,11.36,8.99,0.93,0.19,3
GJT,UA,963,8.33,-1.7,0.93,-2.84,1
GNV,9E,186,7.78,1.58,0.54,-0.29,2
GNV,DL,2287,6.11,-0.96,1.27,-1.96,1
GNV,MQ,870,8.1,4.4,2.18,0.03,3
GNV,OH,1082,12.34,9.12,3.79,4.27,4
GPT,9E,81,3.28,-3.53,0.0,-7.13,1
GPT,DL,1767,7.92,2.22,1.13,-2.49,2
GPT,G4,41,34.85,35.63,0.0,24.44,6
GPT,MQ,787,18.1,15.06,3.3,7.69,5
GPT,OH,1852,9.35,8.46,0.86,-1.06,3
GPT,OO,504,10.48,8.72,1.39,0.07,4
GRB,9E,94,-0.14,-10.47,0.0,-13.63,1
GRB,DL,532,17.83,12.23,0.56,4.34,5
GRB,F9,135,24.25,25.21,2.96,10.76,6
GRB,MQ,562,10.44,7.77,2.14,-3.05,3
GRB,OO,4489,13.81,9.72,1.63,0.32,4
GRB,YX,258,5.04,2.46,1.16,-8.45,2
GRI,G4,310,22.27,17.8,1.94,1.37,2
GRI,OO,1051,20.5,18.71,1.9,-0.4,1
GRK,MQ,1955,12.19,9.39,1.43,-0.59,1
GRK,OO,749,14.37,12.47,3.74,1.59,2
GRR,9E,1325,5.7,-0.11,4.6,-5.6,2
GRR,AA,3640,17.9,14.58,1.43,6.6,10
GRR,DL,4086,6.41,-0.63,1.0,-4.89,3
GRR,F9,955,35.52,33.1,4.5,24.22,11
GRR,G4,2900,10.69,7.06,1.55,-0.61,6
GRR,MQ,1054,14.26,13.49,1.99,2.96,7
GRR,OH,1048,16.34,16.74,2.96,5.04,9
GRR,OO,3070,14.44,11.32,1.92,3.14,8
GRR,UA,1952,7.44,6.13,1.23,-3.86,4
GRR,WN,2956,9.07,5.38,0.51,-2.23,5
GRR,YX,2812,3.76,0.05,2.24,-7.54,1
GSO,9E,2252,5.88,-1.25,3.02,-3.46,2
GSO,AA,1914,26.77,24.45,3.08,17.43,7
GSO,DL,3502,4.89,-3.19,0.71,-4.45,1
GSO,G4,200,29.78,30.96,3.5,20.44,8
GSO,MQ,1958,9.47,7.12,0.51,0.13,6
GSO,OH,3693,8.07,7.89,1.22,-1.27,5
GSO,OO,1447,7.26,6.48,0.62,-2.08,4
GSO,YX,2321,6.74,3.54,3.53,-2.6,3
GSP,9E,2027,8.25,1.37,2.17,-1.32,5
GSP,AA,1935,27.19,21.24,2.74,17.62,9
GSP,DL,3835,4.13,-4.02,0.99,-5.44,1
GSP,G4,480,28.81,25.73,2.92,19.24,10
GSP,MQ,2447,10.47,8.79,0.9,0.9,8
GSP,OH,5725,9.62,8.27,1.03,0.05,7
GSP,OO,1457,6.98,3.42,1.44,-2.59,3
GSP,UA,650,8.26,4.62,1.69,-1.31,6
GSP,WN,2204,7.84,1.04,0.45,-1.73,4
GSP,YX,3032,5.2,1.33,2.57,-4.37,2
GST,AS,129,2.52,0.25,8.53,0.0,1
GTF,G4,228,33.43,32.85,0.88,27.26,3
GTF,OO,2920,4.01,-0.44,0.55,-2.16,1
GTF,UA,358,6.51,-3.32,2.51,0.34,2
GTR,9E,1071,2.25,-3.89,1.03,0.0,1
GUC,AA,188,33.97,34.88,1.6,19.73,2
GUC,OO,925,10.24,5.28,1.19,-4.0,1
GUM,UA,986,1.96,-6.38,0.81,0.0,1
HDN,AA,281,32.32,33.5,0.71,15.1,6
HDN,B6,76,86.41,90.04,2.63,69.19,7
HDN,DL,176,15.23,11.1,0.0,-1.99,3
HDN,MQ,32,12.38,12.22,0.0,-4.84,2
HDN,OO,1160,15.5,10.95,1.12,-1.72,4
HDN,UA,772,17.17,13.87,1.55,-0.05,5
HDN,WN,904,9.59,4.41,1.22,-7.63,1
HGR,G4,426,36.45,34.74,2.82,0.0,1
HHH,MQ,1611,9.91,8.16,1.99,-2.83,1
HHH,YX,1104,16.9,12.37,2.72,4.16,2
HIB,OO,829,9.91,5.83,1.45,0.0,1
HLN,OO,2232,12.39,9.36,0.63,0.0,1
HNL,AA,2843,4.63,-3.4,0.07,-1.51,2
HNL,AS,6136,13.35,7.3,2.88,7.21,6
HNL,DL,4788,10.83,2.49,0.81,4.69,4
HNL,HA,47108,5.47,4.85,1.07,-0.67,3
HNL,UA,6802,12.78,3.2,1.25,6.64,5
HNL,WN,21223,2.63,-2.7,0.4,-3.51,1
HOB,OO,655,24.23,17.74,1.37,0.0,1
HOU,DL,2356,13.54,8.72,1.02,0.02,3
HOU,F9,490,26.46,22.52,4.69,12.94,5
HOU,G4,515,31.03,29.36,1.17,17.51,6
HOU,MQ,2674,12.19,8.78,4.41,-1.33,1
HOU,OH,219,41.09,35.61,6.85,27.57,7
HOU,OO,550,15.01,15.0,1.09,1.49,4
HOU,WN,77653,13.28,5.4,1.12,-0.24,2
HPN,9E,1333,12.96,4.52,1.73,-2.19,4
HPN,B6,7122,11.89,8.17,1.54,-3.26,3
HPN,DL,1341,15.54,5.76,1.04,0.39,5
HPN,MQ,1688,10.21,5.89,2.01,-4.94,2
HPN,OH,4035,17.77,15.61,2.5,2.62,6
HPN,OO,1494,31.32,24.68,2.28,16.17,7
HPN,YX,83,8.39,2.54,0.0,-6.76,1
HRL,DL,277,4.42,-4.53,0.36,-3.84,2
HRL,MQ,2395,7.21,5.2,1.29,-1.05,3
HRL,OO,358,3.69,1.48,1.68,-4.57,1
HRL,WN,3411,9.78,6.36,0.56,1.52,4
HSV,9E,869,6.94,2.11,1.27,-5.81,3
HSV,AA,19,25.0,17.37,0.0,12.25,7
HSV,DL,2889,3.9,-3.87,1.18,-8.85,2
HSV,MQ,2758,15.62,11.71,1.67,2.87,4
HSV,OH,3747,17.8,16.05,2.08,5.05,6
HSV,OO,2523,15.8,12.37,0.99,3.05,5
HSV,YX,338,0.99,-0.43,2.07,-11.76,1
HTS,G4,639,42.28,41.53,3.6,0.0,1
HYA,B6,157,55.49,59.85,8.28,28.34,2
HYA,YX,241,10.0,16.4,1.24,-17.15,1
HYS,OO,952,11.05,5.03,1.89,0.0,1
IAD,9E,528,4.91,-2.27,0.19,-6.06,3
IAD,AA,1012,18.21,11.79,1.78,7.24,9
IAD,AS,2969,11.81,7.9,1.58,0.84,6
IAD,DL,4494,14.27,4.72,0.82,3.3,7
IAD,F9,153,20.05,18.87,0.0,9.08,10
IAD,G4,487,40.9,33.68,1.85,29.93,12
IAD,MQ,34,2.42,8.82,2.94,-8.55,1
IAD,OH,2326,15.67,9.37,1.12,4.7,8
IAD,OO,3914,20.52,15.8,1.51,9.55,11
IAD,UA,45693,10.76,5.66,1.55,-0.21,4
IAD,WN,1646,11.48,3.77,0.3,0.51,5
IAD,YX,11967,4.58,-0.4,1.3,-6.39,2
IAG,G4,529,25.63,22.11,2.27,0.0,1
IAH,AA,10281,23.36,19.4,2.9,5.25,9
IAH,AS,1285,9.43,6.29,2.57,-8.68,1
IAH,B6,1057,28.42,23.83,2.18,10.31,10
IAH,DL,11640,14.39,7.42,1.18,-3.72,4
IAH,F9,4991,29.75,29.23,3.03,11.64,11
IAH,MQ,2071,15.44,9.54,3.48,-2.67,5
IAH,NK,14373,16.95,10.89,2.12,-1.16,6
IAH,OH,47,10.26,10.83,0.0,-7.85,2
IAH,OO,19127,19.21,14.95,2.69,1.1,8
IAH,UA,101467,17.63,12.66,1.89,-0.48,7
IAH,WN,4284,13.31,8.08,1.66,-4.8,3
IAH,YX,80,54.33,50.46,0.0,36.22,12
ICT,9E,245,6.68,3.71,0.0,-4.08,3
ICT,AA,854,30.13,27.81,3.16,19.37,9
ICT,DL,1303,7.79,1.15,1.15,-2.97,4
ICT,G4,507,15.51,9.4,0.79,4.75,7
ICT,MQ,3488,9.78,6.51,1.86,-0.98,5
ICT,OH,463,15.78,17.03,0.86,5.02,8
ICT,OO,4760,14.06,9.99,1.09,3.3,6
ICT,UA,861,2.83,6.31,0.81,-7.93,2
ICT,WN,2634,2.63,-4.08,0.19,-8.13,1
IDA,DL,142,11.13,13.55,0.0,-1.46,2
IDA,G4,696,33.34,32.0,0.43,20.75,3
IDA,OO,4055,9.08,3.69,0.59,-3.51,1
ILM,9E,1926,7.56,2.09,2.23,-2.27,3
ILM,AA,2154,16.83,12.06,2.18,7.0,7
ILM,DL,1165,11.31,4.5,1.29,1.48,6
ILM,MQ,1613,7.52,4.67,0.99,-2.31,2
ILM,OH,2890,9.87,8.77,1.56,0.04,5
ILM,OO,54,8.44,3.93,0.0,-1.39,4
ILM,YX,2032,5.54,4.48,2.12,-4.29,1
IMT,OO,1055,14.32,10.74,1.33,0.0,1
IND,9E,3459,7.74,0.87,2.49,-1.71,2
IND,AA,9746,15.19,11.75,1.24,5.74,10
IND,AS,779,9.9,7.09,2.05,0.45,6
IND,DL,6633,8.84,2.45,0.74,-0.61,4
IND,F9,1150,23.49,20.52,2.17,14.04,13
IND,G4,2152,15.6,13.93,2.14,6.15,12
IND,MQ,1584,8.57,3.81,1.89,-0.88,3
IND,NK,3329,15.35,8.93,2.79,5.9,11
IND,OH,432,10.16,7.16,1.16,0.71,7
IND,OO,1724,14.09,8.9,1.57,4.64,9
IND,UA,3450,9.27,5.05,1.77,-0.18,5
IND,WN,16704,11.58,4.97,0.96,2.13,8
IND,YX,18767,2.17,-2.01,1.17,-7.28,1
INL,OO,839,18.05,13.84,1.19,0.0,1
ISP,B6,217,14.75,11.55,0.0,-2.26,2
ISP,F9,2231,24.31,16.5,4.21,7.3,3
ISP,WN,4147,13.33,4.45,1.21,-3.68,1
ITH,9E,891,11.31,3.55,3.93,0.17,2
ITH,YX,102,9.73,-0.55,2.94,-1.41,1
ITO,HA,7417,3.88,4.02,1.05,1.75,2
ITO,WN,2746,-2.59,-5.35,0.44,-4.72,1
JAC,AA,1494,45.71,43.03,1.07,23.74,5
JAC,AS,104,7.29,12.13,4.81,-14.68,1
JAC,DL,1742,20.1,12.48,0.8,-1.87,4
JAC,OO,1542,8.58,4.81,1.75,-13.39,2
JAC,UA,2900,18.41,13.91,2.07,-3.56,3
JAN,9E,381,4.62,2.28,0.52,-6.51,2
JAN,DL,3024,4.24,-2.09,0.5,-6.89,1
JAN,MQ,1632,17.02,13.93,2.08,5.89,5
JAN,OH,1962,18.52,16.15,2.45,7.39,6
JAN,OO,656,11.63,9.12,0.61,0.5,4
JAN,WN,2607,10.86,5.51,0.69,-0.27,3
JAX,9E,1324,7.11,-0.1,2.87,-5.35,2
JAX,AA,10963,16.61,14.5,1.92,4.15,10
JAX,B6,2650,19.89,15.65,2.08,7.43,12
JAX,DL,8575,11.3,6.07,1.17,-1.16,7
JAX,F9,1336,17.05,15.22,2.77,4.59,11
JAX,G4,1045,14.99,12.37,1.44,2.53,9
JAX,MQ,1746,10.31,8.22,1.49,-2.15,5
JAX,OH,1582,12.63,9.33,1.2,0.17,8
JAX,OO,242,6.75,3.82,2.48,-5.71,1
JAX,UA,5619,10.31,6.45,1.46,-2.15,5
JAX,WN,7047,8.55,2.94,1.06,-3.91,4
JAX,YX,2444,7.48,2.67,1.64,-4.98,3
JFK,9E,23862,9.47,4.2,3.79,-5.27,2
JFK,AA,18233,14.03,7.93,1.33,-0.71,5
JFK,AS,4878,9.87,6.17,3.49,-4.87,3
JFK,B6,49574,21.14,15.29,2.04,6.4,8
JFK,DL,39670,15.32,8.04,1.09,0.58,6
JFK,F9,1170,20.51,16.99,1.28,5.77,7
JFK,HA,512,13.08,12.49,1.37,-1.66,4
JFK,OO,4132,23.0,17.04,3.05,8.26,9
JFK,YX,23795,5.49,0.73,2.38,-9.25,1
JLN,OO,874,18.89,14.03,1.95,0.0,1
JMS,OO,898,18.56,15.75,5.46,0.0,1
JNU,AS,6716,2.06,1.34,2.01,-0.3,1
JNU,DL,209,11.95,4.89,0.0,9.59,2
JST,OO,974,22.34,17.27,2.16,0.0,1
KOA,AA,940,14.98,9.6,0.0,10.1,6
KOA,AS,2882,10.38,5.13,3.3,5.5,4
KOA,DL,940,9.33,2.4,2.55,4.45,3
KOA,HA,11629,3.27,2.95,0.81,-1.61,2
KOA,UA,2045,13.76,5.81,1.81,8.88,5
KOA,WN,4969,-0.83,-5.4,0.46,-5.71,1
KTN,AS,3380,2.51,0.28,2.1,-0.96,1
KTN,OO,140,26.65,30.25,2.86,23.18,2
LAN,9E,213,6.92,1.23,1.88,-10.19,1
LAN,OH,440,17.59,18.15,3.18,0.48,2
LAN,OO,1266,18.65,15.61,0.95,1.54,3
LAR,OO,936,12.25,10.2,3.95,0.0,1
LAS,AA,20221,19.8,13.7,1.12,6.51,10
LAS,AS,8048,10.92,9.58,2.3,-2.37,5
LAS,B6,3921,23.91,17.31,0.89,10.62,11
LAS,DL,23190,9.36,2.58,0.82,-3.93,2
LAS,F9,19225,15.38,12.37,1.36,2.09,8
LAS,G4,10853,8.89,4.77,0.64,-4.4,1
LAS,HA,2069,19.51,18.47,0.29,6.22,9
LAS,MQ,39,62.56,56.9,0.0,49.27,12
LAS,NK,38632,10.77,5.41,1.23,-2.52,4
LAS,OO,3330,14.82,17.42,1.53,1.53,7
LAS,UA,20544,10.04,4.86,1.81,-3.25,3
LAS,WN,127557,13.97,6.22,0.52,0.68,6
LAW,MQ,219,5.61,-1.44,2.28,-7.61,1
LAW,OO,1378,14.45,12.35,3.48,1.23,2
LAX,AA,43053,18.07,12.18,0.69,7.24,11
LAX,AS,13434,5.71,2.65,1.91,-5.12,1
LAX,B6,12289,11.62,6.35,0.4,0.79,8
LAX,DL,52237,10.26,4.82,0.7,-0.57,5
LAX,F9,3434,28.66,28.65,1.81,17.83,12
LAX,G4,1529,10.87,7.44,0.85,0.04,7
LAX,HA,3354,14.21,11.81,1.34,3.38,10
LAX,MQ,79,7.99,5.66,0.0,-2.84,3
LAX,NK,16422,10.6,4.03,1.24,-0.23,6
LAX,OO,57064,6.2,4.29,0.36,-4.63,2
LAX,UA,39055,9.21,2.54,1.78,-1.62,4
LAX,WN,38351,11.77,4.9,0.46,0.94,9
LBB,AA,634,27.44,26.44,2.68,16.95,4
LBB,MQ,2924,11.72,9.55,2.02,1.23,3
LBB,OO,1722,10.54,9.0,2.21,0.05,2
LBB,WN,3935,6.88,-0.07,0.84,-3.61,1
LBE,NK,780,7.52,-0.04,2.44,0.0,1
LBF,OO,884,7.63,8.63,2.26,0.0,1
LBL,OO,818,8.73,5.37,4.03,0.0,1
LCH,MQ,108,36.2,36.76,6.48,14.06,2
LCH,OO,1522,21.19,17.97,2.5,-0.95,1
LCK,G4,1329,19.22,17.01,2.63,0.0,1
LEX,9E,313,5.88,-0.37,0.0,-6.64,2
LEX,AA,1523,24.9,24.08,2.5,12.38,7
LEX,DL,2511,7.65,-2.91,1.15,-4.87,3
LEX,G4,1179,26.16,25.57,2.8,13.64,8
LEX,MQ,1441,10.45,5.58,1.39,-2.07,4
LEX,OH,2157,12.37,8.72,1.16,-0.15,6
LEX,OO,2693,10.84,6.43,1.11,-1.68,5
LEX,YX,1121,1.67,-0.46,0.62,-10.85,1
LFT,9E,1150,6.77,1.87,1.04,-8.92,1
LFT,MQ,634,13.88,9.36,1.42,-1.81,2
LFT,NK,1,73.0,59.0,0.0,57.31,5
LFT,OH,1623,22.9,21.1,3.64,7.21,4
LFT,OO,1364,15.64,10.06,1.39,-0.05,3
LGA,9E,42040,9.75,2.03,4.04,-2.95,2
LGA,AA,22806,18.33,12.88,2.57,5.63,7
LGA,B6,13116,21.3,15.05,2.39,8.6,8
LGA,DL,36778,16.53,8.98,1.52,3.83,6
LGA,F9,3543,32.93,27.02,3.75,20.23,10
LGA,NK,10567,16.47,9.07,2.81,3.77,4
LGA,OO,5640,23.68,19.17,2.98,10.98,9
LGA,UA,11118,11.99,7.31,2.28,-0.71,3
LGA,WN,16108,16.51,5.79,1.79,3.81,5
LGA,YX,57283,4.18,-1.21,2.57,-8.52,1
LGB,DL,628,14.76,7.25,0.64,7.25,4
LGB,HA,916,1.72,-1.89,0.66,-5.79,1
LGB,OO,956,4.35,-1.28,0.0,-3.16,2
LGB,WN,23871,7.67,0.86,0.55,0.16,3
LIH,AA,930,15.37,9.58,0.0,11.37,5
LIH,AS,1503,15.57,9.97,0.86,11.57,6
LIH,DL,920,3.77,-4.52,1.52,-0.23,3
LIH,HA,13070,3.17,2.21,1.29,-0.83,2
LIH,UA,1582,5.97,-1.04,0.63,1.97,4
LIH,WN,4934,-0.02,-6.01,0.16,-4.02,1
LIT,9E,437,13.1,9.31,1.37,0.74,5
LIT,AA,1129,25.68,24.84,1.86,13.32,9
LIT,DL,3005,4.66,-2.37,0.67,-7.7,1
LIT,F9,164,9.3,8.58,1.83,-3.06,4
LIT,G4,184,37.65,33.82,1.09,25.29,10
LIT,MQ,5391,14.49,12.99,1.06,2.13,7
LIT,OH,1099,22.62,18.2,1.91,10.26,8
LIT,OO,2843,13.65,11.31,1.76,1.29,6
LIT,WN,3838,7.82,0.68,0.26,-4.54,3
LIT,YX,684,5.23,2.16,1.75,-7.13,2
LNK,OO,2607,15.19,10.54,0.65,0.17,2
LNK,YX,55,6.47,1.17,3.64,-8.55,1
LRD,G4,193,27.21,24.55,2.07,12.69,3
LRD,MQ,2399,13.72,12.18,1.67,-0.8,2
LRD,OO,96,9.16,9.17,0.0,-5.36,1
LSE,MQ,500,9.14,6.12,1.6,0.0,1
LWS,OO,1618,10.04,6.33,0.62,0.0,1
MAF,MQ,3816,11.75,9.51,2.1,2.09,4
MAF,OO,4710,9.81,6.11,1.13,0.15,3
MAF,UA,75,-0.74,-0.09,1.33,-10.4,1
MAF,WN,5551,8.26,3.12,0.95,-1.4,2
MBS,9E,143,-1.38,-4.43,0.0,-15.6,1
MBS,OO,3142,14.94,11.28,1.53,0.72,2
MCI,9E,1768,13.42,8.39,4.36,3.67,9
MCI,AA,8539,15.82,14.31,1.36,6.07,10
MCI,AS,1166,-0.03,-1.39,0.94,-9.78,1
MCI,B6,233,28.07,28.0,0.43,18.32,14
MCI,DL,10188,5.33,-0.54,0.81,-4.42,3
MCI,F9,571,11.07,12.18,0.88,1.32,7
MCI,G4,308,16.33,14.66,2.27,6.58,11
MCI,MQ,1801,7.57,3.83,1.44,-2.18,5
MCI,NK,2565,16.77,9.6,2.3,7.02,12
MCI,OH,688,24.77,22.02,2.33,15.02,13
MCI,OO,1593,11.46,10.21,1.88,1.71,8
MCI,UA,5490,5.16,2.41,1.26,-4.59,2
MCI,WN,35993,9.75,3.78,0.9,0.0,6
MCI,YX,2470,5.72,3.51,1.86,-4.03,4
MCO,AA,26676,19.25,15.57,1.99,2.88,7
MCO,AS,3802,16.93,15.03,3.76,0.56,6
MCO,B6,25245,21.23,15.83,1.75,4.86,8
MCO,DL,31557,16.39,11.52,1.5,0.02,5
MCO,F9,25933,14.29,10.6,2.31,-2.08,1
MCO,G4,316,32.87,32.22,2.53,16.5,9
MCO,NK,33938,15.14,10.21,1.78,-1.23,3
MCO,UA,20004,14.49,9.29,2.91,-1.88,2
MCO,WN,67018,15.27,9.71,1.42,-1.1,4
MCW,OO,909,25.42,22.57,3.52,0.0,1
MDT,9E,397,9.13,0.18,1.26,-5.35,4
MDT,AA,1568,21.71,18.43,1.21,7.23,7
MDT,DL,1154,7.86,-2.09,0.87,-6.62,3
MDT,F9,115,28.54,22.64,3.48,14.06,9
MDT,G4,1132,22.87,19.3,1.94,8.39,8
MDT,OH,971,12.01,8.25,0.82,-2.47,5
MDT,OO,1389,14.16,8.55,0.94,-0.32,6
MDT,UA,603,7.68,5.22,1.0,-6.8,2
MDT,YX,364,-0.93,-8.92,1.37,-15.41,1
MDW,DL,2244,10.33,2.52,0.8,-2.88,1
MDW,F9,5259,22.91,18.97,2.64,9.7,5
MDW,G4,627,20.83,19.34,2.07,7.62,4
MDW,OO,2877,15.14,11.6,0.73,1.93,3
MDW,WN,106724,12.71,6.24,1.12,-0.5,2
MEI,OO,853,17.42,17.38,3.28,0.0,1
MEM,9E,1566,6.63,0.61,2.87,-4.2,3
MEM,AA,6394,17.4,14.34,1.64,6.57,11
MEM,DL,6537,5.81,-1.33,1.12,-5.02,1
MEM,F9,246,14.06,12.83,0.41,3.23,8
MEM,G4,712,21.33,16.42,0.98,10.5,12
