aeroporto_partenza,compagnia,numero_voli,ritardo_medio_partenza,ritardo_medio_arrivo,tasso_cancellazione,differenza,classifica
AVL,AA,713,48.19,42.93,6.45,31.3,10
AVL,B6,114,25.85,25.07,1.75,8.96,9
AVL,DL,3257,13.56,5.23,2.67,-3.33,5
AVL,G4,4787,19.29,16.1,3.26,2.4,7
AVL,MQ,1726,23.62,21.91,2.49,6.73,8
AVL,OH,3021,11.23,11.41,2.75,-5.66,3
AVL,OO,1034,18.33,16.9,4.26,1.44,6
AVL,UA,293,10.72,5.56,3.41,-6.17,2
AVL,YX,1635,8.61,4.1,4.65,-8.28,1
AVP,AA,1212,20.27,15.86,1.24,0.43,3
AVP,MQ,669,16.92,13.55,1.05,-2.92,1
AVP,OH,312,18.78,6.76,1.6,-1.06,2
AVP,OO,53,53.96,46.73,3.77,34.12,4
AZA,G4,8382,5.33,0.74,0.73,0.0,1
AZO,9E,22,1.0,-5.64,0.0,-10.14,1
AZO,OO,1436,11.29,6.12,1.67,0.15,2
BDL,9E,542,6.85,1.31,2.77,-6.31,3
BDL,AA,5766,15.1,10.67,1.65,1.94,8
BDL,B6,4582,17.89,12.74,1.53,4.73,9
BDL,DL,5804,7.71,0.65,0.79,-5.45,5
BDL,F9,1381,42.02,38.88,3.26,28.86,12
BDL,MQ,792,5.41,2.55,1.64,-7.75,2
BDL,NK,866,10.29,7.52,1.73,-2.87,6
BDL,OH,2118,18.88,14.64,2.64,5.72,10
BDL,OO,102,24.81,27.34,1.96,11.65,11
BDL,UA,3113,7.0,3.56,1.35,-6.16,4
BDL,WN,6052,11.18,3.72,0.66,-1.98,7
BDL,YX,713,-0.53,-6.2,0.56,-13.69,1
BET,AS,1091,8.58,12.22,1.19,0.0,1
BFF,OO,911,11.34,10.98,2.85,0.0,1
BFL,AA,1400,12.5,8.23,1.07,4.94,3
BFL,MQ,503,1.69,-4.18,0.4,-5.87,1
BFL,OO,2025,5.62,0.02,0.4,-1.94,2
BGM,9E,528,13.78,10.18,3.79,0.0,1
BGR,9E,1701,4.09,-2.88,4.23,-9.42,1
BGR,AA,913,25.33,24.4,1.97,11.82,6
BGR,G4,562,27.47,20.05,4.27,13.96,7
BGR,MQ,351,12.36,15.01,1.42,-1.15,3
BGR,OH,1016,12.5,6.89,3.74,-1.01,4
BGR,OO,221,15.79,16.59,0.9,2.28,5
BGR,YX,1404,12.1,7.02,5.34,-1.41,2
BHM,9E,1611,6.66,0.18,3.72,-4.78,4
BHM,AA,585,26.78,25.27,1.88,15.34,10
BHM,DL,4377,5.87,0.91,0.94,-5.57,3
BHM,MQ,3643,9.57,6.47,0.99,-1.87,6
BHM,NK,106,9.23,11.0,0.0,-2.21,5
BHM,OH,5762,15.1,12.09,1.49,3.66,8
BHM,OO,2326,15.31,11.46,0.77,3.87,9
BHM,UA,5,-2.4,-11.2,0.0,-13.84,1
BHM,WN,6446,12.56,7.54,0.82,1.12,7
BHM,YX,559,-1.15,-2.85,1.07,-12.59,2
BIH,OO,373,23.88,15.99,6.97,0.0,1
BIL,DL,1172,6.73,4.01,1.45,-0.04,3
BIL,G4,525,20.03,18.59,1.33,13.26,5
BIL,MQ,1341,11.97,11.05,0.37,5.2,4
BIL,OO,1989,2.34,-0.14,0.6,-4.43,2
BIL,UA,1064,2.06,-0.59,0.66,-4.71,1
BIS,9E,15,4.67,17.93,0.0,-8.86,1
BIS,DL,914,7.24,0.88,0.55,-6.29,2
BIS,G4,651,14.13,8.63,1.69,0.6,4
BIS,MQ,874,10.41,7.99,0.34,-3.12,3
BIS,OO,3060,16.23,11.71,1.14,2.7,5
BJI,OO,1054,16.8,11.47,0.95,0.0,1
BLI,G4,1386,1.36,-3.02,0.65,-5.71,1
BLI,OO,1432,11.24,12.78,0.91,4.17,3
BLI,WN,912,9.21,2.16,0.55,2.14,2
BLV,G4,1484,26.28,21.81,2.83,0.0,1
BMI,9E,1078,7.92,0.76,1.21,-3.49,1
BMI,F9,89,12.33,17.93,2.25,0.92,3
BMI,G4,349,23.89,20.29,1.43,12.48,4
BMI,MQ,1017,10.76,6.64,1.77,-0.65,2
BNA,9E,1770,21.95,18.71,3.67,10.03,14
BNA,AA,12499,21.37,19.64,2.18,9.45,13
BNA,AS,1635,7.97,0.61,1.22,-3.95,3
BNA,B6,1903,17.54,12.64,1.58,5.62,10
BNA,DL,12246,5.05,-0.28,0.88,-6.87,2
BNA,F9,1084,18.26,19.08,1.66,6.34,11
BNA,G4,4297,12.05,7.39,1.72,0.13,7
BNA,MQ,3789,11.73,9.89,2.4,-0.19,5
BNA,NK,5484,20.58,12.36,3.08,8.66,12
BNA,OH,3487,12.71,10.95,2.18,0.79,8
BNA,OO,6064,15.45,12.2,1.6,3.53,9
BNA,UA,9131,11.88,7.58,1.61,-0.04,6
BNA,WN,75938,11.09,4.11,0.81,-0.83,4
BNA,YX,8373,3.72,1.8,1.28,-8.2,1
BOI,AA,1294,13.63,9.62,1.47,6.53,8
BOI,AS,923,5.08,4.73,0.43,-2.02,1
BOI,DL,4030,9.41,3.82,0.97,2.31,7
BOI,G4,518,33.59,32.61,1.16,26.49,9
BOI,MQ,414,6.84,2.92,0.48,-0.26,3
BOI,NK,796,9.39,5.55,2.26,2.29,6
BOI,OO,16668,5.28,4.03,0.35,-1.82,2
BOI,UA,2029,7.29,2.68,1.97,0.19,5
BOI,WN,7071,6.94,0.57,0.28,-0.16,4
BOS,9E,11,-2.8,-13.8,9.09,-16.18,1
BOS,AA,22810,17.19,9.84,1.58,3.81,12
BOS,AS,3530,13.89,9.77,1.7,0.51,8
BOS,B6,57764,16.06,10.6,1.44,2.68,11
BOS,DL,34926,13.94,6.56,1.04,0.56,9
BOS,F9,2167,18.65,16.24,2.54,5.27,13
BOS,G4,688,5.38,0.66,3.05,-8.0,3
BOS,HA,317,13.44,11.49,0.95,0.06,6
BOS,MQ,2702,14.52,8.95,1.63,1.14,10
BOS,NK,9878,23.3,16.01,3.46,9.92,14
BOS,OO,2,9.5,23.5,0.0,-3.88,4
BOS,UA,17326,11.37,5.47,1.82,-2.01,5
BOS,WN,9605,13.85,4.91,0.93,0.47,7
BOS,YX,37835,4.43,0.35,1.73,-8.95,2
BPT,MQ,294,14.66,10.83,2.04,5.02,2
BPT,OO,758,7.69,3.56,2.37,-1.95,1
BQK,9E,204,10.21,11.09,0.0,-4.95,1
BQK,OO,972,16.2,17.99,0.41,1.04,2
BQN,B6,2273,16.47,13.48,1.19,-3.24,1
BQN,F9,650,25.83,16.02,1.23,6.12,2
BQN,UA,512,26.44,18.05,2.93,6.73,3
BRD,OO,876,10.91,7.25,0.68,0.0,1
BRO,MQ,1832,5.66,3.66,1.53,-3.81,1
BRO,OO,1062,16.14,12.78,2.92,6.67,2
BRW,AS,549,8.51,10.22,5.28,0.0,1
BTM,OO,771,-0.41,-6.45,0.0,0.0,1
BTR,9E,748,10.52,6.58,2.01,-2.67,2
BTR,DL,1326,7.36,0.85,1.21,-5.83,1
BTR,MQ,1477,14.29,12.17,2.23,1.1,3
BTR,OH,2843,15.59,12.54,1.62,2.4,5
BTR,OO,868,14.65,10.98,3.0,1.46,4
BTR,UA,7,24.0,21.71,0.0,10.81,6
BTV,9E,2503,10.52,3.63,2.72,-0.14,7
BTV,AA,1052,17.1,11.83,1.14,6.44,10
BTV,B6,9,1.11,-1.78,0.0,-9.55,1
BTV,DL,670,7.68,2.39,2.09,-2.98,3
BTV,F9,16,8.94,8.44,0.0,-1.72,5
BTV,G4,3,38.0,15.0,66.67,27.34,11
BTV,MQ,488,9.39,11.51,2.05,-1.27,6
BTV,OH,2394,15.79,12.89,2.09,5.13,9
BTV,OO,373,12.49,7.62,0.0,1.83,8
BTV,UA,1624,8.34,7.69,1.54,-2.32,4
BTV,YX,2191,4.7,-0.69,2.65,-5.96,2
BUF,9E,2743,9.57,2.2,3.14,-1.98,3
BUF,AA,3198,16.13,13.9,1.44,4.58,8
BUF,B6,4938,11.13,7.7,2.17,-0.42,6
BUF,DL,3133,10.34,3.09,1.28,-1.21,5
BUF,F9,1539,23.99,20.57,4.74,12.44,11
BUF,MQ,728,6.8,2.88,1.1,-4.75,2
BUF,OH,1316,18.23,17.77,2.74,6.68,10
BUF,OO,1168,16.88,11.47,2.91,5.33,9
BUF,UA,1465,11.8,10.83,2.25,0.25,7
BUF,WN,7790,9.75,2.77,1.76,-1.8,4
BUF,YX,4082,6.61,2.5,3.65,-4.94,1
BUR,AA,1776,12.89,8.66,1.07,3.56,7
BUR,AS,3336,3.9,2.99,2.19,-5.43,1
BUR,B6,431,45.63,41.48,1.86,36.3,10
BUR,DL,650,24.5,18.41,0.77,15.17,9
BUR,F9,113,11.76,16.81,0.0,2.43,5
BUR,MQ,74,6.81,-2.27,0.0,-2.52,2
BUR,NK,2867,14.64,11.77,1.67,5.31,8
BUR,OO,6067,11.72,10.05,0.94,2.39,4
BUR,UA,2380,12.54,9.75,1.6,3.21,6
BUR,WN,27800,7.5,0.42,1.02,-1.83,3
BWI,9E,707,22.15,16.27,6.08,6.44,12
BWI,AA,5418,16.86,11.22,1.96,1.15,11
BWI,AS,849,16.75,12.86,2.24,1.04,10
BWI,B6,339,5.58,2.42,1.77,-10.13,3
BWI,DL,7660,9.75,2.86,0.68,-5.96,7
BWI,F9,4154,29.19,27.16,3.66,13.48,13
BWI,G4,225,31.99,26.86,1.78,16.28,14
BWI,MQ,778,3.99,-1.4,1.41,-11.72,2
BWI,NK,9629,16.74,10.21,1.9,1.03,9
BWI,OH,41,6.46,5.49,0.0,-9.25,4
BWI,OO,13,-5.15,-11.08,0.0,-20.86,1
BWI,UA,5083,7.12,2.56,1.91,-8.59,5
BWI,WN,108531,16.02,9.06,0.9,0.31,8
BWI,YX,1348,7.82,3.79,1.48,-7.89,6
BZN,AA,1346,26.8,24.29,0.45,15.7,8
BZN,AS,958,5.22,7.22,1.25,-5.88,1
BZN,B6,209,44.57,42.58,2.39,33.47,9
BZN,DL,2595,7.7,3.34,0.54,-3.4,4
BZN,G4,529,15.15,10.89,2.84,4.05,7
BZN,MQ,110,6.77,1.67,0.0,-4.33,3
BZN,OO,2857,6.27,3.81,0.63,-4.83,2
BZN,UA,3199,13.49,9.5,1.44,2.39,6
BZN,WN,2937,8.05,2.29,0.58,-3.05,5
CAE,9E,1887,6.74,1.51,1.96,-3.03,4
CAE,AA,1032,29.15,25.57,2.62,19.38,7
CAE,DL,2234,4.16,-3.61,0.72,-5.61,1
CAE,MQ,88,5.57,4.16,0.0,-4.2,3
CAE,OH,3267,10.17,10.04,1.35,0.4,5
CAE,OO,1071,4.72,3.93,0.75,-5.05,2
CAE,YX,518,15.77,12.8,4.63,6.0,6
CAK,G4,1038,19.53,14.45,2.6,3.57,2
CAK,OH,2354,10.88,8.73,0.76,-5.08,1
CAK,OO,1544,21.4,20.48,1.75,5.44,3
CDC,OO,933,5.26,-0.15,0.75,0.0,1
CDV,AS,1056,1.9,0.9,2.27,0.0,1
CHA,9E,2309,8.66,2.76,0.56,-4.03,2
CHA,DL,1810,9.11,0.78,0.77,-3.58,3
CHA,G4,390,28.79,26.39,4.1,16.1,7
CHA,MQ,1837,16.48,12.69,2.12,3.79,6
CHA,OH,2089,12.91,9.82,1.05,0.22,4
CHA,OO,1369,15.57,15.17,2.12,2.88,5
CHA,YX,209,5.85,5.21,0.0,-6.84,1
CHO,9E,2556,10.47,4.13,2.97,-0.59,4
CHO,DL,358,10.2,-0.21,0.0,-0.86,3
CHO,OH,89,-4.24,-0.73,0.0,-15.3,1
CHO,OO,947,16.13,16.85,2.11,5.07,5
CHO,YX,701,8.71,10.66,2.85,-2.35,2
CHS,9E,2939,10.62,4.44,4.66,-0.87,8
CHS,AA,7267,16.35,13.47,1.9,4.86,11
CHS,AS,462,5.12,2.27,2.6,-6.37,2
CHS,B6,2711,17.22,12.94,1.88,5.73,12
CHS,DL,5802,10.53,5.44,0.84,-0.96,7
CHS,F9,257,18.12,14.17,2.33,6.63,13
CHS,G4,309,16.08,15.24,3.56,4.59,10
CHS,MQ,1349,9.62,6.13,1.85,-1.87,5
CHS,NK,1875,19.6,14.04,3.41,8.11,14
CHS,OH,2527,7.98,6.16,1.78,-3.51,4
CHS,OO,540,15.28,13.76,1.3,3.79,9
CHS,UA,3292,10.36,6.35,1.34,-1.13,6
CHS,WN,5285,7.96,2.93,0.61,-3.53,3
CHS,YX,3321,3.73,-0.42,1.32,-7.76,1
CID,9E,239,1.28,-2.37,0.0,-14.12,1
CID,AA,1818,32.53,27.95,3.36,17.13,10
CID,DL,540,19.14,15.26,1.48,3.74,9
CID,F9,378,13.23,11.78,2.38,-2.17,6
CID,G4,1295,14.41,10.11,2.63,-0.99,7
CID,MQ,1713,9.01,7.35,2.04,-6.39,4
CID,OH,929,11.63,7.6,3.23,-3.77,5
CID,OO,2867,15.68,13.77,2.3,0.28,8
CID,UA,1681,8.55,5.86,1.78,-6.85,3
CID,YX,215,5.14,-2.7,6.05,-10.26,2
CIU,OO,1071,23.3,18.44,1.31,0.0,1
CKB,G4,311,40.16,38.62,2.89,0.0,1
CLE,9E,3577,14.11,6.8,2.99,3.18,11
CLE,AA,6823,14.1,10.88,1.91,3.17,10
CLE,AS,664,5.67,3.91,1.81,-5.26,3
CLE,B6,1204,9.79,6.51,1.74,-1.14,6
CLE,DL,4637,10.44,0.8,0.88,-0.49,7
CLE,F9,9480,21.8,16.99,2.82,10.87,13
CLE,MQ,884,9.14,3.27,0.79,-1.79,5
CLE,NK,1416,14.31,7.35,2.61,3.38,12
CLE,OH,2210,10.52,8.82,1.4,-0.41,8
CLE,OO,2484,12.26,6.01,0.85,1.33,9
CLE,UA,12250,5.08,-0.39,1.43,-5.85,2
CLE,WN,7397,7.81,0.84,0.66,-3.12,4
CLE,YX,6482,5.06,0.08,2.18,-5.87,1
CLL,MQ,1253,11.08,6.59,2.39,-2.19,1
CLL,OO,438,19.61,18.0,3.65,6.34,2
CLT,9E,4561,15.49,10.69,3.95,-3.17,5
CLT,AA,187605,21.87,17.65,1.36,3.21,9
CLT,B6,759,19.5,12.29,1.98,0.84,8
CLT,DL,9104,11.29,3.08,0.67,-7.37,2
CLT,F9,4790,32.25,35.19,3.51,13.59,12
CLT,MQ,9144,15.54,12.11,1.5,-3.12,6
CLT,NK,7147,23.18,18.01,2.9,4.52,10
CLT,OH,84294,12.58,8.69,1.22,-6.08,3
CLT,OO,81,23.89,13.63,0.0,5.23,11
CLT,UA,5902,13.05,10.34,1.42,-5.61,4
CLT,WN,4927,17.63,11.33,0.35,-1.03,7
CLT,YX,3758,8.83,4.94,1.41,-9.83,1
CMH,9E,346,10.05,3.04,0.29,1.0,5
CMH,AA,5062,19.41,15.66,1.64,10.36,12
CMH,AS,633,8.65,2.39,2.05,-0.4,3
CMH,DL,4858,5.7,-1.36,0.89,-3.35,2
CMH,F9,353,18.45,16.69,2.55,9.4,11
CMH,MQ,4558,11.04,7.34,0.59,1.99,6
CMH,NK,3670,15.58,6.92,2.1,6.53,10
CMH,OH,1996,15.14,10.39,1.15,6.09,9
CMH,OO,1950,14.36,7.84,0.15,5.31,8
CMH,UA,3967,14.16,11.05,1.34,5.11,7
CMH,WN,17591,9.78,2.91,0.99,0.73,4
CMH,YX,16902,1.48,-3.63,1.18,-7.57,1
CMI,MQ,2007,16.47,10.14,1.64,0.0,1
CMX,OO,1060,19.81,19.21,4.15,0.0,1
CNY,OO,46,6.7,2.93,6.52,0.0,1
COD,OO,902,19.07,12.56,0.78,0.0,1
COS,AA,1579,15.83,15.46,2.47,5.45,5
COS,DL,835,14.56,9.09,0.72,4.18,4
COS,MQ,526,18.13,15.88,0.19,7.75,6
COS,OO,7176,9.34,3.51,1.27,-1.04,2
COS,UA,1135,9.67,6.32,2.82,-0.71,3
COS,WN,7352,9.33,3.75,0.67,-1.05,1
COU,MQ,2463,12.87,10.58,2.15,-1.33,1
COU,OO,140,37.52,31.49,2.14,23.32,2
CPR,OO,2415,7.88,0.78,0.66,0.0,1
CRP,MQ,3658,8.93,7.52,1.86,-0.2,2
CRP,OO,391,6.82,5.04,1.53,-2.31,1
CRP,WN,1717,10.08,6.41,1.28,0.95,3
CRW,9E,259,3.14,-4.15,0.0,-17.71,1
CRW,OH,1939,16.8,15.49,1.29,-4.05,2
CRW,OO,2682,25.51,19.94,1.19,4.66,3
CSG,9E,879,9.43,3.95,2.62,-3.52,1
CSG,OO,605,17.99,13.35,1.32,5.04,2
CVG,9E,9742,8.52,3.03,1.79,-2.5,3
CVG,AA,4849,21.4,16.78,1.98,10.38,12
CVG,AS,491,11.21,7.13,3.26,0.19,7
CVG,DL,10381,9.03,2.07,1.0,-1.99,5
CVG,F9,6771,16.19,12.85,2.24,5.17,11
CVG,G4,4724,14.14,11.04,1.29,3.12,10
CVG,MQ,4016,12.17,8.94,0.82,1.15,8
CVG,OH,3611,13.48,11.45,1.02,2.46,9
CVG,OO,1242,8.59,7.83,0.32,-2.43,4
CVG,UA,2953,7.95,5.17,1.12,-3.07,2
CVG,WN,3243,9.23,3.19,0.65,-1.79,6
CVG,YX,7880,4.64,1.01,1.75,-6.38,1
CWA,9E,1013,3.79,-1.71,0.99,0.0,1
CYS,OO,949,10.02,2.19,2.11,0.0,1
DAB,AA,459,11.3,6.27,0.87,2.52,3
DAB,DL,2133,6.6,1.71,1.36,-2.18,1
DAB,MQ,15,18.13,12.87,0.0,9.35,4
DAB,OH,1605,10.89,3.9,2.87,2.11,2
DAL,AS,513,3.22,-0.5,2.53,-10.79,1
DAL,DL,3069,12.57,7.3,0.72,-1.44,2
DAL,WN,104905,14.1,8.32,1.08,0.09,3
DAY,9E,677,9.1,-0.56,2.66,-0.84,3
DAY,DL,1607,4.19,-6.06,1.24,-5.75,2
DAY,G4,393,22.5,18.4,4.07,12.56,7
DAY,MQ,256,14.72,8.95,1.56,4.78,6
DAY,OH,5163,10.48,7.55,1.07,0.54,4
DAY,OO,2199,12.82,9.79,0.95,2.88,5
DAY,YX,475,-1.26,-4.0,0.63,-11.2,1
DCA,9E,2948,16.45,10.96,2.07,3.37,10
DCA,AA,38621,18.26,12.8,1.67,5.18,12
DCA,AS,2427,7.35,2.14,0.91,-5.73,2
DCA,B6,11839,15.95,9.24,1.55,2.87,9
DCA,DL,12962,12.11,4.34,1.23,-0.97,3
DCA,F9,1372,14.99,10.04,1.6,1.91,7
DCA,MQ,6188,13.78,9.21,1.39,0.7,6
DCA,OH,52971,15.0,11.14,2.17,1.92,8
DCA,OO,239,17.09,8.99,0.84,4.01,11
DCA,UA,8537,12.76,8.77,1.78,-0.32,4
DCA,WN,23114,13.15,4.66,1.18,0.07,5
DCA,YX,38644,4.67,0.06,1.54,-8.41,1
DDC,OO,930,25.55,23.36,3.12,0.0,1
DEC,OO,1106,27.74,24.41,2.26,0.0,1
DEN,AA,12107,18.81,14.61,1.76,5.39,9
DEN,AS,3314,8.11,5.95,1.36,-5.31,1
DEN,B6,1766,31.44,28.06,0.79,18.02,10
DEN,DL,17921,11.11,3.7,0.89,-2.31,3
DEN,F9,36863,15.97,11.29,1.53,2.55,7
DEN,G4,654,18.75,18.04,1.83,5.33,8
DEN,MQ,272,15.6,10.38,0.0,2.18,6
DEN,NK,49,55.12,49.92,0.0,41.7,11
DEN,OO,88559,10.98,6.17,1.36,-2.44,2
DEN,UA,150891,12.55,7.78,1.21,-0.87,4
DEN,WN,144251,14.87,9.06,0.8,1.45,5
DFW,9E,4,99.5,130.0,0.0,80.27,12
DFW,AA,246011,25.25,19.96,2.01,6.02,9
DFW,AS,3542,15.35,14.16,2.26,-3.88,3
DFW,B6,519,36.99,34.43,1.35,17.76,10
DFW,DL,17570,15.36,8.65,0.96,-3.87,4
DFW,F9,14985,22.19,21.56,2.78,2.96,8
DFW,MQ,104334,8.93,5.07,1.57,-10.3,1
DFW,NK,14958,18.06,12.55,1.34,-1.17,6
DFW,OH,13528,20.21,15.82,2.54,0.98,7
DFW,OO,35766,10.1,6.57,2.07,-9.13,2
DFW,UA,12117,15.66,12.02,1.57,-3.57,5
DFW,YX,59,50.31,41.44,1.69,31.08,11
DHN,9E,792,7.24,2.58,0.76,-2.41,1
DHN,OO,345,15.2,12.35,1.45,5.55,2
DIK,OO,833,18.27,13.14,3.36,0.0,1
DLG,AS,156,2.11,4.17,1.92,0.0,1
DLH,9E,279,8.48,8.95,0.72,-3.31,2
DLH,DL,166,13.21,6.62,0.6,1.42,3
DLH,OO,2053,15.47,9.42,1.32,3.68,4
DLH,YX,715,2.27,-4.01,0.42,-9.52,1
DRO,AA,10,38.3,32.0,0.0,25.17,4
DRO,MQ,28,-0.96,-13.68,0.0,-14.09,1
DRO,OO,4433,13.83,11.48,1.04,0.7,3
DRO,UA,1001,10.14,-0.29,1.4,-2.99,2
DSM,9E,3788,7.9,2.11,1.77,-5.03,3
DSM,AA,3598,24.02,20.71,1.92,11.09,11
DSM,DL,1654,12.4,3.34,0.97,-0.53,6
DSM,F9,404,14.75,13.81,1.73,1.82,8
DSM,G4,2490,19.84,16.12,2.01,6.91,10
DSM,MQ,1280,10.57,7.41,1.88,-2.36,5
DSM,OH,674,16.33,15.19,1.93,3.4,9
DSM,OO,1308,14.72,10.64,1.83,1.79,7
DSM,UA,2950,6.67,5.46,1.36,-6.26,2
DSM,WN,2595,9.59,3.12,0.85,-3.34,4
DSM,YX,1336,3.93,2.4,1.72,-9.0,1
DTW,9E,18952,5.09,0.71,0.97,-6.57,2
DTW,AA,8234,15.24,11.49,1.97,3.58,11
DTW,AS,741,11.49,7.9,1.75,-0.17,8
DTW,B6,1515,13.35,10.61,1.06,1.69,10
DTW,DL,85856,11.75,6.39,0.94,0.09,9
DTW,F9,3281,23.86,20.17,3.72,12.2,13
DTW,MQ,1261,7.27,5.01,2.85,-4.39,3
DTW,NK,14951,10.72,3.1,1.52,-0.94,7
DTW,OH,1592,10.7,8.81,2.26,-0.96,6
DTW,OO,39054,15.44,11.71,0.66,3.78,12
DTW,UA,3206,8.47,4.75,1.15,-3.19,4
DTW,WN,5985,9.15,2.41,0.63,-2.51,5
DTW,YX,6971,3.47,-0.16,1.71,-8.19,1
DVL,OO,946,16.73,13.08,4.86,0.0,1
EAR,OO,154,21.48,16.91,3.25,0.0,1
EAU,OO,47,28.12,23.67,8.51,0.0,1
ECP,9E,38,35.95,34.26,0.0,23.64,8
