aeroporto_partenza,compagnia,numero_voli,ritardo_medio_partenza,ritardo_medio_arrivo,tasso_cancellazione,differenza,classifica
BFF,OO,149,23.77,22.43,2.68,0.0,1
BFL,MQ,91,2.78,-3.35,0.0,-4.2,1
BFL,AA,244,6.99,3.28,0.82,0.01,2
BFL,OO,342,8.09,1.83,0.29,1.11,3
BGM,9E,87,2.22,-1.33,5.75,0.0,1
BGR,9E,269,8.74,1.52,4.46,-6.12,1
BGR,OH,172,11.07,6.69,3.49,-3.79,2
BGR,YX,231,12.85,6.15,8.23,-2.01,3
BGR,MQ,56,13.2,18.11,0.0,-1.66,4
BGR,OO,42,18.02,17.41,2.38,3.16,5
BGR,G4,84,20.54,15.1,3.57,5.68,6
BGR,AA,155,28.98,28.25,2.58,14.12,7
BHM,YX,97,-0.28,-3.15,0.0,-11.72,1
BHM,NK,16,1.56,3.88,0.0,-9.88,2
BHM,9E,266,4.2,-2.07,4.14,-7.24,3
BHM,DL,729,6.75,1.59,1.1,-4.69,4
BHM,MQ,600,9.49,6.57,0.5,-1.95,5
BHM,WN,1142,11.61,5.97,0.35,0.17,6
BHM,OH,904,14.54,11.57,1.33,3.1,7
BHM,OO,400,17.28,13.01,0.25,5.84,8
BHM,AA,98,36.14,34.19,1.02,24.7,9
BIH,OO,62,28.03,19.44,4.84,0.0,1
BIL,UA,156,2.51,-0.32,0.64,-7.19,1
BIL,OO,343,2.56,0.42,0.87,-7.14,2
BIL,MQ,226,10.83,10.19,0.44,1.13,3
BIL,DL,185,19.76,17.1,2.16,10.06,4
BIL,G4,95,25.36,24.03,1.05,15.66,5
BIS,DL,137,5.17,-2.34,0.0,-8.67,1
BIS,MQ,142,7.3,4.64,0.7,-6.54,2
BIS,G4,97,10.42,3.99,1.03,-3.42,3
BIS,OO,480,18.93,13.25,2.08,5.09,4
BIS,9E,2,36.5,47.5,0.0,22.66,5
BJI,OO,163,8.87,3.69,0.0,0.0,1
BLI,G4,231,1.34,-2.69,0.43,-5.98,1
BLI,OO,246,10.55,12.16,2.03,3.23,2
BLI,WN,160,11.06,2.34,0.63,3.74,3
BLV,G4,259,35.19,31.06,1.93,0.0,1
BMI,F9,9,7.56,17.0,0.0,-1.26,1
BMI,MQ,174,7.58,2.69,1.15,-1.24,2
BMI,9E,174,9.54,0.02,1.72,0.72,3
BMI,G4,58,10.59,7.72,0.0,1.77,4
BNA,YX,1412,4.17,2.22,1.56,-7.73,1
BNA,DL,2069,5.26,-0.2,0.92,-6.64,2
BNA,AS,267,5.98,-1.88,1.12,-5.92,3
BNA,UA,1484,10.01,5.86,1.95,-1.89,4
BNA,WN,12503,10.91,3.87,0.73,-0.99,5
BNA,OH,599,11.87,10.29,1.84,-0.03,6
BNA,MQ,636,12.17,10.79,2.67,0.27,7
BNA,G4,741,13.83,9.47,1.48,1.93,8
BNA,F9,196,16.8,15.89,1.53,4.9,9
BNA,OO,1016,16.89,14.0,1.08,4.99,10
BNA,9E,294,17.25,13.3,2.04,5.35,11
BNA,B6,335,20.19,15.1,0.6,8.29,12
BNA,NK,868,21.67,13.33,3.92,9.77,13
BNA,AA,2073,22.26,20.63,2.17,10.36,14
BOI,AS,147,2.61,2.4,0.0,-5.29,1
BOI,UA,356,5.01,0.65,2.25,-2.89,2
BOI,OO,2785,6.29,5.44,0.36,-1.61,3
BOI,MQ,89,7.28,3.1,1.12,-0.62,4
BOI,WN,1146,7.43,1.16,0.35,-0.47,5
BOI,DL,686,10.32,4.71,0.87,2.42,6
BOI,AA,204,11.6,8.07,1.47,3.7,7
BOI,NK,142,12.31,7.8,3.52,4.41,8
BOI,G4,92,50.81,49.48,3.26,42.91,9
BOS,9E,1,-5.0,-28.0,0.0,-18.5,1
BOS,G4,114,1.38,-3.95,1.75,-12.12,2
BOS,YX,6281,4.3,0.15,1.89,-9.2,3
BOS,HA,59,11.42,8.61,0.0,-2.08,4
BOS,UA,2871,11.86,5.93,1.6,-1.64,5
BOS,F9,381,13.79,11.74,2.62,0.29,6
BOS,DL,5798,13.97,6.69,1.02,0.47,7
BOS,WN,1582,14.72,5.4,1.07,1.22,8
BOS,B6,9654,16.17,10.59,1.28,2.67,9
BOS,AS,612,16.82,11.96,1.31,3.32,10
BOS,AA,3868,17.29,9.96,1.68,3.79,11
BOS,MQ,465,18.23,12.78,1.51,4.73,12
BOS,NK,1662,22.4,15.26,3.61,8.9,13
BPT,OO,122,10.4,7.8,0.0,-1.02,1
BPT,MQ,53,13.86,11.84,3.77,2.44,2
BQK,OO,161,15.68,15.79,0.0,-0.89,1
BQK,9E,23,22.74,20.96,0.0,6.17,2
BQN,B6,393,14.03,11.26,0.76,-5.27,1
BQN,UA,91,29.78,21.92,2.2,10.48,2
BQN,F9,108,29.79,19.94,0.93,10.49,3
BRD,OO,150,21.37,17.17,0.67,0.0,1
BRO,MQ,309,6.91,4.9,1.29,-2.68,1
BRO,OO,181,14.26,11.35,3.31,4.67,2
BRW,AS,97,7.87,8.7,4.12,0.0,1
BTM,OO,129,4.76,-0.52,0.0,0.0,1
BTR,9E,129,4.54,0.48,3.1,-10.13,1
BTR,DL,220,5.16,-2.35,0.91,-9.51,2
BTR,MQ,252,16.06,13.92,3.17,1.39,3
BTR,OO,140,17.75,15.4,5.71,3.08,4
BTR,OH,467,20.24,17.17,1.5,5.57,5
BTR,UA,1,52.0,57.0,0.0,37.33,6
BTV,F9,3,-7.67,14.33,0.0,-16.97,1
BTV,YX,364,3.25,-1.31,1.1,-6.05,2
BTV,UA,262,7.06,7.69,1.15,-2.24,3
BTV,MQ,80,7.23,10.05,3.75,-2.07,4
BTV,DL,102,7.33,4.16,3.92,-1.97,5
BTV,OO,70,8.63,3.46,0.0,-0.67,6
BTV,OH,399,10.93,7.97,1.75,1.63,7
BTV,9E,412,11.27,4.77,1.7,1.97,8
BTV,B6,1,12.0,10.0,0.0,2.7,9
BTV,AA,186,18.96,13.47,1.08,9.66,10
BUF,YX,651,4.45,-0.1,3.07,-6.4,1
BUF,MQ,130,4.81,-0.66,1.54,-6.04,2
BUF,UA,260,6.98,6.4,2.31,-3.87,3
BUF,DL,516,7.75,-0.14,1.16,-3.1,4
BUF,WN,1266,8.22,1.42,1.26,-2.63,5
BUF,9E,439,11.39,3.96,3.64,0.54,6
BUF,B6,838,12.69,8.8,2.15,1.84,7
BUF,OH,206,14.31,14.29,2.43,3.46,8
BUF,AA,520,16.28,14.21,2.12,5.43,9
BUF,OO,181,18.8,13.02,1.1,7.95,10
BUF,F9,264,26.83,23.14,4.17,15.98,11
BUR,AS,543,2.81,2.33,2.39,-6.94,1
BUR,WN,4606,7.58,0.42,1.17,-2.17,2
BUR,UA,408,11.15,8.45,2.21,1.4,3
BUR,MQ,20,12.85,4.1,0.0,3.1,4
BUR,OO,1002,13.47,12.14,1.0,3.72,5
BUR,AA,287,14.28,10.36,2.09,4.53,6
BUR,F9,23,14.91,16.09,0.0,5.16,7
BUR,NK,485,17.15,13.5,2.27,7.4,8
BUR,DL,111,24.18,17.35,0.9,14.43,9
BUR,B6,71,48.44,44.91,1.41,38.69,10
BWI,OH,10,-5.3,-2.4,0.0,-21.11,1
BWI,OO,4,-3.75,-11.0,0.0,-19.56,2
BWI,B6,52,-1.73,-1.9,1.92,-17.54,3
BWI,YX,226,4.45,0.25,1.77,-11.36,4
BWI,UA,842,5.85,2.13,1.9,-9.96,5
BWI,MQ,135,6.69,1.89,2.22,-9.12,6
BWI,G4,41,10.45,4.85,2.44,-5.36,7
BWI,DL,1260,10.62,3.82,0.56,-5.19,8
BWI,WN,18094,15.86,8.96,0.78,0.05,9
BWI,NK,1636,16.18,9.92,2.08,0.37,10
BWI,AA,921,17.28,11.68,1.85,1.47,11
BWI,AS,143,22.38,17.58,2.1,6.57,12
BWI,9E,111,23.59,19.5,4.5,7.78,13
BWI,F9,691,38.75,36.31,3.47,22.94,14
BZN,AS,154,3.24,3.97,1.95,-7.79,1
BZN,MQ,21,4.33,2.9,0.0,-6.7,2
BZN,OO,491,4.47,1.55,1.02,-6.56,3
BZN,DL,430,7.52,4.08,0.7,-3.51,4
BZN,WN,480,9.92,4.49,0.42,-1.11,5
BZN,G4,102,10.14,5.38,2.94,-0.89,6
BZN,UA,536,18.61,14.75,1.68,7.58,7
BZN,AA,232,19.1,16.92,0.86,8.07,8
BZN,B6,41,30.92,32.47,4.88,19.89,9
CAE,DL,373,3.81,-4.17,0.8,-7.49,1
CAE,OO,181,5.19,4.67,1.66,-6.11,2
CAE,9E,313,7.9,2.77,1.92,-3.4,3
CAE,MQ,14,8.36,8.29,0.0,-2.94,4
CAE,OH,585,10.55,10.27,1.88,-0.75,5
CAE,YX,85,21.21,19.99,4.71,9.91,6
CAE,AA,176,37.64,30.05,1.14,26.34,7
CAK,OH,376,10.24,8.61,0.8,-7.52,1
CAK,OO,254,23.8,23.12,2.36,6.04,2
CAK,G4,168,25.68,20.04,1.79,7.92,3
CDC,OO,158,12.64,7.01,0.63,0.0,1
CDV,AS,171,1.25,1.88,2.34,0.0,1
CHA,YX,40,6.75,8.98,0.0,-5.0,1
CHA,9E,400,7.75,1.63,0.25,-4.0,2
CHA,DL,282,8.87,0.65,1.06,-2.88,3
CHA,OH,356,10.21,7.55,0.84,-1.54,4
CHA,OO,235,10.66,10.46,2.55,-1.09,5
CHA,MQ,304,17.55,12.83,2.63,5.8,6
CHA,G4,65,38.87,38.61,4.62,27.12,7
CHO,OH,12,-8.08,-0.17,0.0,-22.61,1
CHO,YX,116,3.46,7.68,1.72,-11.07,2
CHO,DL,55,12.15,2.45,0.0,-2.38,3
CHO,9E,381,13.13,7.01,4.99,-1.4,4
CHO,OO,156,28.73,29.94,1.92,14.2,5
CHS,YX,576,1.07,-2.04,1.39,-10.84,1
CHS,AS,64,4.73,2.52,0.0,-7.18,2
CHS,WN,868,7.91,3.04,0.81,-4.0,3
CHS,OH,433,9.31,6.13,2.08,-2.6,4
CHS,9E,500,10.41,4.09,6.0,-1.5,5
CHS,MQ,215,11.1,6.74,0.93,-0.81,6
CHS,DL,994,12.43,7.07,0.4,0.52,7
CHS,UA,560,13.56,9.93,1.43,1.65,8
CHS,AA,1198,15.04,11.54,1.92,3.13,9
CHS,F9,44,16.07,13.39,0.0,4.16,10
CHS,B6,429,18.34,13.76,3.03,6.43,11
CHS,NK,285,20.94,15.79,3.16,9.03,12
CHS,OO,79,23.18,20.97,1.27,11.27,13
CHS,G4,57,25.08,25.23,8.77,13.17,14
CID,9E,29,2.28,2.62,0.0,-12.24,1
CID,G4,216,6.63,2.44,2.78,-7.89,2
CID,UA,267,7.64,4.81,2.25,-6.88,3
CID,YX,30,8.69,2.24,3.33,-5.83,4
CID,MQ,291,10.19,9.34,2.41,-4.33,5
CID,OH,162,11.86,6.52,1.85,-2.66,6
CID,F9,62,13.68,9.97,0.0,-0.84,7
CID,OO,470,15.68,13.92,1.06,1.16,8
CID,DL,95,23.97,20.74,1.05,9.45,9
CID,AA,287,29.62,26.78,1.74,15.1,10
CIU,OO,198,18.9,14.17,1.01,0.0,1
CKB,G4,50,44.17,43.81,4.0,0.0,1
CLE,YX,1064,4.38,-1.2,2.44,-6.29,1
CLE,UA,2066,5.73,-0.04,1.6,-4.94,2
CLE,B6,207,6.08,2.58,1.93,-4.59,3
CLE,WN,1227,6.88,-0.11,0.57,-3.79,4
CLE,AS,96,8.28,6.21,0.0,-2.39,5
CLE,DL,775,8.4,-1.94,0.52,-2.27,6
CLE,MQ,151,9.61,2.89,0.0,-1.06,7
CLE,OH,378,10.12,8.53,1.59,-0.55,8
CLE,AA,1109,11.73,7.99,2.07,1.06,9
CLE,9E,582,12.51,5.01,3.44,1.84,10
CLE,OO,424,13.68,6.68,1.65,3.01,11
CLE,NK,213,16.56,10.84,3.76,5.89,12
CLE,F9,1590,23.48,18.65,2.64,12.81,13
CLL,OO,78,13.91,11.59,3.85,-1.7,1
CLL,MQ,226,16.19,11.7,2.21,0.58,2
CLT,YX,579,8.41,4.32,1.21,-10.16,1
CLT,DL,1521,11.55,3.55,1.05,-7.02,2
CLT,OH,14156,12.17,8.27,1.16,-6.4,3
CLT,UA,991,13.04,10.52,0.91,-5.53,4
CLT,OO,13,16.38,6.69,0.0,-2.19,5
CLT,MQ,1567,16.51,13.4,1.47,-2.06,6
CLT,WN,810,17.34,11.28,0.49,-1.23,7
CLT,9E,783,18.6,14.75,4.21,0.03,8
CLT,AA,31136,21.86,17.58,1.34,3.29,9
CLT,NK,1206,21.97,16.89,2.9,3.4,10
CLT,B6,130,28.73,21.25,1.54,10.16,11
CLT,F9,786,30.41,32.42,4.2,11.84,12
CMH,YX,2788,0.79,-4.57,0.79,-8.54,1
CMH,DL,813,4.23,-3.21,0.98,-5.1,2
CMH,AS,104,8.21,2.38,1.92,-1.12,3
CMH,WN,2905,10.67,3.72,1.1,1.34,4
CMH,MQ,727,11.06,8.55,0.41,1.73,5
CMH,9E,53,11.17,4.04,0.0,1.84,6
CMH,OO,322,11.34,4.37,0.0,2.01,7
CMH,UA,643,13.23,9.23,0.78,3.9,8
CMH,NK,602,16.45,7.95,2.49,7.12,9
CMH,F9,58,17.65,20.3,1.72,8.32,10
CMH,OH,354,19.03,13.69,0.85,9.7,11
CMH,AA,826,23.47,19.72,1.82,14.14,12
CMI,MQ,339,18.89,12.78,1.77,0.0,1
CMX,OO,168,19.23,19.77,4.17,0.0,1
CNY,OO,6,-11.67,-9.33,0.0,0.0,1
COD,OO,148,22.81,16.99,0.68,0.0,1
COS,OO,1186,8.08,2.54,1.35,-1.3,1
COS,UA,193,8.28,6.29,3.63,-1.1,2
COS,WN,1210,8.56,2.69,0.58,-0.82,3
COS,DL,145,10.87,6.88,0.0,1.49,4
COS,AA,273,15.53,16.1,2.2,6.15,5
COS,MQ,100,17.99,14.06,0.0,8.61,6
COU,MQ,412,13.37,10.36,2.18,-1.99,1
COU,OO,23,51.77,47.77,4.35,36.41,2
CPR,OO,420,8.64,2.69,0.0,0.0,1
CRP,OO,59,3.9,4.42,0.0,-6.78,1
CRP,WN,273,9.98,6.22,1.47,-0.7,2
CRP,MQ,612,11.65,10.97,1.63,0.97,3
CRW,9E,48,2.63,-3.02,0.0,-16.56,1
CRW,OH,314,15.02,13.18,1.27,-4.17,2
CRW,OO,465,23.73,17.8,0.86,4.54,3
CSG,9E,150,6.97,0.75,2.0,-0.12,1
CSG,OO,100,7.28,3.06,2.0,0.19,2
CVG,YX,1316,4.24,0.59,1.67,-6.72,1
CVG,UA,472,7.51,4.73,1.27,-3.45,2
CVG,DL,1734,8.31,0.97,1.15,-2.65,3
CVG,OO,202,8.55,6.76,0.5,-2.41,4
CVG,WN,546,8.76,2.85,0.92,-2.2,5
CVG,9E,1662,8.92,3.48,1.56,-2.04,6
CVG,AS,76,9.77,6.59,3.95,-1.19,7
CVG,OH,571,11.51,9.07,0.88,0.55,8
CVG,MQ,644,11.56,7.42,0.93,0.6,9
CVG,G4,839,13.53,10.41,0.95,2.57,10
CVG,F9,1118,17.47,14.67,1.88,6.51,11
CVG,AA,824,23.23,18.16,1.46,12.27,12
CWA,9E,165,2.2,-3.88,1.82,0.0,1
CYS,OO,170,9.48,2.75,1.76,0.0,1
DAB,DL,364,6.02,0.91,1.37,-3.61,1
DAB,AA,77,10.09,4.51,1.3,0.46,2
DAB,OH,282,13.84,6.77,2.13,4.21,3
DAB,MQ,4,34.0,24.5,0.0,24.37,4
DAL,AS,76,2.62,-0.19,2.63,-11.42,1
DAL,DL,521,10.41,5.03,0.77,-3.63,2
DAL,WN,17407,14.19,8.36,1.1,0.15,3
DAY,YX,85,-3.34,-6.61,0.0,-14.81,1
DAY,DL,259,8.88,-1.73,0.39,-2.59,2
DAY,OH,898,10.96,7.62,0.89,-0.51,3
DAY,9E,116,13.0,3.17,6.03,1.53,4
DAY,OO,352,14.78,11.43,0.85,3.31,5
DAY,MQ,48,21.23,17.62,2.08,9.76,6
DAY,G4,57,22.57,17.85,5.26,11.1,7
DCA,YX,6362,4.54,0.0,1.45,-8.74,1
DCA,AS,403,7.31,2.61,0.74,-5.97,2
DCA,MQ,1044,11.85,6.74,1.53,-1.43,3
DCA,OO,43,12.1,3.6,2.33,-1.18,4
DCA,DL,2165,12.35,4.66,1.25,-0.93,5
DCA,WN,3871,12.73,4.12,1.21,-0.55,6
DCA,UA,1347,13.21,9.38,2.08,-0.07,7
DCA,OH,8897,15.27,11.45,2.21,1.99,8
DCA,B6,1993,16.03,9.41,1.56,2.75,9
DCA,F9,241,17.92,11.97,1.66,4.64,10
DCA,9E,478,18.96,12.75,2.93,5.68,11
DCA,AA,6444,19.01,13.75,1.66,5.73,12
DDC,OO,153,39.45,36.04,2.61,0.0,1
DEC,OO,187,26.78,23.91,1.6,0.0,1
DEN,MQ,53,8.42,3.26,0.0,-5.03,1
DEN,AS,555,9.36,7.78,1.08,-4.09,2
DEN,DL,3002,10.75,3.42,0.93,-2.7,3
DEN,OO,14694,11.29,6.43,1.33,-2.16,4
DEN,UA,25178,12.72,7.91,1.18,-0.73,5
DEN,WN,23928,14.82,8.9,0.8,1.37,6
DEN,F9,6140,15.47,10.84,1.43,2.02,7
DEN,AA,1989,18.63,14.26,1.81,5.18,8
DEN,G4,119,19.15,18.55,0.84,5.7,9
DEN,B6,298,27.22,24.35,0.34,13.77,10
DEN,NK,9,112.22,105.44,0.0,98.77,11
DFW,YX,9,6.56,-4.67,0.0,-12.71,1
DFW,MQ,17220,8.81,4.76,1.43,-10.46,2
DFW,OO,5883,9.62,5.93,2.33,-9.65,3
DFW,AS,559,13.37,11.69,1.79,-5.9,4
DFW,DL,2957,15.99,9.41,0.95,-3.28,5
DFW,UA,1975,16.69,12.87,1.82,-2.58,6
DFW,NK,2476,18.36,13.07,1.37,-0.91,7
DFW,OH,2230,20.56,15.71,2.33,1.29,8
DFW,F9,2474,23.69,22.85,2.47,4.42,9
DFW,AA,40887,25.21,19.83,2.03,5.94,10
DFW,B6,87,35.01,29.98,0.0,15.74,11
DFW,9E,1,128.0,133.0,0.0,108.73,12
DHN,9E,140,5.31,-0.33,0.71,-0.44,1
DHN,OO,56,6.87,6.52,3.57,1.12,2
DIK,OO,151,11.36,5.94,3.97,0.0,1
DLG,AS,22,15.18,16.82,0.0,0.0,1
DLH,YX,110,3.89,-4.11,0.0,-7.71,1
DLH,DL,29,4.97,-2.38,0.0,-6.63,2
DLH,9E,44,7.45,11.43,0.0,-4.15,3
DLH,OO,312,15.57,9.11,1.28,3.97,4
DRO,MQ,5,-0.8,-10.2,0.0,-16.11,1
DRO,UA,174,7.86,-2.96,2.3,-7.45,2
DRO,OO,745,17.15,14.88,1.61,1.84,3
DSM,F9,60,3.43,1.02,0.0,-9.81,1
DSM,UA,530,5.44,4.25,0.94,-7.8,2
DSM,9E,657,8.82,3.22,1.52,-4.42,3
DSM,YX,203,9.0,7.85,1.48,-4.24,4
DSM,DL,259,11.29,1.83,0.39,-1.95,5
DSM,WN,449,12.74,6.51,0.45,-0.5,6
DSM,MQ,212,13.23,11.27,0.94,-0.01,7
DSM,G4,399,15.49,12.17,2.76,2.25,8
DSM,OH,118,16.35,15.57,2.54,3.11,9
DSM,OO,219,21.77,17.27,2.74,8.53,10
DSM,AA,619,23.26,20.48,2.26,10.02,11
DTW,YX,1190,2.92,-0.71,2.02,-9.06,1
DTW,9E,3150,4.89,0.59,0.95,-7.09,2
DTW,WN,1012,8.81,2.02,0.49,-3.17,3
DTW,MQ,215,9.48,7.29,3.72,-2.5,4
DTW,NK,2466,10.64,2.83,1.54,-1.34,5
DTW,UA,498,11.46,8.08,0.8,-0.52,6
DTW,AS,111,11.49,8.28,0.9,-0.49,7
DTW,DL,14252,11.93,6.46,0.98,-0.05,8
DTW,OH,240,12.18,10.08,2.5,0.2,9
DTW,AA,1380,15.78,12.44,1.88,3.8,10
DTW,OO,6559,16.1,12.54,0.44,4.12,11
DTW,B6,261,17.82,13.66,0.77,5.84,12
DTW,F9,560,25.1,21.32,3.93,13.12,13
DVL,OO,151,7.87,4.9,6.62,0.0,1
EAR,OO,26,8.6,7.48,3.85,0.0,1
EAU,OO,8,48.38,44.63,0.0,0.0,1
ECP,OO,72,2.94,-1.46,0.0,-10.06,1
ECP,DL,608,8.81,3.6,0.82,-4.19,2
ECP,WN,784,9.21,4.52,0.64,-3.79,3
ECP,MQ,194,14.86,10.83,2.58,1.86,4
ECP,OH,268,16.89,16.39,0.75,3.89,5
ECP,YX,10,16.9,13.4,0.0,3.9,6
ECP,9E,10,35.8,32.1,0.0,22.8,7
ECP,AA,174,39.64,37.14,1.72,26.64,8
EGE,DL,38,9.63,0.76,0.0,-15.23,1
EGE,OO,422,11.42,5.52,1.18,-13.44,2
EGE,F9,4,20.25,33.0,0.0,-4.61,3
EGE,UA,122,21.75,18.32,0.82,-3.11,4
EGE,AA,322,45.56,43.58,1.24,20.7,5
EKO,OO,86,-5.29,-11.22,0.0,0.0,1
ELM,G4,65,9.0,5.22,1.54,-8.45,1
ELM,OO,194,20.24,15.42,0.0,2.79,2
ELP,YX,13,-2.27,-7.27,15.38,-11.18,1
ELP,DL,165,4.39,-2.68,1.21,-4.52,2
ELP,UA,66,4.98,-2.05,1.52,-3.93,3
ELP,OO,597,7.25,4.31,0.67,-1.66,4
ELP,WN,2224,8.12,2.45,0.72,-0.79,5
ELP,MQ,406,8.51,6.31,1.23,-0.4,6
ELP,AA,668,13.25,10.97,2.1,4.34,7
ELP,F9,166,14.87,11.48,3.61,5.96,8
ELP,G4,21,18.38,16.0,0.0,9.47,9
ESC,OO,153,6.53,3.53,0.65,0.0,1
EUG,MQ,5,-1.2,-17.0,0.0,-10.98,1
EUG,OO,634,6.62,2.5,1.1,-3.16,2
EUG,WN,414,7.01,-0.32,3.38,-2.77,3
EUG,UA,344,9.49,4.27,2.03,-0.29,4
EUG,AS,63,11.07,11.39,3.17,1.29,5
EUG,AA,185,14.65,10.29,2.7,4.87,6
EUG,G4,82,37.94,35.56,1.22,28.16,7
EVV,9E,168,1.47,-4.05,1.19,-7.41,1
EVV,MQ,162,2.89,-1.29,0.62,-5.99,2
EVV,DL,7,5.57,0.0,0.0,-3.31,3
EVV,OO,84,15.87,13.07,0.0,6.99,4
EVV,G4,54,35.33,26.1,5.56,26.45,5
EVV,OH,7,49.0,42.29,0.0,40.12,6
EWN,OH,13,118.46,106.31,0.0,0.0,1
EWR,OO,1,-4.0,9.0,0.0,-20.14,1
EWR,YX,5394,5.27,-0.63,2.89,-10.87,2
EWR,AS,720,16.77,12.7,3.06,0.63,3
EWR,UA,16152,17.04,11.82,2.63,0.9,4
EWR,G4,153,17.14,10.51,1.96,1.0,5
EWR,NK,2464,18.75,10.92,3.49,2.61,6
EWR,DL,1583,21.3,16.05,1.26,5.16,7
EWR,B6,1238,21.39,17.56,2.67,5.25,8
EWR,MQ,194,22.35,16.12,3.61,6.21,9
EWR,AA,1510,26.05,19.48,2.52,9.91,10
EWR,9E,381,26.57,24.28,5.25,10.43,11
EWR,F9,89,38.68,34.39,1.12,22.54,12
EYW,B6,44,9.33,4.29,4.55,-10.9,1
EYW,MQ,518,9.96,8.3,1.93,-10.27,2
EYW,YX,238,11.05,8.57,2.1,-9.18,3
EYW,DL,340,15.65,12.78,1.76,-4.58,4
EYW,UA,175,18.22,16.53,3.43,-2.01,5
EYW,G4,139,28.67,25.58,4.32,8.44,6
EYW,9E,39,32.34,33.95,2.56,12.11,7
EYW,AA,439,39.31,36.59,3.19,19.08,8
FAI,AS,618,3.13,0.43,1.13,-4.66,1
FAI,UA,51,14.08,0.0,1.96,6.29,2
FAI,DL,134,27.14,20.36,2.24,19.35,3
FAR,F9,76,-3.19,-2.11,2.63,-16.31,1
FAR,9E,55,3.36,-3.47,0.0,-9.76,2
FAR,UA,25,4.44,-3.24,0.0,-8.68,3
FAR,DL,171,4.44,-3.26,1.75,-8.68,3
FAR,MQ,406,12.25,6.14,0.74,-0.87,5
FAR,OO,667,16.42,13.4,1.2,3.3,6
FAR,G4,134,25.08,19.78,0.75,11.96,7
FAT,MQ,6,-4.17,-6.67,0.0,-15.38,1
FAT,AS,102,0.67,-0.51,3.92,-10.54,2
FAT,OO,1644,8.6,4.89,0.49,-2.61,3
FAT,G4,151,13.42,15.19,0.0,2.21,4
FAT,WN,392,13.82,8.43,0.0,2.61,5
FAT,AA,505,15.64,10.53,1.58,4.43,6
FAT,DL,56,16.23,7.73,0.0,5.02,7
FAT,UA,91,28.7,22.61,2.2,17.49,8
FAY,DL,81,-2.63,-10.9,0.0,-14.74,1
FAY,OH,144,5.56,7.24,2.78,-6.55,2
FAY,9E,88,21.72,14.17,0.0,9.61,3
FAY,OO,53,36.42,31.12,1.89,24.31,4
FCA,OO,313,5.11,0.34,1.6,-6.07,1
FCA,UA,212,7.51,3.41,1.42,-3.67,2
FCA,AA,105,13.43,10.46,0.0,2.25,3
FCA,DL,201,14.13,10.55,1.49,2.95,4
FCA,MQ,4,38.5,31.75,0.0,27.32,5
FCA,G4,56,43.32,41.25,5.36,32.14,6
FLG,OO,499,14.48,12.04,0.4,0.0,1
FLL,9E,6,-3.33,-2.17,0.0,-20.95,1
FLL,UA,1963,14.59,9.48,2.45,-3.03,2
FLL,WN,3625,15.07,10.1,1.35,-2.55,3
FLL,DL,2951,16.44,11.16,1.36,-1.18,4
FLL,B6,4585,17.42,13.09,1.31,-0.2,5
FLL,G4,824,17.5,15.08,1.7,-0.12,6
FLL,NK,6430,18.59,14.13,1.54,0.97,7
FLL,AS,234,20.91,17.98,6.84,3.29,8
FLL,AA,1610,23.3,19.39,1.86,5.68,9
FLL,F9,385,27.86,26.07,4.68,10.24,10
FNT,G4,315,10.59,6.43,0.95,-11.7,1
FNT,OO,194,41.39,40.48,1.55,19.1,2
FOD,OO,143,12.46,10.91,3.5,0.0,1
FSD,YX,11,-6.91,-11.0,0.0,-17.17,1
FSD,UA,155,3.21,3.69,0.0,-7.05,2
FSD,OO,593,7.83,3.76,1.35,-2.43,3
FSD,DL,164,9.98,5.98,1.83,-0.28,4
FSD,9E,92,10.27,9.45,0.0,0.01,5
FSD,F9,55,12.75,16.09,0.0,2.49,6
FSD,MQ,186,13.68,9.25,1.61,3.42,7
FSD,G4,233,14.25,10.16,0.86,3.99,8
FSD,AA,158,17.22,9.58,2.53,6.96,9
FSM,MQ,249,11.95,6.82,4.02,-0.3,1
FSM,OO,48,13.78,7.65,4.17,1.53,2
FWA,9E,57,11.61,1.07,1.75,-5.04,1
FWA,OH,42,11.86,2.69,0.0,-4.79,2
FWA,MQ,210,12.98,7.92,0.48,-3.67,3
FWA,OO,645,17.77,13.2,0.62,1.12,4
FWA,G4,199,19.43,17.62,3.52,2.78,5
GCC,OO,147,7.63,3.62,2.04,0.0,1
GCK,OO,63,9.27,6.93,4.76,-6.35,1
GCK,MQ,118,18.93,17.24,2.54,3.31,2
GEG,UA,201,3.06,-2.57,4.48,-4.62,1
GEG,AS,570,4.13,2.68,0.88,-3.55,2
GEG,OO,1436,5.76,4.1,0.49,-1.92,3
GEG,WN,932,6.66,0.23,0.21,-1.02,4
GEG,DL,720,9.75,4.79,1.11,2.07,5
GEG,G4,66,17.25,15.81,1.52,9.57,6
GEG,AA,355,20.52,13.72,1.41,12.84,7
GFK,G4,28,3.15,1.26,3.57,-6.63,1
GFK,OO,252,8.64,3.68,1.19,-1.14,2
GFK,9E,13,45.46,47.69,0.0,35.68,3
GGG,OO,116,10.64,6.81,2.59,-1.52,1
GGG,MQ,47,15.89,12.57,2.13,3.73,2
GJT,UA,173,9.16,-0.66,1.73,-2.94,1
GJT,G4,24,9.17,13.61,4.17,-2.93,2
GJT,MQ,121,9.23,8.94,0.83,-2.87,3
GJT,OO,609,13.61,10.78,0.99,1.51,4
