aeroporto_partenza,compagnia,numero_voli,ritardo_medio_partenza,ritardo_medio_arrivo,tasso_cancellazione,differenza,classifica
GNV,DL,384,4.55,-2.61,1.82,-3.06,1
GNV,9E,32,8.56,0.91,0.0,0.95,2
GNV,OH,173,9.63,7.7,1.16,2.02,3
GNV,MQ,141,13.41,9.96,4.96,5.8,4
GPT,9E,10,-1.4,-10.0,0.0,-11.88,1
GPT,OO,82,2.94,3.38,2.44,-7.54,2
GPT,DL,297,6.04,1.23,0.67,-4.44,3
GPT,OH,331,12.3,10.66,1.51,1.82,4
GPT,G4,6,17.67,22.33,0.0,7.19,5
GPT,MQ,132,21.6,20.28,5.3,11.12,6
GRB,9E,14,-7.36,-18.93,0.0,-22.68,1
GRB,F9,24,5.29,8.21,0.0,-10.03,2
GRB,YX,43,11.02,8.86,2.33,-4.3,3
GRB,OO,792,14.9,10.54,2.02,-0.42,4
GRB,MQ,87,15.96,13.32,2.3,0.64,5
GRB,DL,81,27.79,23.77,0.0,12.47,6
GRI,OO,180,16.06,14.87,1.11,-5.37,1
GRI,G4,52,40.54,36.42,3.85,19.11,2
GRK,MQ,330,9.53,6.61,1.82,-3.05,1
GRK,OO,127,20.68,18.2,3.94,8.1,2
GRR,YX,462,5.11,1.07,1.52,-5.44,1
GRR,G4,482,5.42,1.38,1.66,-5.13,2
GRR,UA,328,6.15,4.82,0.91,-4.4,3
GRR,DL,689,6.31,-1.2,1.31,-4.24,4
GRR,WN,522,8.05,3.75,0.38,-2.5,5
GRR,9E,218,8.6,2.36,2.29,-1.95,6
GRR,OO,509,14.64,11.88,1.96,4.09,7
GRR,MQ,187,14.71,13.02,3.21,4.16,8
GRR,AA,610,15.94,13.03,1.31,5.39,9
GRR,OH,162,16.33,18.16,5.56,5.78,10
GRR,F9,174,34.74,33.34,5.17,24.19,11
GSO,9E,367,3.02,-4.8,3.27,-5.64,1
GSO,YX,386,4.04,1.22,4.15,-4.62,2
GSO,OH,643,5.35,5.06,0.78,-3.31,3
GSO,DL,584,5.74,-2.69,0.68,-2.92,4
GSO,MQ,329,10.4,7.27,0.0,1.74,5
GSO,OO,245,11.22,11.18,1.22,2.56,6
GSO,AA,318,26.74,25.97,2.83,18.08,7
GSO,G4,39,28.89,31.86,5.13,20.23,8
GSP,DL,623,3.2,-5.36,1.28,-6.45,1
GSP,YX,495,5.41,2.86,2.83,-4.24,2
GSP,OO,282,5.78,2.89,1.06,-3.87,3
GSP,WN,352,9.18,2.4,0.28,-0.47,4
GSP,OH,936,9.72,8.33,1.07,0.07,5
GSP,9E,334,9.76,3.55,1.8,0.11,6
GSP,UA,107,11.0,6.54,0.93,1.35,7
GSP,MQ,392,11.26,9.01,1.28,1.61,8
GSP,G4,72,16.21,14.29,2.78,6.56,9
GSP,AA,338,27.76,22.32,2.96,18.11,10
GST,AS,25,-2.14,-3.68,12.0,0.0,1
GTF,UA,55,-1.63,-11.7,1.82,-7.59,1
GTF,OO,488,6.0,1.35,0.82,0.04,2
GTF,G4,35,17.44,15.29,2.86,11.48,3
GTR,9E,175,5.87,-1.48,0.57,0.0,1
GUC,OO,155,4.78,0.84,1.29,-2.45,1
GUC,AA,35,18.24,22.24,2.86,11.01,2
GUM,UA,160,2.61,-5.16,0.63,0.0,1
HDN,WN,156,7.88,1.97,1.92,-10.32,1
HDN,OO,183,14.77,10.26,1.09,-3.43,2
HDN,MQ,7,17.0,14.57,0.0,-1.2,3
HDN,DL,26,17.19,13.77,0.0,-1.01,4
HDN,UA,125,22.29,20.39,1.6,4.09,5
HDN,AA,42,34.74,31.93,0.0,16.54,6
HDN,B6,17,82.81,88.88,5.88,64.61,7
HGR,G4,66,38.52,37.33,3.03,0.0,1
HHH,MQ,264,10.45,8.89,2.65,-3.82,1
HHH,YX,184,19.81,14.01,3.8,5.54,2
HIB,OO,138,13.52,8.85,2.17,0.0,1
HLN,OO,380,7.07,4.42,0.53,0.0,1
HNL,AA,446,2.85,-4.51,0.22,-3.44,1
HNL,WN,3579,3.01,-2.22,0.47,-3.28,2
HNL,HA,7922,5.71,5.1,1.04,-0.58,3
HNL,DL,790,10.73,2.24,0.63,4.44,4
HNL,UA,1214,11.51,1.57,1.48,5.22,5
HNL,AS,1022,14.34,8.17,3.23,8.05,6
HOB,OO,105,32.34,26.07,1.9,0.0,1
HOU,MQ,451,12.73,8.88,5.32,-1.03,1
HOU,WN,12996,13.28,5.36,1.28,-0.48,2
HOU,DL,436,13.7,9.05,1.61,-0.06,3
HOU,OO,92,19.16,18.63,2.17,5.4,4
HOU,F9,82,36.1,35.17,4.88,22.34,5
HOU,G4,88,47.64,46.1,0.0,33.88,6
HOU,OH,29,64.42,49.92,10.34,50.66,7
HPN,MQ,304,8.54,4.8,2.3,-6.24,1
HPN,B6,1195,11.04,7.32,1.51,-3.74,2
HPN,YX,17,13.06,8.0,0.0,-1.72,3
HPN,9E,213,13.51,4.4,2.82,-1.27,4
HPN,DL,206,15.87,6.34,0.97,1.09,5
HPN,OH,706,20.49,18.53,3.12,5.71,6
HPN,OO,231,25.39,19.7,1.73,10.61,7
HRL,DL,48,2.1,-7.9,0.0,-7.12,1
HRL,OO,46,6.09,3.72,0.0,-3.13,2
HRL,WN,588,9.17,6.45,0.17,-0.05,3
HRL,MQ,435,10.43,8.68,0.92,1.21,4
HSV,YX,64,-2.98,-4.11,3.13,-16.15,1
HSV,9E,140,2.19,-3.77,0.71,-10.98,2
HSV,DL,508,2.25,-5.9,1.38,-10.92,3
HSV,MQ,458,15.18,11.63,1.97,2.01,4
HSV,OO,419,19.14,15.13,0.24,5.97,5
HSV,OH,655,20.22,17.96,2.14,7.05,6
HSV,AA,3,37.67,34.67,0.0,24.5,7
HTS,G4,120,36.71,37.15,4.17,0.0,1
HYA,YX,37,4.33,8.83,2.7,-23.03,1
HYA,B6,29,60.52,63.16,13.79,33.16,2
HYS,OO,148,15.93,11.38,0.68,0.0,1
IAD,MQ,5,-6.2,6.4,0.0,-17.51,1
IAD,YX,2006,3.38,-1.42,1.0,-7.93,2
IAD,9E,95,4.47,-2.37,0.0,-6.84,3
IAD,UA,7616,10.86,5.44,1.55,-0.45,4
IAD,WN,285,12.85,5.4,0.35,1.54,5
IAD,AS,510,13.12,8.6,1.37,1.81,6
IAD,F9,28,14.79,14.82,0.0,3.48,7
IAD,AA,181,15.44,10.66,1.1,4.13,8
IAD,OH,371,15.83,9.65,0.54,4.52,9
IAD,DL,767,20.11,10.16,0.78,8.8,10
IAD,OO,679,23.57,18.65,1.47,12.26,11
IAD,G4,70,27.35,17.87,1.43,16.04,12
IAG,G4,85,19.98,15.78,2.35,0.0,1
IAH,OH,6,2.33,1.17,0.0,-15.9,1
IAH,AS,218,9.26,5.9,0.92,-8.97,2
IAH,WN,750,13.32,8.83,1.87,-4.91,3
IAH,DL,1972,14.49,7.69,1.42,-3.74,4
IAH,MQ,342,14.76,8.17,4.39,-3.47,5
IAH,UA,16999,17.71,12.67,1.95,-0.52,6
IAH,NK,2466,18.66,12.12,1.99,0.43,7
IAH,YX,19,18.74,16.0,0.0,0.51,8
IAH,OO,3223,20.22,16.0,2.64,1.99,9
IAH,AA,1696,22.33,18.51,2.95,4.1,10
IAH,F9,813,26.33,25.9,2.95,8.1,11
IAH,B6,168,31.87,27.1,1.79,13.64,12
ICT,WN,449,2.43,-4.18,0.22,-8.49,1
ICT,9E,40,2.65,-1.78,0.0,-8.27,2
ICT,DL,201,5.35,-1.26,0.0,-5.57,3
ICT,UA,135,6.63,9.17,0.74,-4.29,4
ICT,MQ,594,10.49,7.2,2.19,-0.43,5
ICT,G4,81,13.14,7.0,1.23,2.22,6
ICT,OO,777,13.83,10.46,1.29,2.91,7
ICT,OH,63,19.06,19.95,1.59,8.14,8
ICT,AA,141,34.27,32.73,4.26,23.35,9
IDA,OO,685,8.12,2.92,0.88,-5.54,1
IDA,DL,19,13.37,15.05,0.0,-0.29,2
IDA,G4,130,42.86,42.91,0.77,29.2,3
ILM,YX,343,4.8,4.21,1.46,-4.49,1
ILM,OH,462,8.2,7.26,1.3,-1.09,2
ILM,9E,322,8.28,3.03,2.48,-1.01,3
ILM,MQ,260,8.32,5.14,1.15,-0.97,4
ILM,DL,201,10.59,4.4,0.0,1.3,5
ILM,AA,344,16.01,11.77,2.03,6.72,6
ILM,OO,7,17.57,15.14,0.0,8.28,7
IMT,OO,181,7.9,5.53,2.21,0.0,1
IND,YX,3132,2.52,-1.52,1.28,-6.96,1
IND,9E,590,8.12,1.6,3.39,-1.36,2
IND,AS,126,8.45,4.38,3.17,-1.03,3
IND,OH,71,9.44,5.61,1.41,-0.04,4
IND,MQ,263,10.03,6.0,1.52,0.55,5
IND,UA,588,10.12,5.48,1.19,0.64,6
IND,DL,1110,11.11,5.07,1.44,1.63,7
IND,WN,2811,11.52,5.06,0.82,2.04,8
IND,NK,538,12.15,5.58,3.35,2.67,9
IND,AA,1559,14.63,11.29,1.03,5.15,10
IND,G4,357,15.05,13.34,1.68,5.57,11
IND,OO,277,15.54,10.58,1.08,6.06,12
IND,F9,199,17.01,12.53,0.5,7.53,13
INL,OO,134,19.37,14.13,1.49,0.0,1
ISP,WN,723,14.15,5.53,1.11,-3.0,1
ISP,B6,38,15.5,8.61,0.0,-1.65,2
ISP,F9,347,23.83,16.08,4.61,6.68,3
ITH,9E,147,13.95,6.56,6.12,-1.19,1
ITH,YX,17,24.76,12.71,0.0,9.62,2
ITO,WN,481,-3.4,-6.02,0.0,-5.06,1
ITO,HA,1221,3.68,3.71,1.15,2.02,2
JAC,OO,245,8.78,5.03,2.86,-15.23,1
JAC,AS,14,15.86,26.62,0.0,-8.15,2
JAC,UA,493,18.81,13.75,2.03,-5.2,3
JAC,DL,295,24.71,15.49,0.68,0.7,4
JAC,AA,256,47.89,45.7,1.17,23.88,5
JAN,DL,538,6.24,-0.35,0.37,-4.34,1
JAN,9E,73,6.35,1.92,1.37,-4.23,2
JAN,WN,431,10.14,4.63,0.46,-0.44,3
JAN,OO,105,11.36,9.5,0.0,0.78,4
JAN,OH,332,12.64,10.22,2.41,2.06,5
JAN,MQ,267,18.46,15.55,1.5,7.88,6
JAX,OO,40,0.87,1.87,2.5,-10.62,1
JAX,9E,225,5.01,-1.41,3.11,-6.48,2
JAX,YX,419,5.8,0.37,1.43,-5.69,3
JAX,WN,1151,8.44,2.9,1.04,-3.05,4
JAX,OH,269,9.78,6.27,0.74,-1.71,5
JAX,F9,246,10.86,9.24,2.44,-0.63,6
JAX,UA,944,11.23,8.14,1.06,-0.26,7
JAX,DL,1421,11.84,6.43,1.06,0.35,8
JAX,MQ,285,12.05,10.54,1.75,0.56,9
JAX,G4,156,13.3,11.5,0.64,1.81,10
JAX,AA,1805,14.27,12.26,1.94,2.78,11
JAX,B6,423,17.93,13.23,1.89,6.44,12
JFK,YX,3928,6.02,1.51,2.49,-9.28,1
JFK,AS,815,9.73,5.99,3.68,-5.57,2
JFK,9E,3958,10.65,5.56,3.79,-4.65,3
JFK,AA,2956,14.13,7.94,1.45,-1.17,4
JFK,DL,6534,16.01,8.72,1.19,0.71,5
JFK,HA,88,21.2,22.63,2.27,5.9,6
JFK,B6,8255,21.41,15.8,2.12,6.11,7
JFK,OO,712,21.44,15.5,3.23,6.14,8
JFK,F9,200,27.25,23.08,1.0,11.95,9
JLN,OO,133,12.23,6.2,2.26,0.0,1
JMS,OO,146,11.68,9.01,2.74,0.0,1
JNU,AS,1126,0.51,-0.16,2.13,-0.06,1
JNU,DL,33,2.64,-5.21,0.0,2.07,2
JST,OO,162,23.8,17.94,0.62,0.0,1
KOA,WN,837,0.3,-4.43,0.48,-4.83,1
KOA,DL,162,2.18,-5.51,3.09,-2.95,2
KOA,HA,1911,2.8,2.45,0.58,-2.33,3
KOA,AA,164,9.72,4.38,0.0,4.59,4
KOA,AS,496,11.59,7.15,2.82,6.46,5
KOA,UA,343,20.11,11.3,1.75,14.98,6
KTN,AS,546,3.36,0.74,3.11,-0.65,1
KTN,OO,28,17.15,23.42,7.14,13.14,2
LAN,9E,38,1.14,-4.86,2.63,-16.47,1
LAN,OH,79,9.34,12.06,0.0,-8.27,2
LAN,OO,210,23.62,21.6,0.0,6.01,3
LAR,OO,169,0.85,-0.43,3.55,0.0,1
LAS,DL,3859,9.01,2.36,0.8,-4.56,1
LAS,G4,1780,9.53,5.37,0.79,-4.04,2
LAS,UA,3432,9.83,4.51,1.95,-3.74,3
LAS,MQ,4,10.5,9.0,0.0,-3.07,4
LAS,AS,1360,10.9,9.73,1.91,-2.67,5
LAS,NK,6374,11.6,5.98,1.51,-1.97,6
LAS,WN,21407,14.14,6.36,0.51,0.57,7
LAS,F9,3191,15.04,11.94,1.19,1.47,8
LAS,OO,571,17.03,19.5,2.28,3.46,9
LAS,AA,3409,21.14,14.9,0.97,7.57,10
LAS,HA,343,21.92,20.75,0.0,8.35,11
LAS,B6,664,22.79,14.87,0.9,9.22,12
LAW,MQ,32,3.53,-3.66,0.0,-11.25,1
LAW,OO,221,16.48,14.54,4.07,1.7,2
LAX,MQ,9,-4.11,-9.11,0.0,-14.82,1
LAX,AS,2241,4.58,1.6,2.23,-6.13,2
LAX,OO,9354,6.07,4.09,0.34,-4.64,3
LAX,G4,229,8.57,3.96,0.44,-2.14,4
LAX,UA,6576,9.35,2.52,1.95,-1.36,5
LAX,DL,8709,10.21,4.67,0.78,-0.5,6
LAX,NK,2752,11.11,4.86,1.24,0.4,7
LAX,B6,1983,11.5,5.99,0.45,0.79,8
LAX,WN,6369,11.62,4.91,0.6,0.91,9
LAX,HA,555,12.72,10.75,0.9,2.01,10
LAX,AA,7260,17.8,11.92,0.59,7.09,11
LAX,F9,567,28.34,28.25,0.71,17.63,12
LBB,WN,679,6.24,-0.73,1.33,-5.46,1
LBB,OO,279,13.89,12.15,2.87,2.19,2
LBB,MQ,494,13.96,12.03,2.63,2.26,3
LBB,AA,103,31.5,30.63,2.91,19.8,4
LBE,NK,127,7.9,0.17,2.36,0.0,1
LBF,OO,149,6.19,8.69,4.03,0.0,1
LBL,OO,123,9.06,6.13,4.88,0.0,1
LCH,OO,259,26.36,23.33,3.47,-0.94,1
LCH,MQ,18,42.0,47.0,11.11,14.7,2
LCK,G4,207,20.92,19.12,3.38,0.0,1
LEX,YX,168,-2.16,-3.96,0.6,-14.37,1
LEX,DL,421,2.29,-8.34,0.95,-9.92,2
LEX,9E,53,10.28,3.4,0.0,-1.93,3
LEX,OO,469,10.78,6.84,1.49,-1.43,4
LEX,MQ,234,13.48,9.32,0.43,1.27,5
LEX,OH,396,15.91,11.62,0.76,3.7,6
LEX,AA,250,20.26,20.2,2.8,8.05,7
LEX,G4,191,31.95,32.82,4.71,19.74,8
LFT,9E,193,10.23,5.58,1.04,-7.93,1
LFT,MQ,116,10.74,4.95,0.86,-7.42,2
LFT,OO,240,17.59,12.2,0.42,-0.57,3
LFT,OH,273,27.85,24.79,5.49,9.69,4
LGA,YX,9506,4.35,-1.09,2.59,-8.41,1
LGA,9E,7041,9.69,1.86,3.96,-3.07,2
LGA,UA,1853,12.88,8.51,2.81,0.12,3
LGA,NK,1733,15.58,7.77,3.29,2.82,4
LGA,WN,2633,16.96,6.39,1.44,4.2,5
LGA,DL,6132,17.11,9.47,1.58,4.35,6
LGA,AA,3775,17.9,12.44,2.62,5.14,7
LGA,B6,2133,20.76,14.09,1.88,8.0,8
LGA,OO,946,25.53,20.44,2.75,12.77,9
LGA,F9,597,28.7,23.6,3.52,15.94,10
LGB,OO,147,3.78,0.17,0.0,-3.97,1
LGB,HA,156,5.42,1.35,0.64,-2.33,2
LGB,WN,3986,7.9,1.08,0.7,0.15,3
LGB,DL,101,11.37,4.4,0.99,3.62,4
LIH,WN,825,-0.59,-6.7,0.48,-5.07,1
LIH,HA,2103,3.64,2.5,1.0,-0.84,2
LIH,DL,160,8.28,-0.93,1.25,3.8,3
LIH,UA,262,8.91,1.95,0.76,4.43,4
LIH,AS,244,11.27,5.84,0.41,6.79,5
LIH,AA,155,20.72,14.47,0.0,16.24,6
LIT,DL,501,4.79,-2.21,0.8,-8.05,1
LIT,F9,32,5.1,4.68,3.13,-7.74,2
LIT,YX,112,5.66,2.85,1.79,-7.18,3
LIT,WN,649,8.54,1.64,0.15,-4.3,4
LIT,9E,88,10.87,7.78,2.27,-1.97,5
LIT,OH,185,15.57,12.23,1.08,2.73,6
LIT,MQ,894,16.1,14.98,0.67,3.26,7
LIT,OO,495,18.64,15.34,1.62,5.8,8
LIT,AA,178,20.23,20.71,2.25,7.39,9
LIT,G4,36,26.74,23.57,2.78,13.9,10
LNK,YX,7,3.14,-1.57,0.0,-15.31,1
LNK,OO,448,18.69,13.95,0.45,0.24,2
LRD,G4,32,9.09,6.38,0.0,-6.04,1
LRD,MQ,432,15.31,13.45,1.62,0.18,2
LRD,OO,19,21.32,21.89,0.0,6.19,3
LSE,MQ,81,7.03,1.54,1.23,0.0,1
LWS,OO,301,9.19,5.36,1.0,0.0,1
MAF,UA,15,5.4,4.13,0.0,-3.7,1
MAF,OO,797,8.61,4.48,1.13,-0.49,2
MAF,WN,903,8.72,3.01,0.66,-0.38,3
MAF,MQ,645,10.33,7.96,2.17,1.23,4
MBS,9E,19,0.26,2.05,0.0,-15.35,1
MBS,OO,536,16.16,12.17,0.93,0.55,2
MCI,AS,191,0.48,-1.28,0.52,-9.29,1
MCI,DL,1712,4.45,-1.42,0.88,-5.32,2
MCI,MQ,320,4.79,1.37,1.25,-4.98,3
MCI,UA,910,5.81,3.42,0.66,-3.96,4
MCI,YX,410,6.26,3.71,2.93,-3.51,5
MCI,G4,47,9.0,7.36,0.0,-0.77,6
MCI,WN,6047,10.12,4.22,0.96,0.35,7
MCI,F9,95,10.3,13.13,1.05,0.53,8
MCI,OO,264,11.62,11.7,1.52,1.85,9
MCI,AA,1431,15.43,13.96,1.33,5.66,10
MCI,9E,282,15.74,10.44,4.26,5.97,11
MCI,NK,433,16.07,8.57,1.85,6.3,12
MCI,OH,103,25.39,23.35,0.97,15.62,13
MCI,B6,44,28.57,27.25,0.0,18.8,14
MCO,F9,4329,13.97,10.15,2.29,-2.31,1
MCO,NK,5536,14.31,9.13,1.68,-1.97,2
MCO,UA,3381,15.09,10.01,3.05,-1.19,3
MCO,WN,11203,15.61,10.1,1.34,-0.67,4
MCO,DL,5149,16.55,12.05,1.48,0.27,5
MCO,AS,651,16.72,14.52,3.53,0.44,6
MCO,AA,4453,18.8,14.96,2.43,2.52,7
MCO,G4,51,19.88,17.06,1.96,3.6,8
MCO,B6,4148,20.97,15.39,1.71,4.69,9
MCW,OO,145,19.04,14.67,2.76,0.0,1
MDT,YX,53,2.42,-6.0,1.89,-11.19,1
MDT,9E,66,3.44,-6.09,3.03,-10.17,2
MDT,DL,212,6.1,-3.13,1.42,-7.51,3
MDT,UA,99,10.73,7.53,0.0,-2.88,4
MDT,OH,183,12.03,8.82,1.64,-1.58,5
MDT,OO,253,15.45,10.05,0.79,1.84,6
MDT,G4,180,16.21,12.4,0.56,2.6,7
MDT,AA,249,21.82,18.8,1.61,8.21,8
MDT,F9,17,39.24,30.82,0.0,25.63,9
MDW,DL,386,9.48,1.45,1.04,-3.31,1
MDW,WN,17937,12.38,5.91,1.16,-0.41,2
MDW,G4,110,14.19,12.56,1.82,1.4,3
MDW,OO,484,17.6,13.96,0.41,4.81,4
MDW,F9,850,20.15,15.37,2.0,7.36,5
MEI,OO,136,21.88,20.52,4.41,0.0,1
MEM,F9,33,3.45,0.45,0.0,-6.69,1
MEM,9E,252,4.75,-0.85,3.97,-5.39,2
MEM,YX,706,6.54,0.67,1.56,-3.6,3
MEM,DL,1078,6.71,-1.02,1.48,-3.43,4
MEM,MQ,392,6.87,2.14,1.79,-3.27,5
MEM,UA,376,8.52,3.44,0.8,-1.62,6
MEM,WN,899,10.4,3.66,0.89,0.26,7
MEM,NK,202,13.42,5.12,1.49,3.28,8
MEM,OH,177,14.03,9.69,0.56,3.89,9
MEM,AA,1082,15.54,12.4,1.57,5.4,10
MEM,G4,126,16.53,11.92,0.79,6.39,11
MEM,OO,176,18.41,14.05,3.41,8.27,12
MFE,UA,134,-2.64,-7.2,5.22,-16.89,1
MFE,MQ,202,8.76,8.28,1.98,-5.49,2
MFE,G4,106,14.15,8.41,1.89,-0.1,3
MFE,OO,256,15.55,14.57,0.78,1.3,4
MFE,AA,482,20.43,18.21,2.28,6.18,5
MFR,OO,686,10.81,6.13,1.02,-3.13,1
MFR,G4,88,14.36,11.23,1.14,0.42,2
MFR,UA,291,21.21,15.47,1.37,7.27,3
MGM,MQ,134,8.84,5.01,1.49,-6.44,1
MGM,9E,234,9.4,3.33,1.28,-5.88,2
MGM,OO,165,22.34,17.18,0.61,7.06,3
MGM,OH,146,22.77,23.64,4.11,7.49,4
MGW,OO,9,78.44,77.33,0.0,0.0,1
MHK,MQ,220,8.44,0.63,1.82,0.0,1
MHT,YX,10,-7.5,-10.1,0.0,-18.28,1
MHT,MQ,72,0.56,-0.35,0.0,-10.22,2
MHT,WN,661,5.89,-2.49,0.3,-4.89,3
MHT,AA,29,8.86,4.24,0.0,-1.92,4
MHT,OH,526,17.74,15.23,1.71,6.96,5
MHT,NK,30,32.07,15.93,6.67,21.29,6
MIA,MQ,3435,8.11,5.79,1.31,-12.54,1
MIA,NK,1374,13.28,8.61,1.67,-7.37,2
MIA,UA,1505,16.56,13.25,3.59,-4.09,3
MIA,F9,912,16.69,14.96,2.41,-3.96,4
MIA,WN,1408,17.77,14.25,1.49,-2.88,5
MIA,AS,115,19.56,18.99,6.09,-1.09,6
MIA,YX,140,20.64,16.13,2.14,-0.01,7
MIA,DL,2671,21.08,16.27,0.97,0.43,8
MIA,AA,14742,24.78,19.44,1.72,4.13,9
MIA,B6,432,32.15,29.36,1.62,11.5,10
MIA,9E,5,35.6,41.0,0.0,14.95,11
MKE,MQ,15,1.07,2.0,6.67,-9.27,1
MKE,AS,127,3.19,-0.22,2.36,-7.15,2
MKE,NK,151,5.21,0.76,0.66,-5.13,3
MKE,YX,407,5.24,1.53,1.72,-5.1,4
MKE,OH,226,7.1,6.75,2.65,-3.24,5
MKE,DL,1009,7.84,2.05,0.99,-2.5,6
MKE,WN,2297,7.9,1.37,1.13,-2.44,7
MKE,9E,198,11.28,5.66,1.52,0.94,8
MKE,B6,132,11.38,9.89,1.52,1.04,9
MKE,UA,158,14.25,7.56,1.9,3.91,10
MKE,OO,1219,14.39,9.32,1.72,4.05,11
MKE,F9,112,14.75,11.36,1.79,4.41,12
MKE,AA,640,20.3,16.05,1.25,9.96,13
MLB,DL,353,3.42,-2.72,1.13,-1.12,1
MLB,OH,288,4.62,3.27,2.43,0.08,2
MLB,G4,61,10.96,5.3,6.56,6.42,3
MLI,9E,177,8.34,3.06,2.26,-7.1,1
MLI,OH,181,10.58,8.64,1.1,-4.86,2
MLI,G4,87,14.14,12.08,0.0,-1.3,3
MLI,MQ,194,14.58,10.48,2.06,-0.86,4
MLI,OO,349,22.42,19.17,2.58,6.98,5
MLU,OO,51,5.78,6.31,0.0,-8.49,1
MLU,MQ,239,14.41,11.19,0.84,0.14,2
MLU,9E,206,16.24,13.51,0.97,1.97,3
MOB,9E,189,2.35,-1.23,0.53,-9.27,1
MOB,DL,125,5.85,0.03,1.6,-5.77,2
MOB,MQ,270,6.37,3.12,1.11,-5.25,3
MOB,OO,53,50.74,45.38,0.0,39.12,4
MOB,OH,7,308.17,300.0,14.29,296.55,5
MOT,OO,474,17.18,12.5,1.9,-1.16,1
MOT,G4,83,25.14,21.16,3.61,6.8,2
MQT,OO,53,-0.94,-5.3,0.0,-11.75,1
MQT,9E,26,9.38,-0.58,7.69,-1.43,2
MQT,MQ,105,17.13,13.59,0.95,6.32,3
MRY,OO,839,7.46,5.81,1.79,-3.83,1
MRY,MQ,103,9.34,7.47,0.0,-1.95,2
MRY,AA,156,23.85,23.6,1.28,12.56,3
MRY,G4,30,58.77,61.3,0.0,47.48,4
MSN,YX,275,2.65,-2.24,0.73,-8.75,1
MSN,DL,421,3.57,-3.47,0.71,-7.83,2
MSN,UA,412,6.39,4.62,1.21,-5.01,3
MSN,9E,198,7.06,0.51,2.53,-4.34,4
MSN,OO,552,12.86,9.47,1.27,1.46,5
MSN,MQ,181,15.41,16.71,1.1,4.01,6
MSN,OH,249,15.84,15.06,0.4,4.44,7
MSN,AA,506,21.67,18.89,0.79,10.27,8
MSN,F9,66,23.11,18.55,0.0,11.71,9
MSO,OO,314,4.53,1.49,0.64,-10.78,1
MSO,DL,170,10.17,5.67,1.76,-5.14,2
MSO,AS,56,11.38,1.75,0.0,-3.93,3
MSO,MQ,102,11.88,8.77,0.98,-3.43,4
MSO,UA,238,16.33,9.87,1.68,1.02,5
MSO,F9,36,16.78,18.97,0.0,1.47,6
MSO,AA,56,34.13,27.88,0.0,18.82,7
MSO,G4,79,60.05,58.43,2.53,44.74,8
MSP,YX,289,3.33,0.57,1.38,-7.05,1
MSP,G4,56,5.48,3.14,0.0,-4.9,2
MSP,UA,1266,7.99,4.45,0.71,-2.39,3
MSP,9E,1841,8.31,5.33,0.81,-2.07,4
MSP,DL,16534,9.22,3.25,0.82,-1.16,5
MSP,AS,255,9.3,5.04,1.96,-1.08,6
MSP,WN,1788,9.93,2.87,0.84,-0.45,7
MSP,MQ,199,12.03,10.71,0.5,1.65,8
MSP,NK,280,13.06,10.56,0.71,2.68,9
MSP,OO,6085,13.18,8.7,0.64,2.8,10
MSP,AA,1107,13.89,10.24,1.81,3.51,11
MSP,OH,172,18.4,16.27,1.74,8.02,12
MSP,F9,389,20.74,18.04,1.54,10.36,13
MSP,B6,68,39.48,34.66,1.47,29.1,14
MSY,OO,64,5.89,1.48,4.69,-8.21,1
MSY,YX,145,7.73,2.24,0.69,-6.37,2
MSY,G4,25,8.44,5.16,0.0,-5.66,3
MSY,MQ,257,8.73,6.42,1.95,-5.37,4
MSY,AS,182,10.52,7.17,0.0,-3.58,5
MSY,UA,1574,10.64,6.12,1.97,-3.46,6
MSY,WN,4669,12.99,8.19,1.07,-1.11,7
MSY,NK,1256,13.18,7.29,2.23,-0.92,8
MSY,DL,1728,13.91,7.5,1.1,-0.19,9
MSY,AA,1725,19.47,17.12,1.33,5.37,10
MSY,OH,168,22.07,16.2,1.79,7.97,11
MSY,B6,294,22.38,15.92,1.02,8.28,12
MSY,F9,244,25.4,23.1,4.92,11.3,13
MTJ,AA,116,4.42,2.41,0.0,-5.16,1
MTJ,DL,30,7.87,8.57,0.0,-1.71,2
MTJ,UA,168,8.17,3.35,1.19,-1.41,3
MTJ,MQ,15,9.67,14.2,0.0,0.09,4
MTJ,WN,146,11.07,4.41,0.68,1.49,5
MTJ,OO,183,13.3,9.39,1.64,3.72,6
MVY,MQ,3,7.0,20.0,0.0,-6.66,1
MVY,YX,126,9.24,9.18,3.17,-4.42,2
MVY,B6,118,18.75,19.06,6.78,5.09,3
MYR,OO,8,-8.63,-18.75,0.0,-17.51,1
MYR,YX,131,0.61,-4.43,6.87,-8.27,2
MYR,DL,512,0.79,-5.69,0.98,-8.09,3
MYR,9E,135,6.64,-0.69,3.7,-2.24,4
MYR,NK,1153,8.76,3.93,3.04,-0.12,5
MYR,WN,604,9.19,2.82,0.5,0.31,6
MYR,MQ,100,9.34,5.75,2.0,0.46,7
MYR,G4,259,11.12,9.75,2.32,2.24,8
MYR,OH,523,12.53,8.99,2.1,3.65,9
MYR,UA,70,13.03,4.54,1.43,4.15,10
MYR,AA,289,13.19,11.52,2.77,4.31,11
MYR,F9,86,27.38,26.23,5.81,18.5,12
OAJ,DL,79,10.92,5.38,0.0,-5.56,1
OAJ,OH,222,15.73,12.27,2.25,-0.75,2
OAJ,9E,141,20.73,12.79,0.0,4.25,3
