aeroporto_partenza,compagnia,numero_voli,ritardo_medio_partenza,ritardo_medio_arrivo,tasso_cancellazione,differenza,classifica
IAH,WN,2124,13.17,7.91,1.6,-4.9,3
IAH,YX,43,54.16,50.4,0.0,36.09,12
ICT,9E,124,6.46,3.37,0.0,-4.4,3
ICT,AA,440,28.82,26.86,2.7,17.96,9
ICT,DL,655,8.39,1.16,1.1,-2.47,4
ICT,G4,250,13.63,7.41,0.8,2.77,7
ICT,MQ,1758,10.43,7.34,1.8,-0.43,5
ICT,OH,226,10.79,11.39,0.9,-0.07,6
ICT,OO,2356,15.04,10.88,1.1,4.18,8
ICT,UA,438,1.63,5.65,0.5,-9.23,1
ICT,WN,1314,2.35,-4.35,0.2,-8.51,2
IDA,DL,73,10.64,12.03,0.0,-1.76,2
IDA,G4,346,32.32,30.93,0.3,19.92,3
IDA,OO,2022,9.05,3.5,0.5,-3.35,1
ILM,9E,960,7.46,1.88,2.3,-2.84,2
ILM,AA,1061,17.39,12.69,2.2,7.09,7
ILM,DL,581,10.38,3.53,1.4,0.08,5
ILM,MQ,794,7.79,4.85,0.9,-2.51,3
ILM,OH,1426,11.02,9.94,1.8,0.72,6
ILM,OO,28,9.46,4.86,0.0,-0.84,4
ILM,YX,1023,6.54,5.52,2.1,-3.76,1
IMT,OO,524,11.41,8.82,1.7,0.0,1
IND,9E,1738,8.08,1.05,2.4,-1.39,3
IND,AA,4845,15.29,11.86,1.2,5.82,11
IND,AS,381,8.01,5.22,2.4,-1.46,2
IND,DL,3333,9.07,2.81,0.7,-0.4,6
IND,F9,574,24.8,21.49,2.1,15.33,13
IND,G4,1077,15.57,14.14,2.1,6.1,12
IND,MQ,804,8.98,4.4,2.1,-0.49,5
IND,NK,1662,15.08,8.69,2.5,5.61,10
IND,OH,203,9.68,6.64,1.0,0.21,7
IND,OO,850,12.7,7.71,1.5,3.23,9
IND,UA,1742,8.29,4.09,1.8,-1.18,4
IND,WN,8393,11.77,5.12,0.9,2.3,8
IND,YX,9409,2.22,-1.94,1.2,-7.25,1
INL,OO,433,17.55,13.01,1.2,0.0,1
ISP,B6,105,10.36,6.52,0.0,-6.9,1
ISP,F9,1120,25.02,17.42,4.1,7.76,3
ISP,WN,2044,13.49,4.8,1.2,-3.77,2
ITH,9E,463,12.33,4.78,3.9,0.12,2
ITH,YX,42,10.86,0.48,0.0,-1.35,1
ITO,HA,3754,3.75,3.82,1.1,1.77,2
ITO,WN,1387,-2.78,-5.59,0.5,-4.76,1
JAC,AA,751,40.86,38.57,1.1,20.56,5
JAC,AS,51,10.3,16.78,7.8,-10.0,2
JAC,DL,868,17.57,9.71,0.7,-2.73,3
JAC,OO,774,8.92,5.35,1.8,-11.38,1
JAC,UA,1446,17.6,13.3,1.9,-2.7,4
JAN,9E,193,1.5,-0.84,0.5,-9.07,1
JAN,DL,1546,4.72,-1.69,0.5,-5.85,2
JAN,MQ,808,15.69,12.53,2.5,5.12,5
JAN,OH,970,17.86,15.66,2.7,7.29,6
JAN,OO,326,10.84,8.36,0.3,0.27,4
JAN,WN,1293,10.37,5.08,0.7,-0.2,3
JAX,9E,657,8.79,1.83,2.9,-3.88,3
JAX,AA,5502,16.93,14.7,2.0,4.26,11
JAX,B6,1327,19.82,15.53,2.2,7.15,12
JAX,DL,4335,11.39,6.14,1.3,-1.28,7
JAX,F9,665,16.21,14.28,2.9,3.54,9
JAX,G4,539,16.31,13.54,1.5,3.64,10
JAX,MQ,862,11.32,9.4,1.5,-1.35,6
JAX,OH,793,12.2,9.08,1.3,-0.47,8
JAX,OO,131,6.28,3.13,2.3,-6.39,1
JAX,UA,2788,9.92,6.02,1.4,-2.75,5
JAX,WN,3532,8.96,3.32,1.1,-3.71,4
JAX,YX,1209,7.89,3.26,1.4,-4.78,2
JFK,9E,11883,9.52,4.28,3.7,-5.17,2
JFK,AA,9111,13.82,7.72,1.2,-0.87,5
JFK,AS,2437,10.73,7.11,3.2,-3.96,3
JFK,B6,24822,21.08,15.22,2.1,6.39,8
JFK,DL,19893,15.16,7.82,1.1,0.47,6
JFK,F9,587,19.77,16.19,1.4,5.08,7
JFK,HA,267,12.84,12.24,1.5,-1.85,4
JFK,OO,2077,23.21,17.38,3.1,8.52,9
JFK,YX,11964,5.45,0.78,2.4,-9.24,1
JLN,OO,420,16.71,11.73,1.7,0.0,1
JMS,OO,454,14.62,11.3,5.1,0.0,1
JNU,AS,3339,1.57,1.06,2.0,-0.4,1
JNU,DL,105,14.5,7.62,0.0,12.53,2
JST,OO,473,20.78,15.52,1.9,0.0,1
KOA,AA,475,17.3,11.92,0.0,12.24,6
KOA,AS,1454,10.61,5.65,3.3,5.55,4
KOA,DL,475,8.69,1.83,2.7,3.63,3
KOA,HA,5857,3.31,3.06,0.8,-1.75,2
KOA,UA,1017,14.07,6.07,1.7,9.01,5
KOA,WN,2491,-0.65,-5.23,0.5,-5.71,1
KTN,AS,1670,2.13,-0.17,2.0,-0.86,1
KTN,OO,68,24.29,29.5,2.9,21.3,2
LAN,9E,104,9.37,3.76,2.9,-9.14,1
LAN,OH,223,20.04,20.06,2.7,1.53,3
LAN,OO,624,19.48,16.87,1.0,0.97,2
LAR,OO,454,11.72,9.12,4.2,0.0,1
LAS,AA,10036,19.62,13.66,1.1,6.38,10
LAS,AS,4047,10.58,9.27,2.2,-2.66,4
LAS,B6,1994,23.49,17.08,0.9,10.25,11
LAS,DL,11599,9.36,2.61,0.8,-3.88,2
LAS,F9,9597,15.69,12.64,1.4,2.45,8
LAS,G4,5392,9.09,4.98,0.7,-4.15,1
LAS,HA,1018,17.03,15.83,0.3,3.79,9
LAS,MQ,20,35.7,30.7,0.0,22.46,12
LAS,NK,19288,10.62,5.25,1.2,-2.62,5
LAS,OO,1638,14.48,17.06,1.2,1.24,7
LAS,UA,10300,9.82,4.54,1.8,-3.42,3
LAS,WN,63735,14.01,6.25,0.5,0.77,6
LAW,MQ,102,8.34,1.45,2.0,-6.14,1
LAW,OO,689,15.41,13.23,3.5,0.93,2
LAX,AA,21564,18.27,12.35,0.7,7.32,11
LAX,AS,6682,5.89,2.74,1.9,-5.06,2
LAX,B6,6119,11.82,6.52,0.4,0.87,7
LAX,DL,26052,10.26,4.82,0.7,-0.69,5
LAX,F9,1703,28.67,28.77,1.9,17.72,12
LAX,G4,768,11.93,8.77,0.9,0.98,9
LAX,HA,1690,14.94,12.55,1.4,3.99,10
LAX,MQ,36,1.11,-0.64,0.0,-9.84,1
LAX,NK,8118,10.84,4.22,1.3,-0.11,6
LAX,OO,28505,6.27,4.36,0.4,-4.68,3
LAX,UA,19524,9.37,2.69,1.8,-1.58,4
LAX,WN,19123,11.84,4.97,0.5,0.89,8
LBB,AA,311,27.1,26.3,1.9,16.38,4
LBB,MQ,1476,12.15,10.1,2.1,1.43,3
LBB,OO,862,10.7,8.86,2.1,-0.02,2
LBB,WN,1991,7.15,0.12,0.8,-3.57,1
LBE,NK,406,6.46,-1.43,2.5,0.0,1
LBF,OO,452,3.53,4.55,2.4,0.0,1
LBL,OO,404,8.51,5.05,3.7,0.0,1
LCH,MQ,58,26.02,27.3,6.9,2.76,2
LCH,OO,750,23.05,19.94,2.5,-0.21,1
LCK,G4,657,18.2,16.15,2.4,0.0,1
LEX,9E,157,5.45,-1.27,0.0,-7.3,2
LEX,AA,759,24.49,23.55,2.4,11.74,7
LEX,DL,1274,7.94,-2.8,1.3,-4.81,3
LEX,G4,594,26.88,26.19,2.7,14.13,8
LEX,MQ,726,10.3,5.64,1.1,-2.45,5
LEX,OH,1067,13.65,10.07,1.3,0.9,6
LEX,OO,1338,10.27,5.63,1.2,-2.48,4
LEX,YX,547,2.45,0.59,0.5,-10.3,1
LFT,9E,550,7.65,2.73,1.1,-8.0,1
LFT,MQ,307,13.87,9.27,1.6,-1.78,2
LFT,NK,1,73.0,59.0,0.0,57.35,5
LFT,OH,819,22.29,20.45,3.9,6.64,4
LFT,OO,694,15.09,9.52,1.4,-0.56,3
LGA,9E,21072,9.48,1.76,4.1,-3.16,2
LGA,AA,11352,18.26,12.82,2.6,5.62,7
LGA,B6,6559,21.36,15.11,2.5,8.72,8
LGA,DL,18476,16.43,8.86,1.4,3.79,5
LGA,F9,1783,31.49,25.68,3.5,18.85,10
LGA,NK,5304,16.36,8.86,2.8,3.72,4
LGA,OO,2810,23.51,19.26,2.8,10.87,9
LGA,UA,5587,12.28,7.6,2.3,-0.36,3
LGA,WN,8072,16.78,6.12,1.8,4.14,6
LGA,YX,28684,4.22,-1.17,2.6,-8.42,1
LGB,DL,310,13.0,5.53,1.0,5.44,4
LGB,HA,465,2.8,-0.47,0.6,-4.76,1
LGB,OO,476,4.53,-1.24,0.0,-3.03,2
LGB,WN,11924,7.72,0.95,0.6,0.16,3
LIH,AA,469,17.85,11.92,0.0,13.75,6
LIH,AS,769,15.56,10.05,1.0,11.46,5
LIH,DL,468,3.03,-4.8,1.5,-1.07,2
LIH,HA,6489,3.32,2.4,1.3,-0.78,3
LIH,UA,761,5.32,-2.05,0.5,1.22,4
LIH,WN,2464,-0.2,-6.34,0.2,-4.3,1
LIT,9E,223,12.03,8.21,1.3,-0.16,5
LIT,AA,562,22.64,22.15,1.4,10.45,9
LIT,DL,1515,4.5,-2.65,0.7,-7.69,1
LIT,F9,81,7.74,6.36,1.2,-4.45,3
LIT,G4,89,40.8,37.72,1.1,28.61,10
LIT,MQ,2679,14.64,13.14,1.0,2.45,7
LIT,OH,544,21.98,17.8,2.2,9.79,8
LIT,OO,1418,13.82,11.18,1.8,1.63,6
LIT,WN,1937,7.83,0.8,0.3,-4.36,4
LIT,YX,341,6.53,4.27,1.8,-5.66,2
LNK,OO,1317,13.28,9.08,0.7,0.2,2
LNK,YX,25,2.21,-2.71,4.0,-10.87,1
LRD,G4,98,24.43,21.65,2.0,10.13,3
LRD,MQ,1225,13.64,12.15,1.7,-0.66,2
LRD,OO,47,10.55,10.48,0.0,-3.75,1
LSE,MQ,241,11.26,8.19,0.8,0.0,1
LWS,OO,799,7.92,4.02,0.5,0.0,1
MAF,MQ,1913,12.0,9.77,2.1,2.7,4
MAF,OO,2377,8.63,4.81,1.1,-0.67,3
MAF,UA,37,-0.92,0.31,2.7,-10.22,1
MAF,WN,2818,8.18,3.02,1.0,-1.12,2
MBS,9E,76,-2.86,-6.28,0.0,-15.57,1
MBS,OO,1579,13.48,9.7,1.5,0.77,2
MCI,9E,879,14.23,9.03,4.1,4.44,9
MCI,AA,4212,16.26,14.5,1.2,6.47,10
MCI,AS,578,0.56,-1.05,1.2,-9.23,1
MCI,B6,121,28.17,28.64,0.0,18.38,14
MCI,DL,5100,5.13,-0.73,0.8,-4.66,3
MCI,F9,280,11.29,12.85,1.1,1.5,7
MCI,G4,160,17.44,14.03,1.9,7.65,12
MCI,MQ,900,6.81,3.11,1.6,-2.98,5
MCI,NK,1270,16.78,9.91,2.5,6.99,11
MCI,OH,342,26.3,24.29,1.8,16.51,13
MCI,OO,792,11.62,10.57,1.9,1.83,8
MCI,UA,2756,5.2,2.5,1.1,-4.59,4
MCI,WN,17924,9.77,3.74,0.9,-0.02,6
MCI,YX,1239,5.12,2.8,1.9,-4.67,2
MCO,AA,13311,19.35,15.67,2.0,3.03,7
MCO,AS,1887,16.07,14.51,3.9,-0.25,5
MCO,B6,12701,21.17,15.81,1.8,4.85,8
MCO,DL,15837,16.21,11.3,1.5,-0.11,6
MCO,F9,12890,14.38,10.73,2.3,-1.94,1
MCO,G4,160,36.79,35.67,1.9,20.47,9
MCO,NK,16909,14.94,9.95,1.8,-1.38,3
MCO,UA,9985,14.79,9.68,2.8,-1.53,2
MCO,WN,33552,15.16,9.66,1.4,-1.16,4
MCW,OO,457,23.35,20.18,2.2,0.0,1
MDT,9E,203,9.87,0.94,1.0,-5.06,4
MDT,AA,796,21.41,18.21,1.3,6.48,7
MDT,DL,592,8.78,-1.1,1.0,-6.15,3
MDT,F9,54,30.04,23.17,3.7,15.11,9
MDT,G4,571,23.31,19.74,1.9,8.38,8
MDT,OH,475,13.37,9.48,0.6,-1.56,5
MDT,OO,691,15.01,9.37,1.0,0.08,6
MDT,UA,296,6.21,3.91,0.7,-8.72,2
MDT,YX,179,-0.55,-8.63,1.7,-15.48,1
MDW,DL,1107,11.16,3.6,0.8,-2.06,1
MDW,F9,2682,22.49,18.48,2.8,9.27,5
MDW,G4,317,20.8,19.69,1.6,7.58,4
MDW,OO,1438,15.03,11.57,0.6,1.81,3
MDW,WN,53310,12.71,6.25,1.1,-0.51,2
MEI,OO,413,17.34,17.05,3.6,0.0,1
MEM,9E,777,6.3,0.24,3.0,-4.73,2
MEM,AA,3230,17.53,14.3,1.5,6.5,11
MEM,DL,3278,6.19,-0.87,1.1,-4.84,1
MEM,F9,131,13.63,13.55,0.8,2.6,8
MEM,G4,357,17.37,12.6,1.1,6.34,10
MEM,MQ,1164,7.08,2.41,1.1,-3.95,4
MEM,NK,633,17.81,8.83,1.9,6.78,12
MEM,OH,548,12.11,7.54,0.5,1.08,6
MEM,OO,565,16.83,12.64,1.9,5.8,9
MEM,UA,1130,7.98,4.46,1.5,-3.05,5
MEM,WN,2641,12.77,6.46,0.6,1.74,7
MEM,YX,2161,6.95,1.38,1.6,-4.08,3
MFE,AA,1376,20.98,19.41,2.1,4.74,5
MFE,G4,343,15.62,10.55,0.9,-0.62,3
MFE,MQ,595,11.06,10.65,2.0,-5.18,2
MFE,OO,776,18.28,16.29,0.8,2.04,4
MFE,UA,400,3.85,-0.97,4.5,-12.39,1
MFR,G4,248,25.85,23.32,2.0,14.27,3
MFR,OO,2081,8.82,4.42,0.9,-2.76,1
MFR,UA,863,14.19,7.67,0.9,2.61,2
MGM,9E,682,10.12,4.51,0.7,-5.29,2
MGM,MQ,434,9.5,5.18,0.7,-5.91,1
MGM,OH,376,23.54,23.51,4.5,8.13,4
MGM,OO,456,22.56,17.22,1.3,7.15,3
MGW,OO,25,61.24,58.32,0.0,0.0,1
MHK,MQ,655,8.99,0.53,2.1,0.01,2
MHK,OO,1,3.0,-17.0,0.0,-5.98,1
MHT,AA,93,24.27,18.95,0.0,13.97,5
MHT,MQ,214,1.74,0.98,0.9,-8.56,1
MHT,NK,88,36.27,25.64,5.7,25.97,6
MHT,OH,1614,13.18,10.13,1.9,2.88,4
MHT,WN,2043,7.41,-0.42,0.5,-2.89,3
MHT,YX,39,1.79,5.28,0.0,-8.51,2
MIA,9E,10,18.9,26.3,0.0,-1.04,7
MIA,AA,43705,23.86,18.36,1.6,3.92,10
MIA,AS,358,17.76,18.17,6.1,-2.18,5
MIA,B6,1378,28.01,25.09,2.4,8.07,11
MIA,DL,8226,20.27,15.07,1.2,0.33,9
MIA,F9,2699,19.53,17.44,2.6,-0.41,8
MIA,MQ,10406,7.38,5.09,1.5,-12.56,1
MIA,NK,4070,12.68,8.38,1.9,-7.26,2
MIA,UA,4597,18.78,15.38,3.2,-1.16,6
MIA,WN,4238,16.35,12.95,1.4,-3.59,4
MIA,YX,423,13.66,8.71,2.1,-6.28,3
MKE,9E,636,14.29,8.96,2.2,3.13,10
MKE,AA,1980,22.02,18.21,1.9,10.86,13
MKE,AS,334,2.8,-0.61,0.9,-8.36,2
MKE,B6,372,14.56,11.16,1.1,3.4,11
MKE,DL,3190,7.55,1.72,1.0,-3.61,4
MKE,F9,365,17.4,12.57,1.6,6.24,12
MKE,MQ,45,0.95,-2.0,2.2,-10.21,1
MKE,NK,542,8.81,2.87,2.0,-2.35,6
MKE,OH,715,13.75,14.38,2.1,2.59,8
MKE,OO,3748,14.12,9.97,1.7,2.96,9
MKE,UA,482,11.46,6.15,1.5,0.3,7
MKE,WN,7020,8.44,2.08,1.1,-2.72,5
MKE,YX,1288,7.5,2.89,2.5,-3.66,3
MLB,DL,1032,3.47,-2.34,1.3,-2.24,1
MLB,G4,180,12.21,7.68,2.8,6.5,3
MLB,OH,834,7.12,5.79,1.7,1.41,2
MLI,9E,529,6.84,1.42,2.1,-6.86,1
MLI,G4,318,23.01,18.02,1.6,9.31,5
MLI,MQ,553,13.83,8.24,2.7,0.13,3
MLI,OH,526,8.63,7.22,1.1,-5.07,2
MLI,OO,1165,16.52,13.86,2.3,2.82,4
MLU,9E,652,13.68,10.63,0.9,1.32,3
MLU,MQ,728,12.38,8.56,2.2,0.02,2
MLU,OO,165,7.07,6.78,0.6,-5.29,1
MOB,9E,587,5.68,1.19,1.0,-3.65,2
MOB,DL,422,4.47,-1.62,0.9,-4.86,1
MOB,MQ,790,7.76,5.5,1.8,-1.57,3
MOB,OH,18,150.06,144.41,5.6,140.73,5
MOB,OO,147,29.56,24.11,0.0,20.23,4
MOT,G4,227,20.56,17.31,1.8,4.85,2
MOT,OO,1434,14.94,11.25,1.7,-0.77,1
MQT,9E,66,3.0,-4.77,4.5,-11.27,1
MQT,MQ,349,17.65,14.73,0.3,3.38,3
MQT,OO,176,11.57,7.98,1.7,-2.7,2
MRY,AA,475,21.11,19.25,1.7,10.59,3
MRY,G4,73,46.0,47.75,1.4,35.48,4
MRY,MQ,344,4.9,2.25,0.6,-5.62,1
MRY,OO,2520,8.29,6.51,1.0,-2.23,2
MSN,9E,558,6.78,0.48,2.7,-5.09,3
MSN,AA,1495,23.12,20.16,1.1,11.25,9
MSN,DL,1369,7.06,-0.2,0.9,-4.81,4
MSN,F9,214,21.25,19.82,1.9,9.38,8
MSN,MQ,512,13.41,14.16,1.8,1.54,6
MSN,OH,767,11.88,11.01,0.9,0.01,5
MSN,OO,1659,14.41,11.23,1.5,2.54,7
MSN,UA,1140,6.08,4.54,1.2,-5.79,2
MSN,YX,848,2.67,-1.43,1.1,-9.2,1
MSO,AA,169,20.01,14.79,0.0,7.74,7
MSO,AS,167,14.59,4.89,0.0,2.32,6
MSO,DL,546,8.47,4.31,1.1,-3.8,2
MSO,F9,90,13.32,15.85,3.3,1.05,4
MSO,G4,248,31.77,31.15,2.4,19.5,8
MSO,MQ,253,11.94,11.29,0.8,-0.33,3
MSO,OO,851,6.09,3.07,0.8,-6.18,1
MSO,UA,751,13.41,6.84,1.6,1.14,5
MSP,9E,5541,7.35,4.16,0.8,-3.2,1
MSP,AA,3305,15.51,11.94,1.5,4.96,11
MSP,AS,726,9.38,5.2,1.5,-1.17,4
MSP,B6,240,41.25,37.85,1.7,30.7,14
MSP,DL,50063,9.42,3.59,0.8,-1.13,5
MSP,F9,1173,19.2,17.95,2.0,8.65,12
MSP,G4,169,14.38,10.84,0.6,3.83,10
MSP,MQ,645,11.9,11.12,0.8,1.35,7
MSP,NK,850,12.98,10.44,1.1,2.43,9
MSP,OH,496,23.38,22.24,2.0,12.83,13
MSP,OO,18438,12.95,8.45,0.8,2.4,8
MSP,UA,3842,9.16,5.52,1.6,-1.39,3
MSP,WN,5345,9.61,2.75,0.7,-0.94,6
MSP,YX,831,8.12,5.67,2.3,-2.43,2
MSY,9E,1,-5.0,-13.0,0.0,-19.46,1
MSY,AA,5075,21.04,18.4,1.6,6.58,11
MSY,AS,501,10.38,7.49,0.4,-4.08,4
MSY,B6,967,26.85,21.18,1.8,12.39,13
MSY,DL,5261,12.71,6.12,1.0,-1.75,7
MSY,F9,632,23.75,21.83,4.3,9.29,12
MSY,G4,70,37.47,33.81,0.0,23.01,14
MSY,MQ,788,8.15,6.3,1.9,-6.31,2
MSY,NK,3829,13.64,7.73,2.2,-0.82,9
MSY,OH,469,17.79,11.25,2.3,3.33,10
MSY,OO,245,9.3,4.43,2.9,-5.16,3
MSY,UA,4737,11.1,6.1,2.2,-3.36,5
MSY,WN,14030,13.29,8.51,1.0,-1.17,8
MSY,YX,436,11.3,7.96,0.7,-3.16,6
MTJ,AA,370,16.3,13.89,0.3,4.26,5
MTJ,DL,76,5.61,0.64,0.0,-6.43,1
MTJ,MQ,48,18.04,17.76,2.1,6.0,6
MTJ,OO,489,11.77,7.59,1.2,-0.27,4
MTJ,UA,574,10.77,3.84,1.0,-1.27,2
MTJ,WN,452,10.91,4.7,0.2,-1.13,3
MVY,B6,385,19.48,19.7,6.2,2.7,2
MVY,MQ,14,27.64,35.07,0.0,10.86,3
MVY,YX,408,13.9,13.57,4.4,-2.88,1
MYR,9E,369,7.28,-0.85,3.0,-3.37,3
MYR,AA,858,12.51,10.24,2.3,1.86,9
MYR,DL,1485,2.59,-3.48,1.1,-8.06,2
MYR,F9,300,26.3,24.55,7.3,15.65,12
MYR,G4,808,19.26,18.08,3.0,8.61,11
MYR,MQ,280,11.76,10.15,1.4,1.11,7
MYR,NK,3497,11.2,6.65,2.7,0.55,6
MYR,OH,1598,12.44,9.62,1.8,1.79,8
MYR,OO,24,0.5,-7.63,0.0,-10.15,1
MYR,UA,192,14.12,6.13,1.6,3.47,10
MYR,WN,1786,7.93,1.72,0.6,-2.72,4
MYR,YX,424,10.08,4.44,4.0,-0.57,5
OAJ,9E,419,9.61,2.61,0.0,-2.15,2
OAJ,DL,233,6.13,0.85,1.3,-5.63,1
OAJ,OH,703,14.95,12.58,2.0,3.19,3
OAK,AS,524,4.3,-1.58,2.7,-4.35,4
OAK,DL,406,5.93,-2.4,1.5,-2.72,5
OAK,G4,117,2.18,2.1,0.9,-6.47,3
OAK,HA,750,-0.99,-1.71,2.4,-9.64,1
OAK,NK,2150,9.22,5.1,2.1,0.57,6
OAK,OO,1009,2.07,-1.8,0.4,-6.58,2
OAK,WN,25937,9.29,2.38,0.5,0.64,7
OGG,AA,830,9.39,3.51,0.5,5.04,4
OGG,AS,1488,10.7,5.77,4.0,6.35,6
OGG,DL,649,10.45,2.52,1.5,6.1,5
OGG,HA,10114,4.25,3.05,1.0,-0.1,2
OGG,UA,1180,7.25,-1.48,1.2,2.9,3
OGG,WN,4837,0.31,-4.97,0.5,-4.04,1
OKC,9E,4,36.75,39.0,0.0,27.55,12
OKC,AA,2018,17.93,16.19,1.9,8.73,10
OKC,AS,261,5.84,6.73,1.9,-3.36,3
OKC,DL,1267,2.78,-5.02,0.9,-6.42,1
OKC,F9,306,8.43,4.94,2.3,-0.77,5
OKC,G4,108,13.93,12.65,0.9,4.73,8
OKC,MQ,1637,8.09,4.63,1.8,-1.11,4
OKC,OH,230,18.15,16.19,2.2,8.95,11
OKC,OO,4988,8.55,5.42,0.7,-0.65,6
OKC,UA,22,15.32,16.55,0.0,6.12,9
OKC,WN,5414,8.58,3.29,0.7,-0.62,7
OKC,YX,694,5.38,2.27,2.0,-3.82,2
OMA,9E,357,10.54,6.44,2.5,-1.2,5
OMA,AA,2271,18.29,15.13,1.3,6.55,10
OMA,AS,339,7.71,5.55,1.8,-4.03,2
OMA,DL,1413,8.77,0.53,1.1,-2.97,3
OMA,F9,306,24.01,25.32,1.6,12.27,12
OMA,G4,385,12.37,8.72,2.1,0.63,9
OMA,MQ,407,8.94,6.66,1.2,-2.8,4
OMA,OH,70,22.51,21.04,0.0,10.77,11
OMA,OO,3195,12.31,9.11,0.8,0.57,8
OMA,UA,2157,10.94,8.89,1.4,-0.8,7
OMA,WN,5806,10.7,4.03,0.9,-1.04,6
OMA,YX,736,2.97,0.44,1.6,-8.77,1
OME,AS,278,-1.92,2.3,4.0,0.0,1
ONT,AA,2515,15.28,9.98,1.3,6.28,8
ONT,AS,1030,3.85,1.16,2.4,-5.15,2
ONT,B6,206,18.11,9.38,2.4,9.11,10
ONT,DL,1332,4.11,-5.32,1.1,-4.89,3
ONT,F9,2584,16.01,14.02,2.1,7.01,9
ONT,HA,269,9.87,8.72,0.4,0.87,7
ONT,MQ,48,-3.56,-7.67,0.0,-12.56,1
ONT,OO,1983,4.38,2.3,0.5,-4.62,4
ONT,UA,1048,6.87,-0.76,0.9,-2.13,5
ONT,WN,8339,7.58,0.2,0.4,-1.42,6
ORD,9E,57,13.54,12.09,1.8,-2.17,4
ORD,AA,37931,21.59,17.88,1.1,5.88,9
ORD,AS,2203,14.7,11.46,1.8,-1.01,6
ORD,B6,896,28.09,24.39,2.2,12.38,11
ORD,DL,7842,17.07,11.08,1.1,1.36,7
ORD,F9,1930,29.08,31.05,3.5,13.37,12
ORD,MQ,25200,11.25,8.21,1.2,-4.46,3
ORD,NK,6034,22.18,15.16,1.9,6.47,10
ORD,OO,39432,17.44,13.45,1.8,1.73,8
ORD,UA,65229,14.11,8.55,1.4,-1.6,5
ORD,WN,4927,11.06,4.85,1.4,-4.65,2
ORD,YX,12489,4.93,-0.6,0.9,-10.78,1
ORF,9E,1605,13.22,7.99,2.8,0.26,6
ORF,AA,2075,19.45,14.21,2.1,6.49,8
ORF,DL,1827,13.41,6.98,1.1,0.45,7
ORF,F9,182,31.04,31.43,4.9,18.08,12
ORF,G4,182,27.88,26.77,4.4,14.92,11
ORF,MQ,303,8.66,4.56,0.3,-4.3,2
ORF,NK,681,25.82,18.09,3.2,12.86,9
ORF,OH,2222,10.17,7.3,1.3,-2.79,4
ORF,OO,256,26.89,23.44,0.0,13.93,10
ORF,UA,1752,8.92,4.02,2.3,-4.04,3
ORF,WN,2341,11.41,4.71,0.4,-1.55,5
ORF,YX,2003,5.66,3.07,2.2,-7.3,1
ORH,9E,196,16.79,13.43,5.1,-2.52,2
ORH,B6,487,29.17,22.71,2.3,9.86,3
ORH,YX,244,0.77,-3.89,6.6,-18.54,1
OTH,OO,251,32.83,27.24,1.6,0.0,1
OTZ,AS,268,-2.85,-1.92,6.7,0.0,1
PAE,AS,762,3.31,0.69,3.3,0.0,1
PBG,G4,327,35.98,32.59,5.5,0.0,1
PBI,AA,4436,22.69,19.81,1.8,5.2,8
PBI,B6,6171,17.56,12.74,1.7,0.07,6
PBI,DL,5269,14.46,9.0,1.3,-3.03,4
PBI,F9,614,29.96,25.89,3.3,12.47,9
PBI,G4,290,16.17,15.45,1.7,-1.32,5
PBI,NK,348,6.6,0.45,1.4,-10.89,2
PBI,UA,2480,18.52,13.06,3.4,1.03,7
PBI,WN,1933,10.81,5.64,0.9,-6.68,3
PBI,YX,12,-5.08,-9.75,0.0,-22.57,1
PDX,AA,2722,16.7,10.06,1.7,8.61,10
PDX,AS,12486,4.85,3.9,2.1,-3.24,2
PDX,B6,150,55.91,51.34,0.7,47.82,12
PDX,DL,5180,6.24,-1.67,0.9,-1.85,4
PDX,F9,1308,18.2,17.96,2.4,10.11,11
PDX,G4,226,8.05,3.28,0.0,-0.04,5
PDX,HA,534,10.32,7.27,0.9,2.23,7
PDX,MQ,34,-4.44,-11.76,0.0,-12.53,1
PDX,NK,1275,15.5,9.45,2.1,7.41,9
PDX,OO,7937,5.49,4.44,0.6,-2.6,3
PDX,UA,4795,10.5,4.51,1.4,2.41,8
PDX,WN,7121,8.83,2.63,0.5,0.74,6
PGD,G4,4591,12.25,9.5,1.9,0.0,1
PHL,9E,98,10.57,3.21,0.0,-5.55,4
PHL,AA,32507,18.9,13.39,1.8,2.78,10
PHL,AS,435,12.57,13.33,1.6,-3.55,6
PHL,B6,776,6.12,1.52,1.9,-10.0,2
PHL,DL,4212,11.84,3.28,1.0,-4.28,5
PHL,F9,8337,23.31,19.8,2.8,7.19,11
PHL,NK,3373,16.53,8.67,2.2,0.41,9
PHL,OH,9006,13.79,10.35,1.5,-2.33,7
PHL,OO,133,28.17,20.09,0.8,12.05,12
PHL,UA,2706,9.59,4.26,1.3,-6.53,3
PHL,WN,3727,14.51,6.82,0.6,-1.61,8
PHL,YX,6395,3.58,-0.25,2.0,-12.54,1
PHX,AA,40394,13.93,9.22,0.6,2.77,9
PHX,AS,3684,5.35,4.79,1.9,-5.81,3
PHX,B6,665,37.88,32.19,1.5,26.72,12
PHX,DL,7636,9.78,2.58,0.8,-1.38,6
PHX,F9,6981,13.74,11.05,1.1,2.58,8
PHX,G4,316,19.65,15.17,0.9,8.49,11
PHX,HA,275,9.47,8.01,0.4,-1.69,5
