aeroporto_partenza,compagnia,numero_voli,ritardo_medio_partenza,ritardo_medio_arrivo,tasso_cancellazione,differenza,classifica
CID,G4,646,15.0,10.39,2.5,0.27,8
CID,MQ,847,9.36,8.03,1.9,-5.37,4
CID,OH,452,11.86,7.37,3.1,-2.87,5
CID,OO,1457,14.32,12.13,2.6,-0.41,7
CID,UA,859,8.66,5.91,1.6,-6.07,3
CID,YX,110,3.71,-3.41,6.4,-11.02,2
CIU,OO,545,20.88,15.83,1.3,0.0,1
CKB,G4,149,35.3,33.56,2.7,0.0,1
CLE,9E,1771,14.22,6.69,2.9,3.25,11
CLE,AA,3419,14.33,11.09,1.8,3.36,12
CLE,AS,320,5.37,3.56,2.2,-5.6,3
CLE,B6,588,9.0,5.52,1.7,-1.97,6
CLE,DL,2298,11.02,1.29,0.9,0.05,8
CLE,F9,4740,22.14,17.48,2.9,11.17,13
CLE,MQ,440,8.58,2.8,0.9,-2.39,5
CLE,NK,712,12.79,6.21,2.4,1.82,10
CLE,OH,1099,10.05,8.32,1.2,-0.92,7
CLE,OO,1232,11.73,5.6,0.8,0.76,9
CLE,UA,6132,5.23,-0.21,1.4,-5.74,2
CLE,WN,3749,7.78,0.89,0.7,-3.19,4
CLE,YX,3272,4.97,0.07,2.4,-6.0,1
CLL,MQ,618,10.32,5.67,2.4,-1.56,1
CLL,OO,210,16.54,15.05,3.8,4.66,2
CLT,9E,2286,15.31,10.55,4.0,-3.3,5
CLT,AA,93729,21.83,17.61,1.4,3.22,8
CLT,B6,403,22.31,14.98,2.5,3.7,10
CLT,DL,4572,10.97,2.7,0.7,-7.64,2
CLT,F9,2373,30.04,32.97,3.7,11.43,12
CLT,MQ,4590,15.87,12.33,1.5,-2.74,6
CLT,NK,3553,23.83,18.52,2.9,5.22,11
CLT,OH,42135,12.6,8.7,1.2,-6.01,3
CLT,OO,43,21.91,12.49,0.0,3.3,9
CLT,UA,2993,12.91,10.2,1.4,-5.7,4
CLT,WN,2490,17.61,11.34,0.3,-1.0,7
CLT,YX,1892,8.41,4.72,1.4,-10.2,1
CMH,9E,178,11.12,4.37,0.0,2.04,5
CMH,AA,2513,19.02,15.45,1.8,9.94,12
CMH,AS,308,8.13,1.64,1.9,-0.95,3
CMH,DL,2465,6.59,-0.45,0.9,-2.49,2
CMH,F9,181,18.22,16.38,2.2,9.14,11
CMH,MQ,2291,11.46,7.64,0.6,2.38,6
CMH,NK,1824,16.29,7.64,2.1,7.21,10
CMH,OH,982,14.87,10.08,1.3,5.79,9
CMH,OO,976,13.41,6.78,0.2,4.33,7
CMH,UA,1985,13.8,11.01,1.4,4.72,8
CMH,WN,8797,9.64,2.83,1.0,0.56,4
CMH,YX,8425,1.58,-3.47,1.2,-7.5,1
CMI,MQ,1020,16.18,9.88,1.4,0.0,1
CMX,OO,527,20.72,19.81,3.8,0.0,1
CNY,OO,19,8.82,5.88,10.5,0.0,1
COD,OO,444,16.49,9.78,0.7,0.0,1
COS,AA,798,15.01,14.59,2.3,4.5,4
COS,DL,401,15.9,9.94,0.7,5.39,5
COS,MQ,253,18.96,16.54,0.4,8.45,6
COS,OO,3601,9.6,3.78,1.3,-0.91,2
COS,UA,583,9.68,6.35,2.7,-0.83,3
COS,WN,3715,9.4,3.75,0.6,-1.11,1
COU,MQ,1233,11.94,9.62,2.2,-1.71,1
COU,OO,73,42.31,35.94,1.4,28.66,2
CPR,OO,1226,8.41,1.2,0.6,0.0,1
CRP,MQ,1845,8.81,6.99,2.0,-0.12,2
CRP,OO,197,6.55,4.71,1.0,-2.38,1
CRP,WN,861,9.75,6.14,1.2,0.82,3
CRW,9E,130,2.09,-5.1,0.0,-18.45,1
CRW,OH,972,18.0,16.28,1.1,-2.54,2
CRW,OO,1368,24.12,18.51,1.2,3.58,3
CSG,9E,429,8.63,3.04,2.8,-3.3,1
CSG,OO,307,16.48,11.88,1.3,4.55,2
CVG,9E,4888,8.54,3.07,1.7,-2.61,4
CVG,AA,2451,22.17,17.66,2.0,11.02,12
CVG,AS,244,9.27,5.23,1.6,-1.88,7
CVG,DL,5213,9.01,2.1,1.0,-2.14,5
CVG,F9,3407,16.73,13.53,2.2,5.58,11
CVG,G4,2368,14.37,11.44,1.4,3.22,10
CVG,MQ,2010,11.52,8.09,0.8,0.37,8
CVG,OH,1815,14.08,12.13,1.0,2.93,9
CVG,OO,651,8.1,7.31,0.2,-3.05,2
CVG,UA,1460,8.53,6.03,1.2,-2.62,3
CVG,WN,1649,9.22,3.41,0.6,-1.93,6
CVG,YX,3923,4.48,0.77,1.7,-6.67,1
CWA,9E,510,3.69,-2.04,1.0,0.0,1
CYS,OO,475,12.13,4.44,1.9,0.0,1
DAB,AA,230,12.42,7.3,1.3,3.03,3
DAB,DL,1072,7.7,3.0,1.4,-1.69,1
DAB,MQ,8,16.13,10.63,0.0,6.74,4
DAB,OH,800,10.74,3.97,3.3,1.35,2
DAL,AS,251,2.21,-1.38,3.2,-11.86,1
DAL,DL,1534,13.08,7.61,0.8,-0.99,2
DAL,WN,52505,14.16,8.37,1.1,0.09,3
DAY,9E,327,6.85,-3.01,3.1,-3.7,3
DAY,DL,805,4.46,-5.85,1.0,-6.09,2
DAY,G4,198,25.05,21.12,3.5,14.5,7
DAY,MQ,131,17.06,11.51,2.3,6.51,6
DAY,OH,2556,11.24,8.53,1.1,0.69,4
DAY,OO,1102,13.55,10.28,1.1,3.0,5
DAY,YX,242,-0.29,-2.4,0.8,-10.84,1
DCA,9E,1490,17.72,12.43,1.8,4.69,11
DCA,AA,19375,18.45,12.96,1.6,5.42,12
DCA,AS,1220,7.4,2.17,0.8,-5.63,2
DCA,B6,5899,15.65,8.93,1.6,2.62,9
DCA,DL,6443,12.34,4.63,1.2,-0.69,4
DCA,F9,699,16.51,11.86,1.3,3.48,10
DCA,MQ,3075,13.25,8.75,1.3,0.22,6
DCA,OH,26443,14.85,11.01,2.2,1.82,8
DCA,OO,117,14.03,5.94,0.9,1.0,7
DCA,UA,4236,12.27,8.16,2.0,-0.76,3
DCA,WN,11600,13.15,4.66,1.2,0.12,5
DCA,YX,19327,4.48,-0.11,1.5,-8.55,1
DDC,OO,467,23.67,21.38,2.8,0.0,1
DEC,OO,550,29.65,26.18,2.4,0.0,1
DEN,AA,6011,18.73,14.47,1.8,5.33,8
DEN,AS,1646,8.29,5.95,1.2,-5.11,1
DEN,B6,880,30.5,27.31,0.8,17.1,10
DEN,DL,8963,11.13,3.61,0.9,-2.27,3
DEN,F9,18389,15.88,11.14,1.5,2.48,6
DEN,G4,338,20.56,20.14,1.5,7.16,9
DEN,MQ,134,15.88,10.73,0.0,2.48,6
DEN,NK,21,57.71,53.05,0.0,44.31,11
DEN,OO,44346,10.94,6.11,1.4,-2.46,2
DEN,UA,75327,12.6,7.85,1.2,-0.8,4
DEN,WN,72009,14.82,9.03,0.8,1.42,5
DFW,9E,2,99.5,130.0,0.0,80.32,12
DFW,AA,123008,25.14,19.84,2.0,5.96,9
DFW,AS,1753,13.98,12.92,2.3,-5.2,3
DFW,B6,249,46.23,44.48,1.2,27.05,10
DFW,DL,8781,15.44,8.72,0.9,-3.74,5
DFW,F9,7550,22.58,22.0,2.8,3.4,8
DFW,MQ,52213,8.92,5.11,1.6,-10.26,1
DFW,NK,7456,18.26,12.73,1.4,-0.92,6
DFW,OH,6795,19.88,15.52,2.5,0.7,7
DFW,OO,17901,10.19,6.65,2.1,-8.99,2
DFW,UA,6054,15.27,11.62,1.6,-3.91,4
DFW,YX,31,55.9,47.83,0.0,36.72,11
DHN,9E,413,6.64,1.9,0.7,-2.66,1
DHN,OO,184,15.27,11.91,1.1,5.97,2
DIK,OO,417,18.49,12.97,2.9,0.0,1
DLG,AS,79,2.55,4.45,2.5,0.0,1
DLH,9E,135,9.24,9.63,0.0,-3.48,2
DLH,DL,82,13.47,6.86,1.2,0.75,3
DLH,OO,1041,16.53,10.53,1.3,3.81,4
DLH,YX,357,2.87,-3.24,0.3,-9.85,1
DRO,AA,6,25.33,20.17,0.0,13.11,4
DRO,MQ,14,-1.93,-16.21,0.0,-14.15,1
DRO,OO,2196,12.65,10.35,1.1,0.43,3
DRO,UA,494,10.55,0.36,1.6,-1.67,2
DSM,9E,1888,7.91,2.13,1.7,-4.68,3
DSM,AA,1779,23.26,20.19,2.1,10.67,11
DSM,DL,825,11.0,1.86,0.6,-1.59,5
DSM,F9,206,17.64,16.54,1.5,5.05,8
DSM,G4,1213,19.04,15.19,1.9,6.45,10
DSM,MQ,637,12.24,9.34,1.3,-0.35,6
DSM,OH,335,18.11,16.82,1.5,5.52,9
DSM,OO,638,13.69,9.77,1.9,1.1,7
DSM,UA,1450,5.95,4.75,1.2,-6.64,2
DSM,WN,1296,9.59,3.37,0.9,-3.0,4
DSM,YX,660,2.96,1.28,1.7,-9.63,1
DTW,9E,9471,5.34,0.99,1.0,-6.37,2
DTW,AA,4135,15.04,11.2,2.1,3.33,11
DTW,AS,375,11.42,8.43,1.9,-0.29,7
DTW,B6,778,14.41,11.62,1.2,2.7,10
DTW,DL,42945,11.86,6.5,1.0,0.15,9
DTW,F9,1645,22.4,18.78,3.8,10.69,13
DTW,MQ,621,6.78,4.26,2.4,-4.93,3
DTW,NK,7454,10.61,3.0,1.5,-1.1,6
DTW,OH,789,11.78,9.91,2.2,0.07,8
DTW,OO,19565,15.43,11.68,0.7,3.72,12
DTW,UA,1619,8.87,5.14,1.2,-2.84,4
DTW,WN,2962,9.17,2.51,0.6,-2.54,5
DTW,YX,3484,3.33,-0.33,1.7,-8.38,1
DVL,OO,479,7.47,3.51,5.0,0.0,1
EAR,OO,77,15.19,10.61,2.6,0.0,1
EAU,OO,22,21.95,17.45,9.1,0.0,1
ECP,9E,17,46.0,46.41,0.0,34.1,8
ECP,AA,518,33.8,31.84,1.7,21.9,7
ECP,DL,1714,7.69,2.43,0.8,-4.21,1
ECP,MQ,572,14.83,10.56,1.9,2.93,5
ECP,OH,795,12.88,11.6,0.8,0.98,4
ECP,OO,209,9.11,5.05,0.0,-2.79,3
ECP,WN,2355,9.06,4.54,0.8,-2.84,2
ECP,YX,20,24.7,19.7,0.0,12.8,6
EGE,AA,980,44.19,42.92,1.4,19.4,5
EGE,DL,122,16.4,7.03,0.8,-8.39,3
EGE,F9,8,11.25,20.75,0.0,-13.54,1
EGE,OO,1240,12.43,6.46,1.3,-12.36,2
EGE,UA,392,18.35,13.71,1.8,-6.44,4
EKO,OO,262,-2.52,-8.51,0.0,0.0,1
ELM,G4,177,17.99,12.96,2.8,-5.79,1
ELM,OO,522,25.69,20.39,0.2,1.91,2
ELP,AA,2066,16.75,14.36,1.6,6.96,8
ELP,DL,535,9.22,2.87,0.6,-0.57,5
ELP,F9,491,15.62,12.48,1.8,5.83,7
ELP,G4,65,21.52,19.61,1.5,11.73,9
ELP,MQ,1219,10.83,8.09,0.8,1.04,6
ELP,OO,1719,5.98,2.87,0.6,-3.81,3
ELP,UA,271,5.45,-2.46,0.7,-4.34,2
ELP,WN,6681,8.17,2.61,0.6,-1.62,4
ELP,YX,21,-3.11,-6.58,9.5,-12.9,1
ESC,OO,430,12.11,9.32,0.9,0.0,1
EUG,AA,584,16.93,12.18,1.5,6.31,5
EUG,AS,227,11.5,13.55,1.3,0.88,3
EUG,G4,258,25.47,22.86,3.5,14.85,6
EUG,MQ,17,68.29,54.29,0.0,57.67,7
EUG,OO,1856,6.78,2.63,1.5,-3.84,1
EUG,UA,1068,11.85,6.65,2.1,1.23,4
EUG,WN,1299,8.44,0.72,1.9,-2.18,2
EVV,9E,515,3.28,-3.0,1.4,-9.42,1
EVV,DL,21,46.35,37.9,4.8,33.65,5
EVV,G4,149,46.81,40.09,4.7,34.11,6
EVV,MQ,527,7.12,4.94,0.8,-5.58,2
EVV,OH,14,21.21,17.36,0.0,8.51,4
EVV,OO,303,19.58,16.87,0.7,6.88,3
EWN,OH,34,60.29,49.94,8.8,0.0,1
EWR,9E,1199,23.79,21.0,3.9,7.92,10
EWR,AA,4641,26.18,18.73,2.8,10.31,11
EWR,AS,2193,15.89,11.87,3.6,0.02,4
EWR,B6,3696,18.37,14.4,2.2,2.5,6
EWR,DL,4738,21.62,16.67,1.2,5.75,8
EWR,F9,262,39.58,35.02,1.9,23.71,12
EWR,G4,440,13.07,6.34,0.9,-2.8,3
EWR,MQ,552,21.8,15.73,4.0,5.93,9
EWR,NK,7299,19.87,11.81,3.4,4.0,7
EWR,OO,1,-4.0,9.0,0.0,-19.87,1
EWR,UA,48244,16.57,11.38,2.6,0.7,5
EWR,YX,15974,5.45,-0.43,3.5,-10.42,2
EYW,9E,117,19.49,19.9,1.7,-0.8,5
EYW,AA,1305,39.8,37.57,2.8,19.51,8
EYW,B6,136,32.44,27.84,3.7,12.15,7
EYW,DL,990,13.67,10.2,2.1,-6.62,4
EYW,G4,452,25.86,24.91,3.5,5.57,6
EYW,MQ,1543,12.45,10.19,2.9,-7.84,2
EYW,UA,564,12.84,13.48,2.3,-7.45,3
EYW,YX,782,11.85,8.91,2.2,-8.44,1
FAI,AS,1884,3.01,0.7,1.2,-4.64,1
FAI,DL,426,25.88,19.88,1.4,18.23,3
FAI,UA,166,13.58,0.36,1.8,5.93,2
FAR,9E,160,5.45,-2.44,0.0,-8.31,2
FAR,DL,513,3.63,-3.26,0.8,-10.13,1
FAR,F9,230,9.64,8.92,1.7,-4.12,3
FAR,G4,439,17.61,12.17,0.7,3.85,6
FAR,MQ,1195,13.02,7.88,1.2,-0.74,4
FAR,OO,2006,16.65,13.74,1.3,2.89,5
FAR,UA,100,23.02,18.68,2.0,9.26,7
FAT,AA,1529,17.89,13.33,1.4,7.06,6
FAT,AS,293,3.77,3.01,2.4,-7.06,2
FAT,DL,163,18.12,9.96,1.2,7.29,7
FAT,G4,450,13.34,14.51,0.4,2.51,5
FAT,MQ,15,-1.33,-4.33,0.0,-12.16,1
FAT,OO,4932,8.19,4.43,0.5,-2.64,3
FAT,UA,263,20.93,13.62,1.9,10.1,8
FAT,WN,1133,10.49,4.82,0.1,-0.34,4
FAY,9E,259,13.03,6.41,0.0,0.11,3
FAY,DL,247,4.07,-4.07,0.8,-8.85,1
FAY,OH,458,10.11,10.57,1.5,-2.81,2
FAY,OO,148,36.08,32.12,0.7,23.16,4
FCA,AA,272,21.05,19.05,0.7,9.27,4
FCA,DL,591,10.38,6.44,0.8,-1.4,2
FCA,G4,181,24.02,22.6,1.7,12.24,5
FCA,MQ,24,30.0,24.67,0.0,18.22,6
FCA,OO,1026,7.14,2.42,0.9,-4.64,1
FCA,UA,674,12.39,8.02,0.7,0.61,3
FLG,OO,1396,10.25,7.73,0.4,0.0,1
FLL,9E,13,11.31,9.0,0.0,-6.18,1
FLL,AA,4852,20.81,17.31,1.9,3.32,9
FLL,AS,708,18.38,14.93,8.1,0.89,7
FLL,B6,13813,17.49,13.11,1.4,0.0,6
