aeroporto_partenza,compagnia,numero_voli,ritardo_medio_partenza,ritardo_medio_arrivo,tasso_cancellazione,differenza,classifica
AVP,AA,407,22.21,18.22,1.47,2.79,4
AZA,G4,2772,5.48,0.78,0.69,0.0,1
AZO,9E,8,-1.88,-10.38,0.00,-12.33,1
AZO,OO,460,10.67,5.77,1.74,0.22,2
BDL,YX,230,-0.41,-6.14,0.87,-13.36,1
BDL,MQ,261,3.99,0.09,1.92,-8.96,2
BDL,9E,177,6.02,0.65,2.26,-6.93,3
BDL,DL,1929,6.96,-0.11,0.73,-5.99,4
BDL,UA,1029,7.05,3.39,1.26,-5.9,5
BDL,NK,287,11.16,8.35,1.39,-1.79,6
BDL,WN,2022,11.61,4.18,0.64,-1.34,7
BDL,AA,1920,13.1,8.77,1.56,0.15,8
BDL,B6,1522,18.14,12.95,1.58,5.19,9
BDL,OH,701,20.29,16.21,2.57,7.34,10
BDL,OO,35,35.35,41.12,2.86,22.4,11
BDL,F9,441,44.41,40.1,3.40,31.46,12
BET,AS,366,8.8,12.46,1.37,0.0,1
BFF,OO,301,12.93,12.21,2.99,0.0,1
BFL,MQ,165,2.17,-4.12,0.61,-5.68,1
BFL,OO,673,5.71,-0.35,0.30,-2.14,2
BFL,AA,485,12.79,8.81,1.03,4.94,3
BGM,9E,187,13.37,9.15,4.28,0.0,1
BGR,9E,547,4.83,-1.84,3.84,-7.66,1
BGR,OH,336,11.13,5.99,3.87,-1.36,2
BGR,MQ,111,12.45,16.54,0.90,-0.04,3
BGR,YX,471,12.65,7.29,5.94,0.16,4
BGR,OO,76,12.72,13.17,1.32,0.23,5
BGR,G4,182,18.36,10.69,4.95,5.87,6
BGR,AA,310,23.55,22.41,1.94,11.06,7
BHM,YX,185,-1.54,-2.57,1.08,-12.84,1
BHM,9E,544,4.95,-1.27,3.86,-6.35,2
BHM,UA,1,5.0,-10.0,0.00,-6.3,3
BHM,DL,1463,5.38,0.19,1.03,-5.92,4
BHM,NK,33,7.15,9.45,0.00,-4.15,5
BHM,MQ,1209,9.23,6.07,0.91,-2.07,6
BHM,WN,2153,12.73,7.6,0.79,1.43,7
BHM,OH,1900,15.13,12.39,1.42,3.83,8
BHM,OO,772,15.93,11.67,0.52,4.63,9
BHM,AA,196,27.41,26.18,2.55,16.11,10
BIH,OO,128,24.86,17.44,5.47,0.0,1
BIL,UA,337,2.22,0.01,0.59,-5.33,1
BIL,OO,657,2.56,0.6,0.61,-4.99,2
BIL,DL,394,9.13,6.54,1.78,1.58,3
BIL,MQ,461,11.64,10.74,0.22,4.09,4
BIL,G4,169,22.78,21.26,1.18,15.23,5
BIS,DL,309,6.92,0.62,0.32,-7.73,1
BIS,9E,5,10.8,21.8,0.00,-3.85,2
BIS,MQ,301,10.83,8.08,0.33,-3.82,3
BIS,G4,219,17.39,11.91,1.37,2.74,4
BIS,OO,992,17.67,13.25,1.31,3.02,5
BJI,OO,350,16.79,11.33,0.86,0.0,1
BLI,G4,451,1.38,-3.13,0.67,-6.04,1
BLI,WN,294,9.85,1.92,0.34,2.43,2
BLI,OO,467,11.75,13.57,1.28,4.33,3
BLV,G4,505,26.22,21.89,2.77,0.0,1
BMI,9E,362,8.03,0.13,1.10,-3.53,1
BMI,MQ,340,12.6,8.43,1.76,1.04,2
BMI,F9,30,16.87,25.83,0.00,5.31,3
BMI,G4,121,17.91,13.43,0.83,6.35,4
BNA,YX,2801,3.98,2.12,1.36,-8.12,1
BNA,DL,4163,5.22,-0.16,0.84,-6.88,2
BNA,AS,533,6.21,-1.73,1.31,-5.89,3
BNA,WN,25372,11.06,4.08,0.75,-1.04,4
BNA,OH,1149,11.5,9.66,2.44,-0.6,5
BNA,MQ,1266,11.71,9.76,2.53,-0.39,6
BNA,G4,1415,11.9,7.47,2.12,-0.2,7
BNA,UA,3083,12.68,8.12,1.59,0.58,8
BNA,B6,651,17.39,12.29,0.92,5.29,9
BNA,OO,2044,17.94,14.93,1.32,5.84,10
BNA,F9,370,18.21,18.57,1.08,6.11,11
BNA,NK,1820,21.47,13.11,3.35,9.37,12
BNA,AA,4177,21.78,20.08,2.18,9.68,13
BNA,9E,597,23.16,19.77,3.35,11.06,14
BOI,OO,5605,5.78,4.66,0.34,-1.7,1
BOI,AS,302,6.31,6.11,0.00,-1.17,2
BOI,UA,684,6.93,2.27,1.75,-0.55,3
BOI,WN,2350,7.03,0.63,0.30,-0.45,4
BOI,MQ,148,7.12,2.86,0.68,-0.36,5
BOI,DL,1335,9.79,4.03,1.20,2.31,6
BOI,NK,266,10.16,6.14,2.63,2.68,7
BOI,AA,422,15.5,12.07,1.42,8.02,8
BOI,G4,172,32.44,31.67,1.74,24.96,9
BOS,9E,4,-1.75,-12.75,0.00,-15.15,1
BOS,YX,12586,4.44,0.41,1.81,-8.96,2
BOS,G4,228,5.92,1.35,3.51,-7.48,3
BOS,UA,5742,11.21,5.41,1.71,-2.19,4
BOS,DL,11623,13.58,6.23,1.04,0.18,5
BOS,HA,102,13.83,11.41,0.98,0.43,6
BOS,WN,3194,13.94,4.9,0.97,0.54,7
BOS,MQ,915,14.41,8.76,1.64,1.01,8
BOS,AS,1206,14.98,10.36,1.49,1.58,9
BOS,B6,19270,16.2,10.67,1.44,2.8,10
BOS,AA,7633,17.2,9.89,1.66,3.8,11
BOS,F9,729,18.83,16.53,2.74,5.43,12
BOS,NK,3308,23.72,16.64,3.39,10.32,13
BPT,OO,255,6.98,2.86,2.75,-1.12,1
BPT,MQ,106,10.76,7.14,1.89,2.66,2
BQK,OO,320,13.64,14.78,0.63,-0.32,1
BQK,9E,64,15.58,16.42,0.00,1.62,2
BQN,B6,760,15.8,13.07,0.92,-4.82,1
BQN,UA,178,27.06,18.73,2.25,6.44,2
BQN,F9,218,32.23,22.38,0.92,11.61,3
BRD,OO,281,14.65,10.47,0.71,0.0,1
BRO,MQ,590,5.6,3.72,1.69,-4.59,1
BRO,OO,355,17.92,14.56,3.10,7.73,2
BRW,AS,185,6.37,7.98,5.41,0.0,1
BTM,OO,248,-0.21,-6.1,0.00,0.0,1
BTR,DL,436,6.13,-0.52,1.15,-7.81,1
BTR,9E,250,12.09,8.0,2.40,-1.85,2
BTR,MQ,503,13.97,11.75,2.39,0.03,3
BTR,OO,292,15.03,11.94,3.08,1.09,4
BTR,OH,955,17.63,14.61,1.47,3.69,5
BTR,UA,3,24.0,18.67,0.00,10.06,6
BTV,G4,1,,,100.00,,1
BTV,B6,3,-2.67,-4.0,0.00,-12.76,2
BTV,YX,722,5.54,0.4,2.91,-4.55,3
BTV,DL,222,6.19,1.18,2.70,-3.9,4
BTV,UA,544,7.74,7.04,1.10,-2.35,5
BTV,MQ,163,9.21,10.39,1.84,-0.88,6
BTV,9E,832,9.29,2.43,2.16,-0.8,7
BTV,OO,136,11.38,6.84,0.00,1.29,8
BTV,F9,6,14.17,14.5,0.00,4.08,9
BTV,OH,785,14.43,11.43,2.29,4.34,10
BTV,AA,361,17.31,11.36,0.83,7.22,11
BUF,MQ,240,6.34,2.06,1.25,-4.97,1
BUF,YX,1370,7.05,2.94,3.58,-4.26,2
BUF,WN,2558,8.98,1.92,1.88,-2.33,3
BUF,DL,1078,9.0,1.75,1.39,-2.31,4
BUF,9E,898,9.79,2.36,3.12,-1.52,5
BUF,B6,1668,11.15,7.61,2.10,-0.16,6
BUF,UA,497,11.6,10.87,2.41,0.29,7
BUF,AA,1067,15.81,13.56,1.50,4.5,8
BUF,OO,385,16.94,12.06,2.60,5.63,9
BUF,OH,427,17.9,17.45,3.04,6.59,10
BUF,F9,525,25.39,22.22,5.33,14.08,11
BUR,AS,1115,3.44,2.74,2.15,-5.75,1
BUR,WN,9218,7.45,0.4,1.08,-1.74,2
BUR,MQ,28,9.71,0.36,0.00,0.52,3
BUR,AA,580,9.91,5.7,1.21,0.72,4
BUR,OO,2003,11.73,10.24,0.80,2.54,5
BUR,UA,808,11.85,9.05,1.61,2.66,6
BUR,NK,956,15.27,12.19,1.46,6.08,7
BUR,F9,41,15.63,20.8,0.00,6.44,8
BUR,DL,218,28.62,22.26,0.92,19.43,9
BUR,B6,140,40.75,36.73,1.43,31.56,10
BWI,OO,4,-3.75,-11.0,0.00,-19.49,1
BWI,B6,119,2.26,-0.38,0.84,-13.48,2
BWI,MQ,274,3.49,-1.41,1.46,-12.25,3
BWI,OH,14,6.14,7.64,0.00,-9.6,4
BWI,UA,1675,7.28,3.04,1.91,-8.46,5
BWI,YX,458,7.32,3.58,1.31,-8.42,6
BWI,DL,2546,9.73,2.84,0.55,-6.01,7
BWI,WN,36238,16.02,9.15,0.86,0.28,8
BWI,NK,3205,16.02,9.58,2.00,0.28,8
BWI,AS,289,16.5,12.38,2.42,0.76,10
BWI,AA,1828,17.47,11.79,2.19,1.73,11
BWI,9E,240,25.81,21.08,6.25,10.07,12
BWI,G4,83,29.06,23.53,2.41,13.32,13
BWI,F9,1382,31.2,28.82,3.47,15.46,14
BZN,OO,951,4.3,1.66,0.74,-6.67,1
BZN,AS,324,4.51,6.49,1.23,-6.46,2
BZN,MQ,44,7.34,2.77,0.00,-3.63,3
BZN,WN,965,7.64,1.75,0.83,-3.33,4
BZN,DL,840,8.12,4.2,0.60,-2.85,5
BZN,UA,1064,14.54,10.82,1.50,3.57,6
BZN,G4,182,14.56,10.53,3.30,3.59,7
BZN,AA,454,26.06,23.02,0.66,15.09,8
BZN,B6,70,54.04,53.12,2.86,43.07,9
CAE,MQ,33,3.33,1.88,0.00,-6.87,1
CAE,DL,740,3.56,-3.84,0.68,-6.64,2
CAE,OO,357,4.31,4.45,0.84,-5.89,3
CAE,9E,645,6.79,1.59,2.02,-3.41,4
CAE,OH,1116,10.15,9.89,1.34,-0.05,5
CAE,YX,178,19.84,16.84,4.49,9.64,6
CAE,AA,343,33.23,29.05,1.75,23.03,7
CAK,OH,775,11.44,9.53,0.77,-5.26,1
CAK,G4,345,18.8,13.6,3.48,2.1,2
CAK,OO,509,23.42,22.6,1.96,6.72,3
CDC,OO,321,7.13,1.28,0.62,0.0,1
CDV,AS,360,2.39,1.38,2.78,0.0,1
CHA,YX,69,7.19,7.96,0.00,-5.29,1
CHA,9E,792,7.83,1.66,0.38,-4.65,2
CHA,DL,594,9.74,1.43,0.67,-2.74,3
CHA,OH,671,12.59,9.81,1.04,0.11,4
CHA,MQ,603,15.16,11.1,2.49,2.68,5
CHA,OO,458,15.28,14.74,2.62,2.8,6
CHA,G4,133,34.29,32.06,5.26,21.81,7
CHO,OH,26,-5.88,0.85,0.00,-17.35,1
CHO,DL,114,8.94,-1.59,0.00,-2.53,2
CHO,YX,247,9.13,12.21,3.24,-2.34,3
CHO,9E,842,11.22,4.8,3.33,-0.25,4
CHO,OO,315,16.38,16.74,2.54,4.91,5
CHS,YX,1129,2.2,-1.65,1.24,-9.41,1
CHS,AS,144,4.38,2.18,2.08,-7.23,2
CHS,OH,837,7.72,5.92,1.55,-3.89,3
CHS,WN,1772,7.75,2.68,0.56,-3.86,4
CHS,9E,990,10.59,4.14,5.25,-1.02,5
CHS,MQ,447,11.09,7.74,2.46,-0.52,6
CHS,UA,1119,11.27,7.53,1.34,-0.34,7
CHS,DL,1965,11.74,6.73,0.71,0.13,8
CHS,OO,173,15.62,14.96,1.16,4.01,9
CHS,AA,2447,15.74,12.78,1.96,4.13,10
CHS,F9,84,16.12,12.91,2.38,4.51,11
CHS,B6,911,18.61,14.24,2.31,7.0,12
CHS,NK,620,19.51,13.39,3.87,7.9,13
CHS,G4,106,20.73,19.86,4.72,9.12,14
CID,9E,80,1.79,-2.29,0.00,-12.7,1
CID,UA,545,6.45,3.27,1.83,-8.04,2
CID,YX,66,6.61,-0.02,7.58,-7.88,3
CID,MQ,579,10.12,8.85,2.07,-4.37,4
CID,OH,291,11.18,6.19,2.41,-3.31,5
CID,G4,441,12.28,7.66,2.72,-2.21,6
CID,OO,976,13.84,11.67,2.15,-0.65,7
CID,F9,123,17.17,14.98,2.44,2.68,8
CID,DL,185,19.58,15.99,1.62,5.09,9
CID,AA,601,30.97,26.89,3.49,16.48,10
CIU,OO,363,20.26,15.48,1.10,0.0,1
CKB,G4,105,45.88,44.32,3.81,0.0,1
CLE,UA,4089,5.32,-0.15,1.39,-5.82,1
CLE,YX,2172,5.92,0.82,2.07,-5.22,2
CLE,AS,211,6.73,4.77,1.90,-4.41,3
CLE,WN,2461,7.88,0.83,0.57,-3.26,4
CLE,B6,404,8.41,4.81,1.98,-2.73,5
CLE,MQ,294,8.47,2.92,0.34,-2.67,6
CLE,OH,733,10.35,8.59,1.50,-0.79,7
CLE,DL,1554,10.5,0.61,0.84,-0.64,8
CLE,OO,822,11.83,5.74,0.85,0.69,9
CLE,9E,1185,13.55,5.82,3.21,2.41,10
CLE,AA,2298,14.36,11.09,1.74,3.22,11
CLE,NK,460,14.52,7.86,2.83,3.38,12
CLE,F9,3168,22.37,17.6,2.56,11.23,13
CLL,MQ,430,11.39,6.79,2.79,-0.91,1
CLL,OO,148,14.99,12.88,4.05,2.69,2
CLT,YX,1214,8.93,4.81,1.57,-9.72,1
CLT,DL,3049,11.18,2.83,0.69,-7.47,2
CLT,OH,28095,12.49,8.6,1.25,-6.16,3
CLT,UA,1974,13.17,10.45,1.22,-5.48,4
CLT,MQ,3084,15.31,11.93,1.56,-3.34,5
CLT,9E,1529,15.49,10.87,3.73,-3.16,6
CLT,WN,1641,17.71,11.49,0.37,-0.94,7
CLT,B6,258,19.79,12.87,1.94,1.14,8
CLT,AA,62554,21.9,17.64,1.37,3.25,9
CLT,NK,2389,23.19,18.14,3.10,4.54,10
CLT,OO,27,28.19,17.78,0.00,9.54,11
CLT,F9,1579,32.5,35.22,3.67,13.85,12
CMH,YX,5683,1.21,-3.93,1.09,-7.73,1
CMH,DL,1615,4.55,-2.5,0.87,-4.39,2
CMH,9E,110,8.2,1.03,0.00,-0.74,3
CMH,AS,207,8.35,2.59,1.93,-0.59,4
CMH,MQ,1531,9.73,6.31,0.39,0.79,5
CMH,WN,5887,9.94,3.11,1.04,1.0,6
CMH,OO,642,12.79,6.23,0.16,3.85,7
CMH,UA,1333,14.6,10.98,1.05,5.66,8
CMH,OH,685,15.54,10.73,1.31,6.6,9
CMH,F9,122,16.14,14.33,1.64,7.2,10
CMH,NK,1220,17.5,8.82,2.21,8.56,11
CMH,AA,1689,19.82,15.65,1.48,10.88,12
CMI,MQ,684,16.26,10.09,1.75,0.0,1
CMX,OO,354,18.79,18.42,3.95,0.0,1
CNY,OO,16,11.93,9.73,6.25,0.0,1
COD,OO,306,19.86,13.34,0.65,0.0,1
COS,OO,2382,8.68,2.91,1.39,-1.37,1
COS,WN,2482,9.03,3.39,0.73,-1.02,2
COS,UA,394,11.44,8.12,3.30,1.39,3
COS,AA,509,13.03,12.7,2.36,2.98,4
COS,DL,287,15.32,8.65,0.70,5.27,5
COS,MQ,174,22.71,20.65,0.00,12.66,6
COU,MQ,810,12.53,10.27,2.35,-1.05,1
COU,OO,44,32.88,27.56,2.27,19.3,2
CPR,OO,790,7.95,0.84,0.38,0.0,1
CRP,OO,124,9.16,9.54,0.81,-0.85,1
CRP,MQ,1219,9.39,8.15,1.64,-0.62,2
CRP,WN,560,11.54,8.16,1.61,1.53,3
CRW,9E,90,4.22,-2.94,0.00,-16.92,1
CRW,OH,623,16.81,15.54,1.28,-4.33,2
CRW,OO,904,25.81,20.36,0.88,4.67,3
CSG,9E,291,9.17,3.56,1.72,-3.31,1
CSG,OO,201,17.27,13.15,1.99,4.79,2
CVG,YX,2632,5.67,2.22,1.71,-5.76,1
CVG,DL,3454,8.56,1.46,1.13,-2.87,2
CVG,UA,976,8.68,5.88,1.23,-2.75,3
CVG,9E,3265,8.7,3.3,1.81,-2.73,4
CVG,WN,1085,9.05,3.21,0.74,-2.38,5
CVG,OO,411,9.26,8.46,0.24,-2.17,6
CVG,MQ,1342,11.05,7.81,1.04,-0.38,7
CVG,AS,166,11.09,6.81,2.41,-0.34,8
CVG,OH,1162,13.36,11.69,0.95,1.93,9
CVG,G4,1558,14.91,11.9,0.96,3.48,10
CVG,F9,2234,17.21,13.97,2.28,5.78,11
CVG,AA,1624,23.92,19.56,2.03,12.49,12
CWA,9E,327,2.35,-3.38,1.22,0.0,1
CYS,OO,326,10.71,3.12,1.84,0.0,1
DAB,DL,691,5.53,0.49,1.45,-2.28,1
DAB,AA,144,9.85,4.71,0.69,2.04,2
DAB,OH,552,9.98,2.78,2.72,2.17,3
DAB,MQ,6,22.83,16.33,0.00,15.02,4
DAL,AS,170,2.48,-0.72,2.35,-11.46,1
DAL,DL,1019,12.37,7.17,0.69,-1.57,2
DAL,WN,34864,14.04,8.27,1.07,0.1,3
DAY,YX,158,-3.92,-7.4,0.63,-14.44,1
DAY,DL,532,4.69,-5.77,1.50,-5.83,2
DAY,9E,217,9.31,0.01,3.23,-1.21,3
DAY,OH,1719,10.86,7.99,1.05,0.34,4
DAY,OO,721,14.57,11.97,0.83,4.05,5
DAY,MQ,77,17.37,12.29,1.30,6.85,6
DAY,G4,128,23.3,19.42,3.13,12.78,7
DCA,YX,12798,4.63,0.09,1.61,-8.52,1
DCA,AS,812,7.81,2.64,0.99,-5.34,2
DCA,DL,4308,11.94,4.29,1.25,-1.21,3
DCA,OO,86,12.72,4.22,1.16,-0.43,4
DCA,WN,7731,12.88,4.35,1.24,-0.27,5
DCA,UA,2807,13.18,9.38,1.85,0.03,6
DCA,F9,464,14.23,8.76,1.29,1.08,7
DCA,MQ,2102,14.36,9.72,1.47,1.21,8
DCA,OH,17722,14.98,11.2,2.10,1.83,9
DCA,B6,3939,15.9,8.97,1.47,2.75,10
DCA,AA,12924,18.52,13.0,1.68,5.37,11
DCA,9E,995,18.58,12.97,2.21,5.43,12
DDC,OO,316,28.65,26.38,3.16,0.0,1
DEC,OO,371,25.27,21.82,1.89,0.0,1
DEN,AS,1129,8.65,6.59,1.33,-4.66,1
DEN,DL,5964,10.85,3.5,0.89,-2.46,2
DEN,OO,29352,10.86,6.03,1.37,-2.45,3
DEN,UA,50331,12.51,7.78,1.18,-0.8,4
DEN,WN,48053,14.74,8.89,0.75,1.43,5
DEN,F9,12302,15.88,11.21,1.48,2.57,6
DEN,AA,4028,18.3,13.94,1.89,4.99,7
DEN,MQ,91,18.79,13.03,0.00,5.48,8
DEN,G4,235,20.31,19.73,2.13,7.0,9
DEN,B6,586,28.22,24.66,0.34,14.91,10
DEN,NK,14,78.21,74.79,0.00,64.9,11
DFW,MQ,34875,9.02,5.1,1.55,-10.24,1
DFW,OO,11912,9.82,6.27,2.11,-9.44,2
DFW,AS,1178,15.15,13.56,2.29,-4.11,3
DFW,DL,5866,15.19,8.46,0.95,-4.07,4
DFW,UA,4015,16.11,12.51,1.52,-3.15,5
DFW,NK,5015,17.96,12.45,1.38,-1.3,6
DFW,OH,4441,20.34,16.05,2.48,1.08,7
DFW,F9,5013,22.36,21.66,2.87,3.1,8
DFW,AA,81737,25.34,20.08,2.01,6.08,9
DFW,B6,168,31.61,28.85,1.79,12.35,10
DFW,YX,22,54.23,43.14,0.00,34.97,11
DFW,9E,2,99.5,130.0,0.00,80.24,12
DHN,9E,264,5.17,-0.58,1.14,-3.11,1
DHN,OO,116,15.4,13.54,1.72,7.12,2
DIK,OO,280,20.59,15.09,3.93,0.0,1
DLG,AS,50,-0.36,2.58,0.00,0.0,1
DLH,YX,231,1.56,-5.57,0.43,-10.07,1
DLH,9E,90,9.21,10.88,0.00,-2.42,2
DLH,OO,668,15.01,8.89,1.50,3.38,3
DLH,DL,60,16.78,9.3,0.00,5.15,4
DRO,AA,1,-7.0,-9.0,0.00,-20.63,1
DRO,MQ,8,-2.25,-14.38,0.00,-15.88,2
DRO,UA,336,9.86,-0.7,1.79,-3.77,3
DRO,OO,1494,14.57,12.23,1.14,0.94,4
DSM,YX,421,4.26,2.6,1.90,-8.59,1
DSM,UA,973,6.23,4.93,1.03,-6.62,2
DSM,9E,1270,7.97,2.41,1.73,-4.88,3
DSM,F9,128,8.52,8.02,1.56,-4.33,4
DSM,WN,856,9.7,3.4,0.58,-3.15,5
DSM,DL,542,11.38,2.45,0.74,-1.47,6
DSM,MQ,420,12.46,9.87,1.67,-0.39,7
DSM,OH,234,16.57,15.81,1.71,3.72,8
DSM,OO,431,17.6,13.21,2.09,4.75,9
DSM,G4,828,18.89,15.04,2.05,6.04,10
DSM,AA,1229,23.21,20.31,2.20,10.36,11
DTW,YX,2336,3.35,-0.3,1.76,-8.44,1
DTW,9E,6366,5.45,0.93,1.02,-6.34,2
DTW,MQ,416,7.1,4.67,2.88,-4.69,3
DTW,WN,1982,8.71,1.95,0.55,-3.08,4
DTW,UA,1059,8.99,5.21,1.13,-2.8,5
DTW,NK,4992,10.63,2.99,1.58,-1.16,6
DTW,OH,504,11.86,9.89,2.58,0.07,7
DTW,DL,28622,11.91,6.56,1.00,0.12,8
DTW,AS,258,12.69,9.42,1.16,0.9,9
DTW,B6,506,14.19,11.03,1.38,2.4,10
DTW,AA,2743,14.8,11.19,2.08,3.01,11
DTW,OO,13092,15.69,11.96,0.54,3.9,12
DTW,F9,1090,23.49,19.78,3.85,11.7,13
DVL,OO,311,9.63,6.2,5.47,0.0,1
EAR,OO,52,15.78,12.74,3.85,0.0,1
EAU,OO,18,27.81,23.13,11.11,0.0,1
ECP,DL,1175,7.61,2.38,0.94,-4.72,1
ECP,WN,1590,9.25,4.7,0.63,-3.08,2
ECP,OO,138,12.33,8.59,0.00,0.0,3
ECP,OH,544,15.38,14.45,0.74,3.05,4
ECP,MQ,385,15.79,10.93,2.34,3.46,5
ECP,YX,15,29.8,23.93,0.00,17.47,6
ECP,AA,358,31.78,29.61,1.96,19.45,7
ECP,9E,14,34.29,32.64,0.00,21.96,8
