codice,aeroporto_partenza,numero_voli,ritardo_minimo,ritardo_massimo,ritardo_medio,tasso_cancellazione,mese
9E,ABE,35,1.0,438.0,32.37,0.0,1
9E,ABE,34,1.0,70.0,6.53,2.94,2
9E,ABE,35,3.0,75.0,3.17,0.0,3
9E,ABE,37,2.0,438.0,13.57,0.0,4
9E,ABE,39,2.0,182.0,11.1,0.0,5
9E,ABE,58,2.0,169.0,13.0,1.72,6
9E,ABE,54,1.0,201.0,18.15,3.7,7
9E,ABE,46,8.0,348.0,20.72,0.0,8
9E,ABE,40,8.0,144.0,5.93,0.0,9
9E,ABE,44,1.0,262.0,11.84,0.0,10
9E,ABE,38,4.0,341.0,13.76,0.0,11
9E,ABE,44,2.0,166.0,14.82,4.55,12
9E,ABY,1,43.0,43.0,43.0,0.0,1
9E,ABY,2,7.0,321.0,164.0,0.0,2
9E,ABY,1,2.0,2.0,2.0,0.0,3
9E,ABY,2,0.0,-11.0,0.0,0.0,11
9E,ABY,8,12.0,12.0,1.5,0.0,12
9E,AEX,27,10.0,177.0,24.07,0.0,1
9E,AEX,30,2.0,120.0,6.23,0.0,2
9E,AEX,35,2.0,16.0,0.8,0.0,3
9E,AEX,25,2.0,234.0,16.44,0.0,4
9E,AEX,26,3.0,270.0,20.31,0.0,5
9E,AEX,29,1.0,516.0,25.28,0.0,6
9E,AEX,47,4.0,230.0,16.81,2.13,7
9E,AEX,46,1.0,294.0,21.41,2.17,8
9E,AEX,37,1.0,236.0,16.08,0.0,9
9E,AEX,42,4.0,101.0,7.19,0.0,10
9E,AEX,40,3.0,161.0,11.95,0.0,11
9E,AEX,29,2.0,43.0,5.07,3.45,12
9E,AGS,33,11.0,784.0,67.55,0.0,1
9E,AGS,36,4.0,109.0,8.11,0.0,2
9E,AGS,69,1.0,343.0,11.72,0.0,3
9E,AGS,68,1.0,146.0,9.51,0.0,4
9E,AGS,80,1.0,526.0,20.64,0.0,5
9E,AGS,71,3.0,35.0,2.17,0.0,6
9E,AGS,98,2.0,1091.0,35.76,10.2,7
9E,AGS,86,2.0,102.0,5.01,4.65,8
9E,AGS,63,1.0,292.0,12.25,7.94,9
9E,AGS,78,1.0,261.0,10.62,0.0,10
9E,AGS,41,9.0,132.0,7.17,0.0,11
9E,AGS,69,3.0,134.0,10.97,1.45,12
9E,ALB,49,3.0,101.0,11.08,10.2,1
9E,ALB,32,4.0,43.0,1.84,6.25,2
9E,ALB,52,6.0,301.0,9.87,0.0,3
9E,ALB,54,1.0,112.0,6.04,0.0,4
9E,ALB,47,1.0,155.0,4.77,0.0,5
9E,ALB,31,2.0,137.0,15.1,6.45,6
9E,ALB,30,4.0,374.0,14.5,13.33,7
9E,ALB,46,3.0,253.0,14.37,6.52,8
9E,ALB,30,4.0,54.0,2.7,0.0,9
9E,ALB,34,2.0,394.0,16.26,0.0,10
9E,ALB,46,1.0,94.0,3.09,0.0,11
9E,ALB,41,2.0,247.0,14.34,0.0,12
9E,ATL,1247,1.0,951.0,23.63,2.49,1
9E,ATL,988,1.0,860.0,5.54,0.0,2
9E,ATL,1111,1.0,1207.0,7.09,0.0,3
9E,ATL,1012,1.0,616.0,6.96,0.1,4
9E,ATL,892,1.0,548.0,11.0,0.56,5
9E,ATL,963,1.0,147.0,5.8,0.1,6
9E,ATL,954,1.0,808.0,21.62,5.45,7
9E,ATL,976,1.0,665.0,7.46,2.36,8
9E,ATL,1114,1.0,983.0,9.85,2.06,9
9E,ATL,1280,1.0,768.0,4.61,0.0,10
9E,ATL,1268,1.0,991.0,5.92,0.16,11
9E,ATL,1728,1.0,1198.0,14.48,0.58,12
9E,ATW,8,24.0,116.0,20.75,0.0,1
9E,ATW,8,0.0,-7.0,0.0,0.0,4
9E,ATW,34,5.0,62.0,6.71,0.0,5
9E,ATW,18,2.0,420.0,65.0,0.0,6
9E,ATW,3,34.0,34.0,11.33,0.0,7
9E,ATW,4,33.0,33.0,8.25,0.0,8
9E,ATW,2,115.0,115.0,57.5,0.0,9
9E,ATW,4,0.0,-11.0,0.0,0.0,10
9E,AUS,24,1.0,469.0,41.25,0.0,1
9E,AUS,27,2.0,57.0,8.19,0.0,2
9E,AUS,36,1.0,60.0,5.5,0.0,3
9E,AUS,38,1.0,102.0,11.24,0.0,4
9E,AUS,28,1.0,142.0,8.11,0.0,5
9E,AUS,30,2.0,1225.0,53.17,0.0,6
9E,AUS,5,2.0,258.0,59.8,20.0,7
9E,AUS,1,0.0,-18.0,0.0,0.0,11
9E,AVL,27,2.0,207.0,14.37,0.0,1
9E,AVL,11,463.0,463.0,42.09,0.0,2
9E,AVL,17,2.0,22.0,1.76,0.0,3
9E,AVL,24,3.0,89.0,6.96,0.0,4
9E,AVL,30,1.0,835.0,50.57,0.0,5
9E,AVL,25,2.0,195.0,18.72,4.0,6
9E,AVL,30,3.0,359.0,21.53,3.33,7
9E,AVL,27,9.0,105.0,10.52,3.7,8
9E,AVL,24,3.0,14.0,0.71,20.83,9
9E,AVL,26,1.0,72.0,6.19,0.0,10
9E,AVL,17,2.0,949.0,64.0,0.0,11
9E,AVL,50,4.0,119.0,8.02,0.0,12
9E,AZO,8,1.0,1.0,0.13,0.0,1
9E,BDL,26,1.0,170.0,24.35,3.85,1
9E,BDL,21,1.0,24.0,3.38,4.76,2
9E,BDL,24,1.0,279.0,17.92,0.0,3
9E,BDL,26,13.0,40.0,2.62,0.0,4
9E,BDL,18,62.0,62.0,3.44,0.0,5
9E,BDL,14,12.0,72.0,8.57,0.0,6
9E,BDL,14,5.0,46.0,8.14,7.14,7
9E,BDL,17,6.0,111.0,13.35,5.88,8
9E,BDL,12,29.0,29.0,2.42,0.0,9
9E,BDL,4,101.0,101.0,25.25,0.0,10
9E,BDL,1,1.0,1.0,1.0,0.0,12
9E,BGM,17,2.0,153.0,13.18,17.65,1
9E,BGM,13,127.0,317.0,34.15,0.0,2
9E,BGM,17,3.0,1051.0,84.18,0.0,3
9E,BGM,19,3.0,26.0,3.95,0.0,4
9E,BGM,17,2.0,119.0,7.76,0.0,5
9E,BGM,11,3.0,327.0,31.91,0.0,6
9E,BGM,14,1.0,12.0,1.86,14.29,7
9E,BGM,19,1.0,32.0,2.47,15.79,8
9E,BGM,14,0.0,-5.0,0.0,0.0,9
9E,BGM,16,8.0,12.0,1.25,0.0,10
9E,BGM,19,1.0,187.0,21.21,0.0,11
9E,BGM,11,8.0,145.0,30.09,0.0,12
9E,BGR,33,1.0,261.0,30.0,9.09,1
9E,BGR,23,11.0,202.0,9.87,8.7,2
9E,BGR,35,6.0,364.0,19.94,0.0,3
9E,BGR,41,9.0,22.0,2.39,4.88,4
9E,BGR,41,4.0,79.0,5.61,2.44,5
9E,BGR,57,1.0,239.0,12.91,10.53,6
9E,BGR,66,3.0,301.0,20.27,10.61,7
9E,BGR,61,3.0,102.0,9.84,0.0,8
9E,BGR,54,17.0,215.0,4.3,0.0,9
9E,BGR,54,7.0,349.0,14.69,0.0,10
9E,BGR,30,1.0,43.0,1.93,0.0,11
9E,BGR,52,2.0,136.0,5.85,0.0,12
9E,BHM,58,1.0,179.0,18.16,8.62,1
9E,BHM,51,4.0,195.0,8.2,1.96,2
9E,BHM,41,2.0,28.0,2.59,0.0,3
9E,BHM,47,1.0,103.0,3.66,2.13,4
9E,BHM,53,3.0,366.0,16.83,0.0,5
9E,BHM,48,4.0,95.0,7.15,10.42,6
9E,BHM,43,4.0,117.0,15.84,9.3,7
9E,BHM,49,1.0,106.0,8.71,8.16,8
9E,BHM,34,13.0,61.0,6.03,0.0,9
9E,BHM,48,4.0,170.0,8.52,0.0,10
9E,BHM,32,1.0,54.0,2.06,0.0,11
9E,BHM,40,1.0,80.0,10.28,2.5,12
9E,BIS,2,12.0,102.0,57.0,0.0,7
9E,BIS,2,0.0,-7.0,0.0,0.0,8
9E,BIS,1,16.0,16.0,16.0,0.0,9
9E,BMI,31,3.0,271.0,36.03,9.68,1
9E,BMI,27,5.0,24.0,2.96,0.0,2
9E,BMI,35,4.0,268.0,11.0,0.0,3
9E,BMI,24,1.0,10.0,0.75,0.0,4
9E,BMI,33,1.0,188.0,21.0,0.0,5
9E,BMI,29,28.0,61.0,4.17,0.0,6
9E,BMI,28,3.0,380.0,34.86,3.57,7
9E,BMI,28,1.0,376.0,13.46,0.0,8
9E,BMI,35,1.0,28.0,2.69,0.0,9
9E,BMI,28,0.0,0.0,0.0,0.0,10
9E,BMI,33,2.0,24.0,1.94,0.0,11
9E,BMI,31,1.0,87.0,7.71,0.0,12
9E,BNA,46,3.0,1132.0,85.67,8.7,1
9E,BNA,39,1.0,44.0,5.69,2.56,2
9E,BNA,60,2.0,159.0,16.32,0.0,3
9E,BNA,71,1.0,76.0,7.7,0.0,4
9E,BNA,66,2.0,277.0,21.64,0.0,5
9E,BNA,65,4.0,769.0,27.29,4.62,6
9E,BNA,68,1.0,755.0,37.69,7.35,7
9E,BNA,64,4.0,1214.0,60.83,10.94,8
9E,BNA,36,5.0,214.0,15.0,0.0,9
9E,BNA,32,3.0,146.0,8.06,0.0,10
9E,BNA,31,2.0,40.0,2.68,0.0,11
9E,BNA,19,8.0,50.0,8.0,0.0,12
9E,BOS,4,23.0,23.0,5.75,0.0,1
9E,BQK,18,5.0,165.0,10.33,0.0,3
9E,BQK,10,3.0,17.0,3.6,0.0,4
9E,BQK,16,2.0,163.0,29.38,0.0,11
9E,BQK,20,5.0,508.0,42.3,0.0,12
9E,BTR,40,4.0,185.0,11.35,5.0,1
9E,BTR,55,1.0,1006.0,20.93,0.0,2
9E,BTR,12,3.0,202.0,19.25,0.0,3
9E,BTR,13,5.0,5.0,0.38,0.0,5
9E,BTR,14,82.0,82.0,5.86,7.14,6
9E,BTR,9,11.0,154.0,23.78,22.22,7
9E,BTR,7,6.0,6.0,0.86,0.0,8
9E,BTR,19,1.0,162.0,10.11,5.26,9
9E,BTR,25,1.0,87.0,5.24,0.0,10
9E,BTR,17,1.0,19.0,2.94,0.0,11
9E,BTR,39,2.0,1015.0,38.38,0.0,12
9E,BTV,61,1.0,96.0,10.41,1.64,1
9E,BTV,54,1.0,513.0,16.63,0.0,2
9E,BTV,60,5.0,207.0,12.42,3.33,3
9E,BTV,69,1.0,312.0,10.68,0.0,4
9E,BTV,66,2.0,279.0,17.0,0.0,5
9E,BTV,84,4.0,752.0,22.55,4.76,6
9E,BTV,94,1.0,430.0,20.65,6.38,7
9E,BTV,81,1.0,262.0,18.43,6.17,8
9E,BTV,67,3.0,32.0,1.55,0.0,9
9E,BTV,63,2.0,328.0,6.97,0.0,10
9E,BTV,76,2.0,182.0,5.0,0.0,11
9E,BTV,57,1.0,479.0,28.28,0.0,12
9E,BUF,65,1.0,276.0,22.34,16.92,1
9E,BUF,72,1.0,225.0,12.58,4.17,2
9E,BUF,58,3.0,116.0,7.36,0.0,3
9E,BUF,84,4.0,261.0,4.77,1.19,4
9E,BUF,81,1.0,260.0,11.41,1.23,5
9E,BUF,68,2.0,759.0,23.79,4.41,6
9E,BUF,60,2.0,203.0,21.6,5.0,7
9E,BUF,59,2.0,996.0,42.78,8.47,8
9E,BUF,92,1.0,166.0,6.21,0.0,9
9E,BUF,88,1.0,138.0,3.41,0.0,10
9E,BUF,98,2.0,165.0,2.71,0.0,11
9E,BUF,73,2.0,524.0,32.97,1.37,12
9E,BWI,19,9.0,494.0,92.63,0.0,1
9E,BWI,20,2.0,76.0,12.9,5.0,2
9E,BWI,29,1.0,163.0,15.9,0.0,3
9E,BWI,29,14.0,217.0,17.07,3.45,4
9E,BWI,8,1.0,333.0,54.0,0.0,5
9E,BWI,20,1.0,141.0,8.0,20.0,6
9E,BWI,32,2.0,257.0,50.25,3.13,7
9E,BWI,36,1.0,208.0,18.86,22.22,8
9E,BWI,27,1.0,325.0,25.22,0.0,9
9E,BWI,20,2.0,87.0,5.35,0.0,10
9E,CAE,45,1.0,206.0,14.93,4.44,1
9E,CAE,25,2.0,2.0,0.08,0.0,2
9E,CAE,37,5.0,166.0,12.08,0.0,3
9E,CAE,47,1.0,135.0,9.4,0.0,4
9E,CAE,45,6.0,170.0,10.18,2.22,5
9E,CAE,56,1.0,121.0,8.14,5.36,6
9E,CAE,41,4.0,401.0,39.39,14.63,7
9E,CAE,45,1.0,145.0,6.82,2.22,8
9E,CAE,56,1.0,99.0,10.25,0.0,9
9E,CAE,83,1.0,165.0,3.66,0.0,10
9E,CAE,66,3.0,102.0,8.44,0.0,11
9E,CAE,99,1.0,542.0,11.03,0.0,12
9E,CHA,66,1.0,389.0,22.08,0.0,1
9E,CHA,45,1.0,89.0,3.29,0.0,2
9E,CHA,38,1.0,34.0,2.95,0.0,3
9E,CHA,39,1.0,172.0,14.62,0.0,4
9E,CHA,37,3.0,56.0,8.89,0.0,5
9E,CHA,73,1.0,157.0,7.89,0.0,6
9E,CHA,50,2.0,204.0,19.14,6.0,7
9E,CHA,48,3.0,131.0,15.94,0.0,8
9E,CHA,61,7.0,411.0,11.39,0.0,9
9E,CHA,104,1.0,357.0,8.97,0.0,10
9E,CHA,105,3.0,220.0,5.49,0.0,11
9E,CHA,126,1.0,200.0,13.03,0.0,12
9E,CHO,63,2.0,191.0,18.94,7.94,1
9E,CHO,69,1.0,320.0,19.16,1.45,2
9E,CHO,73,1.0,150.0,7.77,0.0,3
9E,CHO,67,5.0,283.0,17.61,1.49,4
9E,CHO,72,3.0,756.0,26.72,2.78,5
9E,CHO,59,2.0,1063.0,21.61,3.39,6
9E,CHO,68,1.0,424.0,31.44,10.29,7
9E,CHO,67,2.0,124.0,11.63,13.43,8
9E,CHO,67,2.0,197.0,6.64,1.49,9
9E,CHO,74,4.0,342.0,12.28,0.0,10
9E,CHO,90,2.0,278.0,10.1,0.0,11
9E,CHO,73,2.0,419.0,14.15,0.0,12
9E,CHS,69,2.0,271.0,15.36,5.8,1
9E,CHS,67,1.0,199.0,9.12,1.49,2
9E,CHS,52,5.0,81.0,5.56,0.0,3
9E,CHS,73,1.0,102.0,6.96,1.37,4
9E,CHS,68,2.0,849.0,20.6,1.47,5
9E,CHS,119,1.0,726.0,20.85,7.56,6
9E,CHS,130,2.0,301.0,19.75,14.62,7
9E,CHS,129,1.0,147.0,11.95,13.18,8
9E,CHS,61,1.0,302.0,7.18,0.0,9
9E,CHS,69,1.0,149.0,6.67,0.0,10
9E,CHS,92,1.0,116.0,3.33,0.0,11
9E,CHS,61,1.0,202.0,21.13,0.0,12
9E,CID,5,32.0,85.0,33.4,0.0,1
9E,CID,11,2.0,2.0,0.18,0.0,4
9E,CID,5,1.0,129.0,26.8,0.0,5
9E,CID,37,3.0,52.0,8.0,0.0,9
9E,CID,11,11.0,70.0,7.36,0.0,10
9E,CID,11,2.0,6.0,1.09,0.0,11
9E,CLE,102,1.0,702.0,23.17,2.94,1
9E,CLE,115,3.0,215.0,9.62,5.22,2
9E,CLE,133,1.0,202.0,11.56,0.75,3
9E,CLE,93,3.0,71.0,4.4,3.23,4
9E,CLE,133,4.0,714.0,26.62,1.5,5
9E,CLE,98,2.0,856.0,30.65,3.06,6
9E,CLE,93,2.0,377.0,30.26,10.75,7
9E,CLE,83,3.0,898.0,24.17,12.05,8
9E,CLE,76,1.0,270.0,8.05,0.0,9
9E,CLE,84,1.0,772.0,21.38,0.0,10
9E,CLE,77,1.0,81.0,2.22,0.0,11
9E,CLE,98,1.0,116.0,8.87,0.0,12
9E,CLT,115,2.0,816.0,17.9,5.22,1
9E,CLT,137,1.0,348.0,10.45,3.65,2
9E,CLT,105,1.0,994.0,26.02,0.0,3
9E,CLT,118,1.0,201.0,15.14,1.69,4
9E,CLT,92,1.0,353.0,22.04,1.09,5
9E,CLT,144,1.0,1020.0,22.1,8.33,6
9E,CLT,149,1.0,819.0,39.12,9.4,7
9E,CLT,137,3.0,720.0,25.0,11.68,8
9E,CLT,118,1.0,433.0,10.97,0.85,9
9E,CLT,135,1.0,506.0,12.47,0.0,10
9E,CLT,120,1.0,162.0,8.29,0.0,11
9E,CLT,159,1.0,347.0,20.89,0.0,12
9E,CMH,10,12.0,344.0,35.6,0.0,1
9E,CMH,16,5.0,65.0,8.5,0.0,3
9E,CMH,25,71.0,71.0,2.84,0.0,4
9E,CMH,15,0.0,-4.0,0.0,0.0,5
9E,CMH,3,99.0,99.0,33.0,0.0,6
9E,CMH,15,13.0,123.0,22.27,0.0,8
9E,CMH,1,12.0,12.0,12.0,0.0,9
9E,CMH,10,6.0,26.0,7.8,0.0,11
9E,CMH,15,1.0,130.0,9.8,0.0,12
9E,CRW,6,13.0,13.0,2.17,0.0,1
9E,CRW,39,1.0,105.0,5.08,0.0,3
9E,CRW,13,2.0,40.0,8.54,0.0,4
9E,CRW,9,39.0,149.0,29.11,0.0,9
9E,CRW,8,64.0,64.0,8.0,0.0,10
9E,CRW,10,11.0,75.0,12.1,0.0,11
9E,CRW,5,18.0,22.0,8.0,0.0,12
9E,CSG,1,0.0,-3.0,0.0,0.0,1
9E,CSG,1,4.0,4.0,4.0,0.0,2
9E,CSG,7,26.0,26.0,3.71,0.0,3
9E,CSG,3,0.0,-9.0,0.0,0.0,4
9E,CSG,9,12.0,81.0,10.33,0.0,5
9E,CSG,29,2.0,147.0,15.76,0.0,6
9E,CSG,42,2.0,238.0,38.79,7.14,7
9E,CSG,42,1.0,317.0,14.86,4.76,8
9E,CSG,45,1.0,153.0,7.87,0.0,9
9E,CSG,33,1.0,164.0,7.33,0.0,10
9E,CSG,47,4.0,120.0,7.04,0.0,11
9E,CSG,32,1.0,177.0,7.69,0.0,12
9E,CVG,282,1.0,270.0,15.68,2.84,1
9E,CVG,265,1.0,189.0,7.72,0.38,2
9E,CVG,319,1.0,336.0,11.26,0.31,3
9E,CVG,294,1.0,451.0,10.01,1.02,4
9E,CVG,332,1.0,258.0,16.95,0.3,5
9E,CVG,289,1.0,261.0,17.02,3.46,6
9E,CVG,243,1.0,576.0,26.67,7.82,7
9E,CVG,231,1.0,198.0,15.58,6.93,8
9E,CVG,250,1.0,276.0,7.53,0.0,9
9E,CVG,260,1.0,161.0,5.06,0.0,10
9E,CVG,254,1.0,254.0,10.64,0.0,11
9E,CVG,246,1.0,594.0,17.17,0.0,12
9E,CWA,28,1.0,220.0,17.75,3.57,1
9E,CWA,22,7.0,85.0,4.18,0.0,2
9E,CWA,24,9.0,126.0,6.42,4.17,3
9E,CWA,32,29.0,29.0,0.91,0.0,4
9E,CWA,28,6.0,37.0,3.21,0.0,5
9E,CWA,31,1.0,234.0,27.26,0.0,6
9E,CWA,28,1.0,125.0,9.96,0.0,7
9E,CWA,31,1.0,273.0,15.16,3.23,8
9E,CWA,22,1.0,17.0,2.14,0.0,9
9E,CWA,28,2.0,27.0,1.54,0.0,10
9E,CWA,30,13.0,31.0,2.03,0.0,11
9E,CWA,23,4.0,120.0,15.78,4.35,12
9E,DAY,13,2.0,54.0,5.92,0.0,1
9E,DAY,18,9.0,336.0,20.22,5.56,2
9E,DAY,26,3.0,3.0,0.12,0.0,3
9E,DAY,28,3.0,98.0,5.43,0.0,4
9E,DAY,17,3.0,44.0,4.76,0.0,5
9E,DAY,12,6.0,6.0,0.5,0.0,6
9E,DAY,12,47.0,558.0,85.33,16.67,7
9E,DAY,17,8.0,194.0,24.24,17.65,8
9E,DAY,9,0.0,-15.0,0.0,0.0,9
9E,DAY,16,3.0,7.0,0.63,0.0,10
9E,DAY,15,33.0,334.0,24.47,0.0,11
9E,DAY,34,2.0,277.0,13.18,2.94,12
9E,DCA,79,10.0,189.0,17.29,6.33,1
9E,DCA,97,1.0,114.0,3.53,0.0,2
9E,DCA,93,2.0,570.0,16.71,0.0,3
9E,DCA,77,3.0,353.0,14.7,0.0,4
9E,DCA,95,1.0,716.0,31.52,4.21,5
9E,DCA,84,2.0,753.0,28.9,0.0,6
9E,DCA,87,4.0,283.0,27.01,8.05,7
9E,DCA,93,1.0,1036.0,47.2,6.45,8
9E,DCA,70,1.0,799.0,17.6,0.0,9
9E,DCA,89,2.0,103.0,6.97,0.0,10
9E,DCA,71,2.0,843.0,24.31,0.0,11
9E,DCA,60,4.0,850.0,35.6,0.0,12
9E,DFW,2,127.0,133.0,130.0,0.0,12
9E,DHN,29,5.0,254.0,17.52,0.0,1
9E,DHN,31,3.0,154.0,8.29,0.0,2
9E,DHN,32,1.0,103.0,6.34,0.0,3
9E,DHN,8,18.0,18.0,2.25,0.0,4
9E,DHN,24,1.0,172.0,22.92,0.0,5
9E,DHN,5,3.0,6.0,1.8,0.0,6
9E,DHN,27,1.0,101.0,5.56,11.11,9
9E,DHN,31,1.0,197.0,10.71,0.0,10
9E,DHN,43,4.0,378.0,16.56,0.0,11
9E,DHN,34,2.0,132.0,4.29,0.0,12
9E,DLH,20,5.0,5.0,0.25,0.0,4
9E,DLH,6,75.0,75.0,12.5,0.0,5
9E,DLH,15,1.0,133.0,29.13,0.0,6
9E,DLH,26,1.0,241.0,29.69,0.0,7
9E,DLH,18,2.0,42.0,14.5,0.0,8
9E,DLH,5,43.0,43.0,8.6,0.0,9
9E,DSM,80,1.0,486.0,36.84,6.25,1
9E,DSM,93,1.0,378.0,15.47,1.08,2
9E,DSM,96,2.0,217.0,9.65,1.04,3
9E,DSM,125,1.0,225.0,7.66,0.8,4
9E,DSM,129,1.0,216.0,6.68,2.33,5
9E,DSM,113,1.0,247.0,16.91,2.65,6
9E,DSM,101,1.0,244.0,15.36,3.96,7
9E,DSM,108,1.0,229.0,17.91,3.7,8
9E,DSM,119,1.0,108.0,2.92,0.0,9
9E,DSM,113,2.0,89.0,2.59,0.0,10
9E,DSM,98,1.0,150.0,4.47,0.0,11
9E,DSM,95,1.0,1272.0,30.8,0.0,12
9E,DTW,618,1.0,941.0,22.54,2.59,1
9E,DTW,453,1.0,276.0,5.91,0.66,2
9E,DTW,600,1.0,452.0,6.5,0.0,3
9E,DTW,554,1.0,568.0,6.47,0.54,4
9E,DTW,533,1.0,653.0,9.82,0.0,5
9E,DTW,547,1.0,683.0,15.27,0.18,6
9E,DTW,527,1.0,663.0,17.51,4.74,7
9E,DTW,537,1.0,715.0,11.78,2.98,8
9E,DTW,454,1.0,714.0,4.42,0.22,9
9E,DTW,464,1.0,120.0,2.22,0.0,10
9E,DTW,527,1.0,200.0,4.36,0.0,11
9E,DTW,552,1.0,282.0,10.37,0.0,12
9E,ECP,14,5.0,262.0,37.57,0.0,1
9E,EVV,34,2.0,289.0,33.44,2.94,1
9E,EVV,32,1.0,68.0,4.06,0.0,2
9E,EVV,13,2.0,70.0,6.92,0.0,3
9E,EVV,37,1.0,54.0,3.7,0.0,6
9E,EVV,41,2.0,162.0,11.68,7.32,7
9E,EVV,44,6.0,66.0,2.68,2.27,8
9E,EVV,35,2.0,176.0,15.46,0.0,9
9E,EVV,43,2.0,50.0,1.56,0.0,10
9E,EVV,29,1.0,126.0,11.41,0.0,11
9E,EVV,23,5.0,275.0,24.35,0.0,12
9E,EWR,57,2.0,1032.0,48.49,0.0,1
9E,EWR,68,1.0,130.0,6.85,1.47,2
9E,EWR,65,1.0,147.0,10.37,0.0,3
9E,EWR,58,3.0,281.0,22.62,1.72,4
9E,EWR,70,1.0,337.0,17.97,5.71,5
9E,EWR,66,1.0,1110.0,36.3,9.09,6
9E,EWR,65,5.0,232.0,41.29,12.31,7
9E,EWR,76,2.0,1103.0,67.04,10.53,8
9E,EWR,63,3.0,324.0,25.06,0.0,9
9E,EWR,65,1.0,262.0,17.29,0.0,10
9E,EWR,71,1.0,242.0,31.11,0.0,11
9E,EWR,66,3.0,209.0,21.65,0.0,12
9E,EYW,13,6.0,67.0,18.31,0.0,1
9E,EYW,16,7.0,108.0,11.69,0.0,2
9E,EYW,13,2.0,561.0,47.0,0.0,3
9E,EYW,17,1.0,532.0,38.29,0.0,4
9E,EYW,5,3.0,20.0,4.6,0.0,5
9E,EYW,8,3.0,334.0,50.13,12.5,12
9E,FAR,26,3.0,267.0,21.58,0.0,1
9E,FAR,21,0.0,0.0,0.0,0.0,2
9E,FAR,5,21.0,21.0,4.2,0.0,3
9E,FAR,8,1.0,19.0,2.75,0.0,4
9E,FAR,12,19.0,169.0,15.67,0.0,5
9E,FAR,3,47.0,60.0,35.67,0.0,6
9E,FAR,4,6.0,37.0,10.75,0.0,7
9E,FAR,3,0.0,-3.0,0.0,0.0,8
9E,FAR,14,5.0,16.0,2.71,0.0,9
9E,FAR,21,50.0,50.0,2.38,0.0,10
9E,FAR,6,0.0,-6.0,0.0,0.0,11
9E,FAY,13,2.0,100.0,13.54,0.0,1
9E,FAY,13,3.0,6.0,0.69,0.0,2
9E,FAY,14,9.0,264.0,31.79,0.0,3
9E,FAY,14,8.0,45.0,7.07,0.0,4
9E,FAY,3,16.0,16.0,5.33,0.0,5
9E,FAY,1,24.0,24.0,24.0,0.0,6
9E,FAY,28,3.0,39.0,5.93,0.0,9
9E,FAY,24,6.0,195.0,10.42,0.0,10
9E,FAY,33,6.0,949.0,36.64,0.0,11
9E,FAY,28,5.0,228.0,31.54,0.0,12
9E,FLL,6,23.0,89.0,29.5,0.0,1
9E,FLL,5,0.0,-2.0,0.0,0.0,12
9E,FSD,24,5.0,412.0,42.29,0.0,1
9E,FSD,13,0.0,-12.0,0.0,0.0,2
9E,FSD,8,0.0,-21.0,0.0,0.0,3
9E,FSD,16,16.0,16.0,1.0,0.0,4
9E,FSD,16,5.0,33.0,2.38,0.0,5
9E,FSD,22,2.0,170.0,31.64,0.0,6
9E,FSD,16,3.0,131.0,30.56,0.0,7
9E,FSD,21,1.0,73.0,17.14,0.0,8
9E,FSD,18,1.0,17.0,1.89,0.0,9
9E,FSD,14,4.0,9.0,0.93,0.0,10
9E,FSD,4,1.0,1.0,0.25,0.0,11
9E,FSD,7,39.0,39.0,5.57,0.0,12
9E,FWA,42,5.0,300.0,28.76,7.14,1
9E,FWA,42,1.0,336.0,20.29,0.0,2
9E,FWA,16,3.0,13.0,1.0,0.0,3
9E,FWA,1,1.0,1.0,1.0,0.0,11
9E,GFK,15,5.0,116.0,19.87,0.0,1
9E,GFK,1,0.0,-13.0,0.0,0.0,2
9E,GFK,1,0.0,-17.0,0.0,0.0,3
9E,GFK,1,12.0,12.0,12.0,0.0,9
9E,GFK,13,2.0,478.0,64.31,0.0,12
9E,GNV,11,3.0,59.0,7.09,0.0,1
9E,GNV,26,1.0,107.0,4.15,0.0,3
9E,GNV,7,7.0,100.0,15.29,0.0,4
9E,GNV,2,0.0,-20.0,0.0,0.0,6
9E,GNV,3,35.0,166.0,105.0,0.0,7
9E,GNV,1,0.0,-12.0,0.0,0.0,8
9E,GNV,2,0.0,-11.0,0.0,0.0,11
9E,GNV,12,26.0,108.0,18.83,0.0,12
9E,GPT,6,14.0,14.0,2.33,0.0,1
9E,GPT,5,22.0,22.0,4.4,0.0,4
9E,GPT,1,2.0,2.0,2.0,0.0,11
9E,GPT,15,3.0,26.0,3.07,0.0,12
9E,GRB,8,1.0,3.0,0.5,0.0,1
9E,GRB,14,1.0,1.0,0.07,0.0,4
9E,GRB,5,0.0,-17.0,0.0,0.0,5
9E,GRB,1,0.0,-21.0,0.0,0.0,10
9E,GRR,41,1.0,263.0,21.41,17.07,1
9E,GRR,27,3.0,390.0,14.93,11.11,2
9E,GRR,34,1.0,32.0,2.59,0.0,3
9E,GRR,48,1.0,90.0,4.29,0.0,4
9E,GRR,55,1.0,331.0,15.47,1.82,5
9E,GRR,40,18.0,62.0,5.18,5.0,6
9E,GRR,43,24.0,247.0,26.35,6.98,7
9E,GRR,42,2.0,89.0,8.88,16.67,8
9E,GRR,35,2.0,356.0,13.51,0.0,9
9E,GRR,36,2.0,101.0,7.75,0.0,10
9E,GRR,13,0.0,-7.0,0.0,0.0,11
9E,GRR,18,8.0,214.0,24.44,0.0,12
