aeroporto_partenza,mese,numero_ritardi_basso,numero_ritardi_medio,numero_ritardi_alto,cause_maggiori
DEC,2,16,0,1,"['Weather (98 min)', 'NAS (23 min)', 'Carrier (0 min)']"
DEC,3,9,1,2,"['Carrier (201 min)', 'Late Aircraft (197 min)', 'NAS (5 min)']"
DEC,4,21,3,2,"['Late Aircraft (288 min)', 'NAS (18 min)', 'Carrier (0 min)']"
DEC,5,13,0,4,"['Weather (995 min)', 'Late Aircraft (416 min)', 'NAS (5 min)']"
DEC,6,10,0,5,"['Carrier (387 min)', 'Late Aircraft (348 min)', 'NAS (115 min)']"
DEC,7,7,1,2,"['Late Aircraft (264 min)', 'NAS (4 min)', 'Carrier (0 min)']"
DEC,8,6,0,2,"['Carrier (416 min)', 'Late Aircraft (89 min)', 'NAS (20 min)']"
DEC,9,16,2,1,"['Late Aircraft (309 min)', 'Carrier (17 min)', 'NAS (5 min)']"
DEC,10,11,1,0,"['Late Aircraft (23 min)', 'NAS (5 min)', 'Carrier (0 min)']"
DEC,11,11,1,2,"['Late Aircraft (420 min)', 'NAS (68 min)', 'Carrier (7 min)']"
DEC,12,14,3,0,"['Carrier (72 min)', 'Late Aircraft (68 min)', 'NAS (3 min)']"
DEN,1,3851,1052,477,"['Late Aircraft (39254 min)', 'Carrier (31460 min)', 'NAS (13424 min)']"
DEN,2,4054,906,395,"['Late Aircraft (33076 min)', 'Carrier (28765 min)', 'NAS (23041 min)']"
DEN,3,4666,1004,351,"['Late Aircraft (31013 min)', 'Carrier (24208 min)', 'NAS (18089 min)']"
DEN,4,4672,972,380,"['Late Aircraft (34179 min)', 'Carrier (26584 min)', 'NAS (16626 min)']"
DEN,5,4485,1175,650,"['Late Aircraft (56774 min)', 'Carrier (35539 min)', 'NAS (18262 min)']"
DEN,6,4628,1401,706,"['Late Aircraft (60112 min)', 'Carrier (40796 min)', 'NAS (19752 min)']"
DEN,7,4876,1314,726,"['Late Aircraft (61300 min)', 'Carrier (45257 min)', 'NAS (16069 min)']"
DEN,8,4959,1144,609,"['Late Aircraft (50643 min)', 'Carrier (38981 min)', 'NAS (20113 min)']"
DEN,9,5401,820,315,"['Late Aircraft (24431 min)', 'Carrier (23883 min)', 'NAS (7083 min)']"
DEN,10,5808,671,260,"['Carrier (21388 min)', 'Late Aircraft (17103 min)', 'NAS (7131 min)']"
DEN,11,4959,784,331,"['Carrier (26082 min)', 'Late Aircraft (26034 min)', 'NAS (25797 min)']"
DEN,12,5099,892,330,"['Late Aircraft (24386 min)', 'Carrier (22165 min)', 'NAS (10174 min)']"
DFW,1,3979,1022,634,"['Late Aircraft (55629 min)', 'Carrier (36710 min)', 'NAS (18611 min)']"
DFW,2,4623,749,248,"['Carrier (23181 min)', 'Late Aircraft (19420 min)', 'NAS (8567 min)']"
DFW,3,4223,1137,651,"['Late Aircraft (69648 min)', 'Carrier (33257 min)', 'NAS (18609 min)']"
DFW,4,4330,947,629,"['Late Aircraft (58185 min)', 'Carrier (30421 min)', 'NAS (16440 min)']"
DFW,5,3716,1413,1162,"['Late Aircraft (113054 min)', 'Carrier (62712 min)', 'Weather (33295 min)']"
DFW,6,4257,1443,948,"['Late Aircraft (85110 min)', 'Carrier (54857 min)', 'NAS (21940 min)']"
DFW,7,4317,1542,1143,"['Late Aircraft (113493 min)', 'Carrier (70809 min)', 'NAS (23463 min)']"
DFW,8,4811,1239,653,"['Late Aircraft (65305 min)', 'Carrier (44335 min)', 'NAS (14923 min)']"
DFW,9,5120,927,330,"['Late Aircraft (27598 min)', 'Carrier (26183 min)', 'NAS (10422 min)']"
DFW,10,5586,913,351,"['Carrier (29478 min)', 'Late Aircraft (29100 min)', 'NAS (6191 min)']"
DFW,11,4784,853,415,"['Late Aircraft (33662 min)', 'Carrier (29318 min)', 'NAS (12782 min)']"
DFW,12,4574,1039,616,"['Late Aircraft (61558 min)', 'Carrier (31209 min)', 'Weather (17917 min)']"
DHN,1,16,1,0,"['NAS (65 min)', 'Carrier (38 min)', 'Weather (0 min)']"
DHN,2,14,0,0,"['NAS (16 min)', 'Carrier (0 min)', 'Weather (0 min)']"
DHN,3,18,1,0,"['NAS (44 min)', 'Carrier (8 min)', 'Late Aircraft (6 min)']"
DHN,4,15,0,0,"['Carrier (20 min)', 'Weather (0 min)', 'NAS (0 min)']"
DHN,5,10,2,1,"['NAS (117 min)', 'Carrier (0 min)', 'Weather (0 min)']"
DHN,6,18,0,2,"['Carrier (345 min)', 'Weather (0 min)', 'NAS (0 min)']"
DHN,7,10,1,0,"['Carrier (138 min)', 'NAS (25 min)', 'Weather (0 min)']"
DHN,8,12,0,1,"['Carrier (190 min)', 'Weather (0 min)', 'NAS (0 min)']"
DHN,9,9,2,1,"['Late Aircraft (118 min)', 'NAS (16 min)', 'Carrier (1 min)']"
DHN,10,17,2,1,"['Carrier (228 min)', 'Late Aircraft (25 min)', 'Weather (0 min)']"
DHN,11,16,3,2,"['Late Aircraft (510 min)', 'Weather (17 min)', 'NAS (9 min)']"
DHN,12,17,0,1,"['Late Aircraft (124 min)', 'Carrier (8 min)', 'Weather (0 min)']"
DIK,1,10,1,0,"['NAS (19 min)', 'Carrier (0 min)', 'Weather (0 min)']"
DIK,2,5,0,0,"['Carrier (0 min)', 'Weather (0 min)', 'NAS (0 min)']"
DIK,3,5,0,0,"['Carrier (0 min)', 'Weather (0 min)', 'NAS (0 min)']"
DIK,4,11,0,1,"['Carrier (569 min)', 'Weather (0 min)', 'NAS (0 min)']"
DIK,5,13,0,1,"['NAS (159 min)', 'Carrier (0 min)', 'Weather (0 min)']"
DIK,6,14,1,0,"['NAS (64 min)', 'Carrier (0 min)', 'Weather (0 min)']"
DIK,7,8,0,1,"['Carrier (327 min)', 'Weather (0 min)', 'NAS (0 min)']"
DIK,8,18,0,1,"['Late Aircraft (120 min)', 'Carrier (0 min)', 'Weather (0 min)']"
DIK,9,17,0,1,"['Weather (122 min)', 'NAS (41 min)', 'Carrier (15 min)']"
DIK,10,12,0,0,"['Carrier (17 min)', 'Weather (0 min)', 'NAS (0 min)']"
DIK,11,12,1,3,"['Carrier (1165 min)', 'Late Aircraft (168 min)', 'Weather (0 min)']"
DIK,12,8,0,1,"['Carrier (40 min)', 'Weather (0 min)', 'NAS (0 min)']"
DLG,6,4,1,0,"['Late Aircraft (12 min)', 'Carrier (9 min)', 'Weather (0 min)']"
DLG,7,4,0,2,"['Late Aircraft (281 min)', 'NAS (36 min)', 'Security (9 min)']"
DLG,8,4,0,1,"['Late Aircraft (218 min)', 'Carrier (0 min)', 'Weather (0 min)']"
DLG,9,6,0,0,"['Carrier (0 min)', 'Weather (0 min)', 'NAS (0 min)']"
DLH,1,24,7,5,"['Carrier (535 min)', 'Late Aircraft (321 min)', 'NAS (172 min)']"
DLH,2,28,3,1,"['Carrier (299 min)', 'Weather (57 min)', 'Late Aircraft (19 min)']"
DLH,3,29,1,3,"['Late Aircraft (410 min)', 'Weather (285 min)', 'NAS (92 min)']"
DLH,4,37,2,0,"['Security (25 min)', 'Carrier (23 min)', 'Weather (0 min)']"
DLH,5,38,3,7,"['Weather (742 min)', 'NAS (318 min)', 'Late Aircraft (182 min)']"
DLH,6,40,4,2,"['NAS (352 min)', 'Carrier (159 min)', 'Late Aircraft (83 min)']"
DLH,7,44,2,6,"['Carrier (442 min)', 'NAS (227 min)', 'Late Aircraft (104 min)']"
DLH,8,35,7,3,"['Late Aircraft (240 min)', 'NAS (236 min)', 'Carrier (226 min)']"
DLH,9,36,3,3,"['Late Aircraft (629 min)', 'Carrier (32 min)', 'NAS (2 min)']"
DLH,10,37,1,0,"['Carrier (32 min)', 'NAS (24 min)', 'Weather (5 min)']"
DLH,11,42,3,2,"['Carrier (356 min)', 'NAS (16 min)', 'Weather (0 min)']"
DLH,12,22,6,5,"['Carrier (443 min)', 'Weather (133 min)', 'NAS (75 min)']"
DRO,1,44,8,8,"['Carrier (610 min)', 'NAS (297 min)', 'Late Aircraft (265 min)']"
DRO,2,49,5,5,"['Carrier (1336 min)', 'NAS (99 min)', 'Weather (94 min)']"
DRO,3,43,9,4,"['Carrier (586 min)', 'Weather (223 min)', 'Late Aircraft (213 min)']"
DRO,4,61,3,6,"['Carrier (959 min)', 'Late Aircraft (500 min)', 'NAS (255 min)']"
DRO,5,55,5,7,"['Carrier (603 min)', 'NAS (354 min)', 'Late Aircraft (236 min)']"
DRO,6,63,4,7,"['Carrier (1613 min)', 'Late Aircraft (299 min)', 'NAS (94 min)']"
DRO,7,76,9,4,"['Carrier (898 min)', 'Late Aircraft (235 min)', 'NAS (172 min)']"
DRO,8,73,6,10,"['Carrier (883 min)', 'NAS (392 min)', 'Late Aircraft (192 min)']"
DRO,9,81,6,8,"['Carrier (933 min)', 'Late Aircraft (58 min)', 'NAS (56 min)']"
DRO,10,76,7,7,"['Carrier (1611 min)', 'Weather (357 min)', 'Late Aircraft (213 min)']"
DRO,11,58,9,8,"['Carrier (1516 min)', 'Late Aircraft (551 min)', 'NAS (197 min)']"
DRO,12,75,4,5,"['Carrier (289 min)', 'Weather (84 min)', 'Late Aircraft (81 min)']"
DSM,1,188,36,42,"['Carrier (3048 min)', 'Late Aircraft (2706 min)', 'Weather (2223 min)']"
DSM,2,218,20,19,"['Carrier (2290 min)', 'Late Aircraft (1566 min)', 'NAS (700 min)']"
DSM,3,258,25,13,"['Carrier (1900 min)', 'Late Aircraft (884 min)', 'Weather (852 min)']"
DSM,4,265,21,17,"['Carrier (1550 min)', 'Late Aircraft (736 min)', 'NAS (305 min)']"
DSM,5,256,42,24,"['Carrier (2092 min)', 'Late Aircraft (1539 min)', 'NAS (1074 min)']"
DSM,6,250,42,39,"['Late Aircraft (3691 min)', 'Carrier (3311 min)', 'NAS (1274 min)']"
DSM,7,224,50,39,"['Late Aircraft (3237 min)', 'Carrier (2374 min)', 'NAS (1262 min)']"
DSM,8,258,35,25,"['Late Aircraft (2186 min)', 'Carrier (1302 min)', 'NAS (1259 min)']"
DSM,9,269,14,7,"['Late Aircraft (724 min)', 'NAS (365 min)', 'Carrier (339 min)']"
DSM,10,312,20,13,"['Carrier (1899 min)', 'Late Aircraft (1191 min)', 'NAS (303 min)']"
DSM,11,301,14,12,"['Late Aircraft (695 min)', 'Carrier (580 min)', 'NAS (436 min)']"
DSM,12,229,41,30,"['Carrier (3546 min)', 'Late Aircraft (1811 min)', 'NAS (1233 min)']"
DTW,1,1579,311,283,"['Carrier (22357 min)', 'Weather (17803 min)', 'NAS (11636 min)']"
DTW,2,1758,177,75,"['Carrier (7780 min)', 'Late Aircraft (2504 min)', 'NAS (2320 min)']"
DTW,3,2085,298,168,"['Carrier (12052 min)', 'NAS (9181 min)', 'Late Aircraft (7252 min)']"
DTW,4,2275,241,154,"['Carrier (17369 min)', 'NAS (6316 min)', 'Late Aircraft (6294 min)']"
DTW,5,2218,326,224,"['Carrier (20483 min)', 'Late Aircraft (10673 min)', 'NAS (9199 min)']"
DTW,6,2221,366,245,"['Carrier (21794 min)', 'Late Aircraft (11260 min)', 'NAS (10340 min)']"
DTW,7,2011,414,336,"['Carrier (36525 min)', 'Late Aircraft (16648 min)', 'NAS (10189 min)']"
DTW,8,2211,370,280,"['Carrier (25600 min)', 'NAS (11672 min)', 'Late Aircraft (11611 min)']"
DTW,9,2435,256,118,"['Carrier (12216 min)', 'NAS (4274 min)', 'Late Aircraft (3582 min)']"
DTW,10,2486,260,128,"['Carrier (16077 min)', 'Late Aircraft (2660 min)', 'NAS (2638 min)']"
DTW,11,2281,212,123,"['Carrier (11816 min)', 'NAS (6591 min)', 'Weather (3644 min)']"
DTW,12,2041,385,209,"['Carrier (26557 min)', 'Late Aircraft (7557 min)', 'NAS (7315 min)']"
DVL,1,5,0,2,"['Weather (112 min)', 'Late Aircraft (76 min)', 'Carrier (0 min)']"
DVL,2,6,0,1,"['Carrier (68 min)', 'Weather (0 min)', 'NAS (0 min)']"
DVL,3,11,0,3,"['Weather (111 min)', 'Late Aircraft (97 min)', 'Carrier (37 min)']"
DVL,4,12,0,0,"['Carrier (0 min)', 'Weather (0 min)', 'NAS (0 min)']"
DVL,5,16,0,2,"['NAS (161 min)', 'Late Aircraft (132 min)', 'Weather (59 min)']"
DVL,6,12,2,1,"['Late Aircraft (182 min)', 'Carrier (93 min)', 'Weather (0 min)']"
DVL,7,11,2,2,"['Carrier (212 min)', 'Late Aircraft (79 min)', 'NAS (7 min)']"
DVL,8,10,0,0,"['Carrier (0 min)', 'Weather (0 min)', 'NAS (0 min)']"
DVL,9,12,0,2,"['Carrier (139 min)', 'Weather (94 min)', 'NAS (0 min)']"
DVL,10,10,0,0,"['Carrier (0 min)', 'Weather (0 min)', 'NAS (0 min)']"
DVL,11,9,2,1,"['Carrier (65 min)', 'Late Aircraft (65 min)', 'NAS (3 min)']"
DVL,12,4,1,2,"['Weather (281 min)', 'Carrier (24 min)', 'NAS (6 min)']"
EAR,11,12,0,0,"['Carrier (31 min)', 'Weather (0 min)', 'NAS (0 min)']"
EAR,12,10,1,2,"['Carrier (286 min)', 'Late Aircraft (53 min)', 'NAS (24 min)']"
EAU,12,6,0,2,"['Late Aircraft (299 min)', 'Carrier (108 min)', 'NAS (5 min)']"
ECP,1,87,10,8,"['Late Aircraft (1017 min)', 'Carrier (395 min)', 'NAS (179 min)']"
ECP,2,85,4,5,"['Late Aircraft (493 min)', 'Carrier (191 min)', 'Weather (168 min)']"
ECP,3,149,19,13,"['Carrier (1596 min)', 'Late Aircraft (1289 min)', 'NAS (525 min)']"
ECP,4,170,17,12,"['Late Aircraft (3073 min)', 'NAS (337 min)', 'Carrier (203 min)']"
ECP,5,133,36,18,"['Late Aircraft (2060 min)', 'Carrier (1529 min)', 'Weather (667 min)']"
ECP,6,175,56,25,"['Late Aircraft (3156 min)', 'Carrier (645 min)', 'NAS (501 min)']"
ECP,7,182,51,27,"['Late Aircraft (3464 min)', 'Carrier (1735 min)', 'NAS (652 min)']"
ECP,8,179,23,9,"['Late Aircraft (1207 min)', 'Carrier (869 min)', 'NAS (171 min)']"
ECP,9,139,18,9,"['Late Aircraft (1170 min)', 'Carrier (301 min)', 'NAS (130 min)']"
ECP,10,159,16,4,"['Late Aircraft (725 min)', 'Carrier (231 min)', 'NAS (109 min)']"
ECP,11,114,5,9,"['Late Aircraft (410 min)', 'Carrier (290 min)', 'Weather (86 min)']"
ECP,12,104,21,9,"['Carrier (717 min)', 'Late Aircraft (506 min)', 'NAS (479 min)']"
EGE,1,107,27,17,"['Late Aircraft (2881 min)', 'Carrier (1577 min)', 'NAS (825 min)']"
EGE,2,113,24,8,"['Late Aircraft (1661 min)', 'Carrier (1213 min)', 'NAS (305 min)']"
EGE,3,102,23,21,"['Late Aircraft (2965 min)', 'NAS (1132 min)', 'Carrier (720 min)']"
EGE,4,57,1,4,"['Late Aircraft (248 min)', 'NAS (187 min)', 'Carrier (170 min)']"
EGE,5,29,1,3,"['NAS (210 min)', 'Weather (112 min)', 'Late Aircraft (16 min)']"
EGE,6,51,3,9,"['Late Aircraft (384 min)', 'Carrier (281 min)', 'Weather (191 min)']"
EGE,7,36,12,7,"['Carrier (1473 min)', 'Late Aircraft (872 min)', 'NAS (123 min)']"
EGE,8,34,7,8,"['Late Aircraft (942 min)', 'Carrier (212 min)', 'NAS (174 min)']"
EGE,9,40,5,1,"['Late Aircraft (98 min)', 'Carrier (51 min)', 'Security (1 min)']"
EGE,10,17,4,1,"['Carrier (147 min)', 'Late Aircraft (80 min)', 'Weather (0 min)']"
EGE,11,25,2,2,"['Weather (152 min)', 'Late Aircraft (118 min)', 'NAS (84 min)']"
EGE,12,62,16,19,"['Late Aircraft (1707 min)', 'NAS (1500 min)', 'Carrier (988 min)']"
EKO,1,5,1,0,"['NAS (84 min)', 'Carrier (60 min)', 'Weather (0 min)']"
EKO,2,5,0,1,"['Weather (110 min)', 'Carrier (0 min)', 'NAS (0 min)']"
EKO,3,9,0,0,"['NAS (22 min)', 'Weather (6 min)', 'Carrier (0 min)']"
EKO,4,9,0,0,"['Carrier (0 min)', 'Weather (0 min)', 'NAS (0 min)']"
EKO,5,8,0,0,"['Carrier (0 min)', 'Weather (0 min)', 'NAS (0 min)']"
EKO,6,5,0,0,"['Carrier (0 min)', 'Weather (0 min)', 'NAS (0 min)']"
EKO,7,3,0,0,"['Carrier (0 min)', 'Weather (0 min)', 'NAS (0 min)']"
EKO,8,8,1,0,"['Weather (26 min)', 'Carrier (0 min)', 'NAS (0 min)']"
EKO,9,7,0,0,"['Carrier (0 min)', 'Weather (0 min)', 'NAS (0 min)']"
EKO,10,8,0,0,"['Carrier (0 min)', 'Weather (0 min)', 'NAS (0 min)']"
EKO,11,10,0,0,"['Carrier (0 min)', 'Weather (0 min)', 'NAS (0 min)']"
EKO,12,6,0,0,"['Carrier (0 min)', 'Weather (0 min)', 'NAS (0 min)']"
ELM,1,4,2,7,"['Carrier (1442 min)', 'Weather (369 min)', 'NAS (37 min)']"
ELM,2,11,2,2,"['Carrier (97 min)', 'NAS (36 min)', 'Weather (29 min)']"
ELM,3,22,3,2,"['Carrier (807 min)', 'NAS (182 min)', 'Weather (0 min)']"
ELM,4,24,1,2,"['Late Aircraft (264 min)', 'Carrier (58 min)', 'NAS (25 min)']"
ELM,5,13,2,1,"['Carrier (70 min)', 'Late Aircraft (27 min)', 'Weather (0 min)']"
ELM,6,17,2,4,"['Carrier (521 min)', 'Weather (104 min)', 'NAS (59 min)']"
ELM,7,19,3,3,"['Carrier (317 min)', 'Late Aircraft (78 min)', 'NAS (57 min)']"
ELM,8,23,3,0,"['Carrier (93 min)', 'NAS (19 min)', 'Weather (0 min)']"
ELM,9,22,2,1,"['Weather (110 min)', 'Late Aircraft (31 min)', 'Carrier (0 min)']"
ELM,10,17,1,3,"['Late Aircraft (143 min)', 'Carrier (99 min)', 'Weather (77 min)']"
ELM,11,14,3,3,"['Carrier (301 min)', 'NAS (16 min)', 'Weather (0 min)']"
ELM,12,17,3,0,"['NAS (51 min)', 'Carrier (45 min)', 'Weather (8 min)']"
ELP,1,271,39,13,"['Carrier (2134 min)', 'Late Aircraft (1958 min)', 'NAS (504 min)']"
ELP,2,256,28,10,"['Late Aircraft (851 min)', 'Carrier (619 min)', 'NAS (494 min)']"
ELP,3,280,43,25,"['Late Aircraft (2270 min)', 'Carrier (1718 min)', 'NAS (556 min)']"
ELP,4,279,43,18,"['Late Aircraft (1628 min)', 'Carrier (529 min)', 'Weather (354 min)']"
ELP,5,264,60,37,"['Late Aircraft (3695 min)', 'Carrier (1631 min)', 'NAS (1371 min)']"
ELP,6,279,47,28,"['Late Aircraft (2831 min)', 'Carrier (1587 min)', 'NAS (331 min)']"
ELP,7,277,70,27,"['Late Aircraft (2898 min)', 'Carrier (2374 min)', 'NAS (381 min)']"
ELP,8,332,40,24,"['Late Aircraft (2456 min)', 'Carrier (967 min)', 'NAS (512 min)']"
ELP,9,315,28,15,"['Late Aircraft (1725 min)', 'Carrier (677 min)', 'NAS (364 min)']"
ELP,10,368,24,13,"['Carrier (1569 min)', 'Late Aircraft (976 min)', 'NAS (239 min)']"
ELP,11,305,33,14,"['Late Aircraft (1604 min)', 'NAS (674 min)', 'Carrier (564 min)']"
ELP,12,305,43,23,"['Late Aircraft (1885 min)', 'Carrier (1173 min)', 'NAS (471 min)']"
ESC,1,9,1,3,"['Carrier (311 min)', 'NAS (41 min)', 'Weather (7 min)']"
ESC,2,5,0,0,"['Carrier (0 min)', 'Weather (0 min)', 'NAS (0 min)']"
ESC,3,9,0,1,"['Carrier (92 min)', 'Weather (0 min)', 'NAS (0 min)']"
ESC,4,11,0,2,"['Weather (195 min)', 'Carrier (112 min)', 'NAS (0 min)']"
ESC,5,17,0,0,"['Carrier (0 min)', 'Weather (0 min)', 'NAS (0 min)']"
ESC,6,9,1,3,"['Carrier (416 min)', 'NAS (29 min)', 'Weather (0 min)']"
ESC,7,12,1,1,"['Carrier (242 min)', 'NAS (32 min)', 'Weather (0 min)']"
ESC,8,16,0,0,"['Carrier (17 min)', 'Weather (0 min)', 'NAS (0 min)']"
ESC,9,11,1,0,"['Carrier (15 min)', 'Weather (0 min)', 'NAS (0 min)']"
ESC,10,9,0,1,"['Carrier (137 min)', 'Weather (0 min)', 'NAS (0 min)']"
ESC,11,12,3,1,"['Weather (191 min)', 'Carrier (84 min)', 'NAS (0 min)']"
ESC,12,12,0,1,"['Carrier (107 min)', 'Weather (0 min)', 'NAS (0 min)']"
EUG,1,104,18,10,"['Weather (691 min)', 'Late Aircraft (573 min)', 'NAS (325 min)']"
EUG,2,110,10,12,"['NAS (901 min)', 'Carrier (900 min)', 'Late Aircraft (425 min)']"
EUG,3,135,8,11,"['Late Aircraft (672 min)', 'NAS (499 min)', 'Carrier (401 min)']"
EUG,4,117,16,6,"['Carrier (520 min)', 'Late Aircraft (332 min)', 'NAS (240 min)']"
EUG,5,110,14,8,"['NAS (336 min)', 'Carrier (319 min)', 'Late Aircraft (212 min)']"
EUG,6,104,19,10,"['Carrier (749 min)', 'Late Aircraft (415 min)', 'NAS (214 min)']"
EUG,7,127,15,6,"['Carrier (957 min)', 'Late Aircraft (498 min)', 'NAS (140 min)']"
EUG,8,117,16,3,"['Carrier (367 min)', 'Late Aircraft (228 min)', 'NAS (133 min)']"
EUG,9,116,10,7,"['Late Aircraft (668 min)', 'Carrier (289 min)', 'NAS (176 min)']"
EUG,10,133,10,9,"['Carrier (1882 min)', 'Late Aircraft (707 min)', 'NAS (180 min)']"
EUG,11,137,18,10,"['Carrier (1259 min)', 'Late Aircraft (847 min)', 'NAS (502 min)']"
EUG,12,101,27,7,"['Carrier (547 min)', 'Late Aircraft (486 min)', 'NAS (242 min)']"
EVV,1,31,1,2,"['Weather (232 min)', 'Carrier (112 min)', 'NAS (92 min)']"
EVV,2,33,3,0,"['NAS (88 min)', 'Late Aircraft (57 min)', 'Carrier (28 min)']"
EVV,3,28,3,2,"['Carrier (389 min)', 'NAS (30 min)', 'Late Aircraft (14 min)']"
EVV,4,24,4,6,"['Weather (440 min)', 'Carrier (279 min)', 'Late Aircraft (234 min)']"
EVV,5,27,5,5,"['Late Aircraft (254 min)', 'Carrier (241 min)', 'Weather (160 min)']"
EVV,6,33,6,2,"['Late Aircraft (156 min)', 'Carrier (31 min)', 'Weather (15 min)']"
EVV,7,39,12,4,"['Late Aircraft (451 min)', 'NAS (304 min)', 'Carrier (128 min)']"
EVV,8,32,2,4,"['Late Aircraft (183 min)', 'NAS (96 min)', 'Weather (10 min)']"
EVV,9,30,2,3,"['Carrier (246 min)', 'Late Aircraft (158 min)', 'NAS (107 min)']"
EVV,10,56,4,3,"['Late Aircraft (367 min)', 'Carrier (352 min)', 'NAS (87 min)']"
EVV,11,29,2,1,"['NAS (185 min)', 'Carrier (14 min)', 'Weather (0 min)']"
EVV,12,27,8,3,"['NAS (241 min)', 'Weather (164 min)', 'Carrier (128 min)']"
EWN,7,1,3,3,"['Late Aircraft (1135 min)', 'Weather (122 min)', 'Carrier (6 min)']"
EWN,8,5,0,0,"['Carrier (0 min)', 'Weather (0 min)', 'NAS (0 min)']"
EWN,9,0,0,1,"['Late Aircraft (132 min)', 'NAS (27 min)', 'Carrier (0 min)']"
EWR,1,1604,315,168,"['Late Aircraft (13610 min)', 'Carrier (9100 min)', 'NAS (8301 min)']"
EWR,2,1643,223,120,"['Late Aircraft (7094 min)', 'Carrier (6813 min)', 'NAS (5867 min)']"
EWR,3,1807,343,198,"['Late Aircraft (15207 min)', 'Carrier (10524 min)', 'NAS (8113 min)']"
EWR,4,1885,336,221,"['Late Aircraft (18318 min)', 'Carrier (12088 min)', 'NAS (9638 min)']"
EWR,5,1945,417,274,"['Late Aircraft (23478 min)', 'NAS (13881 min)', 'Carrier (11773 min)']"
EWR,6,1790,359,332,"['Late Aircraft (29495 min)', 'Carrier (23091 min)', 'NAS (11690 min)']"
EWR,7,1714,409,451,"['Late Aircraft (41869 min)', 'Carrier (29088 min)', 'NAS (21365 min)']"
EWR,8,1744,356,305,"['Late Aircraft (21677 min)', 'Carrier (18489 min)', 'NAS (14127 min)']"
EWR,9,2055,242,134,"['Late Aircraft (11474 min)', 'NAS (9039 min)', 'Carrier (8605 min)']"
EWR,10,2229,270,150,"['Late Aircraft (10842 min)', 'Carrier (8410 min)', 'NAS (6780 min)']"
EWR,11,1961,342,230,"['Late Aircraft (20564 min)', 'NAS (9616 min)', 'Carrier (8682 min)']"
EWR,12,1818,451,227,"['Late Aircraft (19149 min)', 'Carrier (12994 min)', 'NAS (11360 min)']"
EYW,1,117,35,32,"['Late Aircraft (2990 min)', 'NAS (1408 min)', 'Carrier (727 min)']"
EYW,2,145,26,15,"['Late Aircraft (1756 min)', 'Carrier (1455 min)', 'NAS (414 min)']"
EYW,3,137,36,28,"['Late Aircraft (3825 min)', 'Carrier (2052 min)', 'Weather (1036 min)']"
EYW,4,136,43,27,"['Late Aircraft (2686 min)', 'Carrier (1276 min)', 'NAS (516 min)']"
EYW,5,108,19,22,"['Late Aircraft (2408 min)', 'Weather (624 min)', 'NAS (539 min)']"
EYW,6,102,27,16,"['Late Aircraft (1761 min)', 'Carrier (1694 min)', 'NAS (377 min)']"
EYW,7,91,17,22,"['Late Aircraft (2540 min)', 'Carrier (1350 min)', 'NAS (324 min)']"
EYW,8,83,14,15,"['Late Aircraft (1433 min)', 'Weather (426 min)', 'NAS (353 min)']"
EYW,9,105,11,2,"['Late Aircraft (289 min)', 'NAS (241 min)', 'Carrier (222 min)']"
EYW,10,104,7,6,"['Late Aircraft (596 min)', 'Carrier (127 min)', 'NAS (49 min)']"
EYW,11,145,17,9,"['Carrier (1181 min)', 'Late Aircraft (1100 min)', 'NAS (233 min)']"
EYW,12,123,26,14,"['Late Aircraft (2775 min)', 'Carrier (900 min)', 'NAS (240 min)']"
FAI,1,33,9,5,"['Late Aircraft (439 min)', 'NAS (241 min)', 'Carrier (105 min)']"
FAI,2,44,4,0,"['NAS (97 min)', 'Carrier (62 min)', 'Late Aircraft (56 min)']"
FAI,3,59,6,4,"['Late Aircraft (475 min)', 'NAS (76 min)', 'Carrier (23 min)']"
FAI,4,50,6,3,"['Carrier (937 min)', 'Late Aircraft (242 min)', 'NAS (34 min)']"
FAI,5,49,7,4,"['Late Aircraft (420 min)', 'Carrier (58 min)', 'NAS (7 min)']"
FAI,6,61,9,6,"['Carrier (1238 min)', 'Late Aircraft (924 min)', 'NAS (92 min)']"
FAI,7,63,17,4,"['Late Aircraft (473 min)', 'NAS (166 min)', 'Carrier (134 min)']"
FAI,8,66,13,2,"['Carrier (171 min)', 'Late Aircraft (116 min)', 'NAS (25 min)']"
FAI,9,61,17,3,"['Late Aircraft (265 min)', 'NAS (69 min)', 'Carrier (4 min)']"
FAI,10,62,5,2,"['Late Aircraft (264 min)', 'NAS (88 min)', 'Carrier (46 min)']"
FAI,11,45,7,4,"['Carrier (223 min)', 'NAS (137 min)', 'Weather (71 min)']"
FAI,12,51,8,3,"['NAS (232 min)', 'Carrier (208 min)', 'Late Aircraft (130 min)']"
FAR,1,83,10,18,"['Late Aircraft (1796 min)', 'Carrier (1161 min)', 'Weather (707 min)']"
FAR,2,84,9,6,"['Late Aircraft (1723 min)', 'Carrier (729 min)', 'NAS (94 min)']"
FAR,3,101,9,6,"['Late Aircraft (405 min)', 'Carrier (369 min)', 'Weather (313 min)']"
FAR,4,100,8,7,"['NAS (376 min)', 'Carrier (367 min)', 'Late Aircraft (71 min)']"
FAR,5,96,14,8,"['Carrier (873 min)', 'Late Aircraft (290 min)', 'Weather (279 min)']"
FAR,6,122,14,19,"['Carrier (2752 min)', 'NAS (694 min)', 'Late Aircraft (694 min)']"
FAR,7,111,17,12,"['Carrier (648 min)', 'Late Aircraft (441 min)', 'NAS (144 min)']"
